RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,01219,John Cook,6.80,251600,3700000
2,0,19825,Darren Clarke,6.27,1491328,23800000
3,0,23983,Luke Donald,4.85,6683213,137700000
4,0,29221,Webb Simpson,3.81,6347351,166700000
5,0,27095,Nick Watney,3.37,5290672,157000000
6,0,28237,Rory McIlroy,3.16,2344609,74200000
7,0,06527,Steve Stricker,2.90,3992783,137900000
8,0,24502,Adam Scott,2.84,3764796,132700000
9,0,30925,Dustin Johnson,2.82,4309960,152800000
10,0,24357,K.J. Choi,2.80,4434689,158200000
11,0,28089,Jason Day,2.66,3962645,149200000
12,0,02206,David Toms,2.57,3858088,150000000
13,0,23108,Matt Kuchar,2.56,4233917,165300000
14,0,01810,Phil Mickelson,2.47,3763485,152600000
15,0,26331,Charl Schwartzel,2.36,2604556,110300000
16,0,24924,Bill Haas,2.27,4088634,179800000
17,0,25804,Bubba Watson,2.25,3477808,154400000
18,0,20859,Anders Hansen,2.19,1195566,54500000
19,0,22405,Justin Rose,2.10,3401419,162200000
20,0,33141,Keegan Bradley,2.09,3758598,180200000
21,0,27649,Brandt Snedeker,2.08,3587204,172500000
22,0,31323,Gary Woodland,2.05,3448587,168200000
23,0,22371,Aaron Baddeley,2.03,3094691,152500000
23,0,23135,Tim Clark,2.03,571000,28100000
25,0,25686,Jason Dufner,2.02,3057858,151600000
26,0,24781,Hunter Mahan,1.99,3503538,175800000
27,0,34021,Bud Cauley,1.86,735149,39500000
28,0,20396,Lee Westwood,1.79,1306945,73000000
29,0,21878,Mark Wilson,1.78,3158474,177500000
30,0,24663,Y.E. Yang,1.74,2314864,132900000
31,0,27408,Martin Kaymer,1.73,1339958,77300000
32,0,27936,Martin Laird,1.68,2676507,159700000
33,0,24925,Jonathan Byrd,1.67,2938918,175700000
34,0,33399,Adam Hadwin,1.59,440751,27700000
35,0,12680,Shigeki Maruyama,1.57,177375,11300000
36,0,10944,Thomas Bjørn,1.54,626739,40800000
37,0,21731,Freddie Jacobson,1.53,2488321,162700000
38,0,28937,George Coetzee,1.50,109712,7300000
38,0,23621,Rory Sabbatini,1.50,2420653,161500000
40,0,06567,Vijay Singh,1.43,2371049,166100000
41,0,25396,Kevin Na,1.41,2336963,165400000
41,0,26476,Chez Reavie,1.41,2285066,162300000
43,0,20378,Mathias Grönberg,1.40,42000,3000000
44,0,20832,Raphael Jacquelin,1.37,209744,15300000
44,0,20645,John Senden,1.37,2294808,166900000
46,0,21961,Charles Howell III,1.35,2509219,186200000
46,0,19970,Robert Karlsson,1.35,1779815,131900000
48,0,21209,Sergio Garcia,1.33,1524087,114600000
49,0,28158,Steve Marino,1.32,1975075,149100000
50,0,27141,J.B. Holmes,1.31,1398581,107000000
51,0,26596,Ryan Moore,1.27,1942903,152900000
51,0,22046,Geoff Ogilvy,1.27,1916993,150900000
51,0,23623,Bo Van Pelt,1.27,2344545,184900000
54,0,32102,Rickie Fowler,1.26,2084679,165800000
54,0,02239,Scott Verplank,1.26,1194177,94600000
56,0,23800,Bryce Molder,1.24,1957941,157700000
57,0,27466,Spencer Levin,1.23,2320033,188600000
57,0,24490,George McNeill,1.23,1458107,119000000
59,0,20634,Peter Lonard,1.21,106305,8800000
60,0,24024,Zach Johnson,1.20,1880403,156900000
61,0,25900,Lucas Glover,1.19,1823324,153300000
62,0,01941,Tom Pernice Jr.,1.18,694980,59100000
62,0,25240,D.A. Points,1.18,2034155,171800000
64,0,29518,Brendan Steele,1.17,1976306,168800000
65,0,30692,Scott Stallings,1.16,1957160,168000000
66,0,01226,Fred Couples,1.15,371080,32200000
66,0,27064,Jhonattan Vegas,1.15,1854413,161800000
68,0,23541,Ben Crane,1.14,1679594,147900000
69,0,23320,Ryan Palmer,1.13,1850527,163100000
70,0,30926,Chris Kirk,1.09,1877625,172600000
71,0,21805,Harrison Frazar,1.08,1322266,122200000
71,0,30750,Tommy Gainey,1.08,2174190,202000000
73,0,24512,Simon Dyson,1.05,250332,23800000
74,0,08793,Tiger Woods,.98,660238,67300000
75,0,06643,Paul Goydos,.97,1385327,143400000
76,0,25818,Scott Piercy,.96,1250956,130500000
77,0,20498,Briny Baird,.95,942284,99000000
77,0,24358,Robert Garrigus,.95,1503920,158800000
77,0,25572,Graeme McDowell,.95,1088897,114700000
80,0,06573,Brandt Jobe,.94,1629760,174100000
81,0,25198,Francesco Molinari,.93,763887,82500000
81,0,25345,Carl Pettersson,.93,1540720,165300000
81,0,25562,Andres Romero,.93,1313133,140500000
81,0,30110,Kyle Stanley,.93,1523654,164200000
85,0,08075,Jerry Kelly,.92,1451793,157500000
85,0,24140,Sean O'Hair,.92,1483946,161800000
87,0,01320,Bob Estes,.91,594103,65500000
88,0,24361,Pat Perez,.90,1295252,144400000
89,0,28258,K.T. Kim,.89,601809,67500000
90,0,27088,Johan Edfors,.88,136155,15500000
90,0,25632,Jimmy Walker,.88,1336553,151100000
92,0,10809,Jim Furyk,.87,1529687,175900000
92,0,19958,Miguel Angel Jiménez,.87,486223,55800000
94,0,32366,Kevin Chappell,.86,1339637,155100000
95,0,22913,John Rollins,.85,1370564,161800000
96,0,10885,Robert Allenby,.84,1452564,172200000
97,0,22400,Hennie Otto,.81,68500,8500000
97,0,26951,Johnson Wagner,.81,1224553,151200000
99,0,28087,Kris Blanks,.80,1350009,168900000
100,0,12716,Charley Hoffman,.79,1462589,184400000
100,0,30852,Ryo Ishikawa,.79,580136,73800000
102,0,27214,Kevin Streelman,.78,1300001,166900000
103,0,06034,Marco Dawson,.77,104406,13600000
103,0,20160,Charlie Wi,.77,1188490,153800000
105,0,27072,Alvaro Quiros,.76,495317,65300000
105,0,26539,Robert Rock,.76,112756,14800000
107,0,11123,Chris Couch,.75,922494,123700000
107,0,01706,Davis Love III,.75,1056298,140100000
107,0,28475,Jeff Overton,.75,1290959,173200000
110,0,19846,Brian Gay,.74,1157522,156400000
110,0,22378,Trevor Immelman,.74,1165599,158000000
112,0,27770,Camilo Villegas,.73,1231915,168500000
112,0,23322,Brett Wetterich,.73,307502,42200000
114,0,08725,Tom Gillis,.72,814147,113200000
115,0,21753,Brian Davis,.71,1308006,184600000
115,0,20157,Retief Goosen,.71,796359,112700000
115,0,33419,Cameron Tringale,.71,1327805,188300000
118,0,26329,Louis Oosthuizen,.70,717965,102100000
118,0,32150,Michael Thompson,.70,935264,133400000
120,0,23638,Brendon de Jonge,.69,1241324,180200000
120,0,22792,Peter Hanson,.69,610780,88900000
120,0,23814,Edoardo Molinari,.69,619223,89700000
123,0,29780,Do-Hoon Kim,.67,50436,7500000
124,0,01116,Michael Bradley,.66,935931,141100000
124,0,27963,Chris Stroud,.66,1096496,165500000
126,0,24846,Ricky Barnes,.65,951584,146400000
126,0,06522,Ernie Els,.65,948871,145300000
126,0,24083,Marcus Fraser,.65,55500,8500000
129,0,21207,José Manuel Lara,.64,23525,3700000
129,0,01677,Tom Lehman,.64,178061,28000000
129,0,24138,Ian Poulter,.64,739925,115500000
132,0,12510,Chad Campbell,.63,1104019,175000000
132,0,20229,Stewart Cink,.63,909158,144400000
132,0,29718,Anthony Kim,.63,1085844,173500000
132,0,10860,Justin Leonard,.63,952961,151800000
136,0,20766,Padraig Harrington,.62,802838,128800000
136,0,26758,David Hearn,.62,869069,139600000
136,0,27974,Sung Kang,.62,702382,112900000
139,0,24604,Hunter Haas,.61,1039984,169700000
139,0,27933,John Merrick,.61,704787,116100000
139,0,20572,Rod Pampling,.61,668766,108900000
142,0,20569,Richard Green,.60,193851,32300000
143,0,20848,Ángel Cabrera,.59,628078,106100000
143,0,25203,SSP Chawrasia,.59,50500,8500000
145,0,23409,James Driscoll,.58,741009,127200000
145,0,12782,Tim Herron,.58,909132,157500000
145,0,27120,Troy Matteson,.58,946987,162700000
148,0,25364,Paul Casey,.57,590384,103200000
148,0,21350,Ryuji Imada,.57,990317,172400000
150,0,29910,Blake Adams,.56,1100553,196400000
150,0,22348,Nick O'Hern,.56,940222,167500000
150,0,21949,Joe Ogilvie,.56,726865,129700000
150,0,26287,Roland Thatcher,.56,666369,118900000
154,0,26851,Marc Leishman,.55,916327,165500000
154,0,33199,Matteo Manassero,.55,331783,60800000
154,0,27939,Matt McQuillan,.55,582932,106100000
157,0,22961,David Mathis,.54,715403,133000000
158,0,20593,Greg Chalmers,.51,832188,164100000
158,0,23353,J.J. Henry,.51,873375,172100000
160,0,31640,Gary Boyd,.50,36301,7300000
160,0,24957,Simon Khan,.50,36301,7300000
160,0,26679,Kevin Stadler,.50,768170,152800000
163,0,27896,Ross Fisher,.49,299884,60900000
163,0,01766,Billy Mayfair,.49,780576,159600000
165,0,10505,Shane Bertsch,.48,488583,100800000
165,0,22056,Cameron Percy,.48,290318,60100000
167,0,02076,Peter Senior,.47,40250,8500000
168,0,06004,Stephen Ames,.46,547585,119600000
169,0,06251,Chris DiMarco,.45,761929,171000000
169,0,29289,S.Y. Noh,.45,207070,46000000
169,0,01926,Steve Pate,.45,15750,3500000
172,0,29670,Pablo Larrazabal,.44,105634,23800000
172,0,29342,Jae-bum Park,.44,37500,8500000
172,0,27330,Josh Teater,.44,769322,173800000
175,0,20098,Stuart Appleby,.43,657148,151200000
175,0,32698,Bobby Gates,.43,666734,154000000
175,0,22293,Heath Slocum,.43,767215,177100000
178,0,21284,Hiroyuki Fujita,.42,223300,53000000
178,0,26300,Matt Jones,.42,602391,141800000
178,0,06595,Kevin Sutherland,.42,289692,69500000
181,0,29420,Billy Horschel,.41,533020,130400000
