RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,23108,Matt Kuchar,11.07,34,307
2,0,23541,Ben Crane,11.11,20,180
3,0,27556,Ted Potter Jr.,11.44,23,201
4,0,24924,Bill Haas,11.66,33,283
5,0,20593,Greg Chalmers,12.05,30,249
6,0,32200,Roberto Castro,12.20,41,336
7,0,23800,Bryce Molder,12.24,35,286
8,0,06527,Steve Stricker,12.44,24,193
9,0,21878,Mark Wilson,12.50,19,152
10,0,31560,Brian Stuard,12.61,29,230
11,0,29479,Scott Brown,12.75,26,204
12,0,23638,Brendon de Jonge,12.76,49,384
13,0,33419,Cameron Tringale,12.78,34,266
14,0,35139,Richard Lee,12.85,32,249
15,0,24138,Ian Poulter,12.88,21,163
16,0,08793,Tiger Woods,13.17,32,243
17,0,23983,Luke Donald,13.33,28,210
18,0,26497,Casey Wittenberg,13.51,25,185
19,0,20396,Lee Westwood,13.54,31,229
20,0,24357,K.J. Choi,13.81,37,268
21,0,30944,Jason Kokrak,13.82,38,275
22,0,30711,Colt Knost,13.83,26,188
23,0,21961,Charles Howell III,13.86,42,303
24,0,26596,Ryan Moore,13.87,33,238
25,0,26758,David Hearn,14.02,45,321
26,0,10213,Dicky Pride,14.08,29,206
27,0,22806,Doug LaBelle II,14.10,33,234
28,0,20098,Stuart Appleby,14.13,39,276
29,0,27120,Troy Matteson,14.14,28,198
30,0,21209,Sergio Garcia,14.22,32,225
30,0,22405,Justin Rose,14.22,33,232
32,0,34046,Jordan Spieth,14.29,45,315
32,0,29425,Andrew Svoboda,14.29,19,133
32,0,28780,Nicholas Thompson,14.29,48,336
35,0,25632,Jimmy Walker,14.33,43,300
36,0,23623,Bo Van Pelt,14.35,33,230
37,0,22046,Geoff Ogilvy,14.45,25,173
38,0,10809,Jim Furyk,14.50,38,262
39,0,21753,Brian Davis,14.51,47,324
40,0,21528,Henrik Stenson,14.53,34,234
41,0,01320,Bob Estes,14.55,31,213
42,0,23135,Tim Clark,14.74,28,190
43,0,29420,Billy Horschel,14.80,53,358
44,0,27649,Brandt Snedeker,14.84,46,310
45,0,24781,Hunter Mahan,15.00,45,300
46,0,26300,Matt Jones,15.07,44,292
47,0,32448,James Hahn,15.15,40,264
48,0,31202,William McGirt,15.16,37,244
49,0,24490,George McNeill,15.18,34,224
50,0,27095,Nick Watney,15.23,46,302
51,0,24494,Erik Compton,15.48,37,239
52,0,26331,Charl Schwartzel,15.53,41,264
53,0,24024,Zach Johnson,15.57,45,289
54,0,34431,Robert Streb,15.58,36,231
55,0,22792,Peter Hanson,15.60,22,141
56,0,22056,Cameron Percy,15.69,32,204
57,0,24502,Adam Scott,15.70,35,223
57,0,26679,Kevin Stadler,15.70,46,293
59,0,33141,Keegan Bradley,15.72,50,318
60,0,29221,Webb Simpson,15.79,51,323
61,0,30926,Chris Kirk,15.84,54,341
62,0,25834,Daniel Summerhays,15.88,47,296
63,0,01724,Jeff Maggert,15.92,32,201
64,0,22378,Trevor Immelman,15.93,29,182
65,0,25818,Scott Piercy,15.95,41,257
66,0,28259,Sangmoon Bae,16.14,51,316
67,0,27503,Steve LeBrun,16.16,32,198
67,0,33418,Shawn Stefani,16.16,32,198
69,0,25336,Alistair Presnell,16.17,27,167
70,0,08075,Jerry Kelly,16.33,40,245
71,0,28237,Rory McIlroy,16.43,35,213
72,0,19846,Brian Gay,16.47,41,249
73,0,32366,Kevin Chappell,16.55,46,278
73,0,27214,Kevin Streelman,16.55,48,290
75,0,33461,Morgan Hoffmann,16.60,40,241
76,0,23452,Nicolas Colsaerts,16.67,22,132
76,0,29740,Brad Fritsch,16.67,45,270
76,0,12716,Charley Hoffman,16.67,53,318
76,0,29518,Brendan Steele,16.67,45,270
76,0,23788,D.J. Trahan,16.67,26,156
76,0,26289,Boo Weekley,16.67,57,342
82,0,28679,Fabián Gómez,16.75,35,209
83,0,31557,Jim Herman,16.76,31,185
84,0,27963,Chris Stroud,16.78,50,298
85,0,27770,Camilo Villegas,16.79,44,262
86,0,23320,Ryan Palmer,16.94,51,301
87,0,06004,Stephen Ames,16.99,26,153
88,0,27895,Jonas Blixt,17.03,39,229
89,0,25686,Jason Dufner,17.05,45,264
90,0,24846,Ricky Barnes,17.06,36,211
90,0,25444,Justin Hicks,17.06,43,252
92,0,28089,Jason Day,17.08,48,281
93,0,27436,Graham DeLaet,17.10,59,345
94,0,28307,Matt Every,17.13,56,327
95,0,21731,Freddie Jacobson,17.17,34,198
96,0,28500,Martin Flores,17.20,48,279
97,0,23497,Tag Ridings,17.22,36,209
98,0,25345,Carl Pettersson,17.25,44,255
99,0,28475,Jeff Overton,17.28,47,272
100,0,27644,Brian Harman,17.33,48,277
101,0,22913,John Rollins,17.34,43,248
102,0,25572,Graeme McDowell,17.36,25,144
103,0,23353,J.J. Henry,17.43,42,241
104,0,06573,Brandt Jobe,17.49,32,183
105,0,34174,John Huh,17.54,50,285
106,0,23409,James Driscoll,17.65,45,255
107,0,27330,Josh Teater,17.67,50,283
108,0,08725,Tom Gillis,17.71,34,192
109,0,20443,Jin Park,17.76,27,152
110,0,32102,Rickie Fowler,17.80,47,264
111,0,25562,Andres Romero,17.84,38,213
112,0,32698,Bobby Gates,17.89,22,123
113,0,30925,Dustin Johnson,17.94,47,262
114,0,20229,Stewart Cink,17.95,42,234
115,0,36884,Ben Kohles,18.02,40,222
115,0,28310,Lee Williams,18.02,31,172
117,0,20848,Ángel Cabrera,18.03,44,244
118,0,24507,Jason Bohn,18.04,46,255
119,0,22295,Darron Stiles,18.06,26,144
120,0,25274,Steven Bowditch,18.10,42,232
120,0,29289,S.Y. Noh,18.10,40,221
122,0,02206,David Toms,18.12,27,149
123,0,34360,Patrick Reed,18.21,53,291
124,0,24361,Pat Perez,18.22,45,247
125,0,23621,Rory Sabbatini,18.32,59,322
126,0,34099,Harris English,18.36,65,354
127,0,35539,Luke Guthrie,18.37,52,283
128,0,22961,David Mathis,18.45,38,206
129,0,30110,Kyle Stanley,18.47,41,222
130,0,01116,Michael Bradley,18.54,28,151
131,0,30852,Ryo Ishikawa,18.64,41,220
131,0,25240,D.A. Points,18.64,55,295
133,0,33869,Eric Meierdierks,18.71,26,139
134,0,24399,Scott Gardiner,18.82,35,186
135,0,12510,Chad Campbell,18.83,45,239
136,0,34098,Russell Henley,18.86,53,281
137,0,28455,Will Claxton,18.89,34,180
138,0,19970,Robert Karlsson,18.99,30,158
139,0,34409,David Lingmerth,19.15,45,235
139,0,26476,Chez Reavie,19.15,45,235
141,0,06567,Vijay Singh,19.19,33,172
142,0,22371,Aaron Baddeley,19.20,43,224
143,0,30163,Henrik Norlander,19.21,44,229
144,0,20104,Ken Duke,19.22,54,281
145,0,20645,John Senden,19.28,48,249
146,0,24227,Justin Bolli,19.32,34,176
147,0,27936,Martin Laird,19.34,41,212
148,0,25804,Bubba Watson,19.40,52,268
