RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,06527,Steve Stricker,1.96,92,47
2,0,30926,Chris Kirk,2.09,186,89
3,0,01320,Bob Estes,2.14,141,66
4,0,23638,Brendon de Jonge,2.24,246,110
5,0,21961,Charles Howell III,2.28,194,85
5,0,23108,Matt Kuchar,2.28,198,87
7,0,20098,Stuart Appleby,2.30,193,84
8,0,27963,Chris Stroud,2.33,205,88
9,0,35139,Richard Lee,2.35,181,77
9,0,34046,Jordan Spieth,2.35,193,82
11,0,21528,Henrik Stenson,2.36,151,64
12,0,24924,Bill Haas,2.37,199,84
13,0,27120,Troy Matteson,2.39,158,66
13,0,24361,Pat Perez,2.39,165,69
15,0,33141,Keegan Bradley,2.40,209,87
15,0,08793,Tiger Woods,2.40,144,60
17,0,27436,Graham DeLaet,2.41,227,94
17,0,01810,Phil Mickelson,2.41,188,78
19,0,31560,Brian Stuard,2.43,180,74
20,0,10809,Jim Furyk,2.45,191,78
20,0,08075,Jerry Kelly,2.45,184,75
22,0,32200,Roberto Castro,2.47,240,97
22,0,26300,Matt Jones,2.47,205,83
24,0,21209,Sergio Garcia,2.48,156,63
24,0,26679,Kevin Stadler,2.48,196,79
24,0,33419,Cameron Tringale,2.48,198,80
27,0,28500,Martin Flores,2.49,207,83
27,0,31202,William McGirt,2.49,187,75
29,0,27895,Jonas Blixt,2.50,190,76
29,0,23541,Ben Crane,2.50,145,58
29,0,22405,Justin Rose,2.50,150,60
32,0,32102,Rickie Fowler,2.51,186,74
33,0,24502,Adam Scott,2.53,152,60
34,0,24357,K.J. Choi,2.54,213,84
34,0,24494,Erik Compton,2.54,188,74
34,0,24024,Zach Johnson,2.54,211,83
34,0,24781,Hunter Mahan,2.54,216,85
34,0,26476,Chez Reavie,2.54,183,72
34,0,23497,Tag Ridings,2.54,165,65
34,0,25632,Jimmy Walker,2.54,213,84
41,0,28475,Jeff Overton,2.56,200,78
42,0,23409,James Driscoll,2.57,185,72
43,0,29420,Billy Horschel,2.58,248,96
43,0,24138,Ian Poulter,2.58,137,53
43,0,27649,Brandt Snedeker,2.58,204,79
43,0,21878,Mark Wilson,2.58,134,52
47,0,01724,Jeff Maggert,2.60,164,63
47,0,22913,John Rollins,2.60,190,73
47,0,23621,Rory Sabbatini,2.60,213,82
47,0,25834,Daniel Summerhays,2.60,216,83
51,0,28679,Fabián Gómez,2.62,170,65
52,0,33461,Morgan Hoffmann,2.63,168,64
52,0,25572,Graeme McDowell,2.63,129,49
52,0,27214,Kevin Streelman,2.63,226,86
52,0,25804,Bubba Watson,2.63,192,73
56,0,12510,Chad Campbell,2.64,201,76
56,0,32448,James Hahn,2.64,195,74
58,0,24490,George McNeill,2.65,180,68
58,0,23800,Bryce Molder,2.65,212,80
58,0,22056,Cameron Percy,2.65,175,66
58,0,26331,Charl Schwartzel,2.65,180,68
62,0,25274,Steven Bowditch,2.66,173,65
62,0,20593,Greg Chalmers,2.66,194,73
62,0,26758,David Hearn,2.66,234,88
65,0,31323,Gary Woodland,2.67,240,90
66,0,28089,Jason Day,2.68,214,80
66,0,30944,Jason Kokrak,2.68,209,78
66,0,34261,Scott Langley,2.68,201,75
66,0,23320,Ryan Palmer,2.68,212,79
66,0,20396,Lee Westwood,2.68,185,69
71,0,23983,Luke Donald,2.69,156,58
71,0,25686,Jason Dufner,2.69,207,77
73,0,27556,Ted Potter Jr.,2.70,165,61
74,0,28092,D.H. Lee,2.71,176,65
75,0,22792,Peter Hanson,2.72,117,43
75,0,34174,John Huh,2.72,239,88
75,0,23788,D.J. Trahan,2.72,125,46
78,0,27644,Brian Harman,2.73,232,85
78,0,34098,Russell Henley,2.73,213,78
78,0,34360,Patrick Reed,2.73,227,83
78,0,33418,Shawn Stefani,2.73,172,63
78,0,22295,Darron Stiles,2.73,134,49
78,0,28310,Lee Williams,2.73,164,60
84,0,26497,Casey Wittenberg,2.74,192,70
85,0,32366,Kevin Chappell,2.75,220,80
85,0,23353,J.J. Henry,2.75,223,81
85,0,21099,David Lynn,2.75,190,69
85,0,29221,Webb Simpson,2.75,242,88
89,0,28307,Matt Every,2.76,246,89
89,0,28780,Nicholas Thompson,2.76,273,99
91,0,24846,Ricky Barnes,2.77,194,70
91,0,22378,Trevor Immelman,2.77,191,69
91,0,22806,Doug LaBelle II,2.77,194,70
91,0,27933,John Merrick,2.77,219,79
91,0,26289,Boo Weekley,2.77,277,100
96,0,29518,Brendan Steele,2.78,228,82
97,0,29740,Brad Fritsch,2.79,215,77
97,0,10860,Justin Leonard,2.79,240,86
97,0,30163,Henrik Norlander,2.79,190,68
100,0,28237,Rory McIlroy,2.80,154,55
100,0,30692,Scott Stallings,2.80,221,79
100,0,34431,Robert Streb,2.80,199,71
100,0,02206,David Toms,2.80,123,44
100,0,24663,Y.E. Yang,2.80,157,56
105,0,10213,Dicky Pride,2.81,188,67
106,0,27330,Josh Teater,2.82,231,82
107,0,34099,Harris English,2.83,269,95
107,0,26851,Marc Leishman,2.83,218,77
109,0,06004,Stephen Ames,2.84,139,49
109,0,19846,Brian Gay,2.84,224,79
109,0,31557,Jim Herman,2.84,156,55
109,0,06567,Vijay Singh,2.84,173,61
109,0,23623,Bo Van Pelt,2.84,199,70
109,0,28135,Aaron Watkins,2.84,125,44
109,0,27095,Nick Watney,2.84,244,86
116,0,30110,Kyle Stanley,2.85,202,71
116,0,32150,Michael Thompson,2.85,188,66
118,0,26596,Ryan Moore,2.86,203,71
118,0,20572,Rod Pampling,2.86,120,42
120,0,30925,Dustin Johnson,2.87,201,70
120,0,27770,Camilo Villegas,2.87,215,75
120,0,20160,Charlie Wi,2.87,204,71
123,0,24358,Robert Garrigus,2.88,187,65
123,0,06573,Brandt Jobe,2.88,167,58
