RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,22371,Aaron Baddeley,336,Texas Open,1,17 - Par 4
2,0,40026,Daniel Berger,237,Arnold Palmer,3,6 - Par 5 -
3,0,06573,Brandt Jobe,233,Byron Nelson,1,3 - Par 4 -
4,0,30711,Colt Knost,227,Wells Fargo,2,17 - Par 3
5,0,23048,Eric Axley,225,Texas Open,1,13 - Par 3
6,0,27644,Brian Harman,219,The Barclays,4,14 - Par 3
7,0,33120,Mark Anderson,212,The McGladrey,1,3 - Par 3 -
8,0,24925,Jonathan Byrd,211,Valspar Champ,2,15 - Par 3
9,0,20396,Lee Westwood,211,Honda Classic,1,10 - Par 4
10,0,28092,D.H. Lee,211,Zurich Classic,4,17 - Par 3
11,0,22046,Geoff Ogilvy,211,Sony Open,1,4 - Par 3 -
12,0,25686,Jason Dufner,208,Memorial Tourn,2,16 - Par 3
13,0,24024,Zach Johnson,207,Arnold Palmer,4,16 - Par 5
14,0,27141,J.B. Holmes,207,WGC-Cadillac,3,4 - Par 3 -
15,0,30925,Dustin Johnson,207,WGC-Cadillac,3,4 - Par 3 -
16,0,25562,Andres Romero,204,Shriners Hosp.,1,17 - Par 3
18,0,36801,Mark Hubbard,195,Frys.com Open,2,7 - Par 3 -
19,0,19803,Ryan Armour,193,The Greenbrier,2,6 - Par 4 -
20,0,29926,Danny Lee,191,Byron Nelson,1,17 - Par 3
21,0,26758,David Hearn,186,St. Jude,2,4 - Par 3 -
22,0,34046,Jordan Spieth,184,BMW Champ,1,2 - Par 3 -
23,0,32102,Rickie Fowler,184,Quicken Loans,1,9 - Par 3 -
25,0,30852,Ryo Ishikawa,183,The Barclays,1,16 - Par 5
26,0,29222,Billy Hurley III,181,Frys.com Open,2,15 - Par 3
27,0,33486,Roger Sloan,180,Sanderson Farms,1,4 - Par 3 -
28,0,34431,Robert Streb,179,THE PLAYERS,2,18 - Par 4
29,0,34360,Patrick Reed,179,Shell Houston,3,16 - Par 3
30,0,34174,John Huh,179,Honda Classic,1,11 - Par 4
32,0,29425,Andrew Svoboda,178,RBC Heritage,1,7 - Par 3 -
33,0,29289,S.Y. Noh,177,St. Jude,3,17 - Par 4
34,0,23325,Vaughn Taylor,177,St. Jude,4,10 - Par 4
35,0,35541,John Peterson,176,RBC Heritage,3,10 - Par 4
38,0,24912,Will MacKenzie,174,The McGladrey,3,6 - Par 3 -
39,0,40058,Zac Blair,174,Arnold Palmer,2,3 - Par 4 -
40,0,26596,Ryan Moore,172,Valspar Champ,4,6 - Par 4 -
42,0,12652,Cameron Beckman,171,Barbasol Champ,4,18 - Par 4
43,0,25818,Scott Piercy,171,Humana,4,7 - Par 4 -
44,0,34264,Hudson Swafford,169,St. Jude,2,14 - Par 3
45,0,31202,William McGirt,169,Deutsche Bank,4,17 - Par 4
47,0,32839,Hideki Matsuyama,167,Farmers Ins.,2,5 - Par 4 -
48,0,26951,Johnson Wagner,164,RBC Heritage,1,11 - Par 4
50,0,29479,Scott Brown,162,Wyndham Champ,4,3 - Par 3 -
51,0,20766,Padraig Harrington,162,Phoenix Open,1,8 - Par 4 -
52,0,23135,Tim Clark,161,Shriners Hosp.,2,18 - Par 4
53,0,10860,Justin Leonard,161,Quicken Loans,3,15 - Par 4
54,0,24846,Ricky Barnes,160,Canadian Open,2,4 - Par 3 -
55,0,28307,Matt Every,160,Canadian Open,2,10 - Par 4
56,0,27895,Jonas Blixt,159,Shell Houston,1,17 - Par 4
58,0,25457,Alexandre Rocha,159,Travelers Champ,4,1 - Par 4 -
59,0,27466,Spencer Levin,159,Shriners Hosp.,3,10 - Par 4
60,0,28679,Fabián Gómez,158,Humana,3,4 - Par 4 -
61,0,20104,Ken Duke,154,John Deere Clas,2,8 - Par 4 -
62,0,25900,Lucas Glover,152,Northern Trust,2,6 - Par 3 -
66,0,25274,Steven Bowditch,146,Memorial Tourn,3,6 - Par 4 -
67,0,21753,Brian Davis,146,The Greenbrier,1,1 - Par 4 -
68,0,28089,Jason Day,143,Farmers Ins.,3,17 - Par 4
69,0,12510,Chad Campbell,143,Farmers Ins.,3,3 - Par 3 -
70,0,27095,Nick Watney,143,St. Jude,3,9 - Par 4 -
71,0,29725,Tony Finau,142,Arnold Palmer,1,11 - Par 4
72,0,32448,James Hahn,141,Farmers Ins.,4,7 - Par 4 -
73,0,24494,Erik Compton,141,Canadian Open,1,7 - Par 3 -
74,0,35300,Andrew Loupe,141,Barbasol Champ,3,11 - Par 4
76,0,27064,Jhonattan Vegas,140,Sony Open,2,16 - Par 4
77,0,28475,Jeff Overton,140,Shell Houston,1,3 - Par 4 -
78,0,27936,Martin Laird,140,Travelers Champ,1,17 - Par 4
79,0,24490,George McNeill,138,The Greenbrier,1,18 - Par 3
80,0,33448,Justin Thomas,138,The Greenbrier,1,18 - Par 3
82,0,30926,Chris Kirk,137,Deutsche Bank,3,17 - Par 4
83,0,32334,Charlie Beljan,136,AT&T Pebble,1,3 - Par 4 -
84,0,29720,Andres Gonzales,135,Honda Classic,3,1 - Par 4 -
85,0,24507,Jason Bohn,134,THE PLAYERS,1,6 - Par 4 -
86,0,25198,Francesco Molinari,133,Phoenix Open,3,16 - Par 3
89,0,31416,Derek Fathauer,130,THE PLAYERS,1,4 - Par 4 -
90,0,29454,Bernd Wiesberger,130,WGC-Bridgestone,4,10 - Par 4
91,0,20157,Retief Goosen,130,Frys.com Open,1,8 - Par 4 -
94,0,25364,Paul Casey,126,Travelers Champ,4,3 - Par 4 -
95,0,23638,Brendon de Jonge,126,Valspar Champ,1,14 - Par 5
99,0,02206,David Toms,123,St. Jude,2,2 - Par 4 -
