RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,25804,Bubba Watson,149.8,4202084.000,779
2,0,30925,Dustin Johnson,156.6,4198689.000,745
3,0,36699,Patrick Rodgers,157.5,3571867.000,630
4,0,28089,Jason Day,157.7,4472917.000,788
5,0,27141,J.B. Holmes,161.4,5293645.000,911
6,0,36689,Brooks Koepka,163.3,5255622.000,894
7,0,30944,Jason Kokrak,164.2,6490053.000,1098
7,0,23320,Ryan Palmer,164.2,4397996.000,744
9,0,29725,Tony Finau,164.3,7439317.000,1258
10,0,24502,Adam Scott,165.2,2605589.000,438
11,0,32334,Charlie Beljan,165.6,4661481.000,782
12,0,33448,Justin Thomas,165.7,7772158.000,1303
13,0,25274,Steven Bowditch,166.4,7230261.000,1207
14,0,12716,Charley Hoffman,166.7,6300746.000,1050
15,0,37273,Derek Ernst,167.8,5261312.000,871
15,0,25632,Jimmy Walker,167.8,5333949.000,883
17,0,24358,Robert Garrigus,167.9,4527513.000,749
17,0,21961,Charles Howell III,167.9,8263523.000,1367
19,0,34098,Russell Henley,168.9,5637137.000,927
20,0,28500,Martin Flores,169.1,6653250.000,1093
21,0,33461,Morgan Hoffmann,169.4,5787028.000,949
21,0,33667,Carlos Ortiz,169.4,6946413.000,1139
21,0,34431,Robert Streb,169.4,8155469.000,1337
24,0,21209,Sergio Garcia,169.7,3042124.000,498
25,0,22056,Cameron Percy,169.8,4860503.000,795
25,0,25818,Scott Piercy,169.8,7022395.000,1149
27,0,29420,Billy Horschel,170.0,6200722.000,1013
27,0,31323,Gary Woodland,170.0,4523364.000,739
29,0,27644,Brian Harman,170.1,6626842.000,1082
30,0,40026,Daniel Berger,170.3,7002531.000,1142
30,0,20848,Ángel Cabrera,170.3,3561613.000,581
32,0,34265,Will Wilcox,170.4,3485357.000,568
33,0,25364,Paul Casey,170.7,5370219.000,874
34,0,35532,Tom Hoge,170.8,5516670.000,897
34,0,27936,Martin Laird,170.8,6129759.000,997
36,0,25900,Lucas Glover,170.9,6086412.000,989
36,0,23548,Bill Lunde,170.9,3070091.000,499
36,0,24781,Hunter Mahan,170.9,5536296.000,900
36,0,26289,Boo Weekley,170.9,5677824.000,923
40,0,39977,Max Homa,171.0,5232131.000,850
40,0,22405,Justin Rose,171.0,4142031.000,673
42,0,01706,Davis Love III,171.1,3609352.000,586
42,0,26331,Charl Schwartzel,171.1,3492597.000,567
44,0,26300,Matt Jones,171.2,5726672.000,929
45,0,33486,Roger Sloan,171.3,3366569.000,546
46,0,33141,Keegan Bradley,171.4,5447757.000,883
46,0,28023,Byron Smith,171.4,3664297.000,594
48,0,26329,Louis Oosthuizen,171.5,4000041.000,648
48,0,27064,Jhonattan Vegas,171.5,6101076.000,988
50,0,25493,Nick Taylor,171.6,7037050.000,1139
51,0,34099,Harris English,171.7,7483629.000,1211
52,0,33418,Shawn Stefani,171.9,7474837.000,1208
53,0,34264,Hudson Swafford,172.0,7078124.000,1143
54,0,27436,Graham DeLaet,172.2,4612380.000,744
54,0,32839,Hideki Matsuyama,172.2,6050076.000,976
