RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,01797,Rocco Mediate,64
2,0,20098,Stuart Appleby,65
2,0,07867,Woody Austin,65
2,0,01157,Tom Byrum,65
2,0,20229,Stewart Cink,65
2,0,01307,Joel Edwards,65
2,0,24604,Hunter Haas,65
2,0,06332,Neal Lancaster,65
2,0,10585,Scott McCarron,65
2,0,12660,Jesper Parnevik,65
2,0,01945,Kenny Perry,65
2,0,08793,Tiger Woods,65
13,0,19972,José Coceres,66
13,0,19881,Robert Damron,66
13,0,01320,Bob Estes,66
13,0,07547,Craig Kanada,66
13,0,01723,Andrew Magee,66
13,0,12680,Shigeki Maruyama,66
13,0,06350,Bob May,66
13,0,20095,Carl Paulson,66
13,0,10649,Tom Scherrer,66
13,0,06567,Vijay Singh,66
13,0,02206,David Toms,66
13,0,20566,Kaname Yokoo,66
25,0,01035,Tommy Armour III,67
25,0,01175,Jim Carter,67
25,0,01203,Russ Cochran,67
25,0,01219,John Cook,67
25,0,01226,Fred Couples,67
25,0,06251,Chris DiMarco,67
25,0,21805,Harrison Frazar,67
25,0,01378,David Frost,67
25,0,01381,Fred Funk,67
25,0,10201,Matt Gogel,67
25,0,12782,Tim Herron,67
25,0,01577,Lee Janzen,67
25,0,06315,Pete Jordan,67
25,0,23108,Matt Kuchar,67
25,0,01706,Davis Love III,67
25,0,01724,Jeff Maggert,67
25,0,01771,Blaine McCallister,67
25,0,01941,Tom Pernice Jr.,67
25,0,02218,Ted Tryba,67
25,0,02245,Grant Waite,67
45,0,06004,Stephen Ames,68
45,0,25083,Jeremy Anderson,68
45,0,01132,Mark Brooks,68
45,0,01139,Olin Browne,68
45,0,06809,Bob Burns,68
45,0,25939,Nick Cassini,68
45,0,12388,Michael Clark II,68
45,0,08931,Glen Day,68
45,0,23125,Brad Elder,68
45,0,23353,J.J. Henry,68
45,0,10962,Bradley Hughes,68
45,0,20094,Jonathan Kaye,68
45,0,01619,Skip Kendall,68
45,0,06012,Greg Kraft,68
45,0,10565,Ian Leggatt,68
