RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,01876,Greg Norman,1.62,231,143
2,0,01201,Lennie Clements,1.60,350,219
2,0,02099,Scott Simpson,1.60,349,218
4,0,01887,Mark O'Meara,1.54,366,237
4,0,02214,Kirk Triplett,1.54,406,264
6,0,01313,Steve Elkington,1.46,263,180
6,0,01599,Steve Jones,1.46,299,205
6,0,10860,Justin Leonard,1.46,394,270
6,0,02133,Craig Stadler,1.46,256,175
6,0,02246,Duffy Waldorf,1.46,341,234
11,0,01418,Bill Glasson,1.45,280,193
12,0,01132,Mark Brooks,1.44,349,243
13,0,01006,John Adams,1.43,313,219
14,0,01569,Peter Jacobsen,1.42,333,235
14,0,01975,Tom Purtzer,1.42,211,149
16,0,01707,Steve Lowery,1.41,420,298
16,0,02104,Jeff Sluman,1.41,362,257
16,0,06527,Steve Stricker,1.41,328,233
19,0,01098,Jay Don Blake,1.40,306,218
19,0,01320,Bob Estes,1.40,339,242
19,0,02223,Bob Tway,1.40,359,256
19,0,02239,Scott Verplank,1.40,317,226
23,0,09011,David Duval,1.39,350,252
23,0,01457,Jay Haas,1.39,315,226
23,0,01527,Scott Hoch,1.39,378,272
23,0,01823,Larry Mize,1.39,249,179
27,0,01945,Kenny Perry,1.37,345,251
27,0,02321,Fuzzy Zoeller,1.37,213,155
29,0,01326,Nick Faldo,1.36,246,181
29,0,10809,Jim Furyk,1.36,412,303
31,0,01890,Brett Ogle,1.35,241,178
31,0,01928,Corey Pavin,1.35,280,207
31,0,02010,Loren Roberts,1.35,284,211
34,0,01329,Brad Faxon,1.34,321,239
34,0,01766,Billy Mayfair,1.34,344,256
34,0,01837,Gil Morgan,1.34,246,183
37,0,01203,Russ Cochran,1.33,286,215
37,0,01706,Davis Love III,1.33,343,258
37,0,01905,Joe Ozaki,1.33,253,190
40,0,06124,Patrick Burke,1.32,281,213
40,0,01161,Mark Calcavecchia,1.32,384,291
40,0,01226,Fred Couples,1.32,214,162
40,0,06522,Ernie Els,1.32,220,167
40,0,01381,Fred Funk,1.32,383,290
40,0,12660,Jesper Parnevik,1.32,240,182
46,0,01306,David Edwards,1.31,241,184
47,0,01549,Mike Hulbert,1.30,358,276
47,0,01724,Jeff Maggert,1.30,306,235
47,0,02267,D.A. Weibring,1.30,319,246
50,0,01475,Donnie Hammond,1.29,273,212
50,0,01723,Andrew Magee,1.29,314,244
50,0,02049,Gene Sauers,1.29,279,217
50,0,02146,Payne Stewart,1.29,367,284
50,0,02170,Hal Sutton,1.29,369,285
55,0,01143,Brad Bryant,1.28,363,283
55,0,02159,Curtis Strange,1.28,303,237
57,0,06034,Marco Dawson,1.27,300,236
57,0,02225,Howard Twitty,1.27,306,241
59,0,01175,Jim Carter,1.26,325,258
59,0,01444,Ken Green,1.26,245,195
59,0,06315,Pete Jordan,1.26,206,164
62,0,01385,Jim Gallagher Jr.,1.25,372,297
62,0,01553,John Huston,1.25,307,246
62,0,01677,Tom Lehman,1.25,214,171
62,0,01960,Don Pooley,1.25,273,219
62,0,01968,Nick Price,1.25,249,199
67,0,06214,Guy Boros,1.24,351,284
67,0,01361,Dan Forsman,1.24,275,222
67,0,02245,Grant Waite,1.24,295,238
70,0,01701,Bob Lohr,1.23,318,259
70,0,01771,Blaine McCallister,1.23,311,252
72,0,07867,Woody Austin,1.22,418,344
72,0,01093,Ronnie Black,1.22,325,266
72,0,01116,Michael Bradley,1.22,315,258
72,0,01971,Dillard Pruitt,1.22,282,232
72,0,06577,John Wilson,1.22,351,288
77,0,01142,Bart Bryant,1.21,291,240
77,0,06567,Vijay Singh,1.21,274,226
77,0,06613,Tommy Tolles,1.21,286,237
77,0,02256,Tom Watson,1.21,192,159
81,0,01633,Tom Kite,1.20,304,253
81,0,06090,Jim McGovern,1.20,354,296
83,0,01185,Brandel Chamblee,1.19,281,237
83,0,06044,Scott Gump,1.19,307,257
83,0,01577,Lee Janzen,1.19,345,289
83,0,01920,Craig Parry,1.19,258,217
83,0,01938,David Peoples,1.19,166,139
83,0,02008,Lee Rinker,1.19,292,245
89,0,08337,Mike Heinen,1.18,314,265
89,0,01810,Phil Mickelson,1.18,293,249
91,0,01060,Dave Barr,1.17,243,208
91,0,01219,John Cook,1.17,270,230
91,0,01334,Keith Fergus,1.17,290,247
91,0,01374,Robin Freeman,1.17,354,302
91,0,20094,Jonathan Kaye,1.17,235,201
96,0,01040,Emlyn Aubrey,1.16,271,233
96,0,01943,Chris Perry,1.16,304,261
96,0,02101,Joey Sindelar,1.16,243,210
96,0,02190,Doug Tewell,1.16,178,154
100,0,01331,Rick Fehr,1.15,268,233
100,0,01748,Doug Martin,1.15,293,255
102,0,01783,Mark McCumber,1.14,215,188
103,0,01353,Bruce Fleisher,1.13,214,190
103,0,06575,Dudley Hart,1.13,333,294
103,0,01725,John Mahaffey,1.13,254,224
106,0,20051,Joe Acosta Jr.,1.12,273,244
106,0,01035,Tommy Armour III,1.12,303,270
106,0,01156,Curt Byrum,1.12,387,345
106,0,01408,Kelly Gibson,1.12,377,337
106,0,10585,Scott McCarron,1.12,289,257
111,0,01072,Chip Beck,1.11,315,285
111,0,06088,Steve Gotsche,1.11,256,231
111,0,01690,Bruce Lietzke,1.11,175,158
111,0,02180,Harry Taylor,1.11,278,250
115,0,08931,Glen Day,1.10,324,295
115,0,01378,David Frost,1.10,226,206
115,0,01510,Nolan Henke,1.10,266,242
115,0,02135,Mike Standly,1.10,307,280
119,0,01024,Billy Andrade,1.09,283,260
119,0,01042,Paul Azinger,1.09,274,251
119,0,06643,Paul Goydos,1.09,370,338
119,0,01891,David Ogrin,1.09,290,266
119,0,02218,Ted Tryba,1.09,358,327
124,0,01458,Jerry Haas,1.08,267,247
124,0,01619,Skip Kendall,1.08,318,295
126,0,01235,Ben Crenshaw,1.07,257,240
126,0,01797,Rocco Mediate,1.07,179,168
126,0,07235,John Morse,1.07,220,206
129,0,01096,Phil Blackmar,1.06,264,248
129,0,01196,Brian Claar,1.06,293,277
129,0,10215,Charlie Rymer,1.06,274,259
132,0,01682,Wayne Levi,1.05,187,178
132,0,02094,Tony Sills,1.05,220,210
134,0,01607,Brian Kamm,1.04,329,316
134,0,01685,J.L. Lewis,1.04,287,277
134,0,08563,Bruce Vaughan,1.04,311,298
137,0,01261,Jay Delsing,1.03,251,244
137,0,01307,Joel Edwards,1.03,288,280
137,0,01388,Robert Gamez,1.03,309,301
137,0,06012,Greg Kraft,1.03,320,310
137,0,02242,Lanny Wadkins,1.03,187,182
142,0,01266,Clark Dennis,1.02,296,291
142,0,01414,Bob Gilder,1.02,260,256
142,0,01927,Dennis Paulson,1.02,293,288
142,0,06657,Steve Rintoul,1.02,300,294
146,0,06197,Michael Allen,1.01,184,182
146,0,07101,Dave Stockton Jr.,1.01,303,300
146,0,02241,Bobby Wadkins,1.01,284,281
149,0,01550,Ed Humenik,1.00,292,292
149,0,20095,Carl Paulson,1.00,222,223
149,0,08375,Paul Stankowski,1.00,300,301
149,0,06048,Dicky Thompson,1.00,210,209
149,0,08385,Omar Uresti,1.00,300,300
154,0,06332,Neal Lancaster,.99,316,320
154,0,02148,Ray Stewart,.99,207,210
156,0,01926,Steve Pate,.98,296,303
157,0,08717,Kawika Cotner,.97,269,278
158,0,01249,John Daly,.96,252,262
158,0,06617,Brian Henninger,.96,251,261
158,0,01992,Don Reese,.96,241,252
158,0,02167,Mike Sullivan,.96,281,294
162,0,01129,Bill Britton,.95,208,220
162,0,08537,J.P. Hayes,.95,275,288
162,0,01925,Jerry Pate,.95,229,240
162,0,06791,Mark Wurtz,.95,283,297
166,0,10569,Mike Brisky,.94,280,299
166,0,01996,Mike Reid,.94,183,195
168,0,02111,Mike Smith,.93,215,230
168,0,10425,Jay Williamson,.93,212,227
170,0,06251,Chris DiMarco,.91,286,316
170,0,01986,Joey Rassett,.91,147,162
172,0,01133,Billy Ray Brown,.89,202,227
172,0,06386,Bill Porter,.89,224,251
174,0,06641,Jeff Leonard,.88,217,248
175,0,06809,Bob Burns,.87,254,293
175,0,02226,Tray Tyner,.87,227,262
177,0,07721,Pat Bates,.86,252,293
177,0,10145,Tom Hearn,.86,158,183
177,0,01705,Tim Loustalot,.86,160,186
177,0,01864,Larry Nelson,.86,161,188
177,0,10213,Dicky Pride,.86,251,292
177,0,02279,Mark Wiebe,.86,196,229
183,0,01200,Keith Clearwater,.85,229,269
184,0,01468,Gary Hallberg,.84,254,301
185,0,01014,Fulton Allem,.83,156,189
186,0,07569,Mark Carnevale,.81,236,291
187,0,01330,David Feherty,.80,209,261
188,0,02131,Mike Springer,.71,197,277
