RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,06567,Vijay Singh,18,4,2,3
2,0,08793,Tiger Woods,13,6,4,2
3,0,02206,David Toms,11,1,1,1
4,0,10809,Jim Furyk,10,1,4
5,0,01706,Davis Love III,9,2
5,0,01810,Phil Mickelson,9,4,1
7,0,21209,Sergio Garcia,8,1,1,2
7,0,20157,Retief Goosen,8,1,2
9,0,25900,Lucas Glover,7,1,1
9,0,12782,Tim Herron,7,1
9,0,01945,Kenny Perry,7,2,1
12,0,23135,Tim Clark,6,1,1
12,0,23541,Ben Crane,6,1,2,1
12,0,06251,Chris DiMarco,6,3,1
12,0,21961,Charles Howell III,6,1,1
12,0,06573,Brandt Jobe,6,2,1
12,0,01766,Billy Mayfair,6,1
12,0,06373,José María Olazábal,6,1,2
12,0,20572,Rod Pampling,6
12,0,24502,Adam Scott,6,1
12,0,23623,Bo Van Pelt,6,2
22,0,22371,Aaron Baddeley,5
22,0,08123,Jeff Brehaut,5,1
22,0,01161,Mark Calcavecchia,5,1,1
22,0,12510,Chad Campbell,5,2,1
22,0,20229,Stewart Cink,5,1
22,0,19825,Darren Clarke,5,1,1
22,0,23983,Luke Donald,5,2,1
22,0,06522,Ernie Els,5,1,1
22,0,24024,Zach Johnson,5,1,1
22,0,12680,Shigeki Maruyama,5,1,1
22,0,21949,Joe Ogilvie,5,2
22,0,22046,Geoff Ogilvy,5,1,1
22,0,23497,Tag Ridings,5,1
22,0,02239,Scott Verplank,5,2,1
36,0,20098,Stuart Appleby,4,1
36,0,21407,Arjun Atwal,4,1
36,0,07867,Woody Austin,4,1
36,0,01142,Bart Bryant,4,2
36,0,01226,Fred Couples,4,1,1
36,0,01329,Brad Faxon,4,1,1
36,0,21805,Harrison Frazar,4,2
36,0,20766,Padraig Harrington,4,2
36,0,23353,J.J. Henry,4
36,0,26420,Richard Johnson,4
36,0,08075,Jerry Kelly,4
36,0,01677,Tom Lehman,4,2
36,0,10860,Justin Leonard,4,2
36,0,01685,J.L. Lewis,4
36,0,08635,Colin Montgomerie,4,1,1
36,0,24140,Sean O'Hair,4,1,1
36,0,20628,Arron Oberholser,4
36,0,24361,Pat Perez,4
36,0,22293,Heath Slocum,4,1
36,0,23325,Vaughn Taylor,4,1,1
36,0,02223,Bob Tway,4,1
36,0,23349,Charles Warren,4,1
36,0,12602,Dean Wilson,4
59,0,10885,Robert Allenby,3
59,0,06004,Stephen Ames,3
59,0,24507,Jason Bohn,3,1,1,1
59,0,20400,Michael Campbell,3,1
59,0,24357,K.J. Choi,3,1
59,0,06621,Joe Durant,3,1
59,0,01313,Steve Elkington,3,1
59,0,01381,Fred Funk,3,1,1
59,0,06575,Dudley Hart,3
59,0,20433,Mark Hensby,3,1
59,0,21731,Freddie Jacobson,3
59,0,20094,Jonathan Kaye,3,2
59,0,01666,Bernhard Langer,3
59,0,20634,Peter Lonard,3,1,1
59,0,01707,Steve Lowery,3,1
59,0,10585,Scott McCarron,3,1
59,0,25572,Graeme McDowell,3,1
59,0,22348,Nick O'Hern,3
59,0,20691,Greg Owen,3,1
59,0,23320,Ryan Palmer,3,1,2
59,0,01948,Tim Petrovic,3,1
59,0,25345,Carl Pettersson,3,1,1
59,0,21959,Ted Purdy,3,1,1
59,0,22405,Justin Rose,3,2
59,0,23621,Rory Sabbatini,3
59,0,20645,John Senden,3
59,0,02101,Joey Sindelar,3
59,0,02104,Jeff Sluman,3,1
59,0,21951,Joey Snyder III,3
59,0,06595,Kevin Sutherland,3
59,0,23788,D.J. Trahan,3
59,0,21878,Mark Wilson,3,1
91,0,06197,Michael Allen,2
91,0,20498,Briny Baird,2
91,0,20099,Doug Barron,2,1
91,0,23614,Rich Beem,2,1,1
91,0,01139,Olin Browne,2,1,1
91,0,20850,Daniel Chopra,2
91,0,22621,Ben Curtis,2,1
91,0,01249,John Daly,2,2
91,0,21753,Brian Davis,2,1
91,0,01261,Jay Delsing,2
91,0,20121,Todd Fischer,2,1
91,0,07457,Steve Flesch,2
91,0,12823,Carlos Franco,2,1
91,0,01388,Robert Gamez,2,1
91,0,08537,J.P. Hayes,2,1
91,0,20608,David Howell,2
91,0,01553,John Huston,2
91,0,22378,Trevor Immelman,2
91,0,10733,Kent Jones,2
91,0,23552,Hank Kuehne,2,1
91,0,01723,Andrew Magee,2
91,0,01724,Jeff Maggert,2
91,0,24781,Hunter Mahan,2
91,0,06515,Shaun Micheel,2
91,0,25396,Kevin Na,2,2
91,0,12660,Jesper Parnevik,2
91,0,01920,Craig Parry,2
91,0,01928,Corey Pavin,2
91,0,01941,Tom Pernice Jr.,2,1,1
91,0,24138,Ian Poulter,2
91,0,01968,Nick Price,2
91,0,07749,Brett Quigley,2
91,0,02010,Loren Roberts,2,1
91,0,07013,Wes Short Jr.,2,1
91,0,26679,Kevin Stadler,2
91,0,22295,Darron Stiles,2
91,0,20548,Hidemichi Tanaka,2,1
91,0,27095,Nick Watney,2
91,0,10423,Mike Weir,2,1
91,0,23322,Brett Wetterich,2
131,0,21633,Steve Allan,1
131,0,23036,Chris Anderson,1
131,0,01024,Billy Andrade,1,1
131,0,01035,Tommy Armour III,1
131,0,19824,Craig Barlow,1
131,0,12652,Cameron Beckman,1
131,0,10944,Thomas Bjørn,1,1
131,0,01127,Danny Briggs,1
131,0,06220,Jaxon Brigman,1
131,0,01132,Mark Brooks,1
131,0,24925,Jonathan Byrd,1
131,0,20848,Ángel Cabrera,1
131,0,20623,Gavin Coles,1
131,0,01219,John Cook,1
131,0,19881,Robert Damron,1,1
131,0,06034,Marco Dawson,1
131,0,08931,Glen Day,1
131,0,23409,James Driscoll,1,1
131,0,06036,Scott Dunlap,1
131,0,01320,Bob Estes,1
131,0,19846,Brian Gay,1,1
131,0,12645,Brent Geiberger,1
131,0,10201,Matt Gogel,1
131,0,22892,Jason Gore,1,1
131,0,06643,Paul Goydos,1
131,0,20569,Richard Green,1
131,0,20378,Mathias Grönberg,1
131,0,24604,Hunter Haas,1
131,0,01457,Jay Haas,1
131,0,10117,Bob Heintz,1
131,0,23063,Scott Hend,1
131,0,21350,Ryuji Imada,1
131,0,01577,Lee Janzen,1
131,0,23725,Brendan Jones,1,1
131,0,23108,Matt Kuchar,1
131,0,06332,Neal Lancaster,1
131,0,12662,Thomas Levet,1
131,0,11032,Frank Lickliter II,1
131,0,24912,Will MacKenzie,1
131,0,12461,Paul McGinley,1,1
131,0,08339,Spike McRoy,1
131,0,01797,Rocco Mediate,1
131,0,26596,Ryan Moore,1,1
131,0,01927,Dennis Paulson,1
131,0,28486,Michael Putnam,1
131,0,22913,John Rollins,1,1
131,0,22548,Patrick Sheehan,1
131,0,02106,Chris Smith,1
131,0,02133,Craig Stadler,1
131,0,21528,Henrik Stenson,1,1
131,0,06527,Steve Stricker,1
131,0,26287,Roland Thatcher,1
131,0,02214,Kirk Triplett,1
131,0,08385,Omar Uresti,1
131,0,20812,Tjaart van der Walt,1,1
131,0,20160,Charlie Wi,1
131,0,10425,Jay Williamson,1
