RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,30925,Dustin Johnson,153.8,769472000,139
2,0,35461,Beau Hossler,154.8,1103409000,198
3,0,29223,Sam Saunders,155.0,1071641000,192
4,0,29518,Brendan Steele,155.7,812594000,145
5,0,47347,Adam Schenk,156.1,1180290000,210
6,0,52372,Cameron Champ,156.4,1227389000,218
7,0,49964,Aaron Wise,156.7,908250000,161
8,0,35449,Adam Long,156.9,1118609000,198
9,0,29926,Danny Lee,157.2,1222762000,216
10,0,35617,Martin Trainer,157.3,985494000,174
11,0,51766,Wyndham Clark,157.5,997719000,176
11,0,33418,Shawn Stefani,157.5,930045000,164
13,0,28237,Rory McIlroy,157.6,601249000,106
14,0,27095,Nick Watney,158.3,1031460000,181
15,0,46601,Trey Mullinax,158.4,1020909000,179
16,0,39971,Sungjae Im,158.8,1303381000,228
16,0,39546,Keith Mitchell,158.8,1000490000,175
16,0,28252,Seamus Power,158.8,1000224000,175
16,0,30786,Brady Schnell,158.8,703087000,123
16,0,46501,Ollie Schniederjans,158.8,1062996000,186
21,0,47504,Sam Burns,158.9,1103834000,193
22,0,30692,Scott Stallings,159.1,1168571000,204
22,0,37189,Harold Varner III,159.1,1139833000,199
24,0,34076,Joel Dahmen,159.2,1295109000,226
25,0,40009,Dominic Bozzelli,159.3,768422000,134
25,0,24138,Ian Poulter,159.3,694106000,121
25,0,27064,Jhonattan Vegas,159.3,969149000,169
28,0,39975,Michael Kim,159.4,1021630000,178
28,0,32839,Hideki Matsuyama,159.4,946585000,165
30,0,24502,Adam Scott,159.5,654722000,114
31,0,33948,Byeong Hun An,159.6,838879000,146
31,0,34363,Tyrrell Hatton,159.6,724075000,126
31,0,25572,Graeme McDowell,159.6,793128000,138
34,0,27974,Sung Kang,159.7,1161341000,202
35,0,37455,Si Woo Kim,159.8,897349000,156
36,0,35450,Patrick Cantlay,159.9,684822000,119
37,0,30911,Tommy Fleetwood,160.0,593345000,103
38,0,47128,Richy Werenski,160.1,1176042000,204
39,0,46523,Joey Garber,160.2,686114000,119
39,0,39977,Max Homa,160.2,1153604000,200
41,0,46970,Jon Rahm,160.3,750388000,130
42,0,12716,Charley Hoffman,160.4,791253000,137
42,0,24781,Hunter Mahan,160.4,767822000,133
44,0,29268,Bronson Burgoon,160.6,803631000,139
44,0,35421,Brandon Harkins,160.6,1295287000,224
44,0,30944,Jason Kokrak,160.6,1069444000,185
44,0,01810,Phil Mickelson,160.6,913220000,158
44,0,45486,Joaquin Niemann,160.6,1156496000,200
49,0,45526,Abraham Ancer,160.7,1139790000,197
49,0,34563,Chesson Hadley,160.7,972010000,168
49,0,34466,Peter Malnati,160.7,1179858000,204
49,0,34264,Hudson Swafford,160.7,786936000,136
49,0,29484,Peter Uihlein,160.7,960294000,166
54,0,32640,Troy Merritt,160.8,810497000,140
55,0,49303,Anders Albertson,160.9,874804000,151
55,0,45157,Cam Davis,160.9,892277000,154
57,0,32200,Roberto Castro,161.0,909808000,157
57,0,32757,Patton Kizzire,161.0,823098000,142
59,0,22405,Justin Rose,161.1,667043000,115
59,0,33486,Roger Sloan,161.1,1125095000,194
61,0,33141,Keegan Bradley,161.3,1103353000,190
62,0,33419,Cameron Tringale,161.4,732029000,126
63,0,31420,Anirban Lahiri,161.6,1058826000,182
64,0,29974,Branden Grace,161.7,826418000,142
64,0,39954,Cody Gribble,161.7,1129031000,194
66,0,46435,Austin Cook,161.8,978744000,168
66,0,29908,C.T. Pan,161.8,914464000,157
68,0,35732,Wes Roach,161.9,629318000,108
68,0,27963,Chris Stroud,161.9,984914000,169
70,0,33399,Adam Hadwin,162.0,1026635000,176
70,0,29420,Billy Horschel,162.0,973875000,167
72,0,25900,Lucas Glover,162.1,1090988000,187
72,0,35532,Tom Hoge,162.1,1161273000,199
72,0,47856,Seth Reeves,162.1,1061754000,182
75,0,28089,Jason Day,162.2,689132000,118
76,0,21961,Charles Howell III,162.3,993076000,170
76,0,37275,Sam Ryder,162.3,882090000,151
78,0,45609,Tyler Duncan,162.5,1105797000,189
78,0,34360,Patrick Reed,162.5,1011901000,173
80,0,34046,Jordan Spieth,162.6,1053734000,180
81,0,06522,Ernie Els,162.9,504374000,86
81,0,36689,Brooks Koepka,162.9,756621000,129
81,0,25493,Nick Taylor,162.9,1343065000,229
84,0,27958,Ryan Blaum,163.2,1151615000,196
84,0,23320,Ryan Palmer,163.2,799246000,136
86,0,24925,Jonathan Byrd,163.3,593792000,101
86,0,34256,Andrew Putnam,163.3,934512000,159
88,0,25686,Jason Dufner,163.4,982393000,167
88,0,37380,Curtis Luck,163.4,847303000,144
90,0,47959,Bryson DeChambeau,163.5,965075000,164
90,0,33122,Russell Knox,163.5,800552000,136
90,0,32333,Kevin Tway,163.5,1029884000,175
90,0,37340,Chase Wright,163.5,912099000,155
94,0,27895,Jonas Blixt,163.6,1054526000,179
94,0,27129,Luke List,163.6,1024517000,174
96,0,26851,Marc Leishman,163.7,783698000,133
96,0,27349,Alex Noren,163.7,784028000,133
98,0,30191,Julián Etulain,163.8,908043000,154
98,0,23353,J.J. Henry,163.8,689843000,117
98,0,49960,Sepp Straka,163.8,990621000,168
98,0,25804,Bubba Watson,163.8,884408000,150
102,0,28679,Fabián Gómez,163.9,761207000,129
102,0,23325,Vaughn Taylor,163.9,1103436000,187
104,0,34021,Bud Cauley,164.0,1027170000,174
105,0,32791,K.H. Lee,164.1,1098899000,186
105,0,33667,Carlos Ortiz,164.1,1080801000,183
107,0,39324,J.J. Spaun,164.2,1040475000,176
