RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,52372,Cameron Champ,154.9,5212828.000,935
2,0,25804,Bubba Watson,155.1,3829604.000,686
3,0,46601,Trey Mullinax,155.9,4832314.000,861
4,0,47856,Seth Reeves,156.4,4105681.000,729
5,0,30925,Dustin Johnson,157.6,4375570.000,771
6,0,28237,Rory McIlroy,158.2,4509319.000,792
7,0,35617,Martin Trainer,159.3,3905986.000,681
8,0,36689,Brooks Koepka,159.4,4566731.000,796
9,0,45157,Cam Davis,161.1,4530059.000,781
10,0,33448,Justin Thomas,161.6,4513370.000,776
11,0,35450,Patrick Cantlay,162.2,4625525.000,792
12,0,32333,Kevin Tway,162.3,5385505.000,922
13,0,30946,Alex Prugh,162.5,4592136.000,785
14,0,35421,Brandon Harkins,163.0,5523202.000,941
15,0,51766,Wyndham Clark,163.3,5891589.000,1002
16,0,49964,Aaron Wise,163.6,4429389.000,752
17,0,47504,Sam Burns,163.7,5496882.000,933
18,0,27129,Luke List,164.0,4462803.000,756
19,0,46501,Ollie Schniederjans,164.1,4896434.000,829
20,0,27141,J.B. Holmes,164.2,3907521.000,661
21,0,01810,Phil Mickelson,164.3,3981585.000,673
22,0,23320,Ryan Palmer,164.4,4130717.000,698
23,0,29725,Tony Finau,164.8,5286187.000,891
24,0,39546,Keith Mitchell,165.6,5013145.000,841
24,0,46970,Jon Rahm,165.6,4393321.000,737
26,0,45486,Joaquin Niemann,165.7,6598603.000,1106
26,0,49960,Sepp Straka,165.7,4734948.000,794
26,0,27064,Jhonattan Vegas,165.7,5058922.000,848
29,0,31323,Gary Woodland,165.8,5378428.000,901
30,0,33948,Byeong Hun An,166.2,5025166.000,840
30,0,29223,Sam Saunders,166.2,5473930.000,915
32,0,27330,Josh Teater,166.3,4394436.000,734
33,0,29926,Danny Lee,166.4,5911562.000,987
34,0,36699,Patrick Rodgers,166.5,3721689.000,621
34,0,29484,Peter Uihlein,166.5,4758229.000,794
36,0,39954,Cody Gribble,166.9,4740691.000,789
37,0,47959,Bryson DeChambeau,167.4,5531045.000,918
37,0,48081,Xander Schauffele,167.4,4441752.000,737
39,0,40009,Dominic Bozzelli,167.5,4076100.000,676
39,0,27349,Alex Noren,167.5,3557467.000,590
41,0,34306,John Chin,167.7,3152295.000,522
42,0,37189,Harold Varner III,167.8,6144536.000,1017
42,0,27095,Nick Watney,167.8,5701714.000,944
42,0,37340,Chase Wright,167.8,4735637.000,784
45,0,28089,Jason Day,167.9,3935894.000,651
45,0,30911,Tommy Fleetwood,167.9,4194187.000,694
45,0,36852,Jim Knous,167.9,3234498.000,535
48,0,39997,Corey Conners,168.0,5787177.000,957
49,0,28259,Sangmoon Bae,168.1,3328731.000,550
50,0,35461,Beau Hossler,168.5,5648072.000,931
51,0,48822,Sebastián Muñoz,168.7,5370199.000,884
52,0,33667,Carlos Ortiz,169.1,6026919.000,990
52,0,28252,Seamus Power,169.1,5186145.000,852
54,0,34099,Harris English,169.5,6619141.000,1085
54,0,21961,Charles Howell III,169.5,6219277.000,1019
54,0,34466,Peter Malnati,169.5,6322779.000,1036
57,0,39971,Sungjae Im,169.7,8420458.000,1378
58,0,30944,Jason Kokrak,170.0,6322441.000,1033
58,0,34360,Patrick Reed,170.0,6195200.000,1012
58,0,47347,Adam Schenk,170.0,6921190.000,1131
61,0,35506,Mackenzie Hughes,170.1,5598145.000,914
61,0,33486,Roger Sloan,170.1,5908168.000,965
63,0,40026,Daniel Berger,170.3,5021202.000,819
64,0,25364,Paul Casey,170.4,4699027.000,766
64,0,32058,José de Jesús Rodríguez,170.4,4146273.000,676
66,0,27936,Martin Laird,170.5,6210362.000,1012
66,0,35732,Wes Roach,170.5,4187182.000,682
66,0,25632,Jimmy Walker,170.5,4793780.000,781
69,0,29518,Brendan Steele,170.6,4323747.000,704
70,0,46523,Joey Garber,170.7,3644369.000,593
70,0,21209,Sergio Garcia,170.7,3194862.000,520
70,0,24781,Hunter Mahan,170.7,3963103.000,645
73,0,36799,Stephan Jaeger,170.9,4818122.000,783
74,0,34264,Hudson Swafford,171.0,3982456.000,647
75,0,29974,Branden Grace,171.1,3824915.000,621
76,0,47128,Richy Werenski,171.3,6192534.000,1004
77,0,29970,Dylan Frittelli,171.4,5799640.000,940
77,0,30692,Scott Stallings,171.4,5727603.000,928
79,0,32640,Troy Merritt,171.6,4818478.000,780
80,0,33141,Keegan Bradley,171.7,5717558.000,925
80,0,25493,Nick Taylor,171.7,7367988.000,1192
82,0,46435,Austin Cook,171.8,4502372.000,728
83,0,29268,Bronson Burgoon,172.0,4013017.000,648
83,0,39977,Max Homa,172.0,5900752.000,953
83,0,39324,J.J. Spaun,172.0,5484613.000,886
86,0,32102,Rickie Fowler,172.2,5385842.000,869
86,0,34563,Chesson Hadley,172.2,5077605.000,819
86,0,27644,Brian Harman,172.2,6104850.000,985
86,0,49298,Kramer Hickok,172.2,5052368.000,815
90,0,29535,Brice Garnett,172.3,5633614.000,908
90,0,49766,Hank Lebioda,172.3,4955462.000,799
92,0,46402,Talor Gooch,172.4,4091018.000,659
92,0,25198,Francesco Molinari,172.4,3625382.000,584
92,0,33419,Cameron Tringale,172.4,4374532.000,705
95,0,25818,Scott Piercy,172.6,6064695.000,976
95,0,34046,Jordan Spieth,172.6,5616593.000,904
97,0,49303,Anders Albertson,172.7,4458524.000,717
97,0,26300,Matt Jones,172.7,5715256.000,919
99,0,26851,Marc Leishman,172.8,4896286.000,787
100,0,34076,Joel Dahmen,172.9,6527934.000,1049
100,0,45609,Tyler Duncan,172.9,5608843.000,901
102,0,31557,Jim Herman,173.0,3257526.000,523
