RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
102,0,32839,Hideki Matsuyama,173.0,6319795.000,1015
104,0,45526,Abraham Ancer,173.1,6188502.000,993
104,0,27974,Sung Kang,173.1,5995431.000,962
104,0,32757,Patton Kizzire,173.1,4506048.000,723
104,0,40115,Adam Svensson,173.1,4756078.000,763
108,0,12716,Charley Hoffman,173.2,4015722.000,644
109,0,33399,Adam Hadwin,173.5,5328527.000,853
109,0,24502,Adam Scott,173.5,3804153.000,609
111,0,25900,Lucas Glover,173.6,7011124.000,1122
112,0,30191,Julián Etulain,173.9,4383093.000,700
112,0,33410,Andrew Landry,173.9,5628278.000,899
114,0,39327,Ben Silverman,174.1,4875246.000,778
115,0,23108,Matt Kuchar,174.2,5783453.000,922
115,0,32791,K.H. Lee,174.2,5387120.000,859
117,0,35449,Adam Long,174.3,5865355.000,935
117,0,22405,Justin Rose,174.3,4236124.000,675
117,0,37275,Sam Ryder,174.3,5196549.000,828
120,0,29479,Scott Brown,174.4,5934100.000,945
120,0,29221,Webb Simpson,174.4,6008123.000,957
122,0,25686,Jason Dufner,174.5,4944507.000,787
122,0,31646,Emiliano Grillo,174.5,4818349.000,767
122,0,37455,Si Woo Kim,174.5,5106446.000,813
122,0,20572,Rod Pampling,174.5,3567268.000,568
126,0,35376,Roberto Díaz,174.6,4444046.000,707
126,0,28679,Fabián Gómez,174.6,4205888.000,669
128,0,34021,Bud Cauley,174.8,6379944.000,1014
128,0,35532,Tom Hoge,174.8,6225158.000,989
128,0,29420,Billy Horschel,174.8,6059011.000,963
128,0,47993,Denny McCarthy,174.8,5996044.000,953
132,0,27214,Kevin Streelman,175.0,6036538.000,958
132,0,32139,Danny Willett,175.0,4335622.000,688
134,0,27556,Ted Potter Jr.,175.1,5250708.000,833
135,0,24024,Zach Johnson,175.2,4610297.000,731
135,0,49771,J.T. Poston,175.2,7665194.000,1215
135,0,24138,Ian Poulter,175.2,3878644.000,615
135,0,35891,Cameron Smith,175.2,4634795.000,735
139,0,34363,Tyrrell Hatton,175.3,3648588.000,578
140,0,24925,Jonathan Byrd,175.4,3125679.000,495
140,0,23353,J.J. Henry,175.4,3581035.000,567
140,0,33418,Shawn Stefani,175.4,5378805.000,852
143,0,30978,Kiradech Aphibarnrat,175.5,3911388.000,619
143,0,27895,Jonas Blixt,175.5,5552356.000,879
143,0,34431,Robert Streb,175.5,5211488.000,825
146,0,27958,Ryan Blaum,175.6,6310353.000,998
147,0,37380,Curtis Luck,175.7,3820544.000,604
148,0,26329,Louis Oosthuizen,175.9,4141828.000,654
149,0,24924,Bill Haas,176.3,5343311.000,842
149,0,35879,Kelly Kraft,176.3,5672966.000,894
151,0,34098,Russell Henley,176.4,5354455.000,843
152,0,27649,Brandt Snedeker,176.5,7051101.000,1110
152,0,30110,Kyle Stanley,176.5,4829840.000,760
154,0,47990,Kyle Jones,176.9,4771269.000,749
154,0,33122,Russell Knox,176.9,5172484.000,812
154,0,27963,Chris Stroud,176.9,4533055.000,712
157,0,31420,Anirban Lahiri,177.1,5170269.000,811
158,0,28775,Nate Lashley,177.4,4872855.000,763
158,0,23621,Rory Sabbatini,177.4,6706762.000,1050
160,0,30786,Brady Schnell,177.5,3432284.000,537
161,0,40098,Matt Fitzpatrick,177.9,3285127.000,513
162,0,29478,Kevin Kisner,178.2,6307319.000,983
163,0,26476,Chez Reavie,178.6,6256657.000,973
164,0,26951,Johnson Wagner,178.7,4220320.000,656
165,0,21731,Freddie Jacobson,178.9,3515484.000,546
166,0,25572,Graeme McDowell,179.0,4433819.000,688
167,0,32200,Roberto Castro,179.2,5509162.000,854
167,0,25396,Kevin Na,179.2,3922247.000,608
169,0,22371,Aaron Baddeley,179.4,3732803.000,578
170,0,37454,Whee Kim,179.5,4154506.000,643
171,0,32816,Satoshi Kodaira,179.7,4580603.000,708
172,0,39975,Michael Kim,179.9,3957440.000,611
172,0,23325,Vaughn Taylor,179.9,7300717.000,1127
172,0,32150,Michael Thompson,179.9,5808182.000,897
175,0,19846,Brian Gay,180.3,6439699.000,992
176,0,26499,Rafa Cabrera Bello,180.5,4302269.000,662
177,0,20472,Alex Cejka,180.8,3585503.000,551
178,0,29908,C.T. Pan,182.1,5441547.000,830
179,0,19803,Ryan Armour,182.2,6762462.000,1031
180,0,26758,David Hearn,182.3,3091280.000,471
181,0,06522,Ernie Els,182.4,2750869.000,419
182,0,34256,Andrew Putnam,182.7,5130639.000,780
183,0,26596,Ryan Moore,183.9,5805523.000,877
184,0,24361,Pat Perez,184.3,3768008.000,568
185,0,21528,Henrik Stenson,185.6,3862355.000,578
186,0,31560,Brian Stuard,185.7,7137877.000,1068
187,0,34261,Scott Langley,186.8,5979731.000,889
188,0,10809,Jim Furyk,187.4,5348878.000,793
