RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,02010,Loren Roberts,1.737,1661,956,3.20
2,0,01235,Ben Crenshaw,1.739,1689,971,3.12
3,0,01378,David Frost,1.742,1573,903,3.09
4,0,01810,Phil Mickelson,1.744,1390,797,3.29
4,0,06791,Mark Wurtz,1.744,1521,872,3.31
6,0,01876,Greg Norman,1.747,1366,782,3.09
7,0,01928,Corey Pavin,1.749,1382,790,2.96
8,0,01771,Blaine McCallister,1.750,2002,1144,2.95
9,0,06012,Greg Kraft,1.751,1662,949,3.01
10,0,06527,Steve Stricker,1.752,2001,1142,3.13
11,0,01553,John Huston,1.757,1838,1046,3.30
12,0,01559,Hale Irwin,1.759,1604,912,3.05
13,0,01098,Jay Don Blake,1.761,1907,1083,3.13
14,0,01201,Lennie Clements,1.763,1883,1068,2.85
14,0,01837,Gil Morgan,1.763,1449,822,2.81
16,0,01161,Mark Calcavecchia,1.764,1787,1013,3.08
17,0,01435,Wayne Grady,1.765,1126,638,2.87
17,0,01945,Kenny Perry,1.765,2065,1170,3.03
19,0,01072,Chip Beck,1.766,1745,988,3.04
19,0,06617,Brian Henninger,1.766,1356,768,3.02
19,0,01677,Tom Lehman,1.766,1823,1032,2.98
19,0,01690,Bruce Lietzke,1.766,1321,748,3.13
19,0,01823,Larry Mize,1.766,1570,889,3.06
24,0,02239,Scott Verplank,1.767,1311,742,2.99
25,0,06058,John Flannery,1.768,1904,1077,2.88
25,0,01707,Steve Lowery,1.768,1961,1109,2.95
25,0,02214,Kirk Triplett,1.768,1968,1113,2.80
28,0,01132,Mark Brooks,1.769,2279,1288,2.89
29,0,08931,Glen Day,1.770,1951,1102,2.95
29,0,01724,Jeff Maggert,1.770,1885,1065,3.14
31,0,01320,Bob Estes,1.771,2147,1212,2.90
31,0,01331,Rick Fehr,1.771,1606,907,3.04
33,0,02131,Mike Springer,1.772,1761,994,3.13
34,0,01200,Keith Clearwater,1.773,1858,1048,3.04
34,0,01968,Nick Price,1.773,1333,752,2.93
36,0,01143,Brad Bryant,1.774,2445,1378,2.88
36,0,02067,Ted Schulz,1.774,1499,845,2.85
38,0,01329,Brad Faxon,1.775,1903,1072,3.05
38,0,01475,Donnie Hammond,1.775,1866,1051,2.66
38,0,01755,Dick Mast,1.775,1658,934,3.20
38,0,01905,Joe Ozaki,1.775,1310,738,2.90
42,0,01457,Jay Haas,1.776,2239,1261,2.97
42,0,02133,Craig Stadler,1.776,1527,860,2.95
44,0,01510,Nolan Henke,1.777,1589,894,2.87
45,0,01024,Billy Andrade,1.778,1773,997,2.87
45,0,01495,Morris Hatalsky,1.778,1497,842,2.77
45,0,01824,Yoshinori Mizumaki,1.778,1273,716,2.74
45,0,02241,Bobby Wadkins,1.778,1442,811,3.02
45,0,02303,Robert Wrenn,1.778,978,550,2.98
50,0,06214,Guy Boros,1.779,2001,1125,2.96
50,0,01374,Robin Freeman,1.779,1872,1052,3.07
50,0,01385,Jim Gallagher Jr.,1.779,1829,1028,2.88
50,0,02049,Gene Sauers,1.779,1708,960,2.90
50,0,02159,Curtis Strange,1.779,1779,1000,2.94
50,0,02242,Lanny Wadkins,1.779,1299,730,2.85
50,0,06589,Jeff Woodland,1.779,1637,920,2.95
57,0,01706,Davis Love III,1.780,1946,1093,2.98
