RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,06791,Mark Wurtz,3.31,289,872
2,0,01553,John Huston,3.30,345,1046
3,0,01810,Phil Mickelson,3.29,262,797
4,0,06567,Vijay Singh,3.24,250,771
5,0,01468,Gary Hallberg,3.21,271,843
6,0,01755,Dick Mast,3.20,299,934
6,0,02010,Loren Roberts,3.20,306,956
8,0,01724,Jeff Maggert,3.14,334,1065
9,0,01098,Jay Don Blake,3.13,339,1083
9,0,01690,Bruce Lietzke,3.13,234,748
9,0,02131,Mike Springer,3.13,311,994
9,0,06527,Steve Stricker,3.13,358,1142
13,0,01235,Ben Crenshaw,3.12,303,971
14,0,01378,David Frost,3.09,279,903
14,0,01876,Greg Norman,3.09,242,782
16,0,01161,Mark Calcavecchia,3.08,312,1013
17,0,01374,Robin Freeman,3.07,323,1052
18,0,01823,Larry Mize,3.06,272,889
18,0,01927,Dennis Paulson,3.06,282,922
20,0,01329,Brad Faxon,3.05,327,1072
20,0,01559,Hale Irwin,3.05,278,912
22,0,01072,Chip Beck,3.04,300,988
22,0,01200,Keith Clearwater,3.04,319,1048
22,0,01331,Rick Fehr,3.04,276,907
22,0,02321,Fuzzy Zoeller,3.04,291,957
26,0,01945,Kenny Perry,3.03,355,1170
27,0,06617,Brian Henninger,3.02,232,768
27,0,02241,Bobby Wadkins,3.02,245,811
29,0,06012,Greg Kraft,3.01,286,949
29,0,06577,John Wilson,3.01,300,997
31,0,01388,Robert Gamez,3.00,282,941
32,0,02239,Scott Verplank,2.99,222,742
33,0,01116,Michael Bradley,2.98,313,1050
33,0,01677,Tom Lehman,2.98,308,1032
33,0,01706,Davis Love III,2.98,326,1093
33,0,02303,Robert Wrenn,2.98,164,550
37,0,01418,Bill Glasson,2.97,293,986
37,0,01457,Jay Haas,2.97,374,1261
39,0,06214,Guy Boros,2.96,333,1125
39,0,01408,Kelly Gibson,2.96,322,1089
39,0,01928,Corey Pavin,2.96,234,790
42,0,08931,Glen Day,2.95,325,1102
42,0,01707,Steve Lowery,2.95,327,1109
42,0,01771,Blaine McCallister,2.95,337,1144
42,0,02133,Craig Stadler,2.95,254,860
42,0,06589,Jeff Woodland,2.95,271,920
47,0,08337,Mike Heinen,2.94,279,949
47,0,02159,Curtis Strange,2.94,294,1000
49,0,01968,Nick Price,2.93,220,752
49,0,02246,Duffy Waldorf,2.93,282,961
49,0,02267,D.A. Weibring,2.93,220,750
52,0,06197,Michael Allen,2.92,316,1083
52,0,06251,Chris DiMarco,2.92,301,1031
54,0,06332,Neal Lancaster,2.91,315,1082
