RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
160,0,06515,Shaun Micheel,1.631,2935,1800
161,0,06809,Bob Burns,1.632,2614,1602
162,0,08535,Gary Nicklaus,1.633,2763,1692
163,0,20099,Doug Barron,1.634,1823,1116
163,0,10565,Ian Leggatt,1.634,2470,1512
165,0,07867,Woody Austin,1.636,2798,1710
165,0,01219,John Cook,1.636,2591,1584
167,0,08123,Jeff Brehaut,1.637,2269,1386
167,0,06034,Marco Dawson,1.637,1680,1026
167,0,01374,Robin Freeman,1.637,3035,1854
167,0,01418,Bill Glasson,1.637,1915,1170
171,0,01200,Keith Clearwater,1.638,1828,1116
171,0,01388,Robert Gamez,1.638,1740,1062
171,0,02223,Bob Tway,1.638,3125,1908
174,0,20498,Briny Baird,1.639,3039,1854
174,0,12388,Michael Clark II,1.639,2507,1530
174,0,12705,Cliff Kresge,1.639,2419,1476
177,0,22051,Ben Ferguson,1.640,2185,1332
177,0,01938,David Peoples,1.640,2745,1674
177,0,02170,Hal Sutton,1.640,2805,1710
180,0,10649,Tom Scherrer,1.641,1949,1188
181,0,01063,Ben Bates,1.642,1566,954
182,0,10733,Kent Jones,1.645,2191,1332
183,0,01487,Jeff Hart,1.646,2518,1530
184,0,06573,Brandt Jobe,1.648,2789,1692
185,0,21961,Charles Howell III,1.649,2523,1530
186,0,02106,Chris Smith,1.650,2881,1746
187,0,01475,Donnie Hammond,1.655,1519,918
188,0,12782,Tim Herron,1.656,2712,1638
189,0,08545,Glen Hnatiuk,1.657,3013,1818
190,0,23353,J.J. Henry,1.659,2509,1512
190,0,23034,Brent Schwarzrock,1.659,1881,1134
192,0,20574,Mathew Goggin,1.664,2786,1674
193,0,10962,Bradley Hughes,1.670,2825,1692
194,0,08633,Per-Ulrik Johansson,1.674,2411,1440
