RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,06373,José María Olazábal,1.463,1238,846
2,0,06527,Steve Stricker,1.468,1717,1170
3,0,01666,Bernhard Langer,1.471,1615,1098
4,0,21209,Sergio Garcia,1.486,1605,1080
4,0,01810,Phil Mickelson,1.486,2194,1476
6,0,01968,Nick Price,1.492,1987,1332
7,0,01329,Brad Faxon,1.493,2338,1566
8,0,02010,Loren Roberts,1.504,2274,1512
9,0,01320,Bob Estes,1.505,2384,1584
10,0,06522,Ernie Els,1.507,1628,1080
11,0,01887,Mark O'Meara,1.510,1767,1170
12,0,20098,Stuart Appleby,1.514,2671,1764
13,0,01706,Davis Love III,1.515,2045,1350
14,0,01024,Billy Andrade,1.516,2156,1422
14,0,06567,Vijay Singh,1.516,2510,1656
16,0,01378,David Frost,1.517,2375,1566
17,0,10201,Matt Gogel,1.520,2216,1458
18,0,01161,Mark Calcavecchia,1.521,2163,1422
18,0,21949,Joe Ogilvie,1.521,2957,1944
20,0,01185,Brandel Chamblee,1.523,2111,1386
21,0,12660,Jesper Parnevik,1.525,2498,1638
22,0,08537,J.P. Hayes,1.531,2094,1368
23,0,09011,David Duval,1.533,2015,1314
24,0,06575,Dudley Hart,1.534,2071,1350
25,0,01928,Corey Pavin,1.536,1935,1260
26,0,06251,Chris DiMarco,1.537,2849,1854
26,0,02239,Scott Verplank,1.537,2683,1746
28,0,11032,Frank Lickliter II,1.538,2823,1836
29,0,08793,Tiger Woods,1.539,2106,1368
30,0,01527,Scott Hoch,1.543,2333,1512
30,0,01766,Billy Mayfair,1.543,2778,1800
30,0,23621,Rory Sabbatini,1.543,1917,1242
33,0,19846,Brian Gay,1.545,3114,2016
33,0,06595,Kevin Sutherland,1.545,2726,1764
35,0,12680,Shigeki Maruyama,1.548,2620,1692
36,0,01313,Steve Elkington,1.550,1702,1098
36,0,07547,Craig Kanada,1.550,2176,1404
38,0,22046,Geoff Ogilvy,1.553,1677,1080
39,0,06431,Jean Van de Velde,1.554,1259,810
40,0,10809,Jim Furyk,1.557,2466,1584
41,0,19972,José Coceres,1.558,1599,1026
42,0,20229,Stewart Cink,1.560,2724,1746
43,0,01132,Mark Brooks,1.561,2473,1584
44,0,10860,Justin Leonard,1.563,2785,1782
45,0,02206,David Toms,1.564,2702,1728
46,0,08931,Glen Day,1.566,2368,1512
46,0,02246,Duffy Waldorf,1.566,2029,1296
48,0,10423,Mike Weir,1.567,2426,1548
49,0,12823,Carlos Franco,1.568,2456,1566
49,0,01927,Dennis Paulson,1.568,2088,1332
51,0,02294,Willie Wood,1.571,1470,936
52,0,07457,Steve Flesch,1.574,3003,1908
53,0,01761,Len Mattiace,1.575,2694,1710
54,0,12753,David Morland IV,1.576,2440,1548
55,0,10885,Robert Allenby,1.577,3009,1908
56,0,20593,Greg Chalmers,1.578,2528,1602
57,0,02279,Mark Wiebe,1.579,1762,1116
58,0,01724,Jeff Maggert,1.581,2390,1512
58,0,02257,Brian Watts,1.581,1594,1008
60,0,01249,John Daly,1.583,2337,1476
60,0,01553,John Huston,1.583,1710,1080
60,0,08075,Jerry Kelly,1.583,2877,1818
63,0,02099,Scott Simpson,1.584,2082,1314
64,0,02110,Jerry Smith,1.587,2714,1710
65,0,20127,Chris Riley,1.588,2859,1800
66,0,01599,Steve Jones,1.589,2031,1278
67,0,01941,Tom Pernice Jr.,1.590,2920,1836
68,0,08881,Tripp Isenhour,1.592,2551,1602
68,0,01619,Skip Kendall,1.592,3095,1944
70,0,01014,Fulton Allem,1.593,1606,1008
70,0,12652,Cameron Beckman,1.593,2839,1782
70,0,06350,Bob May,1.593,2294,1440
70,0,02104,Jeff Sluman,1.593,2983,1872
74,0,07749,Brett Quigley,1.594,1808,1134
74,0,11011,Mike Sposa,1.594,2669,1674
76,0,01098,Jay Don Blake,1.595,2757,1728
76,0,01797,Rocco Mediate,1.595,1981,1242
78,0,23125,Brad Elder,1.596,3132,1962
78,0,10585,Scott McCarron,1.596,2701,1692
80,0,01577,Lee Janzen,1.597,2645,1656
80,0,01707,Steve Lowery,1.597,2760,1728
82,0,20043,Edward Fryatt,1.598,2531,1584
82,0,06078,Esteban Toledo,1.598,3280,2052
84,0,20094,Jonathan Kaye,1.599,3223,2016
85,0,01203,Russ Cochran,1.600,2103,1314
85,0,01457,Jay Haas,1.600,2074,1296
85,0,08553,Lee Porter,1.600,2592,1620
88,0,12760,Danny Ellis,1.602,2192,1368
89,0,24357,K.J. Choi,1.603,2654,1656
89,0,06621,Joe Durant,1.603,2308,1440
89,0,01771,Blaine McCallister,1.603,2309,1440
92,0,01226,Fred Couples,1.604,1963,1224
92,0,19817,Michael Muehr,1.604,2657,1656
92,0,20095,Carl Paulson,1.604,2685,1674
95,0,24604,Hunter Haas,1.605,2196,1368
95,0,01723,Andrew Magee,1.605,2716,1692
97,0,01307,Joel Edwards,1.606,2862,1782
97,0,21805,Harrison Frazar,1.606,2428,1512
99,0,06090,Jim McGovern,1.607,1822,1134
99,0,07101,Dave Stockton Jr.,1.607,1764,1098
101,0,01823,Larry Mize,1.608,2142,1332
102,0,21633,Steve Allan,1.609,2491,1548
102,0,01381,Fred Funk,1.609,3388,2106
102,0,01685,J.L. Lewis,1.609,3070,1908
105,0,01175,Jim Carter,1.610,2927,1818
105,0,21806,Paul Gow,1.610,2173,1350
105,0,06643,Paul Goydos,1.610,2435,1512
105,0,02214,Kirk Triplett,1.610,2406,1494
109,0,19881,Robert Damron,1.611,2638,1638
109,0,01920,Craig Parry,1.611,1827,1134
109,0,10912,Craig Perks,1.611,2204,1368
109,0,10425,Jay Williamson,1.611,2610,1620
113,0,01139,Olin Browne,1.612,2786,1728
113,0,20566,Kaname Yokoo,1.612,2350,1458
115,0,07003,David Berganio Jr.,1.613,2119,1314
116,0,01157,Tom Byrum,1.614,2470,1530
116,0,06315,Pete Jordan,1.614,2993,1854
118,0,06012,Greg Kraft,1.615,2965,1836
119,0,01603,Jeff Julian,1.616,1600,990
119,0,08339,Spike McRoy,1.616,2647,1638
121,0,10963,Jimmy Green,1.617,2678,1656
121,0,12714,Chris Tidland,1.617,2329,1440
123,0,10213,Dicky Pride,1.618,2272,1404
123,0,02218,Ted Tryba,1.618,3087,1908
123,0,20436,Garrett Willis,1.618,2504,1548
126,0,06004,Stephen Ames,1.619,2448,1512
126,0,01042,Paul Azinger,1.619,2302,1422
126,0,22892,Jason Gore,1.619,2331,1440
126,0,22122,Andrew McLardy,1.619,2185,1350
126,0,06140,Sean Murphy,1.619,2040,1260
126,0,08057,Brian Wilson,1.619,2506,1548
132,0,12645,Brent Geiberger,1.620,2303,1422
132,0,01926,Steve Pate,1.620,2507,1548
132,0,01945,Kenny Perry,1.620,2596,1602
135,0,01035,Tommy Armour III,1.621,2655,1638
135,0,19824,Craig Barlow,1.621,2101,1296
135,0,07763,Doug Dunakey,1.621,2363,1458
135,0,06617,Brian Henninger,1.621,2305,1422
135,0,08993,Franklin Langham,1.621,1751,1080
135,0,10457,Frank Nobilo,1.621,2597,1602
135,0,08375,Paul Stankowski,1.621,2567,1584
142,0,01677,Tom Lehman,1.622,2277,1404
143,0,21007,Gabriel Hjertstedt,1.623,2220,1368
143,0,06332,Neal Lancaster,1.623,3067,1890
143,0,06591,Rocky Walcher,1.623,1724,1062
146,0,01361,Dan Forsman,1.624,2280,1404
146,0,06613,Tommy Tolles,1.624,2514,1548
146,0,02245,Grant Waite,1.624,2222,1368
149,0,23614,Rich Beem,1.625,2604,1602
149,0,06036,Scott Dunlap,1.625,2311,1422
149,0,20433,Mark Hensby,1.625,2077,1278
152,0,01093,Ronnie Black,1.626,1493,918
153,0,21584,Richie Coughlan,1.628,1934,1188
153,0,06514,Kevin Johnson,1.628,2667,1638
153,0,02101,Joey Sindelar,1.628,1934,1188
156,0,08063,Kelly Grunewald,1.629,1935,1188
156,0,01943,Chris Perry,1.629,2287,1404
156,0,02002,John Riegger,1.629,2463,1512
159,0,25083,Jeremy Anderson,1.630,2025,1242
