RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,08793,Tiger Woods,19
2,0,01042,Paul Azinger,18
3,0,09011,David Duval,17
4,0,06251,Chris DiMarco,16
4,0,21961,Charles Howell III,16
4,0,12660,Jesper Parnevik,16
7,0,20094,Jonathan Kaye,14
8,0,02239,Scott Verplank,13
9,0,10585,Scott McCarron,11
9,0,02223,Bob Tway,11
11,0,20098,Stuart Appleby,10
12,0,07457,Steve Flesch,9
12,0,01968,Nick Price,9
12,0,20127,Chris Riley,9
15,0,10885,Robert Allenby,8
15,0,01706,Davis Love III,8
15,0,01810,Phil Mickelson,8
18,0,01175,Jim Carter,7
18,0,01320,Bob Estes,7
18,0,23353,J.J. Henry,7
18,0,06012,Greg Kraft,7
22,0,01157,Tom Byrum,6
22,0,19972,José Coceres,6
22,0,01553,John Huston,6
22,0,01577,Lee Janzen,6
26,0,01098,Jay Don Blake,5
26,0,01313,Steve Elkington,5
26,0,08537,J.P. Hayes,5
26,0,01619,Skip Kendall,5
30,0,20498,Briny Baird,4
30,0,20229,Stewart Cink,4
30,0,08931,Glen Day,4
30,0,01329,Brad Faxon,4
30,0,12461,Paul McGinley,4
30,0,08635,Colin Montgomerie,4
30,0,01938,David Peoples,4
30,0,06431,Jean Van de Velde,4
30,0,02267,D.A. Weibring,4
30,0,10423,Mike Weir,4
40,0,07867,Woody Austin,3
40,0,07569,Mark Carnevale,3
40,0,19905,Andrew Coltart,3
40,0,12760,Danny Ellis,3
40,0,20585,Niclas Fasth,3
40,0,20574,Mathew Goggin,3
40,0,10821,Toshi Izawa,3
40,0,01666,Bernhard Langer,3
40,0,01677,Tom Lehman,3
40,0,10860,Justin Leonard,3
40,0,01707,Steve Lowery,3
40,0,01724,Jeff Maggert,3
40,0,12680,Shigeki Maruyama,3
40,0,01771,Blaine McCallister,3
40,0,06515,Shaun Micheel,3
40,0,12753,David Morland IV,3
40,0,01876,Greg Norman,3
40,0,20474,Phillip Price,3
40,0,23621,Rory Sabbatini,3
40,0,06567,Vijay Singh,3
40,0,11011,Mike Sposa,3
40,0,06527,Steve Stricker,3
62,0,06004,Stephen Ames,2
62,0,12652,Cameron Beckman,2
62,0,10944,Thomas Bjørn,2
62,0,06214,Guy Boros,2
62,0,01203,Russ Cochran,2
62,0,01226,Fred Couples,2
62,0,01282,Trevor Dodds,2
62,0,01307,Joel Edwards,2
62,0,23125,Brad Elder,2
62,0,12823,Carlos Franco,2
62,0,01381,Fred Funk,2
62,0,23903,Stephen Gangluff,2
62,0,20157,Retief Goosen,2
62,0,23338,David Gossett,2
62,0,10963,Jimmy Green,2
62,0,10962,Bradley Hughes,2
62,0,23108,Matt Kuchar,2
62,0,06332,Neal Lancaster,2
62,0,11032,Frank Lickliter II,2
62,0,01723,Andrew Magee,2
62,0,01945,Kenny Perry,2
62,0,08553,Lee Porter,2
62,0,10213,Dicky Pride,2
62,0,07749,Brett Quigley,2
62,0,02010,Loren Roberts,2
62,0,23034,Brent Schwarzrock,2
62,0,02104,Jeff Sluman,2
62,0,12663,Phil Tataurangi,2
62,0,06078,Esteban Toledo,2
62,0,02245,Grant Waite,2
62,0,21878,Mark Wilson,2
62,0,02294,Willie Wood,2
62,0,02300,Ian Woosnam,2
62,0,02321,Fuzzy Zoeller,2
62,0,02322,Richard Zokol,2
