RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,27939,Matt McQuillan,10.27,185,19
2,0,28158,Steve Marino,9.52,252,24
3,0,25396,Kevin Na,9.13,241,22
4,0,28089,Jason Day,8.71,241,21
5,0,01948,Tim Petrovic,8.62,290,25
6,0,25572,Graeme McDowell,8.57,140,12
7,0,27649,Brandt Snedeker,8.49,271,23
8,0,26331,Charl Schwartzel,8.38,191,16
9,0,09011,David Duval,8.33,228,19
10,0,24361,Pat Perez,8.30,253,21
11,0,24663,Y.E. Yang,8.28,157,13
12,0,06567,Vijay Singh,7.87,305,24
13,0,31193,Jim Renner,7.80,205,16
13,0,26679,Kevin Stadler,7.80,295,23
15,0,25900,Lucas Glover,7.63,236,18
15,0,24781,Hunter Mahan,7.63,354,27
17,0,26951,Johnson Wagner,7.50,320,24
18,0,20766,Padraig Harrington,7.43,175,13
19,0,30926,Chris Kirk,7.42,283,21
20,0,07457,Steve Flesch,7.27,289,21
21,0,21209,Sergio Garcia,7.22,180,13
22,0,21949,Joe Ogilvie,7.21,222,16
22,0,33911,Nate Smith,7.21,208,15
24,0,19970,Robert Karlsson,6.98,172,12
25,0,28679,Fabián Gómez,6.93,274,19
26,0,27214,Kevin Streelman,6.92,289,20
27,0,27974,Sung Kang,6.91,188,13
28,0,06573,Brandt Jobe,6.89,363,25
29,0,28620,Aron Price,6.88,218,15
30,0,32102,Rickie Fowler,6.85,248,17
31,0,06527,Steve Stricker,6.83,205,14
32,0,12652,Cameron Beckman,6.72,238,16
32,0,24358,Robert Garrigus,6.72,268,18
34,0,22348,Nick O'Hern,6.71,298,20
35,0,10505,Shane Bertsch,6.63,196,13
36,0,12602,Dean Wilson,6.61,227,15
37,0,22913,John Rollins,6.57,289,19
38,0,25240,D.A. Points,6.56,320,21
38,0,02206,David Toms,6.56,244,16
40,0,20070,Matt Bettencourt,6.55,275,18
41,0,25457,Alexandre Rocha,6.53,245,16
42,0,20229,Stewart Cink,6.48,216,14
42,0,33413,Ben Martin,6.48,293,19
42,0,25804,Bubba Watson,6.48,247,16
45,0,29221,Webb Simpson,6.44,326,21
45,0,27770,Camilo Villegas,6.44,202,13
47,0,20593,Greg Chalmers,6.43,311,20
48,0,24502,Adam Scott,6.35,189,12
49,0,24604,Hunter Haas,6.34,331,21
49,0,35087,Bio Kim,6.34,205,13
51,0,01766,Billy Mayfair,6.20,371,23
52,0,20572,Rod Pampling,6.18,259,16
53,0,06004,Stephen Ames,6.17,243,15
54,0,06643,Paul Goydos,6.10,246,15
54,0,29420,Billy Horschel,6.10,246,15
56,0,27064,Jhonattan Vegas,6.06,330,20
57,0,21731,Freddie Jacobson,6.05,281,17
58,0,23497,Tag Ridings,6.04,298,18
59,0,06522,Ernie Els,6.00,250,15
60,0,19846,Brian Gay,5.99,284,17
61,0,32150,Michael Thompson,5.96,285,17
62,0,20157,Retief Goosen,5.92,152,9
63,0,24507,Jason Bohn,5.86,239,14
63,0,34255,Joseph Bramlett,5.86,256,15
65,0,08537,J.P. Hayes,5.85,171,10
66,0,01116,Michael Bradley,5.81,258,15
66,0,24140,Sean O'Hair,5.81,241,14
66,0,25818,Scott Piercy,5.81,258,15
69,0,21407,Arjun Atwal,5.80,293,17
70,0,21350,Ryuji Imada,5.77,312,18
71,0,21805,Harrison Frazar,5.73,157,9
71,0,32876,Martin Piller,5.73,192,11
73,0,26476,Chez Reavie,5.72,332,19
74,0,30750,Tommy Gainey,5.68,352,20
