RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,08793,Tiger Woods,13,5,2,2
2,0,01810,Phil Mickelson,12,2,1,5
2,0,02206,David Toms,12,3,1
4,0,06567,Vijay Singh,11,2,2
5,0,10809,Jim Furyk,9,1
5,0,21209,Sergio Garcia,9,1
7,0,10885,Robert Allenby,8,2,1
7,0,01320,Bob Estes,8,1
7,0,08075,Jerry Kelly,8,2
7,0,01968,Nick Price,8,1
11,0,24357,K.J. Choi,7,2
11,0,06251,Chris DiMarco,7,1,1
11,0,06522,Ernie Els,7,2
11,0,07457,Steve Flesch,7
11,0,01381,Fred Funk,7,4
11,0,01527,Scott Hoch,7,1
11,0,21961,Charles Howell III,7,1,1,1
11,0,10860,Justin Leonard,7,1,1
11,0,06373,José María Olazábal,7,1,1
20,0,01219,John Cook,6,2
20,0,01706,Davis Love III,6,2
20,0,24361,Pat Perez,6,2
20,0,01945,Kenny Perry,6,2,1
20,0,22913,John Rollins,6,1
20,0,02104,Jeff Sluman,6,1,1
20,0,02223,Bob Tway,6
27,0,01024,Billy Andrade,5,1
27,0,23614,Rich Beem,5,2,1
27,0,01161,Mark Calcavecchia,5,1
27,0,01329,Brad Faxon,5,2,1
27,0,21805,Harrison Frazar,5
27,0,20157,Retief Goosen,5,1,2
27,0,01553,John Huston,5,1
27,0,01707,Steve Lowery,5,3
27,0,12680,Shigeki Maruyama,5,1
27,0,10585,Scott McCarron,5,2
27,0,20127,Chris Riley,5,1,1
27,0,02010,Loren Roberts,5,1,2
27,0,02106,Chris Smith,5,1
40,0,06004,Stephen Ames,4,1
40,0,20098,Stuart Appleby,4,2
40,0,24925,Jonathan Byrd,4,1,1
40,0,20848,Ángel Cabrera,4
40,0,01175,Jim Carter,4
40,0,20229,Stewart Cink,4
40,0,01307,Joel Edwards,4
40,0,01361,Dan Forsman,4,1
40,0,01388,Robert Gamez,4,1,1
40,0,19846,Brian Gay,4,1
40,0,20766,Padraig Harrington,4
40,0,01577,Lee Janzen,4,1
40,0,20094,Jonathan Kaye,4,2
40,0,23108,Matt Kuchar,4,1
40,0,01685,J.L. Lewis,4,1
40,0,20634,Peter Lonard,4,1
40,0,01761,Len Mattiace,4,2,1
40,0,01797,Rocco Mediate,4,1,2
40,0,01938,David Peoples,4,2
40,0,23621,Rory Sabbatini,4,1
40,0,12663,Phil Tataurangi,4,1
40,0,02239,Scott Verplank,4
40,0,02246,Duffy Waldorf,4
63,0,01035,Tommy Armour III,3
63,0,19824,Craig Barlow,3,1
63,0,07721,Pat Bates,3
63,0,12652,Cameron Beckman,3,1
63,0,20029,Notah Begay III,3,1
63,0,01157,Tom Byrum,3
63,0,23135,Tim Clark,3
63,0,01313,Steve Elkington,3,1,1
