RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,02146,Payne Stewart,1.469,1798,1224
2,0,01920,Craig Parry,1.483,1708,1152
3,0,01378,David Frost,1.486,2220,1494
4,0,01968,Nick Price,1.488,1661,1116
5,0,01905,Joe Ozaki,1.499,1430,954
6,0,06575,Dudley Hart,1.501,2377,1584
7,0,12660,Jesper Parnevik,1.505,1788,1188
8,0,06522,Ernie Els,1.506,1626,1080
9,0,01724,Jeff Maggert,1.512,2232,1476
10,0,09011,David Duval,1.517,2021,1332
11,0,01577,Lee Janzen,1.522,2329,1530
12,0,10809,Jim Furyk,1.525,2636,1728
13,0,01320,Bob Estes,1.527,2968,1944
13,0,01706,Davis Love III,1.527,2144,1404
15,0,01553,John Huston,1.532,2096,1368
16,0,06527,Steve Stricker,1.535,1907,1242
16,0,02257,Brian Watts,1.535,2321,1512
18,0,12782,Tim Herron,1.536,2654,1728
19,0,10860,Justin Leonard,1.537,2877,1872
20,0,01928,Corey Pavin,1.539,2271,1476
20,0,10423,Mike Weir,1.539,2798,1818
20,0,08793,Tiger Woods,1.539,2077,1350
23,0,01132,Mark Brooks,1.542,3137,2034
24,0,01927,Dennis Paulson,1.546,2866,1854
25,0,01887,Mark O'Meara,1.547,1643,1062
25,0,01926,Steve Pate,1.547,2674,1728
27,0,02170,Hal Sutton,1.551,2512,1620
28,0,01761,Len Mattiace,1.552,2710,1746
29,0,02104,Jeff Sluman,1.553,3102,1998
30,0,20098,Stuart Appleby,1.556,2521,1620
31,0,12823,Carlos Franco,1.559,1936,1242
32,0,10457,Frank Nobilo,1.560,2387,1530
33,0,02239,Scott Verplank,1.562,2503,1602
34,0,01024,Billy Andrade,1.563,2475,1584
35,0,06036,Scott Dunlap,1.565,2423,1548
36,0,19881,Robert Damron,1.569,3078,1962
37,0,01329,Brad Faxon,1.571,1782,1134
38,0,08931,Glen Day,1.572,2631,1674
39,0,20229,Stewart Cink,1.573,2605,1656
