RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,20229,Stewart Cink,46.91,228,486
2,0,06522,Ernie Els,46.30,125,270
3,0,06527,Steve Stricker,45.28,163,360
4,0,19846,Brian Gay,44.78,266,594
5,0,02002,John Riegger,44.44,112,252
6,0,08793,Tiger Woods,44.12,135,306
7,0,10585,Scott McCarron,43.78,197,450
8,0,24356,Jason Buha,43.72,181,414
9,0,22371,Aaron Baddeley,43.52,141,324
10,0,06617,Brian Henninger,43.46,133,306
11,0,10733,Kent Jones,43.43,172,396
12,0,20593,Greg Chalmers,43.15,233,540
13,0,10201,Matt Gogel,43.06,186,432
14,0,06567,Vijay Singh,42.95,201,468
15,0,20098,Stuart Appleby,42.89,193,450
16,0,12782,Tim Herron,42.66,215,504
17,0,24361,Pat Perez,42.53,222,522
18,0,12602,Dean Wilson,42.39,206,486
19,0,20572,Rod Pampling,42.31,198,468
20,0,07867,Woody Austin,42.15,220,522
21,0,01968,Nick Price,42.01,121,288
22,0,06575,Dudley Hart,41.98,136,324
22,0,20127,Chris Riley,41.98,204,486
22,0,23034,Brent Schwarzrock,41.98,136,324
25,0,23135,Tim Clark,41.90,181,432
26,0,08547,John Maginnes,41.76,218,522
27,0,23552,Hank Kuehne,41.67,165,396
27,0,20573,Scott Laycock,41.67,180,432
29,0,01024,Billy Andrade,41.57,217,522
30,0,01457,Jay Haas,41.55,172,414
31,0,10860,Justin Leonard,41.53,157,378
31,0,01810,Phil Mickelson,41.53,157,378
33,0,01619,Skip Kendall,41.48,224,540
34,0,01157,Tom Byrum,41.30,223,540
34,0,01161,Mark Calcavecchia,41.30,171,414
34,0,20548,Hidemichi Tanaka,41.30,223,540
37,0,20472,Alex Cejka,41.24,193,468
38,0,25692,Akio Sadakata,41.15,200,486
39,0,25345,Carl Pettersson,41.11,185,450
39,0,08375,Paul Stankowski,41.11,148,360
41,0,21806,Paul Gow,41.01,155,378
41,0,01706,Davis Love III,41.01,155,378
43,0,01378,David Frost,40.97,177,432
44,0,10423,Mike Weir,40.94,140,342
45,0,22046,Geoff Ogilvy,40.89,184,450
45,0,02239,Scott Verplank,40.89,184,450
47,0,01948,Tim Petrovic,40.86,228,558
48,0,21878,Mark Wilson,40.80,213,522
49,0,12652,Cameron Beckman,40.74,176,432
49,0,01249,John Daly,40.74,132,324
49,0,07101,Dave Stockton Jr.,40.74,220,540
52,0,01132,Mark Brooks,40.67,205,504
52,0,08537,J.P. Hayes,40.67,183,450
54,0,20436,Garrett Willis,40.61,212,522
55,0,24502,Adam Scott,40.60,95,234
56,0,02206,David Toms,40.58,168,414
57,0,20623,Gavin Coles,40.53,197,486
58,0,06643,Paul Goydos,40.51,175,432
59,0,01723,Andrew Magee,40.44,182,450
60,0,01569,Peter Jacobsen,40.40,160,396
60,0,06078,Esteban Toledo,40.40,240,594
60,0,26489,Cameron Yancey,40.40,160,396
63,0,01941,Tom Pernice Jr.,40.19,217,540
64,0,01761,Len Mattiace,40.17,188,468
65,0,08123,Jeff Brehaut,40.14,224,558
66,0,10213,Dicky Pride,40.10,166,414
67,0,01724,Jeff Maggert,40.05,173,432
67,0,20628,Arron Oberholser,40.05,173,432
69,0,08931,Glen Day,40.04,209,522
70,0,22913,John Rollins,39.96,187,468
71,0,06573,Brandt Jobe,39.95,151,378
72,0,19824,Craig Barlow,39.88,201,504
73,0,02010,Loren Roberts,39.86,165,414
74,0,23036,Chris Anderson,39.78,222,558
74,0,19881,Robert Damron,39.78,222,558
74,0,01381,Fred Funk,39.78,222,558
77,0,11032,Frank Lickliter II,39.68,200,504
78,0,01388,Robert Gamez,39.61,221,558
79,0,23541,Ben Crane,39.53,185,468
80,0,12661,Todd Barranger,39.46,206,522
81,0,10885,Robert Allenby,39.42,149,378
81,0,20566,Kaname Yokoo,39.42,149,378
83,0,01577,Lee Janzen,39.37,163,414
84,0,26950,John Morgan,39.30,191,486
85,0,23338,David Gossett,39.29,198,504
85,0,08545,Glen Hnatiuk,39.29,198,504
87,0,20940,Kenichi Kuboya,39.27,205,522
87,0,12660,Jesper Parnevik,39.27,205,522
89,0,20663,Brenden Pappas,39.24,226,576
90,0,19972,José Coceres,39.18,134,342
91,0,07749,Brett Quigley,39.10,183,468
92,0,23983,Luke Donald,39.09,190,486
93,0,20121,Todd Fischer,38.89,217,558
93,0,07457,Steve Flesch,38.89,224,576
93,0,01707,Steve Lowery,38.89,175,450
93,0,10107,Deane Pappas,38.89,154,396
93,0,25450,Ty Tryon,38.89,140,360
93,0,12755,Vance Veazey,38.89,168,432
99,0,06332,Neal Lancaster,38.72,223,576
100,0,26420,Richard Johnson,38.69,195,504
101,0,01329,Brad Faxon,38.68,181,468
102,0,01928,Corey Pavin,38.66,167,432
103,0,21739,Aaron Barber,38.54,222,576
104,0,22548,Patrick Sheehan,38.53,215,558
105,0,12645,Brent Geiberger,38.52,104,270
106,0,19825,Darren Clarke,38.49,97,252
107,0,01475,Donnie Hammond,38.48,187,486
108,0,12680,Shigeki Maruyama,38.46,180,468
109,0,06251,Chris DiMarco,38.43,166,432
109,0,01320,Bob Estes,38.43,166,432
111,0,10565,Ian Leggatt,38.41,159,414
112,0,01553,John Huston,38.33,138,360
113,0,22892,Jason Gore,38.29,193,504
113,0,08075,Jerry Kelly,38.29,193,504
115,0,01938,David Peoples,38.27,186,486
116,0,06595,Kevin Sutherland,38.25,179,468
117,0,01226,Fred Couples,38.24,117,306
118,0,20634,Peter Lonard,38.22,172,450
118,0,25031,Andy Miller,38.22,172,450
120,0,02170,Hal Sutton,38.19,165,432
121,0,23656,Jason Caron,38.10,192,504
121,0,10425,Jay Williamson,38.10,192,504
123,0,01139,Olin Browne,38.05,226,594
124,0,06004,Stephen Ames,37.96,164,432
124,0,12705,Cliff Kresge,37.96,205,540
126,0,24925,Jonathan Byrd,37.93,198,522
127,0,01307,Joel Edwards,37.92,157,414
128,0,06809,Bob Burns,37.86,184,486
128,0,10912,Craig Perks,37.86,184,486
130,0,08633,Per-Ulrik Johansson,37.81,211,558
131,0,08337,Mike Heinen,37.70,190,504
132,0,20568,Anthony Painter,37.59,203,540
133,0,20157,Retief Goosen,37.58,115,306
134,0,12662,Thomas Levet,37.56,169,450
135,0,20029,Notah Begay III,37.55,196,522
136,0,20095,Carl Paulson,37.46,209,558
137,0,02214,Kirk Triplett,37.44,155,414
138,0,20498,Briny Baird,37.41,202,540
139,0,23108,Matt Kuchar,37.37,148,396
140,0,21961,Charles Howell III,37.36,195,522
141,0,22295,Darron Stiles,37.30,188,504
142,0,12823,Carlos Franco,37.16,194,522
143,0,20094,Jonathan Kaye,36.97,173,468
144,0,07721,Pat Bates,36.93,226,612
145,0,22293,Heath Slocum,36.92,206,558
146,0,23614,Rich Beem,36.81,159,432
147,0,23621,Rory Sabbatini,36.75,172,468
148,0,01098,Jay Don Blake,36.67,165,450
148,0,21805,Harrison Frazar,36.67,165,450
148,0,02104,Jeff Sluman,36.67,198,540
151,0,01766,Billy Mayfair,36.56,204,558
152,0,06515,Shaun Micheel,36.54,171,468
153,0,22621,Ben Curtis,36.51,138,378
154,0,20645,John Senden,36.46,210,576
155,0,01042,Paul Azinger,36.44,164,450
155,0,02223,Bob Tway,36.44,164,450
157,0,01666,Bernhard Langer,36.39,131,360
158,0,20099,Doug Barron,36.38,203,558
159,0,06581,David Sutherland,36.34,157,432
159,0,02246,Duffy Waldorf,36.34,157,432
161,0,12388,Michael Clark II,36.24,137,378
162,0,20771,Steven Alker,36.21,189,522
163,0,12510,Chad Campbell,36.11,169,468
163,0,01887,Mark O'Meara,36.11,143,396
165,0,24357,K.J. Choi,35.93,194,540
165,0,23353,J.J. Henry,35.93,194,540
165,0,01685,J.L. Lewis,35.93,194,540
168,0,10809,Jim Furyk,35.90,168,468
169,0,01035,Tommy Armour III,35.83,129,360
170,0,23125,Brad Elder,35.67,122,342
171,0,21633,Steve Allan,35.62,109,306
172,0,20574,Mathew Goggin,35.60,173,486
173,0,08725,Tom Gillis,35.51,147,414
174,0,07223,Brian Bateman,35.27,146,414
175,0,06034,Marco Dawson,35.25,184,522
176,0,21209,Sergio Garcia,35.19,114,324
176,0,08339,Spike McRoy,35.19,209,594
176,0,11011,Mike Sposa,35.19,152,432
179,0,01677,Tom Lehman,35.02,145,414
180,0,06475,Jeff Klein,34.95,151,432
181,0,01945,Kenny Perry,34.67,156,450
181,0,02106,Chris Smith,34.67,181,522
183,0,06621,Joe Durant,34.52,174,504
184,0,01175,Jim Carter,34.41,192,558
185,0,07941,Mike Grob,34.40,161,468
186,0,02049,Gene Sauers,33.91,177,522
187,0,01361,Dan Forsman,33.74,164,486
188,0,01797,Rocco Mediate,33.60,127,378
189,0,02101,Joey Sindelar,33.53,169,504
190,0,23177,Kenneth Staton,28.84,109,378
