RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,35891,Cameron Smith,68.39,1573,23
2,0,47959,Bryson DeChambeau,68.44,616,9
3,0,46970,Jon Rahm,68.73,1031,15
4,0,29221,Webb Simpson,68.76,1169,17
5,0,47483,Will Zalatoris,68.86,964,14
6,0,33448,Justin Thomas,68.92,896,13
7,0,28237,Rory McIlroy,69.06,1105,16
8,0,39997,Corey Conners,69.10,2073,30
9,0,30925,Dustin Johnson,69.13,1106,16
10,0,21209,Sergio Garcia,69.15,1383,20
11,0,52375,Doug Ghim,69.25,1662,24
12,0,31646,Emiliano Grillo,69.26,1870,27
13,0,33419,Cameron Tringale,69.32,1733,25
14,0,29725,Tony Finau,69.33,1248,18
15,0,48081,Xander Schauffele,69.43,1458,21
16,0,47504,Sam Burns,69.45,2014,29
17,0,40026,Daniel Berger,69.50,1807,26
17,0,26329,Louis Oosthuizen,69.50,1390,20
17,0,24138,Ian Poulter,69.50,1529,22
17,0,46046,Scottie Scheffler,69.50,1807,26
17,0,49964,Aaron Wise,69.50,1668,24
22,0,45486,Joaquin Niemann,69.53,2781,40
23,0,46442,Maverick McNealy,69.54,1808,26
24,0,37455,Si Woo Kim,69.55,2156,31
25,0,33667,Carlos Ortiz,69.58,2157,31
25,0,33486,Roger Sloan,69.58,1809,26
27,0,31560,Brian Stuard,69.61,1949,28
28,0,34466,Peter Malnati,69.63,1323,19
28,0,34360,Patrick Reed,69.63,1323,19
30,0,34046,Jordan Spieth,69.67,1045,15
31,0,23108,Matt Kuchar,69.68,1324,19
32,0,32757,Patton Kizzire,69.69,2509,36
33,0,45526,Abraham Ancer,69.73,2301,33
33,0,27214,Kevin Streelman,69.73,2092,30
35,0,30926,Chris Kirk,69.75,1674,24
35,0,27349,Alex Noren,69.75,1953,28
37,0,26300,Matt Jones,69.76,2860,41
37,0,30944,Jason Kokrak,69.76,1744,25
39,0,35450,Patrick Cantlay,69.77,907,13
40,0,12716,Charley Hoffman,69.78,1605,23
41,0,36689,Brooks Koepka,69.80,698,10
42,0,49766,Hank Lebioda,69.84,1746,25
43,0,46402,Talor Gooch,69.87,2166,31
44,0,35310,Lanto Griffin,69.88,2306,33
45,0,23325,Vaughn Taylor,69.91,1538,22
46,0,25364,Paul Casey,69.95,1329,19
46,0,21961,Charles Howell III,69.95,1539,22
48,0,39971,Sungjae Im,69.97,2449,35
49,0,34099,Harris English,70.00,2030,29
49,0,34363,Tyrrell Hatton,70.00,840,12
49,0,32150,Michael Thompson,70.00,1890,27
52,0,33122,Russell Knox,70.03,2381,34
52,0,24361,Pat Perez,70.03,2311,33
52,0,30110,Kyle Stanley,70.03,2031,29
55,0,31420,Anirban Lahiri,70.04,1681,24
55,0,29908,C.T. Pan,70.04,1891,27
57,0,36801,Mark Hubbard,70.05,2662,38
58,0,45157,Cam Davis,70.06,2452,35
58,0,29535,Brice Garnett,70.06,2382,34
60,0,30692,Scott Stallings,70.07,2032,29
61,0,50525,Collin Morikawa,70.11,1262,18
62,0,34098,Russell Henley,70.12,1823,26
63,0,40006,Erik van Rooyen,70.13,1613,23
64,0,33141,Keegan Bradley,70.19,1474,21
64,0,25493,Nick Taylor,70.19,2527,36
66,0,22371,Aaron Baddeley,70.20,1053,15
66,0,35532,Tom Hoge,70.20,2106,30
66,0,25396,Kevin Na,70.20,2106,30
69,0,56278,Matthew Wolff,70.22,632,9
70,0,27644,Brian Harman,70.23,2107,30
70,0,26758,David Hearn,70.23,1545,22
72,0,20229,Stewart Cink,70.25,2529,36
73,0,19803,Ryan Armour,70.26,1616,23
73,0,35449,Adam Long,70.26,1897,27
75,0,24024,Zach Johnson,70.27,1827,26
76,0,47128,Richy Werenski,70.31,2039,29
77,0,32448,James Hahn,70.33,1477,21
77,0,37275,Sam Ryder,70.33,1688,24
79,0,28775,Nate Lashley,70.39,1971,28
79,0,36871,Matthew NeSmith,70.39,2182,31
81,0,39953,Chase Seiffert,70.40,1760,25
82,0,29479,Scott Brown,70.43,1972,28
83,0,47347,Adam Schenk,70.45,2677,38
84,0,32640,Troy Merritt,70.47,2678,38
85,0,33597,Harry Higgs,70.52,1763,25
86,0,25818,Scott Piercy,70.55,2046,29
87,0,46435,Austin Cook,70.56,1764,25
87,0,28089,Jason Day,70.56,1270,18
87,0,53165,Doc Redman,70.56,1905,27
87,0,27064,Jhonattan Vegas,70.56,1905,27
91,0,32791,K.H. Lee,70.59,2612,37
92,0,39977,Max Homa,70.60,1765,25
93,0,32662,Michael Gligic,70.61,1977,28
94,0,49960,Sepp Straka,70.62,1836,26
95,0,34256,Andrew Putnam,70.63,2260,32
96,0,35506,Mackenzie Hughes,70.65,2826,40
96,0,48119,Ben Taylor,70.65,1201,17
98,0,48822,Sebastián Muñoz,70.66,2685,38
99,0,32333,Kevin Tway,70.67,1696,24
100,0,37189,Harold Varner III,70.69,1838,26
101,0,27649,Brandt Snedeker,70.72,1768,25
102,0,33120,Mark Anderson,70.73,1061,15
102,0,32070,Rafael Campos,70.73,1061,15
104,0,25686,Jason Dufner,70.74,2405,34
105,0,32839,Hideki Matsuyama,70.75,1698,24
105,0,27330,Josh Teater,70.75,1132,16
107,0,35461,Beau Hossler,70.78,2265,32
108,0,31557,Jim Herman,70.79,2053,29
109,0,46550,Brandon Hagy,70.81,1487,21
109,0,47993,Denny McCarthy,70.81,2266,32
109,0,34264,Hudson Swafford,70.81,1841,26
112,0,29420,Billy Horschel,70.83,2125,30
113,0,46441,Robby Shelton,70.84,2267,32
113,0,51894,Vince Whaley,70.84,2267,32
115,0,32816,Satoshi Kodaira,70.85,1913,27
116,0,23320,Ryan Palmer,70.87,1630,23
116,0,30927,Brendon Todd,70.87,2126,30
118,0,24924,Bill Haas,70.88,1205,17
119,0,34174,John Huh,70.89,1347,19
120,0,46717,Viktor Hovland,70.90,1489,21
120,0,35104,Tom Lewis,70.90,2056,29
122,0,23983,Luke Donald,70.91,1560,22
122,0,29974,Branden Grace,70.91,1631,23
122,0,26331,Charl Schwartzel,70.91,2269,32
125,0,22056,Cameron Percy,70.92,1773,25
126,0,34431,Robert Streb,70.93,2128,30
