RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
133,0,34076,Joel Dahmen,70.93,2837,40
133,0,22405,Justin Rose,70.93,1986,28
135,0,35506,Mackenzie Hughes,70.96,3832,54
135,0,48119,Ben Taylor,70.96,1774,25
137,0,39546,Keith Mitchell,71.00,3053,43
137,0,27330,Josh Teater,71.00,1917,27
139,0,34174,John Huh,71.03,2415,34
140,0,56278,Matthew Wolff,71.08,1848,26
141,0,34255,Joseph Bramlett,71.10,2986,42
141,0,32070,Rafael Campos,71.10,2062,29
141,0,32662,Michael Gligic,71.10,2773,39
144,0,26851,Marc Leishman,71.13,2703,38
145,0,33413,Ben Martin,71.14,1494,21
146,0,26331,Charl Schwartzel,71.15,3344,47
146,0,46441,Robby Shelton,71.15,3344,47
148,0,46550,Brandon Hagy,71.16,2704,38
149,0,31323,Gary Woodland,71.20,2492,35
150,0,29518,Brendan Steele,71.21,3062,43
150,0,34431,Robert Streb,71.21,2991,42
152,0,26499,Rafa Cabrera Bello,71.22,2635,37
153,0,33399,Adam Hadwin,71.23,3134,44
154,0,34264,Hudson Swafford,71.25,2850,40
155,0,26476,Chez Reavie,71.26,2993,42
156,0,24924,Bill Haas,71.27,1853,26
157,0,52372,Cameron Champ,71.28,3065,43
157,0,49771,J.T. Poston,71.28,2780,39
159,0,45609,Tyler Duncan,71.29,3707,52
159,0,40042,Tyler McCumber,71.29,2210,31
161,0,33948,Byeong Hun An,71.30,3351,47
162,0,23983,Luke Donald,71.32,2211,31
163,0,23621,Rory Sabbatini,71.35,3068,43
164,0,51766,Wyndham Clark,71.36,3140,44
165,0,39324,J.J. Spaun,71.41,2785,39
166,0,30911,Tommy Fleetwood,71.43,2143,30
167,0,33410,Andrew Landry,71.47,2573,36
168,0,35658,Kris Ventura,71.48,2359,33
169,0,27556,Ted Potter Jr.,71.49,2502,35
169,0,23788,D.J. Trahan,71.49,2788,39
169,0,23623,Bo Van Pelt,71.49,2788,39
172,0,48045,Michael Gellerman,71.52,1788,25
172,0,29926,Danny Lee,71.52,2074,29
172,0,24140,Sean O'Hair,71.52,1788,25
175,0,32102,Rickie Fowler,71.56,3220,45
176,0,29970,Dylan Frittelli,71.57,2505,35
177,0,28420,Ryan Brehm,71.67,2150,30
178,0,28679,Fabián Gómez,71.68,2007,28
178,0,32139,Danny Willett,71.68,1577,22
180,0,32254,Xinjun Zhang,71.73,2367,33
181,0,33404,Chris Baker,71.82,2011,28
182,0,32618,Rhein Gibson,71.87,2228,31
183,0,27141,J.B. Holmes,71.89,1941,27
184,0,01810,Phil Mickelson,71.92,2805,39
185,0,39975,Michael Kim,71.94,2590,36
186,0,25632,Jimmy Walker,71.95,3166,44
187,0,19846,Brian Gay,72.18,2743,38
187,0,35230,Nelson Ledesma,72.18,1588,22
189,0,24357,K.J. Choi,72.21,2022,28
190,0,20396,Lee Westwood,72.34,2098,29
191,0,27095,Nick Watney,72.44,1956,27
192,0,24781,Hunter Mahan,72.63,2179,30
193,0,35617,Martin Trainer,72.71,2254,31
194,0,27974,Sung Kang,72.78,3275,45
195,0,34314,Sebastian Cappelen,73.17,1756,24
196,0,34213,Grayson Murray,73.31,1906,26
