RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,01876,Greg Norman,42,9,33
2,0,01968,Nick Price,46,11,35
3,0,01837,Gil Morgan,62,46,16
4,0,02321,Fuzzy Zoeller,68,12,56
5,0,01771,Blaine McCallister,70,51,19
6,0,01724,Jeff Maggert,71,57,14
7,0,01418,Bill Glasson,74,35,39
8,0,02256,Tom Watson,76,27,49
9,0,01042,Paul Azinger,78,12,66
10,0,06090,Jim McGovern,80,38,42
11,0,01690,Bruce Lietzke,101,89,12
12,0,01569,Peter Jacobsen,103,71,32
13,0,02146,Payne Stewart,106,23,83
14,0,01783,Mark McCumber,109,55,54
14,0,01945,Kenny Perry,109,27,82
16,0,01797,Rocco Mediate,110,73,37
17,0,01958,Dan Pohl,116,20,96
18,0,01475,Donnie Hammond,117,92,25
19,0,01633,Tom Kite,121,62,59
19,0,01682,Wayne Levi,121,77,44
21,0,01823,Larry Mize,122,95,27
22,0,01014,Fulton Allem,124,117,7
23,0,01320,Bob Estes,127,67,60
23,0,02133,Craig Stadler,127,33,94
25,0,01938,David Peoples,128,50,78
26,0,01313,Steve Elkington,129,37,92
26,0,06044,Scott Gump,129,72,57
28,0,01331,Rick Fehr,135,86,49
28,0,01677,Tom Lehman,135,24,111
28,0,01723,Andrew Magee,135,65,70
31,0,01408,Kelly Gibson,137,17,120
32,0,02225,Howard Twitty,139,30,109
33,0,01388,Robert Gamez,141,93,48
33,0,01550,Ed Humenik,141,15,126
35,0,07569,Mark Carnevale,143,115,28
35,0,01971,Dillard Pruitt,143,141,2
37,0,06617,Brian Henninger,149,59,90
38,0,01846,Jodie Mudd,150,12,138
39,0,01510,Nolan Henke,152,45,107
39,0,01619,Skip Kendall,152,100,52
39,0,02101,Joey Sindelar,152,38,114
39,0,02190,Doug Tewell,152,151,1
43,0,01559,Hale Irwin,153,149,4
44,0,01203,Russ Cochran,154,80,74
45,0,06643,Paul Goydos,156,126,30
45,0,02245,Grant Waite,156,59,97
47,0,06124,Patrick Burke,157,106,51
47,0,01887,Mark O'Meara,157,68,89
47,0,02246,Duffy Waldorf,157,25,132
50,0,02033,Dave Rummells,158,41,117
51,0,01975,Tom Purtzer,159,32,127
51,0,02279,Mark Wiebe,159,74,85
53,0,01132,Mark Brooks,161,115,46
53,0,01706,Davis Love III,161,2,159
55,0,01219,John Cook,162,124,38
55,0,02159,Curtis Strange,162,142,20
57,0,06086,Russell Beiersdorf,163,51,112
58,0,01527,Scott Hoch,164,106,58
58,0,02267,D.A. Weibring,164,158,6
60,0,01060,Dave Barr,165,98,67
60,0,01810,Phil Mickelson,165,26,139
60,0,06136,Mike Schuchart,165,84,81
63,0,02218,Ted Tryba,166,68,98
64,0,01890,Brett Ogle,167,6,161
65,0,01306,David Edwards,168,163,5
66,0,01707,Steve Lowery,169,40,129
67,0,01361,Dan Forsman,170,84,86
67,0,01766,Billy Mayfair,170,155,15
69,0,02100,Tim Simpson,171,140,31
70,0,01381,Fred Funk,173,170,3
71,0,01457,Jay Haas,174,86,88
72,0,01920,Craig Parry,175,88,87
73,0,01414,Bob Gilder,176,112,64
74,0,02049,Gene Sauers,177,75,102
75,0,01196,Brian Claar,178,138,40
75,0,01928,Corey Pavin,178,165,13
77,0,01006,John Adams,179,5,174
77,0,02135,Mike Standly,179,22,157
79,0,01191,Barry Cheesman,180,4,176
79,0,01201,Lennie Clements,180,146,34
79,0,01378,David Frost,180,77,103
79,0,01553,John Huston,180,18,162
79,0,01577,Lee Janzen,180,117,63
84,0,01261,Jay Delsing,181,8,173
85,0,01143,Brad Bryant,182,34,148
86,0,01249,John Daly,183,1,182
86,0,02010,Loren Roberts,183,174,9
88,0,06006,JC Anderson,184,18,166
88,0,01200,Keith Clearwater,184,109,75
88,0,01385,Jim Gallagher Jr.,184,30,154
88,0,01607,Brian Kamm,184,56,128
88,0,02131,Mike Springer,184,43,141
93,0,06575,Dudley Hart,185,48,137
94,0,01226,Fred Couples,186,7,179
94,0,01564,David Jackson,186,3,183
96,0,01701,Bob Lohr,187,176,11
96,0,02214,Kirk Triplett,187,132,55
98,0,01157,Tom Byrum,188,178,10
99,0,01353,Bruce Fleisher,191,173,18
100,0,01129,Bill Britton,192,123,69
100,0,01725,John Mahaffey,192,166,26
102,0,01648,Billy Kratzert,193,75,118
102,0,06128,Steve Lamontagne,193,21,172
104,0,01096,Phil Blackmar,194,16,178
105,0,01035,Tommy Armour III,195,64,131
105,0,06599,John Elliott,195,10,185
105,0,01346,Ed Fiori,195,187,8
108,0,01024,Billy Andrade,196,97,99
109,0,02224,Greg Twiggs,197,51,146
110,0,01185,Brandel Chamblee,198,122,76
111,0,06197,Michael Allen,199,57,142
111,0,01288,Ed Dougherty,199,120,79
113,0,01891,David Ogrin,200,177,23
113,0,10795,Neale Smith,200,44,156
115,0,06401,Marty Schiene,201,136,65
115,0,02104,Jeff Sluman,201,80,121
117,0,01072,Chip Beck,202,102,100
117,0,06144,John Dowdall,202,181,21
117,0,06566,Jaime Gomez,202,159,43
117,0,02099,Scott Simpson,202,134,68
121,0,01049,Ian Baker-Finch,204,159,45
121,0,01864,Larry Nelson,204,124,80
121,0,02180,Harry Taylor,204,168,36
124,0,01495,Morris Hatalsky,205,188,17
124,0,02111,Mike Smith,205,132,73
126,0,02090,Tom Sieckmann,206,66,140
126,0,02217,Dennis Trixler,206,144,62
126,0,02241,Bobby Wadkins,206,91,115
129,0,01934,Dave Peege,207,183,24
130,0,01557,John Inman,208,186,22
130,0,02303,Robert Wrenn,208,102,106
132,0,06332,Neal Lancaster,209,42,167
133,0,02067,Ted Schulz,210,77,133
134,0,01093,Ronnie Black,213,61,152
135,0,01307,Joel Edwards,214,153,61
135,0,01443,Hubert Green,214,185,29
137,0,01161,Mark Calcavecchia,215,46,169
137,0,10195,Tim Conley,215,174,41
139,0,01116,Michael Bradley,217,29,188
139,0,06034,Marco Dawson,217,36,181
141,0,01468,Gary Hallberg,222,51,171
142,0,02242,Lanny Wadkins,223,170,53
143,0,01469,Dan Halldorson,224,80,144
143,0,08045,Perry Moss,224,109,115
143,0,02322,Richard Zokol,224,153,71
146,0,01098,Jay Don Blake,226,104,122
146,0,01533,P.H. Horgan III,226,113,113
146,0,05319,Gene Jones,226,142,84
146,0,01946,Peter Persons,226,179,47
150,0,08553,Lee Porter,227,136,91
151,0,02206,David Toms,228,93,135
152,0,01374,Robin Freeman,230,70,160
152,0,01926,Steve Pate,230,100,130
154,0,01736,Roger Maltbie,231,138,93
155,0,01068,Andy Bean,232,48,184
155,0,01715,Mark Lye,232,62,170
157,0,01444,Ken Green,238,113,125
