RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,21099,David Lynn,59.86,865000,1445000
2,0,28237,Rory McIlroy,37.05,8047951,21720890
3,0,08793,Tiger Woods,24.33,6133158,25212890
4,0,25804,Bubba Watson,18.88,4644996,24604890
5,0,27649,Brandt Snedeker,18.13,4989739,27516890
6,0,25686,Jason Dufner,17.55,4869303,27750890
7,0,22405,Justin Rose,17.14,4290929,25032890
8,0,23983,Luke Donald,15.35,3512023,22872890
9,0,01810,Phil Mickelson,14.89,4203821,28240890
10,0,24024,Zach Johnson,14.63,4504244,30792890
11,0,20396,Lee Westwood,14.59,3016569,20676890
12,0,30925,Dustin Johnson,14.04,3393820,24168890
13,0,23108,Matt Kuchar,13.86,3903064,28164890
14,0,26329,Louis Oosthuizen,13.84,3460995,25014890
15,0,06527,Steve Stricker,13.80,3420021,24784890
16,0,24781,Hunter Mahan,13.58,4019193,29604890
17,0,24502,Adam Scott,13.15,2899556,22044890
18,0,06522,Ernie Els,12.65,3453117,27304890
19,0,29221,Webb Simpson,12.52,3436758,27451000
20,0,33141,Keegan Bradley,12.31,3910658,31768890
21,0,10809,Jim Furyk,12.15,3623804,29824890
22,0,21209,Sergio Garcia,11.78,2510115,21306890
23,0,22621,Ben Curtis,11.61,2494152,21480890
24,0,26497,Casey Wittenberg,11.36,163594,1440000
25,0,25345,Carl Pettersson,11.32,3538655,31268890
26,0,25572,Graeme McDowell,11.30,2408279,21306890
27,0,24358,Robert Garrigus,10.51,3206530,30497000
28,0,32102,Rickie Fowler,10.34,3066292,29640890
29,0,26596,Ryan Moore,10.21,2858943,27995000
30,0,22792,Peter Hanson,10.17,1511221,14862890
31,0,27895,Jonas Blixt,10.16,2255695,22194000
32,0,23623,Bo Van Pelt,10.01,3043509,30414890
33,0,27095,Nick Watney,9.41,3044223,32344890
34,0,35539,Luke Guthrie,8.69,284672,3276000
35,0,24138,Ian Poulter,8.42,1715271,20370890
36,0,34174,John Huh,8.34,2692113,32262890
37,0,25818,Scott Piercy,8.22,2699205,32837000
38,0,24924,Bill Haas,8.09,2349950,29032890
39,0,02294,Willie Wood,7.78,42000,540000
40,0,27936,Martin Laird,7.77,2172883,27970890
41,0,28307,Matt Every,7.33,1972165,26897000
42,0,02206,David Toms,7.21,1658428,23001000
43,0,30110,Kyle Stanley,7.14,2351857,32916890
44,0,21878,Mark Wilson,7.04,2144780,30472890
45,0,20766,Padraig Harrington,7.02,1546271,22020890
46,0,29419,Tadd Fujikawa,6.97,69025,990000
47,0,26851,Marc Leishman,6.93,1933760,27920890
48,0,26951,Johnson Wagner,6.90,2225006,32258890
49,0,20645,John Senden,6.83,1916651,28074890
50,0,32334,Charlie Beljan,6.74,1373528,20376000
51,0,29720,Andres Gonzales,6.73,78780,1170000
52,0,25396,Kevin Na,6.62,2029942,30674890
53,0,10213,Dicky Pride,6.60,1259711,19098000
54,0,20160,Charlie Wi,6.32,1845396,29183000
55,0,25369,Jamie Donaldson,6.18,320334,5186890
55,0,33968,Thorbjørn Olesen,6.18,176243,2850890
57,0,24925,Jonathan Byrd,6.14,1616789,26350890
58,0,23541,Ben Crane,6.10,1701364,27910000
59,0,23638,Brendon de Jonge,6.03,2015251,33413000
60,0,23452,Nicolas Colsaerts,5.92,677010,11442890
61,0,23135,Tim Clark,5.87,1407028,23964890
62,0,24461,Thomas Aiken,5.78,257179,4452890
63,0,26679,Kevin Stadler,5.76,1546036,26838000
64,0,34021,Bud Cauley,5.75,1774478,30839000
65,0,20771,Steven Alker,5.64,79276,1405890
66,0,26331,Charl Schwartzel,5.60,1138844,20334890
67,0,29289,S.Y. Noh,5.44,1629750,29975000
68,0,23320,Ryan Palmer,5.41,1501214,27725000
69,0,28089,Jason Day,5.33,1143232,21449000
70,0,22913,John Rollins,5.26,1489155,28319000
71,0,25632,Jimmy Walker,5.19,1638419,31577000
72,0,26881,Jarrod Lyle,5.06,363685,7182000
73,0,27556,Ted Potter Jr.,5.04,1383170,27416890
74,0,32150,Michael Thompson,4.98,1408373,28266890
75,0,27408,Martin Kaymer,4.95,576356,11640890
75,0,06567,Vijay Singh,4.95,1586304,32060890
77,0,34358,Jonathan Randolph,4.94,26700,540000
78,0,28475,Jeff Overton,4.92,1563670,31757000
79,0,22046,Geoff Ogilvy,4.83,1255223,25986890
79,0,21528,Henrik Stenson,4.83,791107,16380000
81,0,25240,D.A. Points,4.81,1533360,31887000
82,0,08725,Tom Gillis,4.76,1238058,26028000
83,0,20104,Ken Duke,4.74,1511628,31865000
84,0,28135,Aaron Watkins,4.69,118969,2538000
85,0,19958,Miguel Angel Jiménez,4.53,386803,8530890
86,0,27466,Spencer Levin,4.47,1283616,28715000
87,0,30750,Tommy Gainey,4.45,1540748,34601000
87,0,21731,Freddie Jacobson,4.45,953493,21414890
89,0,30692,Scott Stallings,4.40,1293739,29421000
90,0,22371,Aaron Baddeley,4.39,1215753,27682890
90,0,01706,Davis Love III,4.39,989753,22542890
92,0,24140,Sean O'Hair,4.35,1160980,26703000
93,0,23353,J.J. Henry,4.33,1297802,29939000
94,0,27141,J.B. Holmes,4.31,1179505,27396000
95,0,27060,John Mallinger,4.30,1146852,26676000
96,0,29256,James Morrison,4.27,60044,1405890
97,0,19904,Paul Lawrie,4.25,360639,8490890
98,0,33419,Cameron Tringale,4.21,1225737,29093000
99,0,26500,Alejandro Cañizares,4.20,129962,3097890
99,0,21753,Brian Davis,4.20,1318031,31397000
99,0,12716,Charley Hoffman,4.20,1276663,30407000
99,0,30852,Ryo Ishikawa,4.20,871050,20716890
103,0,30926,Chris Kirk,4.19,1197562,28588000
104,0,23800,Bryce Molder,4.18,1166115,27909000
105,0,31557,Jim Herman,4.17,105000,2520000
105,0,25834,Daniel Summerhays,4.17,1111521,26640000
107,0,24490,George McNeill,4.06,1119534,27599000
107,0,25562,Andres Romero,4.06,970918,23941890
109,0,27436,Graham DeLaet,4.03,1051950,26100000
110,0,20691,Greg Owen,4.01,1151622,28747890
110,0,24361,Pat Perez,4.01,1064052,26537000
112,0,34099,Harris English,3.98,1186003,29827890
113,0,25190,Jeff Quinney,3.94,43310,1098000
114,0,21961,Charles Howell III,3.93,1284578,32690890
115,0,01226,Fred Couples,3.91,188378,4824000
115,0,27933,John Merrick,3.91,1084627,27720000
117,0,31202,William McGirt,3.90,1228947,31505000
117,0,25198,Francesco Molinari,3.90,453961,11640890
119,0,06197,Michael Allen,3.89,121895,3132000
120,0,28259,Sangmoon Bae,3.82,1165952,30486890
121,0,20593,Greg Chalmers,3.81,1166627,30630890
122,0,01320,Bob Estes,3.75,1009769,26893890
123,0,35541,John Peterson,3.73,327091,8766000
124,0,33461,Morgan Hoffmann,3.69,53168,1440000
124,0,25336,Alistair Presnell,3.69,53168,1440000
126,0,24357,K.J. Choi,3.68,969056,26368890
127,0,20157,Retief Goosen,3.65,571174,15636890
128,0,01948,Tim Petrovic,3.64,558862,15372000
129,0,29910,Blake Adams,3.57,1234344,34583000
129,0,23621,Rory Sabbatini,3.57,1128819,31653000
131,0,01161,Mark Calcavecchia,3.52,124343,3529890
131,0,26289,Boo Weekley,3.52,848346,24120000
133,0,27644,Brian Harman,3.51,1146447,32706000
134,0,22400,Hennie Otto,3.50,49000,1400000
134,0,32139,Danny Willett,3.50,49000,1400000
136,0,27120,Troy Matteson,3.47,1198953,34579890
136,0,25321,Lee Slattery,3.47,147338,4245890
138,0,06621,Joe Durant,3.44,427677,12438000
139,0,19846,Brian Gay,3.41,960657,28188000
139,0,26758,David Hearn,3.41,1012575,29664000
139,0,28308,Troy Kelly,3.41,786832,23077890
142,0,21805,Harrison Frazar,3.38,730203,21604000
143,0,31420,Anirban Lahiri,3.35,47123,1405890
143,0,29518,Brendan Steele,3.35,840965,25096000
145,0,28500,Martin Flores,3.31,1035569,31266000
146,0,28300,Joost Luiten,3.28,139346,4250890
147,0,01249,John Daly,3.27,488505,14946890
148,0,27330,Josh Teater,3.23,1011429,31320000
149,0,34554,Jung-gon Hwang,3.22,17400,540000
150,0,27214,Kevin Streelman,3.19,893736,28008000
151,0,29420,Billy Horschel,3.17,486177,15318000
151,0,25457,Alexandre Rocha,3.17,614658,19368000
153,0,07749,Brett Quigley,3.16,31857,1008000
154,0,12510,Chad Campbell,3.14,895198,28549890
154,0,27064,Jhonattan Vegas,3.14,801803,25510000
156,0,27349,Alex Noren,3.13,178193,5690890
157,0,01761,Len Mattiace,3.08,16650,540000
158,0,27963,Chris Stroud,3.07,903569,29453000
159,0,20832,Raphael Jacquelin,3.03,86348,2845890
160,0,06078,Esteban Toledo,3.00,19980,666000
161,0,33199,Matteo Manassero,2.96,126979,4285000
162,0,31678,Oliver Bekker,2.91,40750,1400000
163,0,24507,Jason Bohn,2.85,795548,27954000
163,0,30711,Colt Knost,2.85,848196,29790000
165,0,30944,Jason Kokrak,2.82,750220,26568000
165,0,26595,Derek Tolan,2.82,17780,630000
167,0,32622,Matthew Baldwin,2.81,79999,2845890
