RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,21099,David Lynn,$865000,865000
2,0,22792,Peter Hanson,$835221,1511221
3,0,30852,Ryo Ishikawa,$727051,871051
4,0,23452,Nicolas Colsaerts,$518511,677011
5,0,35541,John Peterson,$327091,327091
6,0,34360,Patrick Reed,$302977,302977
7,0,35539,Luke Guthrie,$284672,284672
8,0,27408,Martin Kaymer,$283357,576357
9,0,25369,Jamie Donaldson,$257834,320334
10,0,24461,Thomas Aiken,$257179,257179
11,0,25198,Francesco Molinari,$198961,453961
12,0,19958,Miguel Angel Jiménez,$194803,386803
13,0,33968,Thorbjørn Olesen,$176243,176243
14,0,26497,Casey Wittenberg,$163594,163594
15,0,27349,Alex Noren,$139693,178193
16,0,26500,Alejandro Cañizares,$129963,129963
17,0,19904,Paul Lawrie,$129640,360640
18,0,28135,Aaron Watkins,$118969,118969
19,0,36690,Hunter Hamrick,$115979,115979
20,0,29461,Jamie Lovemark,$109572,109572
21,0,35450,Patrick Cantlay,$105526,105526
22,0,31557,Jim Herman,$105000,105000
23,0,28300,Joost Luiten,$95847,139347
24,0,10944,Thomas Bjørn,$90506,270506
25,0,20832,Raphael Jacquelin,$86348,86348
26,0,24512,Simon Dyson,$84956,257456
27,0,34261,Scott Langley,$82630,82630
28,0,29974,Branden Grace,$82325,205325
29,0,32622,Matthew Baldwin,$79999,79999
30,0,20771,Steven Alker,$79277,79277
31,0,29720,Andres Gonzales,$78780,78780
32,0,20859,Anders Hansen,$70400,232900
33,0,29419,Tadd Fujikawa,$69025,69025
34,0,29256,James Morrison,$60044,60044
35,0,28258,K.T. Kim,$54215,220590
36,0,25191,Gonzalo Fernandez-Castaño,$53483,190233
37,0,33461,Morgan Hoffmann,$53168,53168
37,0,25336,Alistair Presnell,$53168,53168
39,0,31420,Anirban Lahiri,$47124,47124
40,0,27896,Ross Fisher,$45740,45740
41,0,25190,Jeff Quinney,$43310,43310
42,0,27072,Alvaro Quiros,$37050,182800
43,0,23481,Marcel Siem,$34750,79250
44,0,24459,Richard Sterne,$32023,32023
45,0,27503,Steve LeBrun,$31979,31979
45,0,33199,Matteo Manassero,$31979,126979
47,0,29253,Jeff Curl,$28890,28890
48,0,33418,Shawn Stefani,$27650,27650
49,0,34358,Jonathan Randolph,$26700,26700
50,0,35879,Kelly Kraft,$24994,24994
51,0,21284,Hiroyuki Fujita,$24912,24912
51,0,28593,Jesse Mueller,$24912,24912
51,0,28780,Nicholas Thompson,$24912,24912
54,0,25539,Rafael Echenique,$23180,23180
54,0,25444,Justin Hicks,$23180,23180
54,0,24957,Simon Khan,$23180,23180
54,0,29670,Pablo Larrazabal,$23180,62930
58,0,34255,Joseph Bramlett,$21850,21850
59,0,29833,Yoshinori Fujimoto,$20073,64573
60,0,37273,Derek Ernst,$20000,20000
61,0,06078,Esteban Toledo,$19980,19980
62,0,29342,Jae-bum Park,$19955,19955
62,0,22295,Darron Stiles,$19955,19955
64,0,33117,Dale Whitnell,$19292,19292
65,0,25841,Marc Warren,$18593,18593
66,0,25321,Lee Slattery,$18589,147339
67,0,36684,Dustin Morris,$18512,18512
68,0,23814,Edoardo Molinari,$18240,18240
69,0,20698,Adilson da Silva,$17964,17964
69,0,20686,Jeev Milkha Singh,$17964,60589
71,0,26595,Derek Tolan,$17780,17780
72,0,34554,Jung-gon Hwang,$17400,17400
73,0,23725,Brendan Jones,$17339,17339
73,0,27118,Toshinori Muto,$17339,59964
73,0,26444,Juvic Pagunsan,$17339,77839
76,0,19825,Darren Clarke,$16810,117310
77,0,19929,Warren Bennett,$16636,16636
77,0,24511,Thongchai Jaidee,$16636,16636
79,0,26499,Rafa Cabrera Bello,$16168,169668
80,0,24083,Marcus Fraser,$15350,91350
81,0,20935,Toru Taniguchi,$15150,15150
82,0,01978,Fran Quinn,$12932,12932
83,0,22806,Doug LaBelle II,$12540,12540
84,0,33520,Randall Hutchison,$12461,12461
85,0,29223,Sam Saunders,$12224,12224
86,0,31646,Emiliano Grillo,$11900,11900
87,0,27119,Koumei Oda,$11880,11880
88,0,34359,Diego Velásquez,$11284,11284
89,0,25936,Alex Aragon,$10725,10725
90,0,36670,Jonathan Fly,$10528,10528
91,0,26808,Tadahiro Takayama,$10340,52340
92,0,36884,Ben Kohles,$10296,10296
93,0,33451,Matt Hill,$9932,9932
94,0,20378,Mathias Grönberg,$9246,9246
95,0,32058,José de Jesús Rodríguez,$8362,8362
96,0,37340,Chase Wright,$8360,8360
97,0,02002,John Riegger,$6810,6810
98,0,32868,Brandon Brown,$6480,6480
99,0,36982,Jake Sarnoff,$6180,6180
100,0,35621,Scott Smith,$6000,6000
