RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,27895,Jonas Blixt,$1262294
2,0,32334,Charlie Beljan,$949250
3,0,26596,Ryan Moore,$810000
4,0,30750,Tommy Gainey,$736045
5,0,23638,Brendon de Jonge,$700787
6,0,30944,Jason Kokrak,$472890
7,0,24358,Robert Garrigus,$453087
8,0,01948,Tim Petrovic,$440000
9,0,02206,David Toms,$432000
10,0,28307,Matt Every,$422520
11,0,33122,Russell Knox,$347850
12,0,25632,Jimmy Walker,$309375
13,0,21961,Charles Howell III,$308216
14,0,10809,Jim Furyk,$272000
15,0,19846,Brian Gay,$270218
16,0,12782,Tim Herron,$259665
17,0,23548,Bill Lunde,$245839
18,0,06567,Vijay Singh,$238347
19,0,28475,Jeff Overton,$236913
20,0,27060,John Mallinger,$236362
21,0,30692,Scott Stallings,$229087
22,0,28089,Jason Day,$224920
23,0,25457,Alexandre Rocha,$215056
24,0,01706,Davis Love III,$214819
25,0,27330,Josh Teater,$204575
26,0,23788,D.J. Trahan,$201911
27,0,29910,Blake Adams,$199000
28,0,26289,Boo Weekley,$187637
29,0,35139,Richard Lee,$180975
30,0,20691,Greg Owen,$169738
31,0,20160,Charlie Wi,$165087
32,0,32150,Michael Thompson,$164500
33,0,25818,Scott Piercy,$156375
34,0,24507,Jason Bohn,$151577
35,0,31323,Gary Woodland,$149541
36,0,22961,David Mathis,$148928
37,0,20574,Mathew Goggin,$148769
38,0,28500,Martin Flores,$146175
39,0,34360,Patrick Reed,$145487
40,0,08075,Jerry Kelly,$144591
41,0,33120,Mark Anderson,$135056
42,0,12510,Chad Campbell,$134971
43,0,27770,Camilo Villegas,$134010
44,0,29518,Brendan Steele,$130260
45,0,27214,Kevin Streelman,$127087
46,0,20850,Daniel Chopra,$125311
47,0,34099,Harris English,$123354
48,0,06036,Scott Dunlap,$121954
49,0,31401,Zack Miller,$114360
50,0,08725,Tom Gillis,$112800
50,0,21951,Joey Snyder III,$112800
52,0,27095,Nick Watney,$112500
53,0,23800,Bryce Molder,$106000
54,0,24140,Sean O'Hair,$101203
55,0,12652,Cameron Beckman,$95920
56,0,29926,Danny Lee,$95050
57,0,22293,Heath Slocum,$93982
58,0,21407,Arjun Atwal,$92000
58,0,21878,Mark Wilson,$92000
60,0,23320,Ryan Palmer,$89407
61,0,30711,Colt Knost,$88545
62,0,01724,Jeff Maggert,$83748
63,0,26300,Matt Jones,$82992
64,0,26476,Chez Reavie,$81242
65,0,25274,Steven Bowditch,$80100
66,0,22621,Ben Curtis,$77679
67,0,20104,Ken Duke,$76682
68,0,29476,Kyle Reifers,$74058
69,0,06522,Ernie Els,$72500
69,0,32698,Bobby Gates,$72500
69,0,34174,John Huh,$72500
72,0,21528,Henrik Stenson,$72004
73,0,25834,Daniel Summerhays,$68376
74,0,29420,Billy Horschel,$68353
75,0,29479,Scott Brown,$66414
76,0,22348,Nick O'Hern,$61117
77,0,20848,Ángel Cabrera,$57787
78,0,27064,Jhonattan Vegas,$56928
79,0,32200,Roberto Castro,$55600
80,0,28455,Will Claxton,$54768
81,0,19970,Robert Karlsson,$53160
82,0,34021,Bud Cauley,$52964
83,0,23325,Vaughn Taylor,$52810
84,0,21350,Ryuji Imada,$49305
85,0,25240,D.A. Points,$45071
86,0,10860,Justin Leonard,$44753
87,0,27302,Garth Mulroy,$44618
88,0,20229,Stewart Cink,$43328
89,0,31558,J.J. Killeen,$43256
90,0,23718,Nathan Green,$42578
91,0,22913,John Rollins,$41068
92,0,01320,Bob Estes,$39487
92,0,25396,Kevin Na,$39487
94,0,21753,Brian Davis,$38911
95,0,26758,David Hearn,$38663
96,0,20098,Stuart Appleby,$38595
97,0,20127,Chris Riley,$38267
98,0,24940,Edward Loar,$37291
99,0,32366,Kevin Chappell,$36561
100,0,30926,Chris Kirk,$36259
101,0,27933,John Merrick,$35922
102,0,20572,Rod Pampling,$34135
103,0,27644,Brian Harman,$33172
104,0,20623,Gavin Coles,$33148
105,0,01797,Rocco Mediate,$32826
106,0,26287,Roland Thatcher,$31255
107,0,26679,Kevin Stadler,$29250
108,0,01766,Billy Mayfair,$28755
109,0,24494,Erik Compton,$27810
110,0,20436,Garrett Willis,$26095
111,0,20070,Matt Bettencourt,$25540
112,0,24846,Ricky Barnes,$25425
113,0,23452,Nicolas Colsaerts,$24125
114,0,27797,Derek Lamely,$23735
115,0,23541,Ben Crane,$22550
115,0,23409,James Driscoll,$22550
115,0,06621,Joe Durant,$22550
115,0,23621,Rory Sabbatini,$22550
119,0,28093,Miguel Angel Carballo,$21448
120,0,37273,Derek Ernst,$20000
121,0,27141,J.B. Holmes,$19295
122,0,24490,George McNeill,$18922
122,0,25562,Andres Romero,$18922
122,0,25892,Steve Wheatcroft,$18922
125,0,06034,Marco Dawson,$17701
126,0,20095,Carl Paulson,$16943
127,0,23204,Gary Christian,$16735
128,0,20472,Alex Cejka,$15892
129,0,06251,Chris DiMarco,$15772
130,0,35450,Patrick Cantlay,$12842
130,0,11032,Frank Lickliter II,$12842
132,0,28118,Peter Tomasulo,$12826
133,0,23542,Tommy Biershenk,$11857
133,0,26668,Marc Turnesa,$11857
135,0,31202,William McGirt,$11248
136,0,35879,Kelly Kraft,$10850
137,0,01941,Tom Pernice Jr.,$10622
137,0,27556,Ted Potter Jr.,$10622
139,0,06004,Stephen Ames,$10450
139,0,23903,Stephen Gangluff,$10450
141,0,27963,Chris Stroud,$10340
141,0,33419,Cameron Tringale,$10340
143,0,24024,Zach Johnson,$10240
144,0,01473,Todd Hamilton,$9900
145,0,28308,Troy Kelly,$9720
