RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,46046,Scottie Scheffler,+2.56,68.01,70.57
2,0,48081,Xander Schauffele,+2.09,68.52,70.61
3,0,50525,Collin Morikawa,+1.35,69.34,70.69
4,0,52955,Ludvig Åberg,+1.24,69.37,70.61
4,0,28237,Rory McIlroy,+1.24,69.74,70.98
6,0,27349,Alex Noren,+1.12,69.41,70.53
7,0,32839,Hideki Matsuyama,+1.07,69.59,70.66
8,0,47504,Sam Burns,+1.02,69.56,70.58
8,0,34098,Russell Henley,+1.02,69.78,70.80
10,0,29420,Billy Horschel,+1.01,69.49,70.50
10,0,58168,Davis Thompson,+1.01,69.34,70.35
12,0,24502,Adam Scott,+0.99,69.63,70.62
13,0,51977,Max Greyserman,+0.98,69.07,70.05
14,0,46442,Maverick McNealy,+0.97,69.13,70.10
15,0,46414,Aaron Rai,+0.94,69.29,70.23
16,0,39997,Corey Conners,+0.93,69.78,70.71
17,0,33448,Justin Thomas,+0.87,69.62,70.49
18,0,29725,Tony Finau,+0.85,69.72,70.57
18,0,40250,Taylor Pendrith,+0.85,69.51,70.36
20,0,52375,Doug Ghim,+0.82,69.19,70.01
20,0,54591,Ben Griffin,+0.82,69.05,69.87
22,0,35450,Patrick Cantlay,+0.81,69.86,70.67
23,0,39971,Sungjae Im,+0.80,69.51,70.31
23,0,39546,Keith Mitchell,+0.80,69.28,70.08
25,0,33204,Shane Lowry,+0.78,70.03,70.81
25,0,51997,Andrew Novak,+0.78,69.07,69.85
27,0,37455,Si Woo Kim,+0.75,69.63,70.38
28,0,30911,Tommy Fleetwood,+0.74,69.92,70.66
28,0,51634,Sahith Theegala,+0.74,69.80,70.54
30,0,45522,Christiaan Bezuidenhout,+0.73,69.89,70.62
30,0,51766,Wyndham Clark,+0.73,69.61,70.34
32,0,48117,Kurt Kitayama,+0.68,69.54,70.22
33,0,34587,Chan Kim,+0.67,69.32,69.99
34,0,56630,Akshay Bhatia,+0.66,69.94,70.60
34,0,60004,Jacob Bridgeman,+0.66,69.32,69.98
34,0,57975,Harry Hall,+0.66,69.22,69.88
34,0,35461,Beau Hossler,+0.66,69.35,70.01
38,0,27644,Brian Harman,+0.65,69.93,70.58
39,0,33948,Byeong Hun An,+0.63,70.01,70.64
39,0,35506,Mackenzie Hughes,+0.63,69.67,70.30
39,0,47993,Denny McCarthy,+0.63,69.95,70.58
39,0,59143,Mac Meissner,+0.63,69.40,70.03
43,0,39327,Ben Silverman,+0.62,69.41,70.03
44,0,54576,Patrick Fishburn,+0.61,69.34,69.95
45,0,28089,Jason Day,+0.58,69.95,70.53
46,0,46717,Viktor Hovland,+0.56,70.04,70.60
46,0,39975,Michael Kim,+0.56,69.47,70.03
46,0,52215,Robert MacIntyre,+0.56,69.39,69.95
46,0,27064,Jhonattan Vegas,+0.56,69.29,69.85
50,0,25900,Lucas Glover,+0.55,69.94,70.49
50,0,40162,Justin Lower,+0.55,69.59,70.14
52,0,47679,Victor Perez,+0.54,69.75,70.29
52,0,49771,J.T. Poston,+0.54,69.87,70.41
54,0,37378,Min Woo Lee,+0.53,70.06,70.59
