RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,09011,David Duval,45
2,0,02170,Hal Sutton,44
3,0,07457,Steve Flesch,43
3,0,10809,Jim Furyk,43
5,0,02223,Bob Tway,42
6,0,01381,Fred Funk,41
6,0,01943,Chris Perry,41
8,0,01161,Mark Calcavecchia,40
8,0,01320,Bob Estes,40
10,0,01527,Scott Hoch,38
10,0,01553,John Huston,38
10,0,10860,Justin Leonard,38
13,0,01175,Jim Carter,37
13,0,01619,Skip Kendall,37
13,0,02104,Jeff Sluman,37
16,0,11032,Frank Lickliter II,36
16,0,06527,Steve Stricker,36
18,0,20229,Stewart Cink,35
18,0,01748,Doug Martin,35
20,0,06643,Paul Goydos,34
20,0,01599,Steve Jones,34
20,0,01766,Billy Mayfair,34
23,0,02131,Mike Springer,33
23,0,06078,Esteban Toledo,33
23,0,02214,Kirk Triplett,33
26,0,08931,Glen Day,32
26,0,01706,Davis Love III,32
26,0,01724,Jeff Maggert,32
26,0,01761,Len Mattiace,32
26,0,02239,Scott Verplank,32
31,0,01024,Billy Andrade,31
31,0,01185,Brandel Chamblee,31
31,0,01510,Nolan Henke,31
31,0,06617,Brian Henninger,31
31,0,06567,Vijay Singh,31
31,0,02206,David Toms,31
31,0,08793,Tiger Woods,31
38,0,01035,Tommy Armour III,30
38,0,01219,John Cook,30
38,0,01361,Dan Forsman,30
38,0,12645,Brent Geiberger,30
38,0,12782,Tim Herron,30
38,0,01533,P.H. Horgan III,30
38,0,01891,David Ogrin,30
38,0,01926,Steve Pate,30
38,0,01945,Kenny Perry,30
38,0,02101,Joey Sindelar,30
48,0,01408,Kelly Gibson,29
48,0,01685,J.L. Lewis,29
48,0,01797,Rocco Mediate,29
48,0,01823,Larry Mize,29
48,0,07749,Brett Quigley,29
48,0,02007,Larry Rinker,29
48,0,02010,Loren Roberts,29
55,0,01042,Paul Azinger,28
55,0,01063,Ben Bates,28
55,0,01577,Lee Janzen,28
55,0,01723,Andrew Magee,28
55,0,08375,Paul Stankowski,28
55,0,08385,Omar Uresti,28
55,0,02245,Grant Waite,28
62,0,01203,Russ Cochran,27
62,0,01226,Fred Couples,27
62,0,19881,Robert Damron,27
62,0,06064,Jeff Gallagher,27
62,0,01810,Phil Mickelson,27
62,0,06581,David Sutherland,27
68,0,01191,Barry Cheesman,26
68,0,01771,Blaine McCallister,26
68,0,01887,Mark O'Meara,26
68,0,02146,Payne Stewart,26
68,0,06595,Kevin Sutherland,26
73,0,01157,Tom Byrum,25
73,0,01266,Clark Dennis,25
73,0,01282,Trevor Dodds,25
73,0,21805,Harrison Frazar,25
73,0,06044,Scott Gump,25
73,0,01707,Steve Lowery,25
73,0,08553,Lee Porter,25
