RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,20127,Chris Riley,51.19,129,252
2,0,01705,Tim Loustalot,46.03,58,126
3,0,10585,Scott McCarron,45.75,140,306
4,0,01996,Mike Reid,45.56,123,270
5,0,01928,Corey Pavin,44.79,129,288
6,0,20124,Alan Bratton,44.44,40,90
6,0,11032,Frank Lickliter II,44.44,160,360
8,0,01723,Andrew Magee,44.10,127,288
9,0,01096,Phil Blackmar,43.75,126,288
9,0,07749,Brett Quigley,43.75,63,144
11,0,01457,Jay Haas,43.65,110,252
12,0,10213,Dicky Pride,43.59,102,234
13,0,01185,Brandel Chamblee,43.16,101,234
14,0,01887,Mark O'Meara,43.06,93,216
14,0,12663,Phil Tataurangi,43.06,62,144
16,0,01385,Jim Gallagher Jr.,42.93,85,198
17,0,06078,Esteban Toledo,42.78,154,360
18,0,01941,Tom Pernice Jr.,42.74,100,234
19,0,06315,Pete Jordan,42.59,115,270
19,0,21959,Ted Purdy,42.59,46,108
19,0,02294,Willie Wood,42.59,69,162
22,0,20229,Stewart Cink,42.50,153,360
23,0,01920,Craig Parry,42.46,107,252
23,0,06527,Steve Stricker,42.46,107,252
25,0,19846,Brian Gay,42.36,61,144
25,0,10963,Jimmy Green,42.36,61,144
25,0,23349,Charles Warren,42.36,61,144
28,0,06575,Dudley Hart,42.22,152,360
29,0,01098,Jay Don Blake,42.16,129,306
30,0,01127,Danny Briggs,42.06,106,252
30,0,01569,Peter Jacobsen,42.06,106,252
32,0,20593,Greg Chalmers,41.98,136,324
33,0,06064,Jeff Gallagher,41.67,90,216
33,0,01510,Nolan Henke,41.67,90,216
33,0,06332,Neal Lancaster,41.67,90,216
33,0,10107,Deane Pappas,41.67,75,180
37,0,10569,Mike Brisky,41.45,97,234
38,0,01175,Jim Carter,41.36,134,324
38,0,06617,Brian Henninger,41.36,134,324
40,0,01313,Steve Elkington,41.27,104,252
41,0,12782,Tim Herron,41.23,141,342
42,0,01024,Billy Andrade,41.11,111,270
42,0,01418,Bill Glasson,41.11,111,270
44,0,02007,Larry Rinker,41.03,96,234
45,0,10860,Justin Leonard,40.97,177,432
45,0,02242,Lanny Wadkins,40.97,59,144
47,0,08931,Glen Day,40.85,125,306
47,0,01378,David Frost,40.85,125,306
49,0,08993,Franklin Langham,40.83,147,360
50,0,01266,Clark Dennis,40.74,88,216
50,0,01823,Larry Mize,40.74,110,270
50,0,21949,Joe Ogilvie,40.74,110,270
50,0,12660,Jesper Parnevik,40.74,110,270
50,0,02023,Clarence Rose,40.74,22,54
55,0,01320,Bob Estes,40.60,190,468
56,0,01132,Mark Brooks,40.58,168,414
57,0,01072,Chip Beck,40.56,73,180
57,0,01331,Rick Fehr,40.56,73,180
59,0,11011,Mike Sposa,40.48,102,252
60,0,06643,Paul Goydos,40.43,131,324
60,0,06012,Greg Kraft,40.43,131,324
62,0,07753,Kevin Wentworth,40.28,58,144
63,0,01810,Phil Mickelson,40.20,123,306
64,0,02008,Lee Rinker,40.08,101,252
65,0,19881,Robert Damron,40.00,180,450
66,0,01549,Mike Hulbert,39.93,115,288
67,0,06567,Vijay Singh,39.86,165,414
68,0,01943,Chris Perry,39.85,208,522
69,0,01677,Tom Lehman,39.81,129,324
