RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,20127,Chris Riley,43.19,653,1512
2,0,10585,Scott McCarron,42.74,677,1584
3,0,19881,Robert Damron,42.61,836,1962
4,0,01329,Brad Faxon,42.42,481,1134
5,0,12663,Phil Tataurangi,42.41,542,1278
6,0,01096,Phil Blackmar,42.01,673,1602
7,0,02242,Lanny Wadkins,41.72,428,1026
8,0,11032,Frank Lickliter II,41.61,779,1872
9,0,01378,David Frost,41.37,618,1494
10,0,07749,Brett Quigley,41.30,446,1080
11,0,01549,Mike Hulbert,41.09,747,1818
12,0,01619,Skip Kendall,41.01,775,1890
13,0,06012,Greg Kraft,40.99,701,1710
14,0,02294,Willie Wood,40.97,531,1296
15,0,01072,Chip Beck,40.84,544,1332
16,0,06617,Brian Henninger,40.74,704,1728
17,0,02146,Payne Stewart,40.44,495,1224
18,0,01996,Mike Reid,40.37,545,1350
19,0,20124,Alan Bratton,40.35,523,1296
20,0,01320,Bob Estes,40.33,784,1944
21,0,06014,Eric Booker,40.31,653,1620
22,0,08993,Franklin Langham,40.29,718,1782
23,0,20098,Stuart Appleby,40.12,650,1620
24,0,10107,Deane Pappas,40.04,591,1476
25,0,23621,Rory Sabbatini,40.03,562,1404
26,0,01941,Tom Pernice Jr.,40.01,641,1602
27,0,01928,Corey Pavin,39.97,590,1476
28,0,01707,Steve Lowery,39.90,711,1782
28,0,06613,Tommy Tolles,39.90,553,1386
30,0,10213,Dicky Pride,39.88,603,1512
31,0,01040,Emlyn Aubrey,39.76,365,918
32,0,20593,Greg Chalmers,39.73,758,1908
33,0,02131,Mike Springer,39.66,621,1566
34,0,06575,Dudley Hart,39.58,627,1584
34,0,02010,Loren Roberts,39.58,634,1602
36,0,01098,Jay Don Blake,39.55,655,1656
37,0,08375,Paul Stankowski,39.54,548,1386
37,0,08385,Omar Uresti,39.54,733,1854
39,0,01920,Craig Parry,39.41,454,1152
40,0,01323,Brad Fabel,39.39,624,1584
41,0,01175,Jim Carter,39.35,680,1728
42,0,01249,John Daly,39.33,446,1134
43,0,01510,Nolan Henke,39.29,587,1494
44,0,06064,Jeff Gallagher,39.25,650,1656
44,0,21949,Joe Ogilvie,39.25,650,1656
46,0,06643,Paul Goydos,39.24,671,1710
47,0,01376,Bob Friend,39.23,805,2052
48,0,06527,Steve Stricker,39.21,487,1242
49,0,01724,Jeff Maggert,39.16,578,1476
50,0,20229,Stewart Cink,39.13,648,1656
51,0,10569,Mike Brisky,39.11,542,1386
52,0,01891,David Ogrin,39.08,401,1026
52,0,02007,Larry Rinker,39.08,619,1584
54,0,01361,Dan Forsman,39.07,647,1656
55,0,10860,Justin Leonard,39.05,731,1872
56,0,06078,Esteban Toledo,39.04,752,1926
57,0,02214,Kirk Triplett,39.02,604,1548
58,0,10649,Tom Scherrer,39.01,653,1674
59,0,01748,Doug Martin,39.00,674,1728
60,0,01569,Peter Jacobsen,38.96,512,1314
61,0,01132,Mark Brooks,38.94,792,2034
61,0,12645,Brent Geiberger,38.94,722,1854
63,0,01024,Billy Andrade,38.89,616,1584
63,0,01127,Danny Briggs,38.89,532,1368
63,0,01261,Jay Delsing,38.89,532,1368
63,0,01457,Jay Haas,38.89,532,1368
63,0,08547,John Maginnes,38.89,637,1638
63,0,01823,Larry Mize,38.89,490,1260
69,0,01533,P.H. Horgan III,38.83,685,1764
70,0,01887,Mark O'Meara,38.79,412,1062
71,0,19846,Brian Gay,38.73,481,1242
72,0,20099,Doug Barron,38.64,626,1620
72,0,01157,Tom Byrum,38.64,619,1602
74,0,10809,Jim Furyk,38.60,667,1728
74,0,06595,Kevin Sutherland,38.60,667,1728
76,0,08931,Glen Day,38.59,646,1674
77,0,07753,Kevin Wentworth,38.58,493,1278
78,0,12782,Tim Herron,38.48,665,1728
79,0,02267,D.A. Weibring,38.47,367,954
80,0,01116,Michael Bradley,38.44,512,1332
80,0,01527,Scott Hoch,38.44,685,1782
82,0,01577,Lee Janzen,38.43,588,1530
83,0,06581,David Sutherland,38.40,622,1620
