RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,27649,Brandt Snedeker,26.72,481,18
2,0,24227,Justin Bolli,27.00,108,4
3,0,25345,Carl Pettersson,27.39,493,18
4,0,19846,Brian Gay,27.60,552,20
4,0,06514,Kevin Johnson,27.60,138,5
6,0,23983,Luke Donald,27.73,416,15
7,0,32640,Troy Merritt,27.93,419,15
8,0,21350,Ryuji Imada,27.94,475,17
9,0,20593,Greg Chalmers,28.00,532,19
9,0,29221,Webb Simpson,28.00,504,18
11,0,22046,Geoff Ogilvy,28.08,337,12
12,0,06522,Ernie Els,28.13,450,16
12,0,02239,Scott Verplank,28.13,450,16
14,0,22405,Justin Rose,28.18,479,17
15,0,28500,Martin Flores,28.20,282,10
16,0,10860,Justin Leonard,28.22,508,18
16,0,20663,Brenden Pappas,28.22,254,9
18,0,21731,Freddie Jacobson,28.28,509,18
19,0,10809,Jim Furyk,28.29,481,17
20,0,01724,Jeff Maggert,28.30,283,10
20,0,10423,Mike Weir,28.30,283,10
22,0,27797,Derek Lamely,28.31,368,13
23,0,23320,Ryan Palmer,28.33,425,15
23,0,24361,Pat Perez,28.33,510,18
23,0,24663,Y.E. Yang,28.33,425,15
26,0,08537,J.P. Hayes,28.38,369,13
27,0,06004,Stephen Ames,28.50,456,16
27,0,20127,Chris Riley,28.50,342,12
29,0,08725,Tom Gillis,28.52,599,21
30,0,23800,Bryce Molder,28.53,428,15
30,0,26596,Ryan Moore,28.53,485,17
30,0,26951,Johnson Wagner,28.53,428,15
33,0,20157,Retief Goosen,28.56,514,18
33,0,01810,Phil Mickelson,28.56,514,18
35,0,20160,Charlie Wi,28.57,600,21
36,0,27141,J.B. Holmes,28.58,686,24
37,0,23613,Rich Barcelo,28.60,286,10
37,0,23349,Charles Warren,28.60,286,10
39,0,12716,Charley Hoffman,28.63,544,19
40,0,11123,Chris Couch,28.64,315,11
40,0,25396,Kevin Na,28.64,630,22
42,0,26300,Matt Jones,28.65,487,17
43,0,24924,Bill Haas,28.72,517,18
44,0,24024,Zach Johnson,28.73,632,22
45,0,27330,Josh Teater,28.74,546,19
46,0,23108,Matt Kuchar,28.77,633,22
47,0,24357,K.J. Choi,28.78,518,18
48,0,01941,Tom Pernice Jr.,28.79,403,14
49,0,06012,Greg Kraft,28.80,144,5
50,0,28307,Matt Every,28.83,346,12
50,0,26882,Michael Sim,28.83,346,12
52,0,20070,Matt Bettencourt,28.85,375,13
53,0,22371,Aaron Baddeley,28.86,635,22
54,0,23135,Tim Clark,28.89,549,19
55,0,06251,Chris DiMarco,28.90,578,20
56,0,28237,Rory McIlroy,28.91,318,11
57,0,24490,George McNeill,28.92,347,12
57,0,06515,Shaun Micheel,28.92,347,12
59,0,01320,Bob Estes,28.93,405,14
60,0,23718,Nathan Green,28.94,463,16
61,0,30925,Dustin Johnson,28.95,550,19
62,0,20098,Stuart Appleby,29.00,580,20
62,0,12510,Chad Campbell,29.00,609,21
62,0,25720,Chad Collins,29.00,464,16
62,0,01577,Lee Janzen,29.00,377,13
62,0,26695,Michael Letzig,29.00,464,16
62,0,01706,Davis Love III,29.00,464,16
62,0,28158,Steve Marino,29.00,493,17
62,0,28620,Aron Price,29.00,348,12
62,0,23621,Rory Sabbatini,29.00,435,15
62,0,32617,Jerod Turner,29.00,203,7
62,0,27770,Camilo Villegas,29.00,493,17
62,0,12602,Dean Wilson,29.00,232,8
74,0,21961,Charles Howell III,29.05,639,22
75,0,10585,Scott McCarron,29.06,465,16
75,0,25818,Scott Piercy,29.06,494,17
77,0,20498,Briny Baird,29.07,436,15
78,0,21959,Ted Purdy,29.08,349,12
79,0,08385,Omar Uresti,29.11,262,9
80,0,24846,Ricky Barnes,29.13,699,24
80,0,22621,Ben Curtis,29.13,466,16
80,0,12782,Tim Herron,29.13,437,15
80,0,26301,James Nitties,29.13,437,15
84,0,06643,Paul Goydos,29.14,408,14
84,0,24912,Will MacKenzie,29.14,408,14
86,0,25364,Paul Casey,29.15,379,13
87,0,22122,Andrew McLardy,29.17,175,6
88,0,07867,Woody Austin,29.18,496,17
88,0,27060,John Mallinger,29.18,321,11
90,0,01313,Steve Elkington,29.21,409,14
90,0,23623,Bo Van Pelt,29.21,701,24
92,0,06527,Steve Stricker,29.22,526,18
93,0,01116,Michael Bradley,29.23,380,13
94,0,25562,Andres Romero,29.25,468,16
95,0,23638,Brendon de Jonge,29.26,673,23
96,0,24138,Ian Poulter,29.27,322,11
97,0,28089,Jason Day,29.28,527,18
97,0,02206,David Toms,29.28,527,18
99,0,24507,Jason Bohn,29.29,498,17
100,0,06621,Joe Durant,29.31,381,13
101,0,32102,Rickie Fowler,29.33,616,21
101,0,26392,Chris Wilson,29.33,176,6
103,0,21753,Brian Davis,29.37,558,19
104,0,24358,Robert Garrigus,29.38,382,13
104,0,31560,Brian Stuard,29.38,382,13
104,0,27095,Nick Watney,29.38,617,21
104,0,25804,Bubba Watson,29.38,470,16
108,0,20229,Stewart Cink,29.39,529,18
108,0,23541,Ben Crane,29.39,529,18
110,0,21949,Joe Ogilvie,29.41,500,17
110,0,22293,Heath Slocum,29.41,647,22
112,0,20766,Padraig Harrington,29.45,324,11
112,0,22056,Cameron Percy,29.45,324,11
114,0,10885,Robert Allenby,29.47,501,17
114,0,25190,Jeff Quinney,29.47,442,15
116,0,01948,Tim Petrovic,29.48,619,21
117,0,20848,Ángel Cabrera,29.50,413,14
117,0,23409,James Driscoll,29.50,413,14
117,0,12714,Chris Tidland,29.50,413,14
120,0,06567,Vijay Singh,29.53,443,15
120,0,23325,Vaughn Taylor,29.53,502,17
120,0,26289,Boo Weekley,29.53,443,15
123,0,07457,Steve Flesch,29.54,384,13
124,0,08375,Paul Stankowski,29.55,325,11
125,0,29910,Blake Adams,29.56,473,16
125,0,23673,Michael Connell,29.56,532,18
125,0,01619,Skip Kendall,29.56,266,9
128,0,27436,Graham DeLaet,29.60,444,15
128,0,01945,Kenny Perry,29.60,444,15
130,0,27214,Kevin Streelman,29.63,474,16
131,0,27466,Spencer Levin,29.64,652,22
131,0,26679,Kevin Stadler,29.64,415,14
133,0,22946,Henrik Bjornstad,29.67,267,9
133,0,23353,J.J. Henry,29.67,534,18
133,0,28475,Jeff Overton,29.67,534,18
136,0,20850,Daniel Chopra,29.70,297,10
137,0,01249,John Daly,29.75,357,12
137,0,20572,Rod Pampling,29.75,357,12
139,0,27933,John Merrick,29.76,625,21
140,0,24140,Sean O'Hair,29.78,536,18
140,0,20686,Jeev Milkha Singh,29.78,268,9
142,0,25632,Jimmy Walker,29.79,417,14
143,0,27936,Martin Laird,29.80,596,20
144,0,25240,D.A. Points,29.81,477,16
145,0,20378,Mathias Grönberg,29.88,239,8
146,0,12652,Cameron Beckman,29.89,269,9
147,0,20472,Alex Cejka,29.93,419,14
148,0,26420,Richard Johnson,29.94,479,16
148,0,30946,Alex Prugh,29.94,479,16
150,0,08075,Jerry Kelly,29.95,599,20
151,0,07363,Craig Bowden,30.00,240,8
151,0,12755,Vance Veazey,30.00,180,6
151,0,23322,Brett Wetterich,30.00,330,11
151,0,10425,Jay Williamson,30.00,360,12
155,0,21209,Sergio Garcia,30.08,361,12
155,0,01797,Rocco Mediate,30.08,361,12
157,0,20645,John Senden,30.10,632,21
158,0,22378,Trevor Immelman,30.11,271,9
158,0,26851,Marc Leishman,30.11,542,18
158,0,06595,Kevin Sutherland,30.11,542,18
161,0,25900,Lucas Glover,30.13,452,15
161,0,27302,Garth Mulroy,30.13,241,8
163,0,26881,Jarrod Lyle,30.14,211,7
164,0,24781,Hunter Mahan,30.17,543,18
165,0,24925,Jonathan Byrd,30.18,513,17
166,0,20691,Greg Owen,30.20,302,10
166,0,24502,Adam Scott,30.20,453,15
168,0,27963,Chris Stroud,30.24,514,17
169,0,12705,Cliff Kresge,30.25,242,8
169,0,23548,Bill Lunde,30.25,363,12
171,0,23788,D.J. Trahan,30.26,575,19
172,0,26287,Roland Thatcher,30.27,333,11
173,0,25686,Jason Dufner,30.33,546,18
173,0,20574,Mathew Goggin,30.33,455,15
175,0,21878,Mark Wilson,30.40,456,15
176,0,07749,Brett Quigley,30.42,578,19
177,0,29285,Brent Delahoussaye,30.43,213,7
178,0,25892,Steve Wheatcroft,30.44,274,9
179,0,22913,John Rollins,30.53,458,15
180,0,28087,Kris Blanks,30.57,428,14
180,0,01161,Mark Calcavecchia,30.57,214,7
182,0,20436,Garrett Willis,30.59,520,17
183,0,33419,Cameron Tringale,30.60,153,5
184,0,01329,Brad Faxon,30.67,184,6
184,0,20105,Jeff Gove,30.67,184,6
184,0,01707,Steve Lowery,30.67,276,9
184,0,28780,Nicholas Thompson,30.67,460,15
188,0,23307,Roger Tambellini,30.80,308,10
