RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
167,0,25396,Kevin Na,20.20,198,980,-0.227
168,0,33413,Ben Martin,19.90,158,794,-0.152
169,0,31202,William McGirt,19.79,207,1046,-0.232
170,0,26596,Ryan Moore,18.66,172,922,-0.244
171,0,27556,Ted Potter Jr.,18.31,197,1076,-0.046
171,0,26951,Johnson Wagner,18.31,141,770,-0.262
173,0,37454,Whee Kim,17.68,180,1018,-0.189
174,0,23325,Vaughn Taylor,17.65,173,980,-0.208
175,0,27958,Ryan Blaum,17.63,177,1004,-0.181
176,0,25834,Daniel Summerhays,17.29,92,532,-0.130
177,0,22582,Kyle Thompson,17.06,86,504,-0.174
178,0,27942,Rob Oppenheim,16.93,128,756,-0.031
179,0,34174,John Huh,16.75,192,1146,-0.130
180,0,20593,Greg Chalmers,16.61,95,572,-0.158
181,0,20472,Alex Cejka,16.51,138,836,-0.145
182,0,34409,David Lingmerth,16.22,156,962,-0.167
183,0,39975,Michael Kim,16.18,122,754,-0.139
184,0,26758,David Hearn,15.29,107,700,-0.224
185,0,19803,Ryan Armour,14.73,198,1344,-0.207
186,0,40058,Zac Blair,14.60,94,644,-0.128
187,0,23541,Ben Crane,14.44,93,644,-0.312
188,0,19846,Brian Gay,14.23,183,1286,-0.213
189,0,25240,D.A. Points,14.09,95,674,-0.189
190,0,29222,Billy Hurley III,14.07,112,796,-0.205
191,0,48084,Wesley Bryan,12.95,93,718,-0.172
192,0,31560,Brian Stuard,12.52,154,1230,-0.188
193,0,10809,Jim Furyk,11.41,73,640,-0.082
