RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,62.08,442,712,-0.190
2,0,36689,Brooks Koepka,60.92,463,760,-0.205
3,0,30925,Dustin Johnson,60.89,531,872,-0.230
4,0,46970,Jon Rahm,60.31,433,718,-0.157
5,0,27129,Luke List,59.47,647,1088,-0.142
6,0,25804,Bubba Watson,59.14,563,952,-0.147
7,0,46601,Trey Mullinax,57.79,475,822,-0.131
8,0,29725,Tony Finau,56.10,635,1132,-0.217
9,0,31323,Gary Woodland,54.29,531,978,-0.226
10,0,32366,Kevin Chappell,53.33,465,872,-0.142
11,0,33448,Justin Thomas,52.82,505,956,-0.228
12,0,39546,Keith Mitchell,52.75,613,1162,-0.170
13,0,50526,Tom Lovelady,52.39,505,964,-0.174
14,0,29518,Brendan Steele,52.11,396,760,-0.129
15,0,34213,Grayson Murray,51.09,423,828,-0.116
16,0,32333,Kevin Tway,50.48,635,1258,-0.191
17,0,28089,Jason Day,50.29,345,686,-0.136
18,0,27141,J.B. Holmes,48.95,464,948,-0.155
19,0,33948,Byeong Hun An,48.73,497,1020,-0.089
20,0,29484,Peter Uihlein,48.57,442,910,-0.154
21,0,48081,Xander Schauffele,48.42,490,1012,-0.159
22,0,30911,Tommy Fleetwood,47.62,360,756,-0.186
23,0,30944,Jason Kokrak,47.56,584,1228,-0.182
24,0,47959,Bryson DeChambeau,47.31,518,1095,-0.164
25,0,35450,Patrick Cantlay,47.24,445,942,-0.155
26,0,35421,Brandon Harkins,46.80,556,1188,-0.183
27,0,25198,Francesco Molinari,46.62,372,798,-0.126
28,0,24358,Robert Garrigus,45.89,435,948,-0.156
29,0,27064,Jhonattan Vegas,45.44,409,900,-0.130
30,0,37189,Harold Varner III,45.16,466,1032,-0.165
31,0,01810,Phil Mickelson,44.90,440,980,-0.189
32,0,23320,Ryan Palmer,44.74,374,836,-0.115
33,0,32839,Hideki Matsuyama,43.64,350,802,-0.211
34,0,47347,Adam Schenk,43.59,401,920,-0.160
35,0,25364,Paul Casey,43.11,294,682,-0.129
36,0,27095,Nick Watney,42.83,478,1116,-0.178
37,0,34363,Tyrrell Hatton,42.69,251,588,-0.131
38,0,29974,Branden Grace,42.16,258,612,-0.136
39,0,26331,Charl Schwartzel,42.12,246,584,-0.102
40,0,26300,Matt Jones,42.10,277,658,-0.227
41,0,36699,Patrick Rodgers,41.94,427,1018,-0.141
42,0,22405,Justin Rose,41.46,306,738,-0.275
43,0,35461,Beau Hossler,41.34,520,1258,-0.162
44,0,33204,Shane Lowry,41.13,292,710,-0.140
45,0,49964,Aaron Wise,40.95,457,1116,-0.166
46,0,47125,Matt Atkins,40.54,227,560,-0.110
47,0,21961,Charles Howell III,40.44,440,1088,-0.150
48,0,32102,Rickie Fowler,40.33,346,858,-0.199
49,0,24502,Adam Scott,40.31,337,836,-0.151
50,0,12716,Charley Hoffman,40.00,380,950,-0.142
51,0,26851,Marc Leishman,39.77,408,1026,-0.113
52,0,29223,Sam Saunders,39.72,371,934,-0.208
53,0,35310,Lanto Griffin,39.40,331,840,-0.190
54,0,34046,Jordan Spieth,39.31,364,926,-0.214
55,0,08793,Tiger Woods,39.05,321,822,-0.206
56,0,29461,Jamie Lovemark,38.79,422,1088,-0.140
57,0,39997,Corey Conners,38.66,426,1102,-0.146
58,0,35891,Cameron Smith,38.64,330,854,-0.164
59,0,26329,Louis Oosthuizen,37.97,243,640,-0.103
60,0,34360,Patrick Reed,37.70,331,878,-0.175
61,0,24140,Sean O'Hair,37.53,298,794,-0.134
62,0,49771,J.T. Poston,37.09,296,798,-0.149
63,0,34264,Hudson Swafford,36.99,270,730,-0.167
64,0,29268,Bronson Burgoon,36.97,295,798,-0.244
65,0,28252,Seamus Power,36.77,339,922,-0.171
66,0,40026,Daniel Berger,36.47,318,872,-0.151
67,0,27349,Alex Noren,35.86,246,686,-0.142
68,0,33141,Keegan Bradley,35.84,400,1116,-0.163
69,0,46501,Ollie Schniederjans,35.47,381,1074,-0.199
70,0,32448,James Hahn,34.99,338,966,-0.157
71,0,34099,Harris English,34.84,331,950,-0.205
72,0,36799,Stephan Jaeger,34.74,305,878,-0.203
73,0,22056,Cameron Percy,34.67,199,574,-0.196
74,0,30692,Scott Stallings,34.59,386,1116,-0.181
75,0,28500,Martin Flores,34.56,347,1004,-0.089
76,0,32757,Patton Kizzire,34.49,378,1096,-0.148
77,0,25686,Jason Dufner,34.25,250,730,-0.116
78,0,24781,Hunter Mahan,34.17,244,714,-0.221
79,0,34563,Chesson Hadley,34.16,425,1244,-0.184
80,0,30110,Kyle Stanley,34.08,321,942,-0.202
81,0,45526,Abraham Ancer,34.02,394,1158,-0.157
82,0,25632,Jimmy Walker,33.91,312,920,-0.196
83,0,25900,Lucas Glover,33.75,216,640,-0.106
84,0,20157,Retief Goosen,33.51,187,558,-0.091
85,0,30978,Kiradech Aphibarnrat,32.98,157,476,-0.102
86,0,28307,Matt Every,32.94,280,850,-0.136
87,0,47287,Ethan Tracy,32.80,248,756,-0.194
88,0,39954,Cody Gribble,32.54,246,756,-0.171
89,0,29420,Billy Horschel,32.22,348,1080,-0.210
90,0,33418,Shawn Stefani,31.79,267,840,-0.232
91,0,34076,Joel Dahmen,31.39,312,994,-0.221
92,0,32254,Xinjun Zhang,31.28,249,796,-0.141
93,0,31420,Anirban Lahiri,31.24,293,938,-0.126
94,0,29485,Brett Stegmaier,31.16,205,658,-0.171
95,0,26499,Rafa Cabrera Bello,31.10,209,672,-0.201
96,0,20229,Stewart Cink,30.94,289,934,-0.197
97,0,23621,Rory Sabbatini,30.69,321,1046,-0.159
98,0,24924,Bill Haas,30.65,282,920,-0.117
99,0,28775,Nate Lashley,30.61,150,490,-0.107
100,0,22371,Aaron Baddeley,30.43,297,976,-0.232
101,0,40009,Dominic Bozzelli,30.12,256,850,-0.188
102,0,27895,Jonas Blixt,29.73,201,676,-0.095
103,0,24361,Pat Perez,29.67,213,718,-0.113
104,0,27936,Martin Laird,29.58,252,852,-0.282
105,0,37338,Zecheng Dou,29.48,148,502,-0.074
106,0,46402,Talor Gooch,29.45,255,866,-0.169
107,0,37275,Sam Ryder,29.41,287,976,-0.254
108,0,25572,Graeme McDowell,29.38,188,640,-0.197
109,0,35506,Mackenzie Hughes,29.37,279,950,-0.136
110,0,25818,Scott Piercy,29.20,278,952,-0.198
111,0,37455,Si Woo Kim,29.12,318,1092,-0.182
112,0,29535,Brice Garnett,28.67,324,1130,-0.151
113,0,35545,Blayne Barber,28.47,238,836,-0.197
114,0,45609,Tyler Duncan,28.27,320,1132,-0.153
115,0,37278,Nicholas Lindheim,28.03,231,824,-0.139
116,0,47993,Denny McCarthy,27.99,192,686,-0.198
117,0,27644,Brian Harman,27.96,283,1012,-0.131
118,0,39324,J.J. Spaun,27.77,276,994,-0.163
119,0,27963,Chris Stroud,27.70,226,816,-0.208
120,0,27214,Kevin Streelman,27.57,316,1146,-0.203
121,0,34021,Bud Cauley,27.45,157,572,-0.115
122,0,32640,Troy Merritt,27.25,278,1020,-0.162
123,0,33399,Adam Hadwin,26.95,249,924,-0.141
124,0,29221,Webb Simpson,26.73,302,1130,-0.202
125,0,34466,Peter Malnati,26.62,279,1048,-0.237
126,0,33410,Andrew Landry,26.52,271,1022,-0.100
127,0,46435,Austin Cook,26.32,339,1288,-0.186
128,0,31646,Emiliano Grillo,26.13,267,1022,-0.180
129,0,25493,Nick Taylor,26.02,269,1034,-0.152
130,0,39328,Conrad Shindler,25.97,160,616,-0.206
131,0,33419,Cameron Tringale,25.91,185,714,-0.146
132,0,27974,Sung Kang,25.80,241,934,-0.120
133,0,29908,C.T. Pan,25.57,293,1146,-0.201
134,0,24138,Ian Poulter,25.07,175,698,-0.189
135,0,35532,Tom Hoge,25.00,290,1160,-0.169
136,0,29478,Kevin Kisner,24.95,228,914,-0.211
137,0,34431,Robert Streb,24.82,208,838,-0.091
138,0,29926,Danny Lee,24.74,242,978,-0.124
139,0,28132,Tyrone Van Aswegen,24.61,285,1158,-0.151
140,0,34098,Russell Henley,24.51,200,816,-0.110
141,0,32150,Michael Thompson,24.49,192,784,-0.094
142,0,32816,Satoshi Kodaira,24.29,136,560,-0.051
143,0,27649,Brandt Snedeker,24.13,249,1032,-0.261
144,0,25892,Steve Wheatcroft,23.76,153,644,-0.275
145,0,23108,Matt Kuchar,23.40,212,906,-0.146
146,0,29479,Scott Brown,23.36,264,1130,-0.197
147,0,33122,Russell Knox,23.35,241,1032,-0.183
148,0,23353,J.J. Henry,23.23,204,878,-0.127
149,0,24925,Jonathan Byrd,23.21,156,672,-0.205
150,0,39327,Ben Silverman,23.16,246,1062,-0.191
151,0,35544,Andrew Yun,23.11,110,476,-0.073
152,0,34256,Andrew Putnam,22.96,247,1076,-0.194
153,0,47128,Richy Werenski,22.73,235,1034,-0.157
154,0,28679,Fabián Gómez,22.63,224,990,-0.156
155,0,32876,Martin Piller,22.54,211,936,-0.062
156,0,24846,Ricky Barnes,22.06,139,630,-0.288
157,0,24024,Zach Johnson,22.01,221,1004,-0.208
158,0,31416,Derek Fathauer,21.89,208,950,-0.149
159,0,12510,Chad Campbell,21.41,200,934,-0.120
160,0,30926,Chris Kirk,21.27,285,1340,-0.225
161,0,21528,Henrik Stenson,20.85,128,614,-0.219
162,0,35376,Roberto Díaz,20.54,161,784,-0.193
162,0,35879,Kelly Kraft,20.54,212,1032,-0.175
164,0,26476,Chez Reavie,20.53,172,838,-0.244
165,0,20572,Rod Pampling,20.45,128,626,-0.063
166,0,34358,Jonathan Randolph,20.41,171,838,-0.181
