RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,12660,Jesper Parnevik,58
2,0,23135,Tim Clark,57
3,0,24925,Jonathan Byrd,55
3,0,10213,Dicky Pride,55
3,0,21528,Henrik Stenson,55
6,0,06643,Paul Goydos,54
6,0,24024,Zach Johnson,54
6,0,11032,Frank Lickliter II,54
6,0,26596,Ryan Moore,54
6,0,24140,Sean O'Hair,54
6,0,21949,Joe Ogilvie,54
6,0,23497,Tag Ridings,54
6,0,08793,Tiger Woods,54
14,0,23613,Rich Barcelo,53
14,0,01161,Mark Calcavecchia,53
14,0,01381,Fred Funk,53
14,0,24358,Robert Garrigus,53
14,0,24449,Parker McLachlin,53
14,0,25396,Kevin Na,53
14,0,23621,Rory Sabbatini,53
21,0,19803,Ryan Armour,52
21,0,07363,Craig Bowden,52
21,0,21753,Brian Davis,52
21,0,25686,Jason Dufner,52
21,0,22892,Jason Gore,52
21,0,20433,Mark Hensby,52
21,0,21350,Ryuji Imada,52
21,0,21731,Freddie Jacobson,52
21,0,10860,Justin Leonard,52
21,0,22212,Craig Lile,52
21,0,24912,Will MacKenzie,52
21,0,01724,Jeff Maggert,52
21,0,28475,Jeff Overton,52
21,0,23320,Ryan Palmer,52
21,0,24361,Pat Perez,52
21,0,01941,Tom Pernice Jr.,52
21,0,01948,Tim Petrovic,52
21,0,25345,Carl Pettersson,52
21,0,25190,Jeff Quinney,52
21,0,20127,Chris Riley,52
21,0,23325,Vaughn Taylor,52
21,0,12602,Dean Wilson,52
43,0,21633,Steve Allan,51
43,0,07867,Woody Austin,51
43,0,20498,Briny Baird,51
43,0,23614,Rich Beem,51
43,0,24290,D.J. Brigman,51
43,0,01142,Bart Bryant,51
43,0,25273,Andrew Buckle,51
43,0,24357,K.J. Choi,51
43,0,20850,Daniel Chopra,51
43,0,20229,Stewart Cink,51
43,0,20623,Gavin Coles,51
43,0,23983,Luke Donald,51
43,0,01313,Steve Elkington,51
43,0,01320,Bob Estes,51
43,0,19846,Brian Gay,51
43,0,23718,Nathan Green,51
43,0,24980,Scott Gutschewski,51
43,0,20766,Padraig Harrington,51
43,0,26420,Richard Johnson,51
43,0,10733,Kent Jones,51
43,0,01707,Steve Lowery,51
43,0,26881,Jarrod Lyle,51
43,0,27060,John Mallinger,51
43,0,12680,Shigeki Maruyama,51
43,0,27120,Troy Matteson,51
43,0,01766,Billy Mayfair,51
43,0,24490,George McNeill,51
43,0,20628,Arron Oberholser,51
43,0,20572,Rod Pampling,51
43,0,28486,Michael Putnam,51
43,0,21660,Jason Schultz,51
43,0,27649,Brandt Snedeker,51
43,0,02206,David Toms,51
76,0,06197,Michael Allen,50
76,0,06004,Stephen Ames,50
76,0,20098,Stuart Appleby,50
76,0,01035,Tommy Armour III,50
76,0,23048,Eric Axley,50
76,0,22371,Aaron Baddeley,50
76,0,12652,Cameron Beckman,50
76,0,01157,Tom Byrum,50
76,0,22621,Ben Curtis,50
76,0,01249,John Daly,50
76,0,08931,Glen Day,50
76,0,23638,Brendon de Jonge,50
76,0,01388,Robert Gamez,50
76,0,21209,Sergio Garcia,50
76,0,25900,Lucas Glover,50
76,0,20378,Mathias Grönberg,50
76,0,08537,J.P. Hayes,50
76,0,10117,Bob Heintz,50
76,0,21961,Charles Howell III,50
76,0,01577,Lee Janzen,50
76,0,29718,Anthony Kim,50
76,0,06515,Shaun Micheel,50
76,0,23800,Bryce Molder,50
76,0,22046,Geoff Ogilvy,50
76,0,06373,José María Olazábal,50
76,0,22405,Justin Rose,50
76,0,26882,Michael Sim,50
76,0,02101,Joey Sindelar,50
76,0,08375,Paul Stankowski,50
76,0,12714,Chris Tidland,50
76,0,23623,Bo Van Pelt,50
76,0,25892,Steve Wheatcroft,50
76,0,20160,Charlie Wi,50
76,0,21878,Mark Wilson,50
110,0,10885,Robert Allenby,49
110,0,01024,Billy Andrade,49
110,0,23933,Michael Boyd,49
110,0,08123,Jeff Brehaut,49
110,0,12510,Chad Campbell,49
110,0,11123,Chris Couch,49
110,0,06034,Marco Dawson,49
110,0,06522,Ernie Els,49
110,0,07457,Steve Flesch,49
110,0,21805,Harrison Frazar,49
110,0,12782,Tim Herron,49
110,0,12716,Charley Hoffman,49
110,0,08881,Tripp Isenhour,49
110,0,07547,Craig Kanada,49
110,0,08075,Jerry Kelly,49
110,0,12705,Cliff Kresge,49
110,0,20382,Stephen Leaney,49
110,0,24781,Hunter Mahan,49
110,0,28158,Steve Marino,49
110,0,21470,Daisuke Maruyama,49
110,0,01797,Rocco Mediate,49
110,0,01928,Corey Pavin,49
110,0,24138,Ian Poulter,49
110,0,22293,Heath Slocum,49
110,0,27963,Chris Stroud,49
110,0,27770,Camilo Villegas,49
110,0,23349,Charles Warren,49
110,0,27095,Nick Watney,49
110,0,25804,Bubba Watson,49
110,0,23322,Brett Wetterich,49
140,0,19824,Craig Barlow,48
140,0,07223,Brian Bateman,48
140,0,24507,Jason Bohn,48
140,0,20104,Ken Duke,48
140,0,20574,Mathew Goggin,48
140,0,21806,Paul Gow,48
140,0,24924,Bill Haas,48
140,0,27702,Matt Hendrix,48
140,0,20634,Peter Lonard,48
140,0,01945,Kenny Perry,48
140,0,22913,John Rollins,48
140,0,02036,Jim Rutledge,48
140,0,24502,Adam Scott,48
140,0,20645,John Senden,48
140,0,06527,Steve Stricker,48
140,0,06595,Kevin Sutherland,48
140,0,02223,Bob Tway,48
140,0,24457,Jaco Van Zyl,48
140,0,26289,Boo Weekley,48
140,0,10425,Jay Williamson,48
160,0,26360,Bubba Dickerson,47
160,0,06251,Chris DiMarco,47
