RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,21209,Sergio Garcia,2' 0",578,1153.000
1,0,06527,Steve Stricker,2' 0",669,1353.750
3,0,01132,Mark Brooks,2' 1",462,956.167
3,0,10809,Jim Furyk,2' 1",730,1548.250
3,0,20157,Retief Goosen,2' 1",365,769.083
3,0,22348,Nick O'Hern,2' 1",589,1218.917
3,0,08793,Tiger Woods,2' 1",453,952.833
8,0,19972,José Coceres,2' 2",432,946.250
8,0,20859,Anders Hansen,2' 2",383,844.083
8,0,20766,Padraig Harrington,2' 2",453,999.167
8,0,10117,Bob Heintz,2' 2",747,1627.833
8,0,06373,José María Olazábal,2' 2",374,803.583
8,0,23497,Tag Ridings,2' 2",474,1035.500
8,0,02104,Jeff Sluman,2' 2",480,1038.167
8,0,02239,Scott Verplank,2' 2",617,1338.917
8,0,27770,Camilo Villegas,2' 2",742,1592.583
17,0,20472,Alex Cejka,2' 3",813,1849.833
17,0,20229,Stewart Cink,2' 3",771,1764.667
17,0,06034,Marco Dawson,2' 3",681,1534.083
17,0,08931,Glen Day,2' 3",826,1881.167
17,0,23983,Luke Donald,2' 3",517,1157.750
17,0,20104,Ken Duke,2' 3",1009,2233.750
17,0,06522,Ernie Els,2' 3",470,1052.917
17,0,01320,Bob Estes,2' 3",817,1825.750
17,0,20105,Jeff Gove,2' 3",1110,2461.083
17,0,23353,J.J. Henry,2' 3",786,1799.750
17,0,20433,Mark Hensby,2' 3",753,1717.250
17,0,21961,Charles Howell III,2' 3",731,1660.583
17,0,21731,Freddie Jacobson,2' 3",708,1610.333
17,0,24024,Zach Johnson,2' 3",629,1421.500
17,0,07547,Craig Kanada,2' 3",1012,2256.667
17,0,23108,Matt Kuchar,2' 3",762,1704.750
17,0,20382,Stephen Leaney,2' 3",835,1877.917
17,0,01677,Tom Lehman,2' 3",557,1253.917
17,0,20634,Peter Lonard,2' 3",835,1900.000
17,0,01928,Corey Pavin,2' 3",749,1708.750
17,0,22405,Justin Rose,2' 3",412,937.000
17,0,26882,Michael Sim,2' 3",533,1181.917
17,0,22293,Heath Slocum,2' 3",990,2220.667
17,0,06595,Kevin Sutherland,2' 3",771,1766.000
17,0,02223,Bob Tway,2' 3",966,2173.583
17,0,26951,Johnson Wagner,2' 3",981,2246.667
17,0,20160,Charlie Wi,2' 3",897,2028.833
44,0,21633,Steve Allan,2' 4",600,1412.417
44,0,06197,Michael Allen,2' 4",705,1643.500
44,0,10885,Robert Allenby,2' 4",856,2019.500
44,0,19803,Ryan Armour,2' 4",1041,2411.333
44,0,01035,Tommy Armour III,2' 4",793,1821.500
44,0,23048,Eric Axley,2' 4",1004,2342.833
44,0,12652,Cameron Beckman,2' 4",958,2232.750
44,0,24507,Jason Bohn,2' 4",586,1357.417
44,0,23933,Michael Boyd,2' 4",564,1332.833
44,0,01142,Bart Bryant,2' 4",803,1900.250
44,0,22621,Ben Curtis,2' 4",694,1638.250
44,0,06251,Chris DiMarco,2' 4",684,1597.917
44,0,06621,Joe Durant,2' 4",868,2009.000
44,0,01313,Steve Elkington,2' 4",768,1808.333
44,0,25900,Lucas Glover,2' 4",837,1931.750
44,0,23718,Nathan Green,2' 4",888,2065.000
44,0,01473,Todd Hamilton,2' 4",622,1442.167
44,0,12782,Tim Herron,2' 4",905,2145.333
44,0,08881,Tripp Isenhour,2' 4",783,1856.083
44,0,01577,Lee Janzen,2' 4",587,1358.917
44,0,01706,Davis Love III,2' 4",610,1402.500
44,0,12680,Shigeki Maruyama,2' 4",815,1922.333
44,0,27120,Troy Matteson,2' 4",819,1925.083
44,0,01766,Billy Mayfair,2' 4",935,2210.250
44,0,01797,Rocco Mediate,2' 4",718,1679.333
44,0,27933,John Merrick,2' 4",933,2210.750
44,0,23800,Bryce Molder,2' 4",526,1244.667
44,0,01948,Tim Petrovic,2' 4",972,2264.333
44,0,07749,Brett Quigley,2' 4",695,1639.250
44,0,24502,Adam Scott,2' 4",583,1369.333
