RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,21961,Charles Howell III,48
1,0,30927,Brendon Todd,48
3,0,27644,Brian Harman,47
4,0,33141,Keegan Bradley,44
4,0,23108,Matt Kuchar,44
4,0,25632,Jimmy Walker,44
7,0,34099,Harris English,43
8,0,24924,Bill Haas,42
8,0,30926,Chris Kirk,42
8,0,27963,Chris Stroud,42
11,0,10809,Jim Furyk,40
11,0,12716,Charley Hoffman,40
11,0,24502,Adam Scott,40
14,0,20645,John Senden,39
14,0,25834,Daniel Summerhays,39
16,0,27436,Graham DeLaet,38
16,0,31202,William McGirt,38
16,0,26596,Ryan Moore,38
16,0,23320,Ryan Palmer,38
20,0,32102,Rickie Fowler,37
20,0,29478,Kevin Kisner,37
20,0,33419,Cameron Tringale,37
20,0,25804,Bubba Watson,37
24,0,24846,Ricky Barnes,36
24,0,32366,Kevin Chappell,36
24,0,08075,Jerry Kelly,36
24,0,25396,Kevin Na,36
24,0,34046,Jordan Spieth,36
29,0,23638,Brendon de Jonge,35
29,0,28307,Matt Every,35
29,0,25444,Justin Hicks,35
29,0,29420,Billy Horschel,35
29,0,28237,Rory McIlroy,35
29,0,24490,George McNeill,35
29,0,25345,Carl Pettersson,35
29,0,28486,Michael Putnam,35
37,0,29479,Scott Brown,34
37,0,29535,Brice Garnett,34
37,0,21731,Freddie Jacobson,34
37,0,24024,Zach Johnson,34
37,0,29289,S.Y. Noh,34
37,0,27770,Camilo Villegas,34
43,0,20098,Stuart Appleby,33
43,0,20157,Retief Goosen,33
43,0,35539,Luke Guthrie,33
43,0,33122,Russell Knox,33
43,0,31323,Gary Woodland,33
48,0,26851,Marc Leishman,32
48,0,29221,Webb Simpson,32
48,0,31560,Brian Stuard,32
51,0,23541,Ben Crane,31
51,0,26758,David Hearn,31
51,0,29222,Billy Hurley III,31
51,0,28475,Jeff Overton,31
51,0,34360,Patrick Reed,31
51,0,06567,Vijay Singh,31
51,0,02206,David Toms,31
58,0,34563,Chesson Hadley,30
58,0,33461,Morgan Hoffmann,30
58,0,24912,Will MacKenzie,30
58,0,27649,Brandt Snedeker,30
58,0,26679,Kevin Stadler,30
58,0,29518,Brendan Steele,30
58,0,34431,Robert Streb,30
58,0,29425,Andrew Svoboda,30
58,0,28132,Tyrone Van Aswegen,30
67,0,20229,Stewart Cink,29
67,0,24494,Erik Compton,29
67,0,21209,Sergio Garcia,29
67,0,30925,Dustin Johnson,29
67,0,26300,Matt Jones,29
67,0,33413,Ben Martin,29
67,0,32839,Hideki Matsuyama,29
67,0,27330,Josh Teater,29
75,0,24507,Jason Bohn,28
75,0,25274,Steven Bowditch,28
75,0,20593,Greg Chalmers,28
75,0,32448,James Hahn,28
75,0,23353,J.J. Henry,28
75,0,27141,J.B. Holmes,28
75,0,34261,Scott Langley,28
75,0,29926,Danny Lee,28
75,0,26331,Charl Schwartzel,28
75,0,23623,Bo Van Pelt,28
85,0,06522,Ernie Els,27
85,0,30852,Ryo Ishikawa,27
85,0,30944,Jason Kokrak,27
85,0,22405,Justin Rose,27
85,0,22293,Heath Slocum,27
85,0,27064,Jhonattan Vegas,27
91,0,24357,K.J. Choi,26
91,0,21753,Brian Davis,26
91,0,28500,Martin Flores,26
91,0,23800,Bryce Molder,26
91,0,24361,Pat Perez,26
91,0,34264,Hudson Swafford,26
91,0,27095,Nick Watney,26
91,0,20160,Charlie Wi,26
99,0,28259,Sangmoon Bae,25
99,0,32334,Charlie Beljan,25
99,0,23135,Tim Clark,25
99,0,34098,Russell Henley,25
99,0,25572,Graeme McDowell,25
99,0,23621,Rory Sabbatini,25
99,0,25349,Tim Wilkinson,25
106,0,10885,Robert Allenby,24
106,0,12510,Chad Campbell,24
106,0,25191,Gonzalo Fernandez-Castaño,24
106,0,25562,Andres Romero,24
106,0,33418,Shawn Stefani,24
111,0,20848,Ángel Cabrera,23
111,0,25720,Chad Collins,23
111,0,23409,James Driscoll,23
111,0,24358,Robert Garrigus,23
111,0,34174,John Huh,23
111,0,22378,Trevor Immelman,23
111,0,01706,Davis Love III,23
111,0,22913,John Rollins,23
111,0,30110,Kyle Stanley,23
111,0,27214,Kevin Streelman,23
111,0,26289,Boo Weekley,23
111,0,34265,Will Wilcox,23
123,0,34021,Bud Cauley,22
123,0,20104,Ken Duke,22
123,0,36689,Brooks Koepka,22
123,0,34409,David Lingmerth,22
123,0,01810,Phil Mickelson,22
123,0,22046,Geoff Ogilvy,22
123,0,32150,Michael Thompson,22
130,0,24925,Jonathan Byrd,21
130,0,25364,Paul Casey,21
130,0,22621,Ben Curtis,21
130,0,28089,Jason Day,21
130,0,35139,Richard Lee,21
130,0,27466,Spencer Levin,21
130,0,24781,Hunter Mahan,21
130,0,27933,John Merrick,21
130,0,28780,Nicholas Thompson,21
139,0,30750,Tommy Gainey,20
139,0,27936,Martin Laird,20
139,0,10860,Justin Leonard,20
139,0,32640,Troy Merritt,20
139,0,24140,Sean O'Hair,20
139,0,21528,Henrik Stenson,20
145,0,22371,Aaron Baddeley,19
145,0,37273,Derek Ernst,19
145,0,27408,Martin Kaymer,19
145,0,29461,Jamie Lovemark,19
145,0,27556,Ted Potter Jr.,19
145,0,30692,Scott Stallings,19
145,0,26951,Johnson Wagner,19
145,0,24663,Y.E. Yang,19
153,0,25686,Jason Dufner,18
153,0,06621,Joe Durant,18
153,0,29740,Brad Fritsch,18
153,0,34466,Peter Malnati,18
