RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
42,0,23320,Ryan Palmer,388,the Memorial,3,17,023
42,0,47679,Victor Perez,388,WGC-Mexico,3,2,240
42,0,34610,Matthias Schwab,388,WGC-Mexico,1,4,240
48,0,45609,Tyler Duncan,387,the Memorial,4,17,023
48,0,48081,Xander Schauffele,387,WGC-Mexico,4,11,240
48,0,33486,Roger Sloan,387,Workday,3,1,893
51,0,35104,Tom Lewis,386,The Greenbrier,1,6,771
51,0,40042,Tyler McCumber,386,Rocket Mortgage,2,16,876
51,0,48822,Sebastián Muñoz,386,the Memorial,4,17,023
54,0,58121,Jarryd Dillas,385,Bermuda,2,2,765
54,0,30911,Tommy Fleetwood,385,WGC-Mexico,4,11,240
54,0,33490,Bo Hoag,385,the Memorial,4,17,023
54,0,39977,Max Homa,385,WGC-FedEx,2,7,513
54,0,34360,Patrick Reed,385,WGC-Mexico,4,12,240
59,0,28938,Justin Harding,384,WGC-Mexico,2,11,240
59,0,28775,Nate Lashley,384,Sentry,4,1,656
59,0,35296,Haotong Li,384,the Memorial,2,1,023
59,0,52215,Robert MacIntyre,384,WGC-Mexico,4,4,240
59,0,23788,D.J. Trahan,384,The Greenbrier,2,6,771
64,0,45526,Abraham Ancer,383,WGC-Mexico,3,11,240
64,0,39546,Keith Mitchell,383,Sentry,4,12,656
64,0,33419,Cameron Tringale,383,Honda Classic,1,12,734
67,0,29926,Danny Lee,382,the Memorial,1,17,023
67,0,27129,Luke List,382,the Memorial,4,13,023
67,0,37447,Zander Lombard,382,WGC-Mexico,2,11,240
67,0,35658,Kris Ventura,382,3M Open,1,6,883
67,0,48887,Matt Wallace,382,WGC-Mexico,2,12,240
67,0,52411,Kyle Westmoreland,382,The Greenbrier,1,17,771
67,0,29454,Bernd Wiesberger,382,WGC-Mexico,4,10,240
74,0,46717,Viktor Hovland,381,BMW Champ,1,2,896
74,0,25818,Scott Piercy,381,Phoenix Open,4,18,510
76,0,39997,Corey Conners,380,WGC-Mexico,4,12,240
76,0,39058,Lucas Herbert,380,WGC-Mexico,2,4,240
76,0,35891,Cameron Smith,380,WGC-Mexico,3,14,240
79,0,19803,Ryan Armour,379,The Greenbrier,2,6,771
79,0,30926,Chris Kirk,379,Sony Open,1,16,006
79,0,36689,Brooks Koepka,379,the Memorial,1,13,023
79,0,50525,Collin Morikawa,379,WGC-Mexico,2,10,240
79,0,25632,Jimmy Walker,379,The Greenbrier,2,6,771
84,0,29268,Bronson Burgoon,378,The Greenbrier,3,16,771
84,0,35450,Patrick Cantlay,378,BMW Champ,1,2,896
84,0,45157,Cam Davis,378,Sanderson Farms,1,18,746
84,0,33667,Carlos Ortiz,378,the Memorial,4,1,023
84,0,23621,Rory Sabbatini,378,the Memorial,1,17,023
89,0,40026,Daniel Berger,377,BMW Champ,1,1,896
89,0,32367,Jorge Campillo,377,WGC-Mexico,4,12,240
89,0,29970,Dylan Frittelli,377,the Memorial,1,1,023
89,0,27214,Kevin Streelman,377,Phoenix Open,2,15,510
89,0,37189,Harold Varner III,377,The Greenbrier,3,6,771
94,0,34076,Joel Dahmen,376,the Memorial,1,13,023
94,0,40098,Matt Fitzpatrick,376,WGC-Mexico,4,11,240
94,0,23063,Scott Hend,376,WGC-Mexico,4,11,240
94,0,35506,Mackenzie Hughes,376,the Memorial,1,17,023
94,0,29478,Kevin Kisner,376,Sentry,1,12,656
94,0,45798,Zach Murray,376,WGC-Mexico,4,11,240
94,0,32139,Danny Willett,376,the Memorial,3,17,023
101,0,47504,Sam Burns,375,Workday,3,13,893
101,0,32775,Shugo Imahira,375,WGC-Mexico,3,11,240
101,0,48117,Kurt Kitayama,375,WGC-Mexico,3,12,240
104,0,34099,Harris English,374,the Memorial,1,13,023
104,0,49298,Kramer Hickok,374,Pebble Beach,2,9,005
104,0,23108,Matt Kuchar,374,the Memorial,4,1,023
104,0,25396,Kevin Na,374,the Memorial,4,13,023
104,0,29221,Webb Simpson,374,WGC-Mexico,4,14,240
109,0,33141,Keegan Bradley,373,the Memorial,4,17,023
109,0,19846,Brian Gay,373,Shriners,3,18,538
109,0,25900,Lucas Glover,373,WGC-Mexico,4,12,240
109,0,34363,Tyrrell Hatton,373,WGC-Mexico,4,12,240
109,0,27141,J.B. Holmes,373,Sentry,1,17,656
109,0,39971,Sungjae Im,373,WGC-Mexico,3,14,240
109,0,46404,Marcus Kinhult,373,WGC-Mexico,4,12,240
116,0,34563,Chesson Hadley,372,Phoenix Open,1,8,510
116,0,34213,Grayson Murray,372,The Greenbrier,2,13,771
116,0,34264,Hudson Swafford,372,Workday,2,1,893
119,0,33597,Harry Higgs,371,NORTHERN TRUST,3,14,700
119,0,49481,Tae Hee Lee,371,WGC-Mexico,3,11,240
119,0,39953,Chase Seiffert,371,The Greenbrier,1,12,771
119,0,32333,Kevin Tway,371,Workday,2,13,893
119,0,47128,Richy Werenski,371,The Greenbrier,4,6,771
124,0,25686,Jason Dufner,370,The Greenbrier,3,16,771
124,0,29535,Brice Garnett,370,The Greenbrier,2,11,771
124,0,46402,Talor Gooch,370,BMW Champ,1,10,896
124,0,35461,Beau Hossler,370,The Greenbrier,2,1,771
124,0,35449,Adam Long,370,BMW Champ,3,9,896
124,0,51491,Brandon Matthews,370,Arnold Palmer,1,3,009
124,0,36699,Patrick Rodgers,370,The Greenbrier,2,12,771
131,0,20229,Stewart Cink,369,Workday,3,17,893
131,0,29974,Branden Grace,369,WGC-Mexico,3,11,240
131,0,26300,Matt Jones,369,Wyndham,1,18,752
131,0,29772,Michael Lorenzo-Vera,369,WGC-Mexico,4,12,240
131,0,25572,Graeme McDowell,369,the Memorial,1,13,023
131,0,36871,Matthew NeSmith,369,Workday,2,13,893
131,0,35732,Wes Roach,369,Pebble Beach,1,9,005
131,0,27064,Jhonattan Vegas,369,Workday,2,11,893
139,0,40009,Dominic Bozzelli,368,The Greenbrier,3,12,771
139,0,24925,Jonathan Byrd,368,The Greenbrier,3,12,771
139,0,34314,Sebastian Cappelen,368,Workday,1,1,893
139,0,36801,Mark Hubbard,368,the Memorial,4,17,023
139,0,30852,Ryo Ishikawa,368,WGC-Mexico,4,14,240
139,0,24781,Hunter Mahan,368,Houston Open,2,15,729
139,0,26328,Shaun Norris,368,WGC-Mexico,3,4,240
139,0,37275,Sam Ryder,368,Workday,3,13,893
139,0,31569,Jason Scrivener,368,the Memorial,1,17,023
148,0,33122,Russell Knox,367,Pebble Beach,3,9,005
148,0,58696,Peter Kuest,367,the Memorial,1,13,023
148,0,58122,Kenny Leseur,367,Bermuda,2,2,765
148,0,29461,Jamie Lovemark,367,The Greenbrier,1,12,771
148,0,26596,Ryan Moore,367,the Memorial,4,13,023
148,0,26476,Chez Reavie,367,WGC-Mexico,4,10,240
148,0,29518,Brendan Steele,367,The Greenbrier,2,13,771
148,0,08793,Tiger Woods,367,the Memorial,4,13,023
156,0,32757,Patton Kizzire,366,Phoenix Open,2,6,510
156,0,27942,Rob Oppenheim,366,Pebble Beach,4,9,005
156,0,29908,C.T. Pan,366,the Memorial,4,17,023
156,0,28252,Seamus Power,366,Wyndham,1,18,752
156,0,23623,Bo Van Pelt,366,Wyndham,1,18,752
156,0,51894,Vince Whaley,366,Sony Open,1,3,006
162,0,33399,Adam Hadwin,365,the Memorial,4,13,023
162,0,46441,Robby Shelton,365,The Greenbrier,2,12,771
162,0,50484,Hayden Springer,365,The Greenbrier,1,12,771
162,0,27330,Josh Teater,365,Wyndham,3,5,752
162,0,32150,Michael Thompson,365,BMW Champ,1,10,896
162,0,29484,Peter Uihlein,365,Shriners,3,2,538
168,0,45522,Christiaan Bezuidenhout,364,WGC-Mexico,2,14,240
168,0,32618,Rhein Gibson,364,Puerto Rico,3,2,742
168,0,32662,Michael Gligic,364,Wyndham,4,5,752
168,0,58188,James Nicholas,364,Rocket Mortgage,2,12,876
172,0,56762,Will Gordon,363,Travelers,4,4,503
172,0,47993,Denny McCarthy,363,Arnold Palmer,2,5,009
172,0,46442,Maverick McNealy,363,BMW Champ,1,17,896
175,0,29479,Scott Brown,362,Wyndham,1,18,752
175,0,32366,Kevin Chappell,362,The Greenbrier,2,6,771
175,0,39067,MJ Daffue,362,Workday,3,13,893
175,0,27436,Graham DeLaet,362,Sony Open,1,18,006
175,0,31557,Jim Herman,362,BMW Champ,2,10,896
175,0,37455,Si Woo Kim,362,Rocket Mortgage,3,13,876
175,0,30163,Henrik Norlander,362,Pebble Beach,1,9,005
175,0,22405,Justin Rose,362,the Memorial,1,13,023
183,0,34021,Bud Cauley,361,Workday,2,18,893
183,0,46435,Austin Cook,361,The Greenbrier,3,17,771
183,0,27644,Brian Harman,361,Wyndham,1,18,752
186,0,33120,Mark Anderson,360,The Greenbrier,4,6,771
186,0,55410,Shintaro Ban,360,The Greenbrier,2,6,771
186,0,33803,Lucas Bjerregaard,360,Shriners,2,13,538
186,0,32070,Rafael Campos,360,The Greenbrier,2,6,771
186,0,35532,Tom Hoge,360,Travelers,4,12,503
186,0,49766,Hank Lebioda,360,The Greenbrier,2,6,771
186,0,32640,Troy Merritt,360,Wyndham,1,18,752
186,0,54636,Tony Romo,360,Safeway Open,2,4,552
186,0,20645,John Senden,360,Pebble Beach,3,9,005
186,0,33449,Zack Sucher,360,The Greenbrier,3,16,771
186,0,48119,Ben Taylor,360,Wyndham,1,18,752
197,0,40058,Zac Blair,359,Pebble Beach,4,9,005
197,0,34098,Russell Henley,359,BMW Champ,1,10,896
197,0,27936,Martin Laird,359,The Greenbrier,2,12,771
197,0,57944,Andy Ogletree,359,the Memorial,1,17,023
197,0,22056,Cameron Percy,359,Bermuda,3,2,765
197,0,53165,Doc Redman,359,the Memorial,1,17,023
197,0,56781,Isaiah Salinda,359,Pebble Beach,1,10,769
197,0,30927,Brendon Todd,359,Sentry,1,1,656
197,0,26289,Boo Weekley,359,The Greenbrier,2,6,771
197,0,49964,Aaron Wise,359,Genesis,2,18,500
207,0,57725,Angus Flanagan,358,3M Open,2,2,883
207,0,46673,Tomoyo Ikemura,358,Sony Open,1,16,006
207,0,47238,Jazz Janewattananond,358,WGC-Mexico,2,14,240
207,0,27349,Alex Noren,358,Arnold Palmer,2,15,009
207,0,27556,Ted Potter Jr.,358,3M Open,2,15,883
207,0,47347,Adam Schenk,358,Shriners,1,9,538
207,0,30110,Kyle Stanley,358,Wyndham,1,18,752
207,0,57883,Jack Trent,358,Shriners,3,2,538
207,0,32254,Xinjun Zhang,358,the Memorial,3,17,023
216,0,32982,Vince Covello,357,The Greenbrier,4,12,771
216,0,54576,Patrick Fishburn,357,Bermuda,1,12,765
216,0,39975,Michael Kim,357,The Greenbrier,2,6,771
216,0,34431,Robert Streb,357,Wyndham,1,18,752
216,0,25493,Nick Taylor,357,BMW Champ,1,10,896
221,0,37273,Derek Ernst,356,Bermuda,1,2,765
221,0,46823,Jeremy Gandon,356,Houston Open,2,1,729
221,0,48045,Michael Gellerman,356,The Greenbrier,1,12,771
221,0,32448,James Hahn,356,Travelers,1,12,503
221,0,20766,Padraig Harrington,356,Pebble Beach,1,10,769
221,0,46440,Smylie Kaufman,356,Pebble Beach,2,10,769
221,0,37410,Hiram Silfa,356,Puerto Rico,1,2,742
221,0,27649,Brandt Snedeker,356,Sony Open,2,12,006
221,0,30692,Scott Stallings,356,Shriners,3,9,538
230,0,24490,George McNeill,355,Safeway Open,2,1,552
230,0,51997,Andrew Novak,355,The Greenbrier,4,6,771
232,0,30750,Tommy Gainey,354,Houston Open,1,18,729
232,0,29670,Pablo Larrazabal,354,WGC-Mexico,4,11,240
232,0,31202,William McGirt,354,the Memorial,1,17,023
232,0,39324,J.J. Spaun,354,The Greenbrier,4,6,771
236,0,20850,Daniel Chopra,353,3M Open,1,18,883
236,0,20572,Rod Pampling,353,Bermuda,3,2,765
236,0,25345,Carl Pettersson,353,the Memorial,4,17,023
236,0,27095,Nick Watney,353,Safeway Open,2,1,552
240,0,49746,Daniel Augustus,352,Bermuda,2,2,765
240,0,56630,Akshay Bhatia,352,Shriners,2,2,538
240,0,26499,Rafa Cabrera Bello,352,WGC-Mexico,3,14,240
240,0,20472,Alex Cejka,352,The Greenbrier,1,17,771
240,0,52375,Doug Ghim,352,The Greenbrier,3,6,771
240,0,24024,Zach Johnson,352,the Memorial,4,2,023
240,0,33418,Shawn Stefani,352,The Greenbrier,2,1,771
247,0,28307,Matt Every,351,The Greenbrier,2,12,771
247,0,51833,Davey Jude,351,The Greenbrier,2,7,771
247,0,33410,Andrew Landry,351,BMW Champ,1,1,896
247,0,46340,Alex Smalley,351,Phoenix Open,2,17,510
247,0,27963,Chris Stroud,351,Rocket Mortgage,2,10,876
247,0,51634,Sahith Theegala,351,3M Open,2,15,883
247,0,57711,Mason Williams,351,The Greenbrier,1,6,771
247,0,52374,Brandon Wu,351,Workday,1,2,893
255,0,21407,Arjun Atwal,350,The Greenbrier,1,12,771
255,0,51830,Taylor Funk,350,Bermuda,2,2,765
255,0,24924,Bill Haas,350,Shriners,1,9,538
255,0,21731,Freddie Jacobson,350,The Greenbrier,1,6,771
255,0,22913,John Rollins,350,Bermuda,1,12,765
260,0,06522,Ernie Els,349,the Memorial,1,17,023
260,0,12716,Charley Hoffman,349,Safeway Open,1,1,552
260,0,32791,K.H. Lee,349,Arnold Palmer,2,16,009
260,0,54759,Jake Shuman,349,Wyndham,1,5,752
260,0,31560,Brian Stuard,349,Sanderson Farms,2,18,746
265,0,22371,Aaron Baddeley,348,Safeway Open,2,3,552
265,0,28679,Fabián Gómez,348,Bermuda,1,12,765
265,0,35230,Nelson Ledesma,348,Safeway Open,1,5,552
265,0,34409,David Lingmerth,348,Bermuda,1,12,765
265,0,27933,John Merrick,348,Sanderson Farms,1,18,746
265,0,29289,S.Y. Noh,348,Workday,1,1,893
271,0,31646,Emiliano Grillo,347,Puerto Rico,3,2,742
271,0,01706,Davis Love III,347,Workday,2,13,893
271,0,24449,Parker McLachlin,347,3M Open,1,15,883
274,0,01249,John Daly,346,The Greenbrier,2,12,771
274,0,35376,Roberto Díaz,346,Bermuda,1,12,765
274,0,29720,Andres Gonzales,346,Safeway Open,2,1,552
274,0,33461,Morgan Hoffmann,346,Safeway Open,2,1,552
274,0,58168,Davis Thompson,346,The RSM Classic,3,14,776
279,0,28259,Sangmoon Bae,345,The Greenbrier,2,6,771
279,0,24358,Robert Garrigus,345,Bermuda,1,2,765
279,0,49773,Chase Koepka,345,3M Open,1,18,883
279,0,34466,Peter Malnati,345,Safeway Open,1,16,552
279,0,35947,John Oda,345,Shriners,4,2,538
279,0,24361,Pat Perez,345,Shriners,3,9,538
279,0,29223,Sam Saunders,345,Arnold Palmer,4,16,009
279,0,25349,Tim Wilkinson,345,Pebble Beach,4,9,005
287,0,33404,Chris Baker,344,Pebble Beach,4,10,005
287,0,12782,Tim Herron,344,3M Open,2,12,883
287,0,34174,John Huh,344,Phoenix Open,2,15,510
287,0,54303,Charlie Reiter,344,The Amex,1,13,202
287,0,54783,Dylan Wu,344,Shriners,2,13,538
292,0,32334,Charlie Beljan,343,Bermuda,1,12,765
292,0,20593,Greg Chalmers,343,Wyndham,1,18,752
292,0,47056,Rikuya Hoshino,343,Sony Open,3,18,006
292,0,56726,Patrick Martin,343,Farmers,2,18,104
292,0,46601,Trey Mullinax,343,Phoenix Open,2,18,510
292,0,47127,David Pastore,343,Travelers,1,7,503
292,0,24138,Ian Poulter,343,the Memorial,1,1,023
292,0,39328,Conrad Shindler,343,The Greenbrier,2,13,771
300,0,52633,Alex Beach,342,Sony Open,2,16,006
300,0,48084,Wesley Bryan,342,Wyndham,1,18,752
300,0,32200,Roberto Castro,342,The Greenbrier,4,12,771
300,0,23983,Luke Donald,342,Rocket Mortgage,1,17,876
304,0,35778,Kazuki Higa,341,Sony Open,1,5,006
304,0,26735,Marty Jertson,341,Phoenix Open,1,15,510
304,0,25240,D.A. Points,341,Pebble Beach,3,9,005
304,0,23325,Vaughn Taylor,341,the Memorial,1,17,023
308,0,10885,Robert Allenby,340,Bermuda,2,2,765
308,0,54530,Henry Chung,340,Safeway Open,1,1,552
308,0,10809,Jim Furyk,340,Workday,2,17,893
308,0,33413,Ben Martin,340,Wyndham,1,18,752
308,0,55421,Chip McDaniel,340,Bermuda,3,12,765
308,0,45582,Jared Sawada,340,Sony Open,1,5,006
314,0,55708,Hayden Buckley,339,Honda Classic,2,3,734
314,0,24357,K.J. Choi,339,Pebble Beach,2,9,005
314,0,34587,Chan Kim,339,PGA Champ,1,4,895
314,0,06527,Steve Stricker,339,the Memorial,1,2,023
318,0,23048,Eric Axley,338,Bermuda,1,12,765
318,0,54655,Patrick Flavin,338,Phoenix Open,2,2,510
318,0,51696,Rico Hoey,338,Sony Open,2,18,006
318,0,56488,Jake Kneen,338,3M Open,2,12,883
318,0,32816,Satoshi Kodaira,338,Pebble Beach,2,9,005
318,0,26951,Johnson Wagner,338,Pebble Beach,1,10,769
324,0,23353,J.J. Henry,337,Bermuda,1,12,765
324,0,54596,Cole Miller,337,The RSM Classic,2,4,889
324,0,06567,Vijay Singh,337,Sony Open,1,16,006
324,0,55454,Carl Yuan,337,WGC-HSBC Champ,1,14,766
328,0,23541,Ben Crane,336,The Greenbrier,2,6,771
328,0,37338,Zecheng Dou,336,WGC-HSBC Champ,3,18,766
328,0,57900,Chandler Phillips,336,Houston Open,3,2,729
328,0,46405,Sebastian Soderberg,336,WGC-FedEx,1,9,513
328,0,26679,Kevin Stadler,336,Pebble Beach,1,10,769
328,0,52144,Braden Thornberry,336,Sanderson Farms,1,5,746
328,0,27770,Camilo Villegas,336,Honda Classic,2,12,734
328,0,58192,Daniel Wetterich,336,Honda Classic,2,9,734
328,0,45242,Kevin Yu,336,Arnold Palmer,1,18,009
337,0,58407,Sean Yu,335,Genesis,1,1,500
338,0,56741,Braden Bailey,334,Houston Open,1,8,729
338,0,35890,Byron Meth,334,Safeway Open,1,3,552
338,0,24140,Sean O'Hair,334,Pebble Beach,2,10,769
338,0,47995,Davis Riley,334,Sanderson Farms,3,9,746
338,0,58191,Donnie Trosper,334,Rocket Mortgage,2,10,876
343,0,30978,Kiradech Aphibarnrat,333,Phoenix Open,2,5,510
343,0,39831,Bobby Bai,333,WGC-HSBC Champ,4,14,766
343,0,24846,Ricky Barnes,333,Rocket Mortgage,1,14,876
343,0,26758,David Hearn,333,Pebble Beach,3,9,005
343,0,34256,Andrew Putnam,333,Workday,1,13,893
343,0,07749,Brett Quigley,333,Bermuda,1,12,765
343,0,26490,Michael Sims,333,Bermuda,2,2,765
343,0,31113,Paul Waring,333,WGC-HSBC Champ,3,18,766
351,0,12510,Chad Campbell,332,Bermuda,1,12,765
351,0,34656,Mikumu Horikawa,332,Sony Open,1,8,006
353,0,21633,Steve Allan,331,The Greenbrier,2,16,771
353,0,24507,Jason Bohn,331,Bermuda,1,12,765
355,0,32800,Franklin Corpening,330,Charles Schwab,1,12,021
355,0,29222,Billy Hurley III,330,Sanderson Farms,2,17,746
355,0,47737,Logan McCracken,330,Houston Open,1,13,729
355,0,54309,Tyler Ota,330,Sony Open,1,8,006
355,0,33624,Shawn Warren,330,PGA Champ,2,6,895
355,0,36698,Andy Zhang,330,Houston Open,4,18,729
361,0,47987,Cole Hammer,329,Houston Open,1,6,729
361,0,37454,Whee Kim,329,The Greenbrier,1,6,771
363,0,23614,Rich Beem,328,Houston Open,2,15,729
363,0,47336,Michael Hopper,328,Shriners,2,4,538
363,0,11032,Frank Lickliter II,328,Bermuda,2,2,765
363,0,52341,Andrew McCain,328,Honda Classic,1,12,734
363,0,31559,Garrett Osborn,328,Sanderson Farms,1,16,746
368,0,56848,Justin Bertsch,327,PGA Champ,1,18,895
368,0,27958,Ryan Blaum,327,The Greenbrier,1,6,771
368,0,23638,Brendon de Jonge,327,Sanderson Farms,2,18,746
368,0,39262,Alvaro Ortiz,327,Mayakoba,2,13,733
368,0,25863,Rod Perry,327,Arnold Palmer,3,16,009
368,0,21959,Ted Purdy,327,Bermuda,1,12,765
368,0,58594,Spencer Ralston,327,RBC Heritage,1,3,012
368,0,37249,Ryuko Tokimatsu,327,Sony Open,2,16,006
376,0,01677,Tom Lehman,326,3M Open,2,12,883
376,0,28300,Joost Luiten,326,WGC-HSBC Champ,3,18,766
376,0,30756,Andrea Pavan,326,WGC-HSBC Champ,3,18,766
376,0,50493,Justin Suh,326,Sanderson Farms,1,5,746
380,0,54926,George Cunningham,325,Houston Open,1,6,729
380,0,46501,Ollie Schniederjans,325,Bermuda,1,12,765
380,0,26757,Greg Sonnier,325,Sanderson Farms,2,17,746
380,0,24459,Richard Sterne,325,WGC-HSBC Champ,3,18,766
384,0,47986,Rich Berberian Jr.,324,PGA Champ,1,18,895
384,0,07003,David Berganio Jr.,324,Wyndham,1,2,752
384,0,01226,Fred Couples,324,Safeway Open,1,5,552
387,0,08075,Jerry Kelly,323,Workday,3,18,893
387,0,55182,Tom Kim,323,PGA Champ,1,18,895
387,0,28114,Dawie van der Walt,323,Houston Open,2,15,729
390,0,39185,Jake McLeod,322,WGC-HSBC Champ,2,18,766
391,0,32582,Eric Dugas,321,Sony Open,1,8,006
391,0,10585,Scott McCarron,321,Charles Schwab,1,14,021
391,0,25562,Andres Romero,321,Puerto Rico,2,2,742
394,0,39437,Aaron Crawford,320,3M Open,1,1,883
394,0,33131,Kyongjun Moon,320,Genesis,2,3,500
394,0,12309,Bob Sowards,320,PGA Champ,1,4,895
394,0,25834,Daniel Summerhays,320,The Greenbrier,1,6,771
394,0,10423,Mike Weir,320,Bermuda,1,12,765
399,0,23656,Jason Caron,319,PGA Champ,1,4,895
399,0,54334,Ben Cook,319,PGA Champ,1,4,895
399,0,57975,Harry Hall,319,Farmers,1,9,004
399,0,26799,Toru Nakajima,319,Sony Open,2,1,006
403,0,47125,Matt Atkins,318,The RSM Classic,2,10,776
403,0,34387,Daniel Balin,318,PGA Champ,2,10,895
403,0,37064,Joe Boros,318,The Greenbrier,2,17,771
406,0,21528,Henrik Stenson,317,Arnold Palmer,2,16,009
407,0,57492,Eugenio Chacarra,316,Mayakoba,1,13,733
407,0,12823,Carlos Franco,316,Bermuda,1,12,765
407,0,24748,WC Liang,316,WGC-HSBC Champ,1,18,766
407,0,56674,Michael Perras,316,Houston Open,2,2,729
411,0,59320,Mike Auterson,315,PGA Champ,2,18,895
411,0,30191,Julián Etulain,315,Puerto Rico,3,2,742
411,0,36799,Stephan Jaeger,315,Sanderson Farms,1,16,746
411,0,40189,David Muttitt,315,PGA Champ,2,18,895
411,0,30826,John O'Leary,315,PGA Champ,2,14,895
411,0,24964,Ryan Vermeer,315,PGA Champ,2,14,895
417,0,22293,Heath Slocum,314,Bermuda,2,2,765
417,0,21878,Mark Wilson,314,Bermuda,2,2,765
419,0,55411,Jacob Bergeron,313,Farmers,1,18,104
419,0,27408,Martin Kaymer,313,PGA Champ,1,4,895
419,0,24912,Will MacKenzie,313,Bermuda,1,2,765
419,0,29476,Kyle Reifers,313,The RSM Classic,3,11,776
419,0,28103,Stuart Smith,313,Safeway Open,2,3,552
419,0,51600,Jimmy Stanger,313,Mayakoba,2,13,733
425,0,54587,Justin Doeden,312,Puerto Rico,1,2,742
425,0,20094,Jonathan Kaye,312,Bermuda,1,2,765
425,0,40101,Brinson Paolini,312,Wyndham,1,5,752
428,0,32815,Masahiro Kawamura,311,WGC-HSBC Champ,3,18,766
428,0,25431,Rob Labritz,311,PGA Champ,1,4,895
428,0,35300,Andrew Loupe,311,Puerto Rico,2,2,742
428,0,08535,Gary Nicklaus,311,Bermuda,1,2,765
428,0,30005,Neil Schietekat,311,WGC-HSBC Champ,2,18,766
428,0,06693,Ken Tanigawa,311,PGA Champ,1,4,895
428,0,35469,Sebastián Vázquez,311,Mayakoba,2,13,733
435,0,31005,Alex Knoll,310,PGA Champ,2,18,895
435,0,39004,Dru Love,310,The RSM Classic,1,5,776
437,0,58380,Scott de Borba,309,Pebble Beach,1,3,005
437,0,33173,Efren Serna Jr.,309,Mayakoba,2,13,733
439,0,31395,Yosuke Asaji,308,WGC-HSBC Champ,4,14,766
439,0,34185,Domenico Geminiani,308,Puerto Rico,2,2,742
439,0,30711,Colt Knost,308,Safeway Open,1,1,552
439,0,37250,Romain Langasque,308,WGC-HSBC Champ,4,14,766
439,0,08339,Spike McRoy,308,Bermuda,2,2,765
439,0,31672,Daniel Nisbet,308,WGC-HSBC Champ,4,14,766
445,0,55707,Calum Hill,307,Mayakoba,2,13,733
446,0,12652,Cameron Beckman,305,Bermuda,1,2,765
446,0,46154,Yi Keun Chang,305,WGC-HSBC Champ,3,18,766
446,0,11123,Chris Couch,305,Puerto Rico,3,2,742
446,0,01487,Jeff Hart,305,PGA Champ,1,14,895
446,0,34702,Edward Olson,305,Farmers,2,13,004
446,0,40115,Adam Svensson,305,Sanderson Farms,1,17,746
452,0,29747,Zach Johnson,304,PGA Champ,2,18,895
