RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,47959,Bryson DeChambeau,56.45,70,124,-0.29
2,0,52372,Cameron Champ,52.14,73,140,-0.38
3,0,28420,Ryan Brehm,44.00,44,100,-0.27
4,0,28237,Rory McIlroy,42.31,44,104,-0.27
5,0,46550,Brandon Hagy,41.30,38,92,-0.58
6,0,25804,Bubba Watson,38.79,45,116,-0.49
7,0,30944,Jason Kokrak,37.96,41,108,E
8,0,34213,Grayson Murray,37.50,27,72,-0.44
9,0,47504,Sam Burns,36.21,42,116,-0.19
10,0,29725,Tony Finau,35.16,45,128,-0.49
11,0,56278,Matthew Wolff,34.85,46,132,-0.22
12,1,30925,Dustin Johnson,34.69,34,98,-0.15
13,-1,27064,Jhonattan Vegas,33.70,31,92,-0.13
14,0,24502,Adam Scott,30.00,18,60,-0.11
15,0,25364,Paul Casey,29.17,28,96,-0.21
16,0,35461,Beau Hossler,29.10,39,134,-0.28
17,0,46046,Scottie Scheffler,28.66,47,164,-0.36
18,0,40042,Tyler McCumber,28.30,30,106,-0.17
19,0,56762,Will Gordon,28.13,18,64,-0.22
20,1,46970,Jon Rahm,27.59,32,116,-0.22
21,-1,35310,Lanto Griffin,27.17,50,184,-0.36
22,0,27129,Luke List,26.92,35,130,-0.43
23,0,30911,Tommy Fleetwood,26.79,15,56,-0.27
24,0,21209,Sergio Garcia,26.56,17,64,-0.24
25,0,36699,Patrick Rodgers,26.37,48,182,-0.33
26,0,33948,Byeong Hun An,26.19,33,126,-0.15
27,0,35450,Patrick Cantlay,25.00,23,92,-0.35
27,0,28252,Seamus Power,25.00,16,64,-0.56
27,0,31323,Gary Woodland,25.00,27,108,-0.52
30,0,27974,Sung Kang,24.62,32,130,-0.31
31,0,51766,Wyndham Clark,24.53,26,106,-0.38
32,0,27554,Scott Harrington,24.26,33,136,-0.48
32,1,45486,Joaquin Niemann,24.26,33,136,-0.48
34,1,35617,Martin Trainer,23.91,22,92,-0.14
35,1,48887,Matt Wallace,23.75,19,80,-0.37
36,1,36689,Brooks Koepka,23.68,18,76,-0.50
37,1,32139,Danny Willett,23.44,15,64,-0.07
38,-4,33448,Justin Thomas,23.28,27,116,-0.41
39,0,39546,Keith Mitchell,23.21,26,112,-0.15
40,0,21961,Charles Howell III,22.81,26,114,-0.31
41,0,45157,Cam Davis,22.41,26,116,-0.31
42,1,40009,Dominic Bozzelli,22.22,16,72,-0.63
43,1,29484,Peter Uihlein,22.09,19,86,-0.74
44,1,47347,Adam Schenk,21.97,29,132,-0.41
45,1,39977,Max Homa,21.77,27,124,-0.33
46,1,35658,Kris Ventura,21.59,19,88,-0.47
47,2,49964,Aaron Wise,21.11,19,90,-0.21
48,-7,32839,Hideki Matsuyama,20.97,26,124,-0.46
49,1,32333,Kevin Tway,20.83,15,72,-0.27
50,1,29926,Danny Lee,20.49,25,122,-0.36
51,-3,48822,Sebastián Muñoz,20.24,34,168,-0.21
52,0,25900,Lucas Glover,20.00,22,110,-0.09
53,1,34314,Sebastian Cappelen,19.81,21,106,-0.14
54,4,34363,Tyrrell Hatton,19.12,13,68,-0.38
55,1,29974,Branden Grace,18.92,14,74,-0.36
56,1,51894,Vince Whaley,18.42,14,76,-0.21
57,2,37189,Harold Varner III,18.18,24,132,-0.50
58,2,29518,Brendan Steele,17.97,23,128,-0.43
59,2,25632,Jimmy Walker,17.39,16,92,E
60,2,33667,Carlos Ortiz,17.36,25,144,-0.36
61,3,34046,Jordan Spieth,17.00,17,100,-0.06
62,1,48081,Xander Schauffele,16.94,21,124,-0.10
63,3,34360,Patrick Reed,16.67,22,132,-0.32
63,4,33449,Zack Sucher,16.67,12,72,-0.25
63,4,33419,Cameron Tringale,16.67,21,126,-0.24
66,3,01810,Phil Mickelson,16.28,14,86,E
67,3,46402,Talor Gooch,16.27,27,166,-0.22
68,3,34255,Joseph Bramlett,16.04,17,106,-0.29
