RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
69,4,32366,Kevin Chappell,15.85,13,82,-0.23
70,-5,40026,Daniel Berger,15.83,19,120,-0.68
71,3,49960,Sepp Straka,15.71,22,140,-0.23
72,3,33597,Harry Higgs,15.66,26,166,-0.23
73,3,50525,Collin Morikawa,15.28,22,144,-0.45
74,-2,39971,Sungjae Im,15.24,25,164,-0.48
75,2,33141,Keegan Bradley,15.00,18,120,-0.44
75,2,32618,Rhein Gibson,15.00,15,100,-0.47
75,2,26329,Louis Oosthuizen,15.00,12,80,-0.25
78,2,25818,Scott Piercy,14.66,17,116,-0.35
79,4,39997,Corey Conners,14.52,18,124,-0.22
80,5,27349,Alex Noren,14.29,16,112,-0.25
80,5,47128,Richy Werenski,14.29,16,112,-0.44
82,6,34076,Joel Dahmen,14.08,20,142,-0.35
83,6,33204,Shane Lowry,13.89,10,72,-0.30
84,6,23788,D.J. Trahan,13.83,13,94,-0.31
85,-3,34099,Harris English,13.82,21,152,-0.52
86,5,39324,J.J. Spaun,13.79,16,116,-0.63
87,5,35230,Nelson Ledesma,13.75,11,80,-0.45
88,-8,45526,Abraham Ancer,13.71,17,124,-0.12
89,4,27095,Nick Watney,13.64,12,88,-0.50
90,4,33122,Russell Knox,13.49,17,126,-0.29
91,4,33490,Bo Hoag,13.43,18,134,-0.56
91,-6,29420,Billy Horschel,13.43,18,134,-0.28
91,4,30692,Scott Stallings,13.43,18,134,-0.50
94,-10,35891,Cameron Smith,13.39,15,112,E
95,2,46441,Robby Shelton,13.38,19,142,-0.05
96,2,28089,Jason Day,13.33,12,90,-0.50
97,2,32791,K.H. Lee,13.24,18,136,-0.44
98,3,34563,Chesson Hadley,12.96,14,108,+0.21
99,3,27936,Martin Laird,12.82,10,78,-0.50
100,3,25493,Nick Taylor,12.71,15,118,-0.67
101,4,46442,Maverick McNealy,12.50,19,152,-0.42
102,5,53165,Doc Redman,12.20,20,164,-0.45
103,5,35506,Mackenzie Hughes,12.14,17,140,-0.35
104,4,37455,Si Woo Kim,12.12,16,132,-0.31
105,-2,25396,Kevin Na,11.90,15,126,-0.33
106,4,12716,Charley Hoffman,11.82,13,110,-0.31
107,-2,23320,Ryan Palmer,11.67,14,120,-0.36
108,3,37275,Sam Ryder,11.43,16,140,-0.63
109,3,52375,Doug Ghim,11.25,9,80,-0.67
110,3,49298,Kramer Hickok,11.22,11,98,-0.73
111,3,26300,Matt Jones,11.11,16,144,-0.38
112,3,34431,Robert Streb,11.00,11,100,-0.09
113,3,30163,Henrik Norlander,10.81,16,148,-0.56
114,3,48119,Ben Taylor,10.71,9,84,-0.22
115,3,33120,Mark Anderson,10.64,10,94,-0.40
116,4,32662,Michael Gligic,10.42,10,96,+0.10
117,5,22405,Justin Rose,10.29,7,68,-0.14
118,5,32254,Xinjun Zhang,10.27,15,146,-0.53
119,6,22056,Cameron Percy,10.00,9,90,-0.67
120,-1,46717,Viktor Hovland,9.85,13,132,-0.85
121,5,33399,Adam Hadwin,9.65,11,114,-0.55
122,-2,29221,Webb Simpson,9.62,10,104,+0.20
123,4,36871,Matthew NeSmith,9.56,13,136,-0.46
124,4,48045,Michael Gellerman,9.52,8,84,-0.25
125,-1,26851,Marc Leishman,9.43,10,106,E
126,3,25572,Graeme McDowell,9.30,8,86,-0.38
127,3,27214,Kevin Streelman,9.23,12,130,-0.50
128,3,49766,Hank Lebioda,9.09,10,110,-0.50
129,3,28307,Matt Every,8.89,8,90,-0.25
130,3,20229,Stewart Cink,8.82,9,102,-0.33
131,3,35732,Wes Roach,8.75,7,80,-0.43
132,3,40098,Matt Fitzpatrick,8.70,8,92,+0.50
133,3,31420,Anirban Lahiri,8.57,6,70,-0.67
134,3,26499,Rafa Cabrera Bello,8.54,7,82,-0.29
135,3,29268,Bronson Burgoon,8.49,9,106,-0.44
136,4,36801,Mark Hubbard,8.14,14,172,-0.50
136,4,23623,Bo Van Pelt,8.14,7,86,-0.14
138,4,35532,Tom Hoge,8.11,12,148,-0.33
139,4,24924,Bill Haas,7.95,7,88,E
140,4,19846,Brian Gay,7.94,10,126,+0.10
141,4,31646,Emiliano Grillo,7.89,9,114,-0.22
142,4,33486,Roger Sloan,7.84,8,102,-0.50
143,4,47993,Denny McCarthy,7.79,12,154,-0.33
144,4,35449,Adam Long,7.50,12,160,-0.17
145,4,24361,Pat Perez,7.45,7,94,-0.57
146,6,28679,Fabián Gómez,7.27,8,110,-0.25
146,6,32757,Patton Kizzire,7.27,8,110,-0.50
148,3,30927,Brendon Todd,6.98,12,172,E
149,5,32448,James Hahn,6.94,5,72,-0.80
149,5,26596,Ryan Moore,6.94,5,72,E
151,-1,29478,Kevin Kisner,6.92,9,130,-0.22
152,4,27942,Rob Oppenheim,6.56,8,122,-0.25
153,4,25349,Tim Wilkinson,6.52,6,92,-0.50
154,4,39953,Chase Seiffert,6.48,7,108,-0.57
155,4,21407,Arjun Atwal,6.45,4,62,-0.50
155,4,32150,Michael Thompson,6.45,8,124,-0.38
157,4,27644,Brian Harman,6.41,10,156,-0.40
158,4,34098,Russell Henley,6.35,8,126,-0.38
159,4,23108,Matt Kuchar,6.25,7,112,E
160,4,29970,Dylan Frittelli,6.08,9,148,-0.11
161,4,31557,Jim Herman,5.83,7,120,E
161,4,32640,Troy Merritt,5.83,7,120,-0.14
163,4,34021,Bud Cauley,5.74,7,122,-0.86
164,4,27556,Ted Potter Jr.,5.68,5,88,-0.40
165,4,25686,Jason Dufner,5.65,7,124,-0.29
166,4,33410,Andrew Landry,5.56,7,126,-0.29
167,4,27963,Chris Stroud,5.43,5,92,-0.40
168,4,28775,Nate Lashley,5.32,5,94,-0.60
169,4,29535,Brice Garnett,5.17,6,116,-0.67
169,4,23621,Rory Sabbatini,5.17,6,116,E
171,4,33404,Chris Baker,5.10,5,98,-0.40
172,4,46435,Austin Cook,5.00,6,120,-0.17
172,4,49771,J.T. Poston,5.00,7,140,-0.71
174,4,27330,Josh Teater,4.88,4,82,-0.50
175,6,32102,Rickie Fowler,4.55,4,88,-0.50
176,6,29908,C.T. Pan,4.17,4,96,+0.25
177,6,24024,Zach Johnson,4.10,5,122,-0.60
178,6,29479,Scott Brown,3.91,5,128,-0.40
179,6,26476,Chez Reavie,3.85,5,130,-0.20
180,6,40058,Zac Blair,3.03,4,132,-0.50
181,7,45609,Tyler Duncan,3.01,5,166,E
182,7,26758,David Hearn,2.94,3,102,-0.67
183,7,30110,Kyle Stanley,2.83,3,106,E
184,7,34466,Peter Malnati,2.63,3,114,E
184,7,24138,Ian Poulter,2.63,2,76,-0.50
186,7,19803,Ryan Armour,2.59,3,116,-0.67
187,7,22371,Aaron Baddeley,2.13,2,94,-1.00
188,7,31560,Brian Stuard,1.95,3,154,-0.67
189,7,27649,Brandt Snedeker,1.89,2,106,E
189,7,23325,Vaughn Taylor,1.89,2,106,-0.50
191,7,34256,Andrew Putnam,1.47,1,68,-1.00
192,8,33413,Ben Martin,1.39,1,72,E
193,8,10809,Jim Furyk,1.28,1,78,E
