RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,47959,Bryson DeChambeau,322.1,39945,124
2,0,52372,Cameron Champ,322.0,45082,140
3,0,28420,Ryan Brehm,315.3,31527,100
4,0,28237,Rory McIlroy,314.0,32660,104
5,0,34213,Grayson Murray,313.8,22591,72
6,0,46550,Brandon Hagy,312.8,28776,92
7,0,30944,Jason Kokrak,312.4,33743,108
8,0,47504,Sam Burns,312.0,36197,116
9,0,56278,Matthew Wolff,311.6,41135,132
10,1,30925,Dustin Johnson,311.0,30477,98
10,0,25804,Bubba Watson,311.0,36072,116
12,0,40042,Tyler McCumber,310.2,32884,106
13,0,29725,Tony Finau,309.8,39655,128
14,-1,30911,Tommy Fleetwood,309.6,17337,56
15,1,27064,Jhonattan Vegas,309.0,28424,92
16,-1,46046,Scottie Scheffler,308.9,50667,164
17,0,56762,Will Gordon,308.8,19762,64
18,0,36699,Patrick Rodgers,308.5,56147,182
19,0,24502,Adam Scott,308.1,18483,60
20,0,45157,Cam Davis,308.0,35723,116
21,0,27129,Luke List,307.8,40008,130
22,0,46970,Jon Rahm,307.6,35682,116
23,0,25364,Paul Casey,307.2,29490,96
24,0,27554,Scott Harrington,307.1,41766,136
25,0,36689,Brooks Koepka,307.0,23332,76
26,0,35461,Beau Hossler,306.6,41091,134
27,1,21209,Sergio Garcia,305.8,19573,64
28,1,33948,Byeong Hun An,305.7,38518,126
28,1,35658,Kris Ventura,305.7,26905,88
30,1,48081,Xander Schauffele,305.4,37868,124
30,3,31323,Gary Woodland,305.4,32983,108
32,2,51766,Wyndham Clark,305.1,32336,106
33,3,28252,Seamus Power,304.5,19488,64
34,0,32839,Hideki Matsuyama,304.4,37744,124
35,1,33448,Justin Thomas,304.2,35286,116
36,2,32333,Kevin Tway,303.8,21873,72
37,2,34314,Sebastian Cappelen,303.7,32192,106
38,2,29518,Brendan Steele,303.6,38859,128
39,2,27974,Sung Kang,303.4,39444,130
40,2,35450,Patrick Cantlay,303.1,27884,92
41,2,49960,Sepp Straka,302.7,42381,140
42,4,35310,Lanto Griffin,302.5,55656,184
43,1,48822,Sebastián Muñoz,302.3,50793,168
43,1,27095,Nick Watney,302.3,26602,88
45,2,27936,Martin Laird,302.1,23562,78
45,2,35617,Martin Trainer,302.1,27795,92
47,2,29926,Danny Lee,302.0,36840,122
47,2,47347,Adam Schenk,302.0,39860,132
49,2,39546,Keith Mitchell,301.9,33812,112
49,2,33419,Cameron Tringale,301.9,38044,126
49,2,37189,Harold Varner III,301.9,39856,132
52,2,29484,Peter Uihlein,301.8,25951,86
53,6,45486,Joaquin Niemann,301.7,41034,136
53,2,48887,Matt Wallace,301.7,24138,80
55,1,25900,Lucas Glover,301.6,33181,110
55,18,34363,Tyrrell Hatton,301.6,20510,68
55,1,34046,Jordan Spieth,301.6,30162,100
55,1,33449,Zack Sucher,301.6,21712,72
59,0,01810,Phil Mickelson,301.5,25929,86
59,0,49964,Aaron Wise,301.5,27137,90
61,1,32139,Danny Willett,301.2,19277,64
62,2,21961,Charles Howell III,301.1,34324,114
63,2,33141,Keegan Bradley,301.0,36125,120
63,2,33597,Harry Higgs,301.0,49974,166
65,-3,34099,Harris English,300.9,45732,152
65,2,51894,Vince Whaley,300.9,22872,76
67,2,32366,Kevin Chappell,300.6,24649,82
67,2,39977,Max Homa,300.6,37270,124
69,2,39971,Sungjae Im,300.5,49276,164
