RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
68,0,35506,Mackenzie Hughes,115.69,10412.20,90
69,0,33141,Keegan Bradley,115.67,8328.05,72
70,0,29974,Branden Grace,115.63,3931.47,34
71,0,24781,Hunter Mahan,115.58,6588.07,57
72,0,49771,J.T. Poston,115.53,7856.24,68
73,0,27936,Martin Laird,115.46,6003.68,52
74,0,33948,Byeong Hun An,115.41,5539.77,48
74,0,36801,Mark Hubbard,115.41,6578.31,57
76,0,27974,Sung Kang,115.33,7265.75,63
77,0,39324,J.J. Spaun,115.30,6918.13,60
78,0,24361,Pat Perez,115.15,6448.48,56
79,0,32102,Rickie Fowler,115.12,6101.58,53
80,0,24140,Sean O'Hair,115.09,6329.82,55
81,0,33399,Adam Hadwin,114.97,8047.67,70
82,0,30692,Scott Stallings,114.96,6437.62,56
83,0,40009,Dominic Bozzelli,114.66,5733.25,50
84,0,33204,Shane Lowry,114.60,2406.54,21
85,0,25632,Jimmy Walker,114.44,4463.26,39
86,0,31646,Emiliano Grillo,114.39,6863.18,60
87,0,35110,Brett Drewitt,114.35,4116.60,36
88,0,24924,Bill Haas,114.33,6402.67,56
89,0,33418,Shawn Stefani,114.32,6173.53,54
90,0,35891,Cameron Smith,114.27,7313.37,64
91,0,01810,Phil Mickelson,114.24,6511.92,57
92,0,26329,Louis Oosthuizen,114.23,4112.33,36
93,0,37455,Si Woo Kim,114.20,5824.45,51
94,0,23353,J.J. Henry,114.17,7877.49,69
95,0,27214,Kevin Streelman,114.04,8211.06,72
96,0,34358,Jonathan Randolph,114.02,5244.83,46
97,0,35450,Patrick Cantlay,113.94,4101.93,36
98,0,30191,Julián Etulain,113.90,5581.05,49
99,0,23983,Luke Donald,113.54,3292.60,29
100,0,32757,Patton Kizzire,113.48,7943.27,70
101,0,32448,James Hahn,113.38,7823.10,69
102,0,34098,Russell Henley,113.37,8276.33,73
103,0,31420,Anirban Lahiri,113.25,5096.07,45
104,0,25686,Jason Dufner,113.20,7244.60,64
104,0,20572,Rod Pampling,113.20,5546.88,49
106,0,33413,Ben Martin,113.16,7468.85,66
107,0,28679,Fabián Gómez,113.15,5317.94,47
108,0,34046,Jordan Spieth,113.11,6560.62,58
109,0,28132,Tyrone Van Aswegen,113.07,6897.44,61
110,0,26289,Boo Weekley,113.02,5877.10,52
111,0,37454,Whee Kim,112.95,5760.56,51
112,0,33120,Mark Anderson,112.85,4739.67,42
113,0,29926,Danny Lee,112.81,6994.36,62
114,0,32200,Roberto Castro,112.80,5414.29,48
114,0,20157,Retief Goosen,112.80,3947.98,35
116,0,29479,Scott Brown,112.78,7217.91,64
117,0,34021,Bud Cauley,112.76,7667.91,68
118,0,25818,Scott Piercy,112.75,4961.17,44
119,0,30110,Kyle Stanley,112.69,9353.60,83
120,0,29223,Sam Saunders,112.48,6411.33,57
121,0,35532,Tom Hoge,112.35,4494.05,40
122,0,27649,Brandt Snedeker,112.30,3818.14,34
123,0,29478,Kevin Kisner,112.22,7406.67,66
123,0,25198,Francesco Molinari,112.22,5274.17,47
125,0,33461,Morgan Hoffmann,112.21,8527.64,76
126,0,32150,Michael Thompson,111.99,4479.73,40
127,0,22046,Geoff Ogilvy,111.97,7166.01,64
128,0,34409,David Lingmerth,111.77,6706.35,60
128,0,25396,Kevin Na,111.77,5700.36,51
130,0,27963,Chris Stroud,111.75,4134.60,37
131,0,12510,Chad Campbell,111.71,8042.91,72
132,0,32640,Troy Merritt,111.64,7368.23,66
133,0,35879,Kelly Kraft,111.60,6361.36,57
134,0,33122,Russell Knox,111.53,5130.59,46
135,0,28093,Miguel Angel Carballo,111.49,4236.57,38
136,0,25892,Steve Wheatcroft,111.43,3454.43,31
137,0,27895,Jonas Blixt,111.31,5899.61,53
138,0,35545,Blayne Barber,111.27,7121.34,64
139,0,37278,Nicholas Lindheim,111.22,4337.57,39
140,0,26499,Rafa Cabrera Bello,111.17,3891.07,35
141,0,39975,Michael Kim,111.10,8332.81,75
141,0,25834,Daniel Summerhays,111.10,7776.68,70
143,0,23621,Rory Sabbatini,111.07,5220.23,47
144,0,33419,Cameron Tringale,110.85,6540.23,59
145,0,22056,Cameron Percy,110.84,5652.73,51
146,0,47128,Richy Werenski,110.78,5982.21,54
147,0,24138,Ian Poulter,110.76,5537.93,50
148,0,29485,Brett Stegmaier,110.74,5869.10,53
149,0,31202,William McGirt,110.73,7197.37,65
150,0,31416,Derek Fathauer,110.68,5644.71,51
151,0,26951,Johnson Wagner,110.66,5422.37,49
152,0,30926,Chris Kirk,110.27,7167.67,65
153,0,25493,Nick Taylor,110.10,8147.15,74
154,0,27770,Camilo Villegas,110.09,5724.42,52
155,0,25720,Chad Collins,110.04,5171.65,47
156,0,29221,Webb Simpson,109.97,7698.02,70
157,0,23800,Bryce Molder,109.93,6705.91,61
158,0,19803,Ryan Armour,109.89,4725.35,43
159,0,26758,David Hearn,109.85,6700.90,61
159,0,29908,C.T. Pan,109.85,7140.06,65
161,0,25572,Graeme McDowell,109.61,4055.58,37
162,0,48084,Wesley Bryan,109.52,6352.42,58
163,0,22986,Søren Kjeldsen,109.39,2953.66,27
164,0,27644,Brian Harman,109.35,7217.25,66
165,0,06522,Ernie Els,109.18,2947.95,27
166,0,27958,Ryan Blaum,109.09,7854.82,72
167,0,29476,Kyle Reifers,109.07,7416.70,68
168,0,34174,John Huh,108.97,7954.45,73
169,0,26476,Chez Reavie,108.88,7730.63,71
170,0,29222,Billy Hurley III,108.71,7283.40,67
171,0,23108,Matt Kuchar,108.57,7056.94,65
172,0,24024,Zach Johnson,108.36,6068.24,56
173,0,26596,Ryan Moore,108.33,6499.75,60
174,0,20593,Greg Chalmers,108.27,6821.13,63
175,0,25240,D.A. Points,108.26,5629.48,52
176,0,25345,Carl Pettersson,108.24,4221.22,39
177,0,34466,Peter Malnati,108.21,8007.81,74
178,0,27466,Spencer Levin,107.86,6795.29,63
179,0,20472,Alex Cejka,107.59,5702.31,53
180,0,23541,Ben Crane,107.37,6979.09,65
181,0,10809,Jim Furyk,107.33,3971.30,37
182,0,24357,K.J. Choi,107.24,5683.51,53
183,0,23325,Vaughn Taylor,106.95,7807.29,73
184,0,20771,Steven Alker,106.69,4587.49,43
185,0,19846,Brian Gay,106.62,7037.16,66
186,0,20104,Ken Duke,106.45,4790.11,45
187,0,40058,Zac Blair,105.85,8044.38,76
187,0,25349,Tim Wilkinson,105.85,4551.49,43
189,0,31560,Brian Stuard,105.75,6767.75,64
190,0,24507,Jason Bohn,105.66,6234.23,59
