RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
124,0,35891,Cameron Smith,1.479,94.657,64,1.516,1.425
127,0,27466,Spencer Levin,1.477,93.038,63,1.512,1.416
128,0,19803,Ryan Armour,1.476,61.993,42,1.516,1.439
128,0,32366,Kevin Chappell,1.476,81.187,55,1.511,1.418
128,0,31646,Emiliano Grillo,1.476,88.541,60,1.510,1.425
128,0,46550,Brandon Hagy,1.476,84.156,57,1.519,1.432
128,0,46501,Ollie Schniederjans,1.476,87.065,59,1.518,1.436
133,0,27436,Graham DeLaet,1.475,90.003,61,1.519,1.403
133,0,26851,Marc Leishman,1.475,87.032,59,1.507,1.434
133,0,33419,Cameron Tringale,1.475,87.035,59,1.517,1.425
136,0,28500,Martin Flores,1.474,94.346,64,1.518,1.395
136,0,24924,Bill Haas,1.474,82.534,56,1.515,1.414
136,0,27141,J.B. Holmes,1.474,60.448,41,1.511,1.428
136,0,22046,Geoff Ogilvy,1.474,94.365,64,1.517,1.415
140,0,40026,Daniel Berger,1.473,76.618,52,1.514,1.407
140,0,35110,Brett Drewitt,1.473,51.549,35,1.516,1.406
140,0,31557,Jim Herman,1.473,81.040,55,1.509,1.410
140,0,33122,Russell Knox,1.473,67.771,46,1.519,1.413
140,0,48081,Xander Schauffele,1.473,69.237,47,1.519,1.414
140,0,27214,Kevin Streelman,1.473,106.027,72,1.514,1.395
146,0,29478,Kevin Kisner,1.472,97.126,66,1.505,1.426
146,0,49771,J.T. Poston,1.472,98.629,67,1.514,1.436
146,0,26476,Chez Reavie,1.472,104.498,71,1.522,1.413
146,0,34360,Patrick Reed,1.472,95.670,65,1.519,1.409
146,0,27963,Chris Stroud,1.472,54.476,37,1.512,1.411
151,0,28307,Matt Every,1.471,79.459,54,1.516,1.418
151,0,29420,Billy Horschel,1.471,94.135,64,1.519,1.197
151,0,22986,Søren Kjeldsen,1.471,39.723,27,1.509,1.391
151,0,31323,Gary Woodland,1.471,75.034,51,1.522,1.380
155,0,46443,Brian Campbell,1.470,55.852,38,1.510,1.423
155,0,22405,Justin Rose,1.470,60.285,41,1.519,1.397
157,0,32200,Roberto Castro,1.469,70.493,48,1.515,1.385
157,0,28089,Jason Day,1.469,67.575,46,1.517,1.375
157,0,25572,Graeme McDowell,1.469,54.363,37,1.515,1.423
160,0,24361,Pat Perez,1.468,82.186,56,1.512,1.404
160,0,27649,Brandt Snedeker,1.468,49.927,34,1.507,1.416
160,0,33418,Shawn Stefani,1.468,79.246,54,1.516,1.405
163,0,29479,Scott Brown,1.467,93.900,64,1.518,1.403
163,0,30191,Julián Etulain,1.467,71.876,49,1.517,1.389
163,0,10809,Jim Furyk,1.467,54.268,37,1.500,1.419
163,0,37455,Si Woo Kim,1.467,74.794,51,1.513,1.377
163,0,24781,Hunter Mahan,1.467,83.597,57,1.508,1.428
168,0,35300,Andrew Loupe,1.466,60.088,41,1.508,1.404
169,0,20771,Steven Alker,1.464,62.961,43,1.500,1.414
169,0,28679,Fabián Gómez,1.464,68.819,47,1.519,1.422
171,0,39954,Cody Gribble,1.463,77.559,53,1.515,1.409
171,0,23800,Bryce Molder,1.463,87.807,60,1.514,1.399
171,0,48822,Sebastián Muñoz,1.463,51.201,35,1.494,1.411
171,0,34358,Jonathan Randolph,1.463,67.305,46,1.523,1.415
171,0,37189,Harold Varner III,1.463,111.175,76,1.514,1.396
176,0,21209,Sergio Garcia,1.462,49.718,34,1.512,1.403
176,0,25396,Kevin Na,1.462,74.578,51,1.512,1.396
178,0,29740,Brad Fritsch,1.461,56.978,39,1.511,1.397
178,0,25892,Steve Wheatcroft,1.461,45.305,31,1.514,1.417
180,0,20572,Rod Pampling,1.459,71.498,49,1.516,1.390
181,0,32839,Hideki Matsuyama,1.458,68.523,47,1.493,1.398
182,0,26758,David Hearn,1.456,88.807,61,1.507,1.366
182,0,30852,Ryo Ishikawa,1.456,58.254,40,1.517,1.396
184,0,39324,J.J. Spaun,1.452,87.093,60,1.519,1.383
185,0,23983,Luke Donald,1.448,42.003,29,1.515,1.380
185,0,36689,Brooks Koepka,1.448,68.073,47,1.510,1.398
187,0,25191,Gonzalo Fernandez-Castaño,1.447,50.634,35,1.514,1.406
188,0,36801,Mark Hubbard,1.446,80.993,56,1.506,1.385
189,0,28420,Ryan Brehm,1.443,44.720,31,1.520,1.377
190,0,34264,Hudson Swafford,1.436,86.168,60,1.512,1.396
