RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
41,0,25935,John Engler Jr.,2.24,3,134,-0.33
41,0,20628,Arron Oberholser,2.24,3,134,E
43,0,23541,Ben Crane,2.21,3,136,+0.67
44,0,19881,Robert Damron,2.20,4,182,E
44,0,25900,Lucas Glover,2.20,4,182,+0.50
44,0,01707,Steve Lowery,2.20,4,182,+0.50
44,0,02104,Jeff Sluman,2.20,4,182,+0.50
48,0,23983,Luke Donald,2.13,2,94,-0.50
49,0,06012,Greg Kraft,2.05,3,146,+1.00
50,0,02239,Scott Verplank,2.03,3,148,E
51,0,22548,Patrick Sheehan,2.00,4,200,+0.50
52,0,10505,Shane Bertsch,1.96,4,204,+0.25
53,0,21470,Daisuke Maruyama,1.90,3,158,+0.67
53,0,12602,Dean Wilson,1.90,4,210,+1.00
55,0,25240,D.A. Points,1.88,3,160,+0.33
56,0,22046,Geoff Ogilvy,1.85,2,108,+1.00
57,0,06515,Shaun Micheel,1.81,3,166,+0.33
58,0,02101,Joey Sindelar,1.79,3,168,+1.00
59,0,01132,Mark Brooks,1.76,3,170,E
59,0,23353,J.J. Henry,1.76,3,170,E
61,0,09011,David Duval,1.75,2,114,E
61,0,20812,Tjaart van der Walt,1.75,2,114,+0.50
63,0,06034,Marco Dawson,1.72,3,174,+0.33
64,0,06567,Vijay Singh,1.70,3,176,+1.00
65,0,23616,Ryan Hietala,1.69,2,118,E
66,0,01035,Tommy Armour III,1.64,2,122,E
67,0,08075,Jerry Kelly,1.63,3,184,E
68,0,20608,David Howell,1.61,1,62,E
68,0,01945,Kenny Perry,1.61,2,124,E
70,0,08123,Jeff Brehaut,1.56,3,192,+0.33
71,0,23135,Tim Clark,1.54,2,130,-0.50
72,0,21350,Ryuji Imada,1.53,3,196,+0.33
73,0,25842,Jon Mills,1.52,2,132,E
74,0,01619,Skip Kendall,1.47,2,136,+0.50
75,0,20572,Rod Pampling,1.43,2,140,+0.50
75,0,08375,Paul Stankowski,1.43,2,140,+2.00
77,0,20691,Greg Owen,1.41,2,142,+0.50
77,0,23621,Rory Sabbatini,1.41,2,142,+0.50
79,0,10809,Jim Furyk,1.39,2,144,E
79,0,06643,Paul Goydos,1.39,2,144,-0.50
81,0,12510,Chad Campbell,1.37,2,146,+1.00
81,0,20548,Hidemichi Tanaka,1.37,2,146,+0.50
83,0,20229,Stewart Cink,1.35,2,148,E
83,0,02223,Bob Tway,1.35,2,148,+0.50
85,0,01724,Jeff Maggert,1.33,2,150,E
86,0,10565,Ian Leggatt,1.32,2,152,+0.50
86,0,21878,Mark Wilson,1.32,2,152,E
88,0,19913,Ron Whittaker,1.27,2,158,E
89,0,20631,David McKenzie,1.25,2,160,E
90,0,01320,Bob Estes,1.23,2,162,-0.50
91,0,21209,Sergio Garcia,1.22,1,82,+1.00
92,0,06197,Michael Allen,1.19,2,168,+0.50
92,0,01766,Billy Mayfair,1.19,2,168,-0.50
92,0,24140,Sean O'Hair,1.19,2,168,+1.00
95,0,20105,Jeff Gove,1.15,2,174,+1.00
96,0,12680,Shigeki Maruyama,1.14,2,176,+1.50
96,0,23788,D.J. Trahan,1.14,2,176,-0.50
98,0,20378,Mathias Grönberg,1.12,2,178,E
99,0,20157,Retief Goosen,1.09,1,92,E
100,0,28475,Jeff Overton,1.08,2,186,+1.00
101,0,21407,Arjun Atwal,1.05,2,190,+0.50
102,0,06004,Stephen Ames,1.04,1,96,-1.00
102,0,26360,Bubba Dickerson,1.04,2,192,+0.50
102,0,23623,Bo Van Pelt,1.04,2,192,+0.50
105,0,11032,Frank Lickliter II,1.03,2,194,+0.50
106,0,01313,Steve Elkington,1.02,1,98,E
106,0,12662,Thomas Levet,1.02,1,98,E
106,0,23497,Tag Ridings,1.02,2,196,+1.00
109,0,07867,Woody Austin,1.01,2,198,E
110,0,01677,Tom Lehman,.96,1,104,+1.00
111,0,02214,Kirk Triplett,.93,1,108,E
112,0,08537,J.P. Hayes,.91,1,110,-1.00
113,0,07457,Steve Flesch,.90,2,222,-0.50
114,0,21731,Freddie Jacobson,.89,1,112,+2.00
115,0,01761,Len Mattiace,.85,1,118,E
116,0,10885,Robert Allenby,.82,1,122,E
116,0,25936,Alex Aragon,.82,1,122,E
118,0,07223,Brian Bateman,.77,1,130,+2.00
119,0,20574,Mathew Goggin,.76,1,132,+1.00
120,0,02106,Chris Smith,.75,1,134,+1.00
121,0,01024,Billy Andrade,.74,1,136,-2.00
122,0,10423,Mike Weir,.72,1,138,E
123,0,21660,Jason Schultz,.67,1,150,+1.00
124,0,22378,Trevor Immelman,.66,1,152,E
124,0,06573,Brandt Jobe,.66,1,152,E
126,0,24024,Zach Johnson,.64,1,156,E
126,0,20127,Chris Riley,.64,1,156,E
128,0,25804,Bubba Watson,.63,1,158,E
129,0,08835,Kris Cox,.62,1,162,+2.00
130,0,06575,Dudley Hart,.61,1,164,E
130,0,12660,Jesper Parnevik,.61,1,164,E
132,0,24912,Will MacKenzie,.57,1,176,+1.00
132,0,22913,John Rollins,.57,1,174,E
134,0,23048,Eric Axley,.56,1,178,E
134,0,21949,Joe Ogilvie,.56,1,178,E
136,0,20472,Alex Cejka,.55,1,182,+2.00
136,0,22405,Justin Rose,.55,1,182,+2.00
136,0,28780,Nicholas Thompson,.55,1,182,+1.00
139,0,26420,Richard Johnson,.54,1,184,-1.00
139,0,20094,Jonathan Kaye,.54,1,184,E
141,0,22946,Henrik Bjornstad,.53,1,190,+1.00
141,0,12716,Charley Hoffman,.53,1,188,E
141,0,27095,Nick Watney,.53,1,190,E
144,0,12645,Brent Geiberger,.52,1,194,+1.00
144,0,24924,Bill Haas,.52,1,192,+1.00
144,0,10733,Kent Jones,.52,1,194,E
144,0,01941,Tom Pernice Jr.,.52,1,192,-1.00
148,0,27120,Troy Matteson,.50,1,202,+2.00
149,0,20850,Daniel Chopra,.49,1,206,E
150,0,20098,Stuart Appleby,.00,0,132,E
150,0,22371,Aaron Baddeley,.00,0,140,E
150,0,19824,Craig Barlow,.00,0,134,E
150,0,23614,Rich Beem,.00,0,142,E
150,0,21646,David Branshaw,.00,0,196,E
150,0,24925,Jonathan Byrd,.00,0,124,E
150,0,20593,Greg Chalmers,.00,0,134,E
150,0,11123,Chris Couch,.00,0,146,E
150,0,01226,Fred Couples,.00,0,76,E
150,0,01249,John Daly,.00,0,86,E
150,0,21753,Brian Davis,.00,0,180,E
150,0,23409,James Driscoll,.00,0,160,E
150,0,06621,Joe Durant,.00,0,202,E
150,0,12760,Danny Ellis,.00,0,128,E
150,0,06522,Ernie Els,.00,0,96,E
150,0,21805,Harrison Frazar,.00,0,174,E
150,0,24358,Robert Garrigus,.00,0,166,E
150,0,22892,Jason Gore,.00,0,160,E
150,0,24980,Scott Gutschewski,.00,0,102,E
150,0,27943,Matt Hansen,.00,0,132,E
150,0,20766,Padraig Harrington,.00,0,76,E
150,0,12782,Tim Herron,.00,0,134,E
150,0,27141,J.B. Holmes,.00,0,134,E
150,0,21961,Charles Howell III,.00,0,170,E
150,0,01553,John Huston,.00,0,144,E
150,0,01706,Davis Love III,.00,0,128,E
150,0,24781,Hunter Mahan,.00,0,188,E
150,0,06350,Bob May,.00,0,124,E
150,0,01810,Phil Mickelson,.00,0,106,E
150,0,01823,Larry Mize,.00,0,94,E
150,0,26596,Ryan Moore,.00,0,122,E
150,0,06373,José María Olazábal,.00,0,84,E
150,0,23320,Ryan Palmer,.00,0,190,E
150,0,24361,Pat Perez,.00,0,96,E
150,0,24138,Ian Poulter,.00,0,84,E
150,0,07749,Brett Quigley,.00,0,198,E
150,0,24502,Adam Scott,.00,0,104,E
150,0,20645,John Senden,.00,0,174,E
150,0,06527,Steve Stricker,.00,0,108,E
150,0,06595,Kevin Sutherland,.00,0,192,E
150,0,23307,Roger Tambellini,.00,0,122,E
150,0,08385,Omar Uresti,.00,0,118,E
150,0,27770,Camilo Villegas,.00,0,174,E
150,0,02246,Duffy Waldorf,.00,0,180,E
150,0,23349,Charles Warren,.00,0,172,E
150,0,23322,Brett Wetterich,.00,0,156,E
150,0,08793,Tiger Woods,.00,0,76,E
