RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,9.38,12,128,E
2,0,01329,Brad Faxon,6.58,10,152,+0.30
3,0,01381,Fred Funk,5.49,10,182,+0.40
4,0,01388,Robert Gamez,5.43,10,184,+0.50
5,0,01685,J.L. Lewis,5.26,6,114,+0.50
6,0,19846,Brian Gay,5.14,11,214,+0.45
7,0,01948,Tim Petrovic,4.95,9,182,+0.44
8,0,24357,K.J. Choi,4.27,7,164,+0.71
9,0,01139,Olin Browne,4.26,8,188,E
10,0,23718,Nathan Green,4.08,8,196,+0.13
11,0,01577,Lee Janzen,3.90,6,154,+1.00
12,0,02110,Jerry Smith,3.80,7,184,+0.57
13,0,25345,Carl Pettersson,3.70,6,162,+1.00
14,0,20634,Peter Lonard,3.68,5,136,+0.60
15,0,20121,Todd Fischer,3.54,7,198,+0.14
16,0,10860,Justin Leonard,3.52,5,142,+0.60
17,0,25632,Jimmy Walker,3.45,4,116,+0.25
18,0,01142,Bart Bryant,3.38,5,148,+0.20
19,0,01473,Todd Hamilton,3.23,4,124,+0.50
19,0,02206,David Toms,3.23,4,124,+0.75
21,0,01599,Steve Jones,3.21,5,156,+0.80
22,0,01219,John Cook,3.17,4,126,+0.50
23,0,23673,Michael Connell,3.13,3,96,E
23,0,23325,Vaughn Taylor,3.13,5,160,+0.20
25,0,01161,Mark Calcavecchia,2.98,5,168,+0.20
26,0,21959,Ted Purdy,2.81,5,178,+0.40
26,0,22293,Heath Slocum,2.81,5,178,+0.20
28,0,22621,Ben Curtis,2.78,4,144,-0.75
29,0,20099,Doug Barron,2.74,4,146,-0.50
30,0,07013,Wes Short Jr.,2.72,5,184,+0.40
31,0,20498,Briny Baird,2.60,4,154,+0.75
32,0,24507,Jason Bohn,2.55,5,196,+0.60
33,0,12755,Vance Veazey,2.54,3,118,+0.33
34,0,20382,Stephen Leaney,2.38,4,168,+0.75
35,0,01042,Paul Azinger,2.35,4,170,+0.25
36,0,12823,Carlos Franco,2.33,4,172,+0.50
37,0,11011,Mike Sposa,2.31,3,130,E
38,0,06251,Chris DiMarco,2.27,3,132,E
38,0,01666,Bernhard Langer,2.27,3,132,E
38,0,01887,Mark O'Meara,2.27,2,88,-0.50
