RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
68,0,02104,Jeff Sluman,143,49,94
70,0,01891,David Ogrin,148,93,55
71,0,01717,Sandy Lyle,149,7,142
72,0,01098,Jay Don Blake,150,74,76
73,0,01723,Andrew Magee,152,39,113
74,0,02180,Harry Taylor,156,114,42
75,0,01599,Steve Jones,162,39,123
76,0,01313,Steve Elkington,163,96,67
76,0,01662,Greg Ladehoff,163,59,104
76,0,01823,Larry Mize,163,70,93
79,0,01219,John Cook,165,97,68
79,0,02133,Craig Stadler,165,29,136
79,0,02242,Lanny Wadkins,165,80,85
82,0,01132,Mark Brooks,166,142,24
82,0,01846,Jodie Mudd,166,83,83
84,0,01175,Jim Carter,170,53,117
85,0,02239,Scott Verplank,175,109,66
86,0,01093,Ronnie Black,176,97,79
87,0,01361,Dan Forsman,178,114,64
87,0,01715,Mark Lye,178,106,72
89,0,02118,J.C. Snead,180,130,50
89,0,02196,Robert Thompson,180,128,52
91,0,01168,David Canipe,181,106,75
91,0,01858,Tommy Nakajima,181,31,150
91,0,02195,Leonard Thompson,181,81,100
94,0,01306,David Edwards,185,90,95
95,0,01998,Jack Renner,192,103,89
96,0,01191,Barry Cheesman,193,109,84
96,0,02094,Tony Sills,193,116,77
98,0,02160,Ron Streck,194,148,46
99,0,01390,Buddy Gardner,199,87,112
99,0,01641,Gary Koch,199,46,153
99,0,02090,Tom Sieckmann,199,103,96
102,0,02023,Clarence Rose,201,85,116
103,0,01938,David Peoples,202,122,80
104,0,01346,Ed Fiori,206,135,71
105,0,01151,Clark Burroughs,208,93,115
106,0,02225,Howard Twitty,214,70,144
107,0,01884,Mac O'Grady,218,52,166
107,0,02192,Steve Thomas,218,87,131
109,0,01553,John Huston,219,93,126
110,0,01135,Ken Brown,220,82,138
110,0,01288,Ed Dougherty,220,99,121
112,0,02167,Mike Sullivan,221,140,81
113,0,01984,Sam Randolph,223,62,161
114,0,01068,Andy Bean,224,51,173
115,0,01355,Raymond Floyd,225,78,147
116,0,01639,Kenny Knox,227,105,122
117,0,02255,Denis Watson,228,53,175
118,0,01414,Bob Gilder,230,76,154
119,0,01303,Bob Eastwood,232,126,106
120,0,02148,Ray Stewart,234,125,109
121,0,01941,Tom Pernice Jr.,235,92,143
121,0,02126,Bruce Soulsby,235,158,77
123,0,02185,Lance Ten Broeck,236,138,98
124,0,01559,Hale Irwin,238,90,148
125,0,01892,Aki Ohmachi,242,109,133
126,0,02041,Bill Sander,243,106,137
127,0,01986,Joey Rassett,245,120,125
128,0,01571,Barry Jaeckel,246,135,111
129,0,01061,Ray Barr Jr.,248,166,82
129,0,01928,Corey Pavin,248,129,119
131,0,01310,Dave Eichelberger,249,139,110
132,0,01931,Rick Pearson,250,145,105
133,0,01261,Jay Delsing,251,117,134
134,0,01024,Billy Andrade,252,117,135
135,0,01499,Mark Hayes,253,150,103
136,0,01033,George Archer,254,162,92
136,0,01755,Dick Mast,254,164,90
138,0,01154,Bill Buttner,256,149,107
138,0,01284,Mike Donald,256,154,102
140,0,01329,Brad Faxon,258,157,101
141,0,01323,Brad Fabel,259,135,124
142,0,01851,Bob Murphy,263,123,140
142,0,01970,Bob Proben,263,131,132
144,0,01960,Don Pooley,270,100,170
145,0,01077,Mike Bender,273,174,99
145,0,01943,Chris Perry,273,143,130
147,0,01129,Bill Britton,274,177,97
147,0,01200,Keith Clearwater,274,161,113
147,0,01443,Hubert Green,274,120,154
150,0,02099,Scott Simpson,280,123,157
150,0,02311,Kim Young,280,132,148
152,0,01094,Mike Blackburn,282,141,141
152,0,01425,Ernie Gonzalez,282,153,129
154,0,01096,Phil Blackmar,284,119,165
155,0,01495,Morris Hatalsky,290,145,145
156,0,01305,Danny Edwards,293,165,128
157,0,02229,Brett Upper,295,134,161
157,0,02322,Richard Zokol,295,127,168
159,0,01648,Billy Kratzert,297,179,118
160,0,01197,Bobby Clampett,302,143,159
161,0,01790,Pat McGowan,303,183,120
162,0,02007,Larry Rinker,306,160,146
163,0,01127,Danny Briggs,309,170,139
164,0,02313,Bruce Zabriski,310,150,160
165,0,01106,Jim Booros,315,159,156
166,0,01707,Steve Lowery,316,147,169
166,0,02215,Paul Trittler,316,133,183
168,0,01086,Roy Biancalana,317,166,151
169,0,01826,Brian Mogg,318,154,164
170,0,01179,Antonio Cerda,320,168,152
171,0,01224,Jeff Coston,328,171,157
172,0,01557,John Inman,334,162,172
173,0,01468,Gary Hallberg,336,154,182
173,0,02244,Fred Wadsworth,336,152,184
175,0,01185,Brandel Chamblee,341,178,163
176,0,01782,Mike McCullough,343,172,171
177,0,01737,Mark Maness,347,168,179
178,0,01476,Mike Hammond,348,181,167
178,0,01964,Greg Powers,348,175,173
180,0,01331,Rick Fehr,350,173,177
181,0,01861,Jim Nelford,352,176,176
182,0,01150,George Burns,358,180,178
183,0,01214,Frank Conner,363,182,181
184,0,02294,Willie Wood,365,185,180
185,0,01236,Richard Cromwell,369,184,185
