RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,1,24138,Ian Poulter,1.549,1338,864
2,-1,34360,Patrick Reed,1.550,2064,1332
3,1,27644,Brian Harman,1.558,2187,1404
4,2,30927,Brendon Todd,1.559,2414,1548
5,2,25396,Kevin Na,1.560,1994,1278
6,1,34466,Peter Malnati,1.561,1602,1026
7,3,23325,Vaughn Taylor,1.562,1715,1098
8,3,40026,Daniel Berger,1.563,1801,1152
9,7,35506,Mackenzie Hughes,1.566,1973,1260
10,2,49771,J.T. Poston,1.567,2200,1404
10,2,34046,Jordan Spieth,1.567,1749,1116
12,-5,47959,Bryson DeChambeau,1.570,1752,1116
13,2,29221,Webb Simpson,1.571,1470,936
14,3,40009,Dominic Bozzelli,1.573,1019,648
14,3,27349,Alex Noren,1.573,1586,1008
16,4,46442,Maverick McNealy,1.574,2153,1368
17,5,29478,Kevin Kisner,1.575,2069,1314
18,-1,39971,Sungjae Im,1.576,2666,1692
18,3,01810,Phil Mickelson,1.576,1447,918
20,2,34076,Joel Dahmen,1.577,2242,1422
20,2,40098,Matt Fitzpatrick,1.577,1533,972
22,3,22371,Aaron Baddeley,1.578,1335,846
22,3,31560,Brian Stuard,1.578,2301,1458
24,4,29268,Bronson Burgoon,1.579,1506,954
24,4,23108,Matt Kuchar,1.579,1592,1008
26,4,51766,Wyndham Clark,1.581,1736,1098
26,4,28089,Jason Day,1.581,1508,954
26,8,46970,Jon Rahm,1.581,1651,1044
29,1,35891,Cameron Smith,1.582,1823,1152
29,4,27963,Chris Stroud,1.582,1310,828
31,3,27649,Brandt Snedeker,1.583,1510,954
32,4,34363,Tyrrell Hatton,1.585,1198,756
33,4,32102,Rickie Fowler,1.586,1256,792
33,4,19846,Brian Gay,1.586,1798,1134
33,11,30925,Dustin Johnson,1.586,1399,882
33,4,47128,Richy Werenski,1.586,1599,1008
37,5,29725,Tony Finau,1.587,2057,1296
37,3,32757,Patton Kizzire,1.587,1571,990
37,5,28237,Rory McIlroy,1.587,1714,1080
37,7,48822,Sebastián Muñoz,1.587,2400,1512
37,13,23320,Ryan Palmer,1.587,1943,1224
42,12,35310,Lanto Griffin,1.588,2629,1656
43,1,40058,Zac Blair,1.589,1888,1188
43,1,35450,Patrick Cantlay,1.589,1316,828
43,1,47993,Denny McCarthy,1.589,2203,1386
46,4,33597,Harry Higgs,1.590,2376,1494
46,6,33448,Justin Thomas,1.590,1889,1188
48,4,22405,Justin Rose,1.591,1088,684
49,-5,45526,Abraham Ancer,1.592,2120,1332
49,5,39977,Max Homa,1.592,2006,1260
49,5,36801,Mark Hubbard,1.592,2465,1548
49,5,35230,Nelson Ledesma,1.592,1146,720
53,5,33948,Byeong Hun An,1.594,2152,1350
53,27,34099,Harris English,1.594,2181,1368
53,9,29420,Billy Horschel,1.594,2267,1422
56,3,34021,Bud Cauley,1.595,1751,1098
56,3,46046,Scottie Scheffler,1.595,2354,1476
58,4,26499,Rafa Cabrera Bello,1.596,1523,954
58,4,33667,Carlos Ortiz,1.596,2069,1296
58,4,48887,Matt Wallace,1.596,1264,792
61,5,35461,Beau Hossler,1.597,1926,1206
61,5,28252,Seamus Power,1.597,920,576
61,27,48081,Xander Schauffele,1.597,2012,1260
64,4,32366,Kevin Chappell,1.598,1179,738
64,4,29970,Dylan Frittelli,1.598,2359,1476
64,4,37455,Si Woo Kim,1.598,2129,1332
64,4,33410,Andrew Landry,1.598,1812,1134
64,4,29926,Danny Lee,1.598,1985,1242
64,4,32839,Hideki Matsuyama,1.598,2129,1332
64,4,23621,Rory Sabbatini,1.598,1898,1188
64,4,32254,Xinjun Zhang,1.598,2215,1386
72,4,35532,Tom Hoge,1.599,2130,1332
72,4,37275,Sam Ryder,1.599,2015,1260
72,4,35617,Martin Trainer,1.599,1324,828
72,4,32139,Danny Willett,1.599,1151,720
76,-17,46717,Viktor Hovland,1.600,2131,1332
76,4,24024,Zach Johnson,1.600,1757,1098
76,4,32791,K.H. Lee,1.600,2074,1296
76,4,34256,Andrew Putnam,1.600,1325,828
80,4,26596,Ryan Moore,1.601,1268,792
80,4,24502,Adam Scott,1.601,1095,684
82,4,35449,Adam Long,1.602,2538,1584
83,4,26329,Louis Oosthuizen,1.603,1385,864
84,4,46402,Talor Gooch,1.604,2396,1494
84,4,27942,Rob Oppenheim,1.604,1761,1098
84,4,32150,Michael Thompson,1.604,1790,1116
87,5,47504,Sam Burns,1.606,1677,1044
87,5,32618,Rhein Gibson,1.606,1445,900
87,5,33399,Adam Hadwin,1.606,1879,1170
87,5,33413,Ben Martin,1.606,1041,648
87,5,32640,Troy Merritt,1.606,1966,1224
92,5,28679,Fabián Gómez,1.607,1591,990
92,5,12716,Charley Hoffman,1.607,1707,1062
92,5,36699,Patrick Rodgers,1.607,2632,1638
92,5,33486,Roger Sloan,1.607,1475,918
96,18,26851,Marc Leishman,1.608,1766,1098
96,5,31323,Gary Woodland,1.608,1795,1116
98,4,34314,Sebastian Cappelen,1.609,1535,954
98,4,28775,Nate Lashley,1.609,1506,936
98,4,26476,Chez Reavie,1.609,2230,1386
98,4,25349,Tim Wilkinson,1.609,1332,828
102,4,39546,Keith Mitchell,1.610,1855,1152
102,8,50525,Collin Morikawa,1.610,2319,1440
102,4,47347,Adam Schenk,1.610,2144,1332
105,3,26758,David Hearn,1.612,1480,918
105,3,33419,Cameron Tringale,1.612,1828,1134
107,3,30692,Scott Stallings,1.613,1945,1206
107,3,51894,Vince Whaley,1.613,1103,684
109,4,25818,Scott Piercy,1.614,1917,1188
110,4,29535,Brice Garnett,1.615,1686,1044
110,4,25572,Graeme McDowell,1.615,1395,864
110,4,25493,Nick Taylor,1.615,1715,1062
113,5,46550,Brandon Hagy,1.616,1338,828
114,5,45609,Tyler Duncan,1.617,2416,1494
114,5,30911,Tommy Fleetwood,1.617,1164,720
116,5,45157,Cam Davis,1.618,1689,1044
116,5,26300,Matt Jones,1.618,2214,1368
116,5,29518,Brendan Steele,1.618,1864,1152
119,5,31420,Anirban Lahiri,1.619,1020,630
119,5,25804,Bubba Watson,1.619,1923,1188
119,5,56278,Matthew Wolff,1.619,2157,1332
122,5,34213,Grayson Murray,1.620,1050,648
122,5,29484,Peter Uihlein,1.620,1254,774
124,5,29479,Scott Brown,1.621,1867,1152
124,5,36689,Brooks Koepka,1.621,1167,720
