RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,24846,Ricky Barnes,100.0,1
1,0,34021,Bud Cauley,100.0,3
1,0,23135,Tim Clark,100.0,2
1,0,28089,Jason Day,100.0,1
1,0,23983,Luke Donald,100.0,4
1,0,06522,Ernie Els,100.0,1
1,0,34099,Harris English,100.0,1
1,0,28500,Martin Flores,100.0,1
1,0,32102,Rickie Fowler,100.0,3
1,0,21805,Harrison Frazar,100.0,2
1,0,10809,Jim Furyk,100.0,1
1,0,19846,Brian Gay,100.0,1
1,0,08725,Tom Gillis,100.0,1
1,0,21350,Ryuji Imada,100.0,1
1,0,30925,Dustin Johnson,100.0,1
1,0,30926,Chris Kirk,100.0,2
1,0,27936,Martin Laird,100.0,1
1,0,26851,Marc Leishman,100.0,1
1,0,27120,Troy Matteson,100.0,1
1,0,01766,Billy Mayfair,100.0,1
1,0,28237,Rory McIlroy,100.0,1
1,0,25396,Kevin Na,100.0,1
1,0,01941,Tom Pernice Jr.,100.0,1
1,0,25345,Carl Pettersson,100.0,1
1,0,24138,Ian Poulter,100.0,1
1,0,10213,Dicky Pride,100.0,1
1,0,22913,John Rollins,100.0,1
1,0,22405,Justin Rose,100.0,1
1,0,27649,Brandt Snedeker,100.0,2
1,0,27214,Kevin Streelman,100.0,1
1,0,25834,Daniel Summerhays,100.0,1
1,0,20396,Lee Westwood,100.0,2
33,0,25686,Jason Dufner,66.7,2
33,0,24924,Bill Haas,66.7,2
33,0,10860,Justin Leonard,66.7,2
33,0,31202,William McGirt,66.7,2
33,0,28475,Jeff Overton,66.7,2
33,0,26331,Charl Schwartzel,66.7,2
39,0,12510,Chad Campbell,50.0,1
39,0,06251,Chris DiMarco,50.0,1
39,0,20104,Ken Duke,50.0,1
39,0,28307,Matt Every,50.0,1
39,0,24358,Robert Garrigus,50.0,1
39,0,27644,Brian Harman,50.0,1
39,0,12716,Charley Hoffman,50.0,1
39,0,30711,Colt Knost,50.0,1
39,0,27060,John Mallinger,50.0,1
39,0,01810,Phil Mickelson,50.0,2
39,0,24140,Sean O'Hair,50.0,1
39,0,27556,Ted Potter Jr.,50.0,1
39,0,25562,Andres Romero,50.0,1
39,0,29221,Webb Simpson,50.0,2
39,0,26679,Kevin Stadler,50.0,1
39,0,27963,Chris Stroud,50.0,1
39,0,27330,Josh Teater,50.0,1
39,0,02206,David Toms,50.0,1
39,0,33419,Cameron Tringale,50.0,1
39,0,25632,Jimmy Walker,50.0,1
39,0,25804,Bubba Watson,50.0,1
60,0,27895,Jonas Blixt,33.3,1
60,0,33141,Keegan Bradley,33.3,1
60,0,27141,J.B. Holmes,33.3,1
60,0,25572,Graeme McDowell,33.3,1
60,0,26329,Louis Oosthuizen,33.3,1
60,0,25240,D.A. Points,33.3,1
60,0,27064,Jhonattan Vegas,33.3,1
60,0,26951,Johnson Wagner,33.3,1
60,0,20160,Charlie Wi,33.3,1
69,0,30750,Tommy Gainey,25.0,1
69,0,25818,Scott Piercy,25.0,1
69,0,23623,Bo Van Pelt,25.0,1
69,0,08793,Tiger Woods,25.0,1
73,0,20766,Padraig Harrington,20.0,1
73,0,23108,Matt Kuchar,20.0,1
75,0,20645,John Senden,14.3,1
76,0,29910,Blake Adams,.0,0
76,0,06004,Stephen Ames,.0,0
76,0,22371,Aaron Baddeley,.0,0
76,0,28259,Sangmoon Bae,.0,0
76,0,24507,Jason Bohn,.0,0
76,0,01116,Michael Bradley,.0,0
76,0,24925,Jonathan Byrd,.0,0
76,0,32200,Roberto Castro,.0,0
76,0,20593,Greg Chalmers,.0,0
76,0,32366,Kevin Chappell,.0,0
76,0,23204,Gary Christian,.0,0
76,0,20229,Stewart Cink,.0,0
76,0,28455,Will Claxton,.0,0
76,0,23541,Ben Crane,.0,0
76,0,22621,Ben Curtis,.0,0
76,0,21753,Brian Davis,.0,0
76,0,23638,Brendon de Jonge,.0,0
76,0,27436,Graham DeLaet,.0,0
76,0,06036,Scott Dunlap,.0,0
76,0,01320,Bob Estes,.0,0
76,0,21209,Sergio Garcia,.0,0
76,0,32698,Bobby Gates,.0,0
76,0,20574,Mathew Goggin,.0,0
76,0,26758,David Hearn,.0,0
76,0,21961,Charles Howell III,.0,0
76,0,34174,John Huh,.0,0
76,0,21731,Freddie Jacobson,.0,0
76,0,24024,Zach Johnson,.0,0
76,0,31558,J.J. Killeen,.0,0
76,0,33122,Russell Knox,.0,0
76,0,29926,Danny Lee,.0,0
76,0,35139,Richard Lee,.0,0
76,0,27466,Spencer Levin,.0,0
76,0,01706,Davis Love III,.0,0
76,0,24781,Hunter Mahan,.0,0
76,0,22961,David Mathis,.0,0
76,0,24490,George McNeill,.0,0
76,0,27933,John Merrick,.0,0
76,0,26596,Ryan Moore,.0,0
76,0,29289,S.Y. Noh,.0,0
76,0,22046,Geoff Ogilvy,.0,0
76,0,20691,Greg Owen,.0,0
76,0,23320,Ryan Palmer,.0,0
76,0,24361,Pat Perez,.0,0
76,0,26476,Chez Reavie,.0,0
76,0,29476,Kyle Reifers,.0,0
76,0,23621,Rory Sabbatini,.0,0
76,0,06567,Vijay Singh,.0,0
76,0,22293,Heath Slocum,.0,0
76,0,30692,Scott Stallings,.0,0
76,0,21528,Henrik Stenson,.0,0
76,0,06527,Steve Stricker,.0,0
76,0,26287,Roland Thatcher,.0,0
76,0,26289,Boo Weekley,.0,0
