RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,12510,Chad Campbell,72.43,691,954,-0.20
2,0,25444,Justin Hicks,71.44,1273,1782,-0.23
3,0,27436,Graham DeLaet,70.68,1005,1422,-0.26
4,0,29420,Billy Horschel,70.43,1141,1620,-0.26
5,0,23353,J.J. Henry,69.60,1090,1566,-0.20
6,0,28237,Rory McIlroy,69.44,800,1152,-0.36
7,0,27064,Jhonattan Vegas,69.11,933,1350,-0.23
8,0,21528,Henrik Stenson,69.03,671,972,-0.28
9,0,26679,Kevin Stadler,68.91,1104,1602,-0.26
10,0,24502,Adam Scott,68.79,842,1224,-0.32
11,0,34264,Hudson Swafford,68.78,879,1278,-0.23
12,0,10809,Jim Furyk,68.75,990,1440,-0.24
13,0,02206,David Toms,68.73,767,1116,-0.25
14,0,21209,Sergio Garcia,68.68,717,1044,-0.28
15,0,24924,Bill Haas,68.62,1297,1890,-0.26
16,0,23623,Bo Van Pelt,68.61,1025,1494,-0.24
17,0,34099,Harris English,68.36,1132,1656,-0.28
18,0,29425,Andrew Svoboda,68.11,944,1386,-0.24
19,0,27933,John Merrick,68.07,1017,1494,-0.24
20,0,26289,Boo Weekley,68.06,882,1296,-0.19
21,0,30925,Dustin Johnson,68.03,698,1026,-0.32
22,0,33122,Russell Knox,68.00,1126,1656,-0.24
23,0,26596,Ryan Moore,67.99,1028,1512,-0.28
24,0,25804,Bubba Watson,67.96,893,1314,-0.32
25,0,20645,John Senden,67.85,1209,1782,-0.26
26,0,21961,Charles Howell III,67.66,1291,1908,-0.27
27,0,10885,Robert Allenby,67.63,986,1458,-0.20
28,0,32366,Kevin Chappell,67.59,1168,1728,-0.28
28,0,25632,Jimmy Walker,67.59,1168,1728,-0.31
30,0,34021,Bud Cauley,67.46,680,1008,-0.23
31,0,24024,Zach Johnson,67.42,1165,1728,-0.27
32,0,27095,Nick Watney,67.33,909,1350,-0.25
33,0,22293,Heath Slocum,67.31,836,1242,-0.21
34,0,20104,Ken Duke,67.17,943,1404,-0.22
35,0,12716,Charley Hoffman,67.08,1123,1674,-0.29
36,0,28486,Michael Putnam,67.05,1231,1836,-0.23
37,0,25900,Lucas Glover,67.00,796,1188,-0.21
38,0,29289,S.Y. Noh,66.97,1109,1656,-0.25
39,0,27770,Camilo Villegas,66.96,1145,1710,-0.28
40,0,23108,Matt Kuchar,66.92,1060,1584,-0.28
41,0,22405,Justin Rose,66.91,819,1224,-0.30
42,0,25834,Daniel Summerhays,66.89,1180,1764,-0.27
42,0,34265,Will Wilcox,66.89,590,882,-0.24
44,0,30110,Kyle Stanley,66.87,999,1494,-0.20
45,0,33419,Cameron Tringale,66.77,1334,1998,-0.25
46,0,33141,Keegan Bradley,66.67,1056,1584,-0.29
46,0,24781,Hunter Mahan,66.67,1020,1530,-0.25
46,0,23320,Ryan Palmer,66.67,1020,1530,-0.30
46,0,25345,Carl Pettersson,66.67,1092,1638,-0.25
46,0,28780,Nicholas Thompson,66.67,972,1458,-0.21
51,0,31323,Gary Woodland,66.55,1102,1656,-0.27
52,0,28500,Martin Flores,66.54,1018,1530,-0.24
53,0,29518,Brendan Steele,66.47,1017,1530,-0.27
54,0,26329,Louis Oosthuizen,66.43,550,828,-0.23
55,0,26758,David Hearn,66.38,1159,1746,-0.25
