RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,50525,Collin Morikawa,2171,2,8,0
2,0,34046,Jordan Spieth,2139,1,9,32
3,0,35450,Patrick Cantlay,2056,2,5,115
4,0,34099,Harris English,2039,2,8,132
5,0,46970,Jon Rahm,2003,1,12,168
6,0,45526,Abraham Ancer,1926,1,7,245
7,0,47959,Bryson DeChambeau,1910,2,7,261
8,0,26329,Louis Oosthuizen,1877,0,8,294
9,0,33448,Justin Thomas,1758,1,5,413
10,0,47504,Sam Burns,1721,1,7,450
11,0,46717,Viktor Hovland,1717,1,6,454
12,0,30944,Jason Kokrak,1631,2,5,540
13,0,48081,Xander Schauffele,1623,0,7,548
14,0,32839,Hideki Matsuyama,1594,1,3,577
15,0,36689,Brooks Koepka,1562,1,8,609
16,0,35891,Cameron Smith,1539,1,7,632
17,0,30925,Dustin Johnson,1510,1,7,661
18,0,45486,Joaquin Niemann,1491,0,5,680
19,0,20229,Stewart Cink,1445,2,3,726
20,0,40026,Daniel Berger,1444,1,8,727
21,0,46046,Scottie Scheffler,1409,0,8,762
22,0,34360,Patrick Reed,1381,1,6,790
23,0,29725,Tony Finau,1348,0,7,823
24,0,25396,Kevin Na,1308,1,3,863
25,0,29420,Billy Horschel,1292,1,5,879
26,0,28237,Rory McIlroy,1291,1,6,880
27,0,39977,Max Homa,1220,1,5,951
28,0,39997,Corey Conners,1212,0,7,959
29,0,29478,Kevin Kisner,1200,1,4,971
30,0,37455,Si Woo Kim,1187,1,5,984
31,0,39971,Sungjae Im,1185,0,4,986
32,0,12716,Charley Hoffman,1127,0,5,1044
33,0,26851,Marc Leishman,1103,1,4,1068
34,0,32791,K.H. Lee,1064,1,3,1107
35,0,27644,Brian Harman,1052,0,5,1119
36,0,45157,Cam Davis,1052,1,3,1119
37,0,33667,Carlos Ortiz,1044,1,3,1127
38,0,25900,Lucas Glover,1044,1,4,1127
39,0,26300,Matt Jones,1033,1,3,1138
40,0,21209,Sergio Garcia,1020,1,3,1151
41,0,33419,Cameron Tringale,986,0,4,1185
42,0,29974,Branden Grace,955,1,4,1216
43,0,33141,Keegan Bradley,941,0,4,1230
44,0,34098,Russell Henley,939,0,5,1232
45,0,25364,Paul Casey,932,0,7,1239
46,0,29221,Webb Simpson,920,0,6,1251
47,0,31646,Emiliano Grillo,920,0,4,1251
48,0,20396,Lee Westwood,867,0,2,1304
49,0,27064,Jhonattan Vegas,866,0,4,1305
50,0,26331,Charl Schwartzel,857,0,3,1314
51,0,30926,Chris Kirk,853,0,4,1318
52,0,52372,Cameron Champ,839,1,2,1332
53,0,27214,Kevin Streelman,837,0,4,1334
54,0,46442,Maverick McNealy,830,0,2,1341
55,0,23320,Ryan Palmer,812,0,4,1359
56,0,34264,Hudson Swafford,804,1,3,1367
57,0,32757,Patton Kizzire,802,0,5,1369
58,0,01810,Phil Mickelson,791,1,1,1380
59,0,56278,Matthew Wolff,772,0,2,1399
60,0,40098,Matt Fitzpatrick,748,0,5,1423
61,0,49964,Aaron Wise,741,0,3,1430
62,0,48822,Sebastián Muñoz,740,0,4,1431
63,0,34363,Tyrrell Hatton,739,0,4,1432
64,0,46402,Talor Gooch,739,0,3,1432
65,0,27936,Martin Laird,734,1,1,1437
66,0,33204,Shane Lowry,727,0,4,1444
67,0,35506,Mackenzie Hughes,719,0,4,1452
68,0,34431,Robert Streb,710,1,1,1461
69,0,32640,Troy Merritt,700,0,4,1471
70,0,49771,J.T. Poston,697,0,2,1474
71,0,25804,Bubba Watson,685,0,5,1486
72,0,37189,Harold Varner III,674,0,1,1497
73,0,28252,Seamus Power,670,1,4,1501
74,0,46550,Brandon Hagy,660,0,3,1511
75,0,34256,Andrew Putnam,648,0,4,1523
76,0,40006,Erik van Rooyen,648,1,3,1523
77,0,34076,Joel Dahmen,646,1,3,1525
78,0,35449,Adam Long,636,0,2,1535
79,0,24138,Ian Poulter,628,0,3,1543
80,0,33597,Harry Higgs,614,0,2,1557
81,0,51766,Wyndham Clark,609,0,2,1562
82,0,24502,Adam Scott,604,0,2,1567
83,0,34466,Peter Malnati,602,0,3,1569
84,0,35310,Lanto Griffin,593,0,2,1578
85,0,31560,Brian Stuard,592,0,3,1579
86,0,52375,Doug Ghim,587,0,1,1584
87,0,30163,Henrik Norlander,586,0,3,1585
88,0,53165,Doc Redman,580,0,4,1591
89,0,19846,Brian Gay,579,1,1,1592
90,0,49298,Kramer Hickok,574,0,2,1597
91,0,27349,Alex Noren,567,0,1,1604
