RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
92,0,33486,Roger Sloan,565,0,2,1606
93,0,49766,Hank Lebioda,564,0,3,1607
94,0,40042,Tyler McCumber,551,0,2,1620
95,0,30927,Brendon Todd,544,0,3,1627
96,0,33399,Adam Hadwin,540,0,4,1631
97,0,47993,Denny McCarthy,538,0,3,1633
98,0,29518,Brendan Steele,536,0,3,1635
99,0,49960,Sepp Straka,533,0,3,1638
100,0,27649,Brandt Snedeker,533,0,2,1638
101,0,39546,Keith Mitchell,532,0,3,1639
102,0,27129,Luke List,531,0,5,1640
103,0,47347,Adam Schenk,530,0,2,1641
104,0,54421,Garrick Higgo,515,1,1,1656
105,0,32448,James Hahn,508,0,5,1663
106,0,33122,Russell Knox,507,0,2,1664
107,0,48887,Matt Wallace,502,0,2,1669
108,0,35532,Tom Hoge,502,0,1,1669
109,0,37275,Sam Ryder,499,0,4,1672
110,0,28089,Jason Day,489,0,3,1682
111,0,24361,Pat Perez,489,0,2,1682
112,0,36871,Matthew NeSmith,485,0,2,1686
113,0,24024,Zach Johnson,485,0,3,1686
114,0,31323,Gary Woodland,484,0,3,1687
115,0,30110,Kyle Stanley,477,0,2,1694
116,0,25818,Scott Piercy,470,0,1,1701
117,0,47128,Richy Werenski,467,0,2,1704
118,0,29908,C.T. Pan,466,0,2,1705
119,0,26476,Chez Reavie,457,0,1,1714
120,0,23108,Matt Kuchar,456,0,1,1715
121,0,31420,Anirban Lahiri,455,0,3,1716
122,0,29970,Dylan Frittelli,453,0,3,1718
123,0,29535,Brice Garnett,452,0,3,1719
124,0,30692,Scott Stallings,447,0,2,1724
125,0,34563,Chesson Hadley,440,0,1,1731
126,0,22405,Justin Rose,439,0,3,1732
127,0,19803,Ryan Armour,434,0,4,1737
128,0,36699,Patrick Rodgers,433,0,1,1738
129,0,33490,Bo Hoag,428,0,1743
130,0,27770,Camilo Villegas,412,0,2,1759
131,0,28775,Nate Lashley,410,0,2,1761
132,0,32150,Michael Thompson,403,0,1,1768
133,0,23621,Rory Sabbatini,403,0,2,1768
134,0,32102,Rickie Fowler,402,0,1,1769
135,0,22056,Cameron Percy,400,0,2,1771
136,0,46435,Austin Cook,383,0,1,1788
137,0,30911,Tommy Fleetwood,382,0,2,1789
138,0,39953,Chase Seiffert,380,0,1,1791
139,0,21961,Charles Howell III,378,0,1,1793
140,0,51894,Vince Whaley,373,0,1,1798
141,0,25493,Nick Taylor,370,0,1,1801
142,0,25198,Francesco Molinari,353,0,3,1818
143,0,36801,Mark Hubbard,337,0,1834
144,0,26596,Ryan Moore,332,0,1,1839
145,0,32662,Michael Gligic,330,0,1,1841
146,0,34255,Joseph Bramlett,328,0,1,1843
147,0,23623,Bo Van Pelt,326,0,1,1845
148,0,35461,Beau Hossler,316,0,1,1855
149,0,23325,Vaughn Taylor,306,0,1,1865
150,0,32816,Satoshi Kodaira,287,0,1884
151,0,32070,Rafael Campos,285,0,2,1886
152,0,32139,Danny Willett,278,0,2,1893
153,0,34174,John Huh,274,0,1897
154,0,25686,Jason Dufner,261,0,1910
155,0,33410,Andrew Landry,259,0,1,1912
156,0,35104,Tom Lewis,256,0,1,1915
157,0,06527,Steve Stricker,252,0,1,1919
158,0,29268,Bronson Burgoon,246,0,1925
159,0,56762,Will Gordon,241,0,1930
160,0,29479,Scott Brown,240,0,1,1931
161,0,27942,Rob Oppenheim,229,0,1,1942
162,0,45609,Tyler Duncan,229,0,1942
163,0,26758,David Hearn,227,0,1,1944
164,0,33948,Byeong Hun An,225,0,1,1946
165,0,35658,Kris Ventura,224,0,2,1947
166,0,25632,Jimmy Walker,223,0,1,1948
167,0,46441,Robby Shelton,214,0,1957
168,0,24140,Sean O'Hair,213,0,1,1958
169,0,20766,Padraig Harrington,210,0,1,1961
170,0,26499,Rafa Cabrera Bello,205,0,1966
171,0,31557,Jim Herman,199,0,1972
172,0,27554,Scott Harrington,188,0,1983
173,0,32254,Xinjun Zhang,179,0,1992
174,0,39324,J.J. Spaun,178,0,1,1993
175,0,29484,Peter Uihlein,174,0,1,1997
176,0,32333,Kevin Tway,172,0,1999
177,0,33413,Ben Martin,171,0,1,2000
178,0,27974,Sung Kang,169,0,2002
179,0,33120,Mark Anderson,168,0,1,2003
180,0,47529,Mito Pereira,167,0,2,2004
181,0,48084,Wesley Bryan,157,0,2014
182,0,27556,Ted Potter Jr.,157,0,1,2014
183,0,29926,Danny Lee,152,0,2019
184,0,23983,Luke Donald,149,0,2022
185,0,28420,Ryan Brehm,141,0,2030
186,0,48119,Ben Taylor,135,0,2036
187,0,21528,Henrik Stenson,133,0,2038
188,0,32366,Kevin Chappell,129,0,2042
189,0,28679,Fabián Gómez,125,0,2046
190,0,23788,D.J. Trahan,122,0,2049
191,0,34213,Grayson Murray,122,0,1,2049
192,0,35230,Nelson Ledesma,115,0,2056
193,0,32618,Rhein Gibson,115,0,2056
194,0,27330,Josh Teater,109,0,2062
195,0,25572,Graeme McDowell,104,0,1,2067
196,0,30978,Kiradech Aphibarnrat,99,0,2072
197,0,24924,Bill Haas,99,0,2072
198,0,34314,Sebastian Cappelen,98,0,2073
199,0,34409,David Lingmerth,97,0,2074
200,0,33404,Chris Baker,94,0,2077
201,0,10809,Jim Furyk,91,0,2080
202,0,22371,Aaron Baddeley,90,0,2081
203,0,48045,Michael Gellerman,89,0,2082
204,0,27095,Nick Watney,89,0,2082
205,0,25349,Tim Wilkinson,85,0,2086
206,0,24925,Jonathan Byrd,81,0,2090
207,0,35879,Kelly Kraft,80,0,2091
208,0,35732,Wes Roach,74,0,2097
209,0,20593,Greg Chalmers,64,0,2107
210,0,27141,J.B. Holmes,55,0,2116
211,0,24846,Ricky Barnes,53,0,2118
212,0,34021,Bud Cauley,49,0,2122
213,0,24357,K.J. Choi,45,0,2126
214,0,39975,Michael Kim,44,0,2127
215,0,32200,Roberto Castro,36,0,2135
216,0,27408,Martin Kaymer,35,0,2136
217,0,26951,Johnson Wagner,35,0,2136
218,0,28259,Sangmoon Bae,32,0,2139
219,0,01666,Bernhard Langer,30,0,2141
220,0,20645,John Senden,28,0,2143
221,0,35617,Martin Trainer,25,0,2146
222,0,27895,Jonas Blixt,23,0,2148
223,0,08793,Tiger Woods,20,0,2151
224,0,24358,Robert Garrigus,18,0,2153
225,0,24781,Hunter Mahan,18,0,2153
226,0,10423,Mike Weir,16,0,2155
227,0,25562,Andres Romero,16,0,2155
228,0,40009,Dominic Bozzelli,15,0,2156
229,0,26420,Richard Johnson,13,0,2158
230,0,33449,Zack Sucher,13,0,2158
231,0,24490,George McNeill,13,0,2158
232,0,25240,D.A. Points,13,0,2158
233,0,32334,Charlie Beljan,12,0,2159
234,0,37273,Derek Ernst,11,0,2160
235,0,31202,William McGirt,11,0,2160
236,0,27958,Ryan Blaum,11,0,2160
237,0,23353,J.J. Henry,9,0,2162
238,0,06373,José María Olazábal,9,0,2162
239,0,26679,Kevin Stadler,8,0,2163
240,0,24507,Jason Bohn,8,0,2163
241,0,33418,Shawn Stefani,7,0,2164
242,0,20472,Alex Cejka,7,0,2164
243,0,29289,S.Y. Noh,6,0,2165
244,0,01381,Fred Funk,5,0,2166
245,0,30750,Tommy Gainey,5,0,2166
246,0,20157,Retief Goosen,3,0,2168
247,0,21407,Arjun Atwal,3,0,2168
247,0,40058,Zac Blair,3,0,2168
249,0,08075,Jerry Kelly,3,0,2168
250,0,24449,Parker McLachlin,2,0,2169
