RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
91,-1,28089,Jason Day,23.273,488.735
92,-1,40042,Tyler McCumber,22.969,551.246
93,-1,06527,Steve Stricker,22.920,252.123
94,-1,52375,Doug Ghim,22.584,587.176
95,-1,53165,Doc Redman,22.323,580.399
96,-1,19846,Brian Gay,22.285,579.407
97,-1,35449,Adam Long,21.943,636.357
98,-1,32640,Troy Merritt,21.875,699.994
99,-1,33486,Roger Sloan,21.721,564.752
100,-1,31420,Anirban Lahiri,21.667,455.014
101,-1,30911,Tommy Fleetwood,21.240,382.323
102,-1,35310,Lanto Griffin,21.167,592.687
103,-1,32448,James Hahn,21.154,507.689
104,-1,24024,Zach Johnson,21.091,485.095
105,-1,30163,Henrik Norlander,20.915,585.625
106,-1,34256,Andrew Putnam,20.911,648.253
107,-1,34466,Peter Malnati,20.754,601.853
108,-1,26596,Ryan Moore,20.728,331.652
109,-1,39546,Keith Mitchell,20.466,532.122
110,-1,31323,Gary Woodland,20.165,483.967
111,-1,30927,Brendon Todd,20.140,543.782
112,-1,27649,Brandt Snedeker,19.727,532.622
113,-1,33399,Adam Hadwin,19.275,539.689
114,-1,23108,Matt Kuchar,19.013,456.307
115,-1,25818,Scott Piercy,18.798,469.961
116,-1,47993,Denny McCarthy,18.545,537.801
117,-1,21961,Charles Howell III,17.998,377.950
118,-1,29908,C.T. Pan,17.917,465.832
119,-1,49960,Sepp Straka,17.762,532.872
120,-1,27129,Luke List,17.710,531.300
121,-1,31560,Brian Stuard,17.419,592.244
122,-1,32139,Danny Willett,17.353,277.640
123,-1,36871,Matthew NeSmith,17.336,485.408
124,-1,30692,Scott Stallings,17.189,446.921
125,-1,30110,Kyle Stanley,17.038,477.065
126,-1,34563,Chesson Hadley,16.937,440.355
127,-1,32150,Michael Thompson,16.811,403.466
128,-1,29970,Dylan Frittelli,16.759,452.505
129,-1,32102,Rickie Fowler,16.754,402.099
130,-1,47347,Adam Schenk,16.549,529.559
131,-1,28775,Nate Lashley,16.404,410.111
132,-1,33122,Russell Knox,16.350,506.862
133,-1,23621,Rory Sabbatini,16.112,402.791
134,-1,37275,Sam Ryder,16.104,499.231
135,-1,27770,Camilo Villegas,15.842,411.899
136,-1,26476,Chez Reavie,15.768,457.275
137,-1,24361,Pat Perez,15.765,488.719
138,-1,35532,Tom Hoge,15.691,502.112
139,-1,47128,Richy Werenski,15.561,466.835
140,-1,19803,Ryan Armour,15.489,433.690
141,-1,29535,Brice Garnett,15.070,452.110
142,-1,01666,Bernhard Langer,15.017,30.033
143,0,52215,Robert MacIntyre,14.933,194.126
144,-2,22056,Cameron Percy,14.817,400.058
145,-2,29484,Peter Uihlein,14.517,174.208
146,-2,48084,Wesley Bryan,14.267,156.939
147,-2,51894,Vince Whaley,13.813,372.946
148,-2,34174,John Huh,13.685,273.704
149,-2,39953,Chase Seiffert,13.572,380.003
150,-2,33490,Bo Hoag,13.363,427.631
151,-2,46435,Austin Cook,13.203,382.895
152,-2,20766,Padraig Harrington,13.105,209.686
153,-2,10809,Jim Furyk,12.948,90.633
154,-2,25493,Nick Taylor,12.763,370.139
155,-2,36699,Patrick Rodgers,12.728,432.758
156,-2,34255,Joseph Bramlett,12.157,328.238
157,-2,23623,Bo Van Pelt,11.629,325.608
158,-2,32070,Rafael Campos,11.384,284.598
159,-2,32662,Michael Gligic,11.362,329.505
160,-2,33410,Andrew Landry,10.785,258.833
161,-2,32366,Kevin Chappell,10.770,129.245
162,-2,32816,Satoshi Kodaira,10.635,287.137
163,-2,36801,Mark Hubbard,10.540,337.275
164,-2,35461,Beau Hossler,10.524,315.725
165,-2,23325,Vaughn Taylor,10.207,306.203
166,-2,24140,Sean O'Hair,10.125,212.627
167,-2,33413,Ben Martin,9.479,170.629
168,-2,26758,David Hearn,9.471,227.304
169,-2,29268,Bronson Burgoon,9.456,245.865
170,-2,35104,Tom Lewis,9.157,256.392
171,-2,31557,Jim Herman,9.054,199.185
172,-2,25686,Jason Dufner,8.990,260.719
173,-2,25632,Jimmy Walker,8.929,223.224
174,-2,34409,David Lingmerth,8.823,97.051
175,-2,27942,Rob Oppenheim,8.486,229.112
176,-2,29479,Scott Brown,8.010,240.293
177,-2,33120,Mark Anderson,8.008,168.170
178,-2,26499,Rafa Cabrera Bello,7.883,204.966
179,-2,56762,Will Gordon,7.770,240.873
180,-2,33948,Byeong Hun An,7.762,225.091
181,-2,35658,Kris Ventura,7.738,224.401
182,-2,21528,Henrik Stenson,7.390,133.014
183,-2,32333,Kevin Tway,7.147,171.516
184,-2,48119,Ben Taylor,7.119,135.269
185,-2,27408,Martin Kaymer,7.027,35.133
186,-2,25572,Graeme McDowell,6.959,104.385
187,-2,45609,Tyler Duncan,6.929,228.655
188,-2,39324,J.J. Spaun,6.853,178.190
189,-2,08793,Tiger Woods,6.756,20.267
190,-2,28420,Ryan Brehm,6.732,141.371
191,-2,46441,Robby Shelton,6.698,214.342
192,-2,23983,Luke Donald,6.496,149.400
193,-2,27330,Josh Teater,6.414,109.030
194,-2,32254,Xinjun Zhang,6.409,179.439
195,-2,29926,Danny Lee,6.340,152.148
196,-2,27554,Scott Harrington,6.279,188.381
197,-2,27556,Ted Potter Jr.,6.262,156.550
198,-2,35230,Nelson Ledesma,6.040,114.754
199,-2,30978,Kiradech Aphibarnrat,5.835,99.200
200,-2,34213,Grayson Murray,5.556,122.229
201,-2,27974,Sung Kang,5.462,169.324
202,-2,10423,Mike Weir,5.406,16.217
203,-2,24925,Jonathan Byrd,5.384,80.765
204,-2,20593,Greg Chalmers,5.344,64.127
205,-2,35732,Wes Roach,5.309,74.328
206,-2,25349,Tim Wilkinson,5.293,84.689
207,-2,28679,Fabián Gómez,5.219,125.246
208,-2,32200,Roberto Castro,5.147,36.028
209,-2,23788,D.J. Trahan,5.095,122.271
210,-2,01381,Fred Funk,5.000,5.000
211,-2,32618,Rhein Gibson,4.986,114.670
212,-2,24924,Bill Haas,4.942,98.845
213,-2,35879,Kelly Kraft,4.715,80.157
214,-2,48045,Michael Gellerman,4.703,89.366
215,-2,06373,José María Olazábal,4.675,9.350
216,-2,33404,Chris Baker,4.267,93.863
217,-2,34314,Sebastian Cappelen,4.263,98.040
218,-2,22371,Aaron Baddeley,4.074,89.635
219,-2,24846,Ricky Barnes,4.054,52.701
220,-2,27095,Nick Watney,3.547,88.683
221,-2,20157,Retief Goosen,3.236,3.236
222,-2,28259,Sangmoon Bae,2.924,32.169
223,-2,27895,Jonas Blixt,2.918,23.345
224,-2,27141,J.B. Holmes,2.898,55.065
225,-2,37273,Derek Ernst,2.800,11.200
226,-2,24358,Robert Garrigus,2.630,18.411
227,-2,25562,Andres Romero,2.222,15.556
228,-2,24357,K.J. Choi,2.162,45.408
229,-2,26951,Johnson Wagner,2.157,34.513
230,-2,32334,Charlie Beljan,2.022,12.133
231,-2,20645,John Senden,1.991,27.869
232,-2,24507,Jason Bohn,1.937,7.747
233,-2,26420,Richard Johnson,1.913,13.390
234,-2,39975,Michael Kim,1.469,44.058
235,-2,20472,Alex Cejka,1.406,7.031
236,-2,24490,George McNeill,1.286,12.859
237,-2,40009,Dominic Bozzelli,1.157,15.045
238,-2,30750,Tommy Gainey,1.139,4.554
239,-2,31202,William McGirt,.991,10.900
240,-2,29289,S.Y. Noh,.977,5.860
241,-2,33449,Zack Sucher,.946,13.238
242,-2,23353,J.J. Henry,.937,9.374
243,-2,35617,Martin Trainer,.905,25.336
244,-2,08075,Jerry Kelly,.900,2.700
245,-2,27958,Ryan Blaum,.883,10.595
246,-2,40058,Zac Blair,.725,2.900
247,-2,25240,D.A. Points,.708,12.750
248,-2,24781,Hunter Mahan,.707,18.375
249,-2,33418,Shawn Stefani,.593,7.113
250,-2,26679,Kevin Stadler,.386,8.110
251,-2,21407,Arjun Atwal,.363,2.900
252,-2,24449,Parker McLachlin,.200,1.804
