RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,01226,Fred Couples,112.5,1350,12
2,0,01878,Andy North,117.0,1170,10
3,0,01006,John Adams,121.2,1575,13
4,0,01042,Paul Azinger,126.0,1764,14
4,0,01096,Phil Blackmar,126.0,1638,13
6,0,01068,Andy Bean,134.0,1206,9
7,0,01378,David Frost,134.2,1476,11
8,0,01876,Greg Norman,135.0,1080,8
9,0,01599,Steve Jones,136.8,1368,10
10,0,02321,Fuzzy Zoeller,142.0,1278,9
11,0,06150,Carl Cooper,146.6,1026,7
12,0,01975,Tom Purtzer,154.0,1386,9
13,0,01388,Robert Gamez,158.0,1422,9
14,0,02239,Scott Verplank,158.4,1584,10
15,0,01941,Tom Pernice Jr.,162.0,972,6
16,0,01098,Jay Don Blake,164.9,1649,10
17,0,02087,Don Shirey Jr.,165.6,1656,10
18,0,01161,Mark Calcavecchia,167.4,1674,10
19,0,02133,Craig Stadler,169.7,1188,7
20,0,01307,Joel Edwards,172.0,1548,9
21,0,01522,Lon Hinkle,172.3,1206,7
22,0,01943,Chris Perry,172.8,1728,10
23,0,02041,Bill Sander,178.2,1782,10
24,0,02170,Hal Sutton,180.0,1620,9
25,0,01938,David Peoples,181.6,1998,11
26,0,01495,Morris Hatalsky,186.8,1494,8
27,0,02100,Tim Simpson,187.1,1684,9
28,0,02245,Grant Waite,187.7,1314,7
29,0,01060,Dave Barr,190.0,1710,9
30,0,02303,Robert Wrenn,192.0,1728,9
31,0,02049,Gene Sauers,194.0,1746,9
31,0,02223,Bob Tway,194.0,1746,9
33,0,01723,Andrew Magee,196.0,1764,9
34,0,01527,Scott Hoch,196.3,1570,8
35,0,02214,Kirk Triplett,198.0,1386,7
36,0,01132,Mark Brooks,203.4,2034,10
37,0,02256,Tom Watson,205.2,1026,5
38,0,01049,Ian Baker-Finch,208.3,1458,7
38,0,01468,Gary Hallberg,208.3,1458,7
38,0,02167,Mike Sullivan,208.3,1458,7
41,0,02146,Payne Stewart,213.8,1710,8
42,0,01151,Clark Burroughs,216.0,1728,8
43,0,02118,J.C. Snead,219.0,1314,6
44,0,06142,Mitch Adcock,219.6,1098,5
45,0,06122,Greg Hickman,223.2,1116,5
46,0,01072,Chip Beck,223.7,1566,7
47,0,06148,Dennis Harrington,225.0,1350,6
47,0,02201,Jim Thorpe,225.0,1575,7
49,0,02090,Tom Sieckmann,226.3,1584,7
50,0,01499,Mark Hayes,228.0,1368,6
51,0,02224,Greg Twiggs,228.9,1602,7
52,0,01715,Mark Lye,229.1,1604,7
53,0,01549,Mike Hulbert,230.0,2070,9
54,0,01037,Dewey Arnette,230.4,1152,5
55,0,01418,Bill Glasson,231.2,1156,5
56,0,01706,Davis Love III,234.0,1638,7
57,0,01457,Jay Haas,236.6,1656,7
58,0,06124,Patrick Burke,238.5,954,4
59,0,02322,Richard Zokol,239.6,1198,5
60,0,02101,Joey Sindelar,240.0,1440,6
61,0,01035,Tommy Armour III,240.9,1686,7
62,0,01201,Lennie Clements,244.5,1467,6
63,0,01203,Russ Cochran,246.9,1728,7
63,0,01313,Steve Elkington,246.9,1728,7
65,0,01577,Lee Janzen,249.4,1746,7
66,0,01023,Jerry Anderson,252.0,1008,4
66,0,01196,Brian Claar,252.0,1512,6
66,0,02294,Willie Wood,252.0,1260,5
69,0,01129,Bill Britton,254.6,1782,7
70,0,01891,David Ogrin,255.0,1530,6
71,0,01444,Ken Green,259.3,1556,6
72,0,02067,Ted Schulz,261.0,2088,8
72,0,02180,Harry Taylor,261.0,1044,4
74,0,01557,John Inman,262.3,1836,7
75,0,02246,Duffy Waldorf,264.0,1584,6
76,0,02241,Bobby Wadkins,264.9,1854,7
77,0,06140,Sean Murphy,265.5,1062,4
78,0,01475,Donnie Hammond,266.4,1332,5
78,0,01682,Wayne Levi,266.4,1332,5
