RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01876,Greg Norman,21.94,237,1080
2,0,02049,Gene Sauers,21.82,381,1746
3,0,01887,Mark O'Meara,21.70,332,1530
4,0,01161,Mark Calcavecchia,21.51,360,1674
5,0,02223,Bob Tway,21.42,374,1746
6,0,02146,Payne Stewart,21.29,364,1710
7,0,01706,Davis Love III,21.06,345,1638
8,0,02100,Tim Simpson,21.02,354,1684
9,0,01388,Robert Gamez,20.89,297,1422
10,0,01049,Ian Baker-Finch,20.71,302,1458
10,0,01361,Dan Forsman,20.71,323,1560
12,0,01042,Paul Azinger,20.58,363,1764
12,0,01690,Bruce Lietzke,20.58,226,1098
14,0,01823,Larry Mize,20.43,320,1566
15,0,01766,Billy Mayfair,20.34,399,1962
16,0,01313,Steve Elkington,20.31,351,1728
17,0,01938,David Peoples,20.27,405,1998
18,0,01926,Steve Pate,20.17,363,1800
19,0,02239,Scott Verplank,20.14,319,1584
20,0,01098,Jay Don Blake,20.13,332,1649
20,0,01527,Scott Hoch,20.13,316,1570
22,0,01945,Kenny Perry,20.05,267,1332
23,0,01599,Steve Jones,20.03,274,1368
24,0,02303,Robert Wrenn,19.91,344,1728
25,0,01284,Mike Donald,19.88,408,2052
26,0,01024,Billy Andrade,19.85,368,1854
27,0,01633,Tom Kite,19.77,306,1548
28,0,01226,Fred Couples,19.70,266,1350
29,0,02321,Fuzzy Zoeller,19.64,251,1278
30,0,01559,Hale Irwin,19.58,215,1098
31,0,01968,Nick Price,19.56,345,1764
32,0,02133,Craig Stadler,19.53,232,1188
33,0,02186,Brian Tennyson,19.50,337,1728
34,0,02322,Richard Zokol,19.45,233,1198
35,0,01096,Phil Blackmar,19.41,318,1638
36,0,01261,Jay Delsing,19.39,335,1728
36,0,02007,Larry Rinker,19.39,342,1764
38,0,02170,Hal Sutton,19.38,314,1620
39,0,01219,John Cook,19.24,329,1710
40,0,01329,Brad Faxon,19.16,307,1602
41,0,01569,Peter Jacobsen,19.14,279,1458
41,0,01682,Wayne Levi,19.14,255,1332
43,0,01150,George Burns,19.12,320,1674
44,0,01006,John Adams,19.11,301,1575
44,0,02104,Jeff Sluman,19.11,363,1900
46,0,01035,Tommy Armour III,19.10,322,1686
46,0,01928,Corey Pavin,19.10,361,1890
48,0,01510,Nolan Henke,19.07,302,1584
49,0,02159,Curtis Strange,19.06,247,1296
50,0,01068,Andy Bean,18.99,229,1206
51,0,01975,Tom Purtzer,18.98,263,1386
52,0,01715,Mark Lye,18.95,304,1604
52,0,01960,Don Pooley,18.95,255,1346
54,0,01378,David Frost,18.90,279,1476
54,0,02242,Lanny Wadkins,18.90,279,1476
56,0,01783,Mark McCumber,18.88,282,1494
57,0,01457,Jay Haas,18.84,312,1656
57,0,01577,Lee Janzen,18.84,329,1746
59,0,01414,Bob Gilder,18.79,274,1458
60,0,01837,Gil Morgan,18.76,287,1530
61,0,01133,Billy Ray Brown,18.74,280,1494
