RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,01201,Lennie Clements,72.28,1210,1674,-0.24
2,0,01142,Bart Bryant,71.41,1054,1476,-0.21
3,0,02133,Craig Stadler,71.31,860,1206,-0.25
4,0,02245,Grant Waite,71.30,1078,1512,-0.23
5,0,01060,Dave Barr,70.89,1008,1422,-0.20
6,0,06044,Scott Gump,70.67,1183,1674,-0.21
7,0,02099,Scott Simpson,70.61,1086,1538,-0.26
8,0,01887,Mark O'Meara,70.47,1167,1656,-0.27
9,0,01677,Tom Lehman,70.43,824,1170,-0.20
10,0,01975,Tom Purtzer,70.41,728,1034,-0.23
11,0,02101,Joey Sindelar,70.34,899,1278,-0.23
12,0,01569,Peter Jacobsen,70.22,1125,1602,-0.25
13,0,02170,Hal Sutton,70.04,1185,1692,-0.27
14,0,01040,Emlyn Aubrey,69.83,1081,1548,-0.20
15,0,01725,John Mahaffey,69.68,1016,1458,-0.21
16,0,02214,Kirk Triplett,69.67,1254,1800,-0.28
17,0,01633,Tom Kite,69.61,1040,1494,-0.24
18,0,01599,Steve Jones,69.58,1002,1440,-0.26
19,0,01837,Gil Morgan,69.48,888,1278,-0.25
20,0,02256,Tom Watson,69.44,650,936,-0.21
21,0,06124,Patrick Burke,69.35,880,1269,-0.26
22,0,02321,Fuzzy Zoeller,69.23,675,975,-0.25
23,0,01006,John Adams,69.20,1009,1458,-0.28
23,0,01823,Larry Mize,69.20,847,1224,-0.25
25,0,01132,Mark Brooks,69.10,1107,1602,-0.27
26,0,01219,John Cook,68.97,987,1431,-0.21
27,0,01313,Steve Elkington,68.95,837,1214,-0.25
27,0,02246,Duffy Waldorf,68.95,1117,1620,-0.28
29,0,12660,Jesper Parnevik,68.94,757,1098,-0.28
30,0,01098,Jay Don Blake,68.93,1067,1548,-0.25
30,0,01226,Fred Couples,68.93,670,972,-0.28
32,0,02008,Lee Rinker,68.86,1128,1638,-0.21
33,0,01549,Mike Hulbert,68.63,1260,1836,-0.25
34,0,01203,Russ Cochran,68.59,1000,1458,-0.25
35,0,01326,Nick Faldo,68.55,839,1224,-0.24
36,0,02267,D.A. Weibring,68.47,1023,1494,-0.26
37,0,01960,Don Pooley,68.42,899,1314,-0.26
38,0,01175,Jim Carter,68.29,1180,1728,-0.22
39,0,01890,Brett Ogle,68.26,727,1065,-0.25
39,0,02094,Tony Sills,68.26,897,1314,-0.21
41,0,01361,Dan Forsman,68.25,946,1386,-0.24
42,0,01093,Ronnie Black,68.21,1105,1620,-0.25
43,0,01723,Andrew Magee,68.15,1055,1548,-0.26
44,0,01971,Dillard Pruitt,68.11,944,1386,-0.23
45,0,02239,Scott Verplank,68.04,1041,1530,-0.27
46,0,02104,Jeff Sluman,67.99,1236,1818,-0.26
47,0,01143,Brad Bryant,67.92,1137,1674,-0.27
47,0,01690,Bruce Lietzke,67.92,648,954,-0.22
49,0,01306,David Edwards,67.87,904,1332,-0.24
50,0,01938,David Peoples,67.86,623,918,-0.22
51,0,06527,Steve Stricker,67.74,1012,1494,-0.29
52,0,01381,Fred Funk,67.66,1364,2016,-0.24
53,0,01156,Curt Byrum,67.61,1290,1908,-0.25
54,0,02148,Ray Stewart,67.59,803,1188,-0.20
55,0,01334,Keith Fergus,67.55,997,1476,-0.25
56,0,02223,Bob Tway,67.51,1118,1656,-0.28
57,0,02241,Bobby Wadkins,67.48,1166,1728,-0.20
58,0,01905,Joe Ozaki,67.47,753,1116,-0.27
59,0,08337,Mike Heinen,67.43,1056,1566,-0.27
60,0,09011,David Duval,67.39,1031,1530,-0.28
61,0,02010,Loren Roberts,67.22,980,1458,-0.25
62,0,01945,Kenny Perry,67.20,1137,1692,-0.27
63,0,01418,Bill Glasson,67.15,834,1242,-0.28
63,0,01707,Steve Lowery,67.15,1245,1854,-0.29
65,0,01035,Tommy Armour III,67.09,1111,1656,-0.24
66,0,06315,Pete Jordan,66.95,711,1062,-0.26
67,0,01161,Mark Calcavecchia,66.94,1217,1818,-0.26
68,0,07235,John Morse,66.91,831,1242,-0.22
69,0,01385,Jim Gallagher Jr.,66.90,1144,1710,-0.29
69,0,06090,Jim McGovern,66.90,1168,1746,-0.25
