RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,36852,Jim Knous,47.06,144,306
2,0,24138,Ian Poulter,46.43,117,252
3,0,33486,Roger Sloan,45.27,220,486
4,0,34363,Tyrrell Hatton,45.10,138,306
5,0,37189,Harold Varner III,44.44,160,360
6,0,39058,Lucas Herbert,43.83,142,324
7,0,36799,Stephan Jaeger,43.68,228,522
8,0,32757,Patton Kizzire,43.65,220,504
9,0,34466,Peter Malnati,43.55,243,558
10,0,27349,Alex Noren,43.52,141,324
11,0,49964,Aaron Wise,43.29,187,432
12,0,51894,Vince Whaley,43.21,210,486
13,0,35461,Beau Hossler,43.18,171,396
14,0,35532,Tom Hoge,43.15,233,540
15,0,46717,Viktor Hovland,42.98,147,342
16,0,32839,Hideki Matsuyama,42.90,139,324
17,0,32640,Troy Merritt,42.89,193,450
18,0,30927,Brendon Todd,42.82,185,432
19,0,10381,Curtis Thompson,42.75,177,414
20,0,33204,Shane Lowry,42.36,122,288
21,0,29970,Dylan Frittelli,42.26,213,504
22,0,49766,Hank Lebioda,42.18,205,486
23,0,48822,Sebastián Muñoz,42.13,182,432
24,0,39436,Joshua Creel,42.11,144,342
25,0,29926,Danny Lee,41.98,136,324
25,0,24361,Pat Perez,41.98,136,324
27,0,45522,Christiaan Bezuidenhout,41.92,166,396
28,0,27644,Brian Harman,41.88,196,468
29,0,34174,John Huh,41.79,173,414
29,0,35879,Kelly Kraft,41.79,173,414
31,0,51634,Sahith Theegala,41.76,233,558
32,0,23108,Matt Kuchar,41.67,150,360
32,0,46442,Maverick McNealy,41.67,180,432
32,0,29908,C.T. Pan,41.67,180,432
35,0,25818,Scott Piercy,41.56,187,450
36,0,47504,Sam Burns,41.55,172,414
37,0,40115,Adam Svensson,41.48,224,540
38,0,57366,Cameron Young,41.44,179,432
39,0,40162,Justin Lower,41.41,164,396
40,0,40250,Taylor Pendrith,41.39,149,360
41,0,33141,Keegan Bradley,41.30,171,414
41,0,35310,Lanto Griffin,41.30,171,414
43,0,35891,Cameron Smith,41.18,126,306
44,0,27139,David Skinns,41.16,163,396
45,0,37455,Si Woo Kim,41.15,200,486
46,0,30911,Tommy Fleetwood,41.11,111,270
46,0,34360,Patrick Reed,41.11,148,360
46,0,30692,Scott Stallings,41.11,222,540
49,0,47995,Davis Riley,41.07,207,504
50,0,32816,Satoshi Kodaira,40.97,118,288
50,0,39546,Keith Mitchell,40.97,177,432
52,0,51997,Andrew Novak,40.89,184,450
53,0,33667,Carlos Ortiz,40.83,147,360
53,0,33448,Justin Thomas,40.83,147,360
55,0,35450,Patrick Cantlay,40.74,132,324
55,0,28252,Seamus Power,40.74,176,432
57,0,27895,Jonas Blixt,40.64,139,342
58,0,37275,Sam Ryder,40.61,212,522
59,0,35506,Mackenzie Hughes,40.60,190,468
59,0,35449,Adam Long,40.60,190,468
61,0,46435,Austin Cook,40.58,168,414
61,0,47128,Richy Werenski,40.58,168,414
63,0,32139,Danny Willett,40.56,146,360
64,0,48084,Wesley Bryan,40.52,124,306
65,0,34046,Jordan Spieth,40.48,153,378
66,0,51950,Max McGreevy,40.38,189,468
67,0,28114,Dawie van der Walt,40.34,167,414
68,0,52375,Doug Ghim,40.33,196,486
68,0,46601,Trey Mullinax,40.33,196,486
70,0,21961,Charles Howell III,40.28,116,288
70,0,27974,Sung Kang,40.28,203,504
70,0,28237,Rory McIlroy,40.28,116,288
70,0,25493,Nick Taylor,40.28,203,504
74,0,29478,Kevin Kisner,40.21,152,378
74,0,34610,Matthias Schwab,40.21,152,378
76,0,36326,David Lipsky,40.08,202,504
76,0,39324,J.J. Spaun,40.08,202,504
78,0,12716,Charley Hoffman,39.90,158,396
78,0,36884,Ben Kohles,39.90,158,396
80,0,19803,Ryan Armour,39.87,122,306
81,0,48117,Kurt Kitayama,39.86,165,414
81,0,27770,Camilo Villegas,39.86,165,414
83,0,24502,Adam Scott,39.77,136,342
84,0,34098,Russell Henley,39.68,150,378
84,0,47993,Denny McCarthy,39.68,200,504
86,0,49960,Sepp Straka,39.61,221,558
87,0,25198,Francesco Molinari,39.58,114,288
88,0,47347,Adam Schenk,39.44,213,540
89,0,31420,Anirban Lahiri,39.35,170,432
90,0,49298,Kramer Hickok,39.25,219,558
91,0,30978,Kiradech Aphibarnrat,39.22,120,306
91,0,23621,Rory Sabbatini,39.22,120,306
93,0,47988,Nick Hardy,39.18,134,342
94,0,36801,Mark Hubbard,39.17,141,360
95,0,46046,Scottie Scheffler,39.13,162,414
96,0,32150,Michael Thompson,39.11,176,450
97,0,45526,Abraham Ancer,38.89,119,306
97,0,29535,Brice Garnett,38.89,189,486
97,0,24924,Bill Haas,38.89,203,522
97,0,39977,Max Homa,38.89,154,396
97,0,29420,Billy Horschel,38.89,140,360
97,0,24024,Zach Johnson,38.89,154,396
97,0,26851,Marc Leishman,38.89,147,378
97,0,50525,Collin Morikawa,38.89,119,306
97,0,23325,Vaughn Taylor,38.89,112,288
97,0,47483,Will Zalatoris,38.89,154,396
107,0,34256,Andrew Putnam,38.70,202,522
108,0,32102,Rickie Fowler,38.64,153,396
109,0,40098,Matt Fitzpatrick,38.60,132,342
109,0,48081,Xander Schauffele,38.60,132,342
111,0,33490,Bo Hoag,38.58,125,324
112,0,36689,Brooks Koepka,38.52,104,270
113,0,22056,Cameron Percy,38.49,97,252
114,0,37212,Paul Barjon,38.43,166,432
114,0,29725,Tony Finau,38.43,166,432
114,0,32448,James Hahn,38.43,166,432
114,0,39971,Sungjae Im,38.43,166,432
118,0,31560,Brian Stuard,38.37,221,576
119,0,32791,K.H. Lee,38.29,193,504
120,0,33419,Cameron Tringale,38.27,186,486
121,0,33399,Adam Hadwin,38.22,172,450
122,0,34076,Joel Dahmen,38.19,165,432
122,0,22405,Justin Rose,38.19,110,288
124,0,45486,Joaquin Niemann,38.13,151,396
125,0,45157,Cam Davis,37.96,164,432
125,0,29221,Webb Simpson,37.96,123,324
127,0,49771,J.T. Poston,37.93,198,522
128,0,46550,Brandon Hagy,37.86,184,486
128,0,27214,Kevin Streelman,37.86,184,486
128,0,32333,Kevin Tway,37.86,184,486
131,0,34264,Hudson Swafford,37.83,143,378
132,0,46402,Talor Gooch,37.78,136,360
132,0,47983,Chad Ramey,37.78,170,450
132,0,56278,Matthew Wolff,37.78,102,270
135,0,47856,Seth Reeves,37.73,163,432
136,0,29518,Brendan Steele,37.63,149,396
137,0,35110,Brett Drewitt,37.57,142,378
137,0,23320,Ryan Palmer,37.57,142,378
139,0,30926,Chris Kirk,37.50,162,432
140,0,29974,Branden Grace,37.35,121,324
140,0,46970,Jon Rahm,37.35,121,324
142,0,26476,Chez Reavie,37.33,168,450
143,0,32662,Michael Gligic,37.30,141,378
144,0,28775,Nate Lashley,37.27,161,432
145,0,48699,Callum Tarren,37.20,154,414
146,0,23983,Luke Donald,37.12,147,396
147,0,45609,Tyler Duncan,37.11,167,450
148,0,49947,Taylor Moore,36.97,173,468
149,0,26300,Matt Jones,36.94,133,360
150,0,33597,Harry Higgs,36.90,186,504
151,0,31646,Emiliano Grillo,36.83,179,486
152,0,40006,Erik van Rooyen,36.81,106,288
153,0,35617,Martin Trainer,36.71,185,504
154,0,52372,Cameron Champ,36.55,125,342
155,0,27129,Luke List,36.54,171,468
156,0,55708,Hayden Buckley,36.40,190,522
157,0,45540,Jared Wolfe,36.36,144,396
158,0,29289,S.Y. Noh,36.26,124,342
159,0,52374,Brandon Wu,36.22,163,450
160,0,32366,Kevin Chappell,36.11,117,324
160,0,31557,Jim Herman,36.11,117,324
160,0,51890,Greyson Sigg,36.11,182,504
163,0,25900,Lucas Glover,36.01,175,486
163,0,36871,Matthew NeSmith,36.01,175,486
165,0,51766,Wyndham Clark,35.91,181,504
166,0,39997,Corey Conners,35.88,155,432
167,0,25686,Jason Dufner,35.83,129,360
168,0,24925,Jonathan Byrd,35.80,116,324
169,0,54628,Lee Hodges,35.71,180,504
169,0,34431,Robert Streb,35.71,180,504
171,0,28089,Jason Day,35.62,109,306
171,0,30944,Jason Kokrak,35.62,109,306
173,0,30163,Henrik Norlander,35.56,160,450
174,0,53165,Doc Redman,35.47,166,468
175,0,46340,Alex Smalley,35.44,185,522
176,0,50095,Austin Smotherman,35.27,146,414
177,0,24980,Scott Gutschewski,35.19,133,378
178,0,27936,Martin Laird,35.00,126,360
178,0,48887,Matt Wallace,35.00,126,360
180,0,54783,Dylan Wu,34.54,143,414
181,0,27649,Brandt Snedeker,34.39,130,378
182,0,27064,Jhonattan Vegas,34.34,136,396
183,0,36699,Patrick Rodgers,34.19,160,468
184,0,47529,Mito Pereira,33.97,159,468
185,0,34563,Chesson Hadley,33.74,164,486
186,0,34255,Joseph Bramlett,33.54,163,486
187,0,39953,Chase Seiffert,33.33,102,306
187,0,27095,Nick Watney,33.33,168,504
189,0,46414,Aaron Rai,32.92,160,486
190,0,33122,Russell Knox,31.69,154,486
191,0,31323,Gary Woodland,31.64,131,414
192,0,20229,Stewart Cink,31.56,142,450
193,0,54421,Garrick Higgo,30.16,114,378
