RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
1,0,25572,Graeme McDowell,88' 0",WM Phoenix Open,1,17
2,0,29908,C.T. Pan,87' 7",3M Open,4,18
3,0,28089,Jason Day,82' 6",THE PLAYERS,2,14
4,0,46340,Alex Smalley,78' 6",Genesis,4,6
5,0,33490,Bo Hoag,77' 9",Fortinet Championship,2,5
6,0,47504,Sam Burns,75' 10",THE PLAYERS,2,16
7,0,34213,Grayson Murray,74' 11",3M Open,1,1
8,0,10381,Curtis Thompson,74' 1",Travelers,1,1
9,0,54421,Garrick Higgo,73' 1",Honda,1,11
10,0,32333,Kevin Tway,72' 10",Mexico Open,2,4
11,0,31646,Emiliano Grillo,72' 3",AT&T Byron Nelson,2,9
12,0,35617,Martin Trainer,71' 1",Houston Open,4,11
13,0,24024,Zach Johnson,70' 11",Arnold Palmer,4,14
14,0,26476,Chez Reavie,70' 3",Wyndham,1,15
15,0,19846,Brian Gay,69' 10",Honda,4,15
16,0,36799,Stephan Jaeger,69' 9",WM Phoenix Open,3,12
17,0,46442,Maverick McNealy,69' 8",Genesis,2,5
18,0,29725,Tony Finau,69' 2",Genesis,2,3
19,0,46550,Brandon Hagy,68' 10",Wells Fargo,1,16
20,0,46435,Austin Cook,68' 4",RBC Canadian,4,6
21,0,34098,Russell Henley,67' 1",BMW Championship,1,15
22,0,54628,Lee Hodges,66' 8",AT&T Pebble Beach,3,2
23,0,46402,Talor Gooch,66' 5",The RSM Classic,2,7
24,0,33410,Andrew Landry,66' 2",Genesis,2,6
25,0,32640,Troy Merritt,66' 0",Valspar,2,17
26,0,26329,Louis Oosthuizen,65' 10",Honda,1,13
27,0,30927,Brendon Todd,65' 8",Honda,2,2
28,0,48084,Wesley Bryan,65' 6",AT&T Byron Nelson,1,13
29,0,34076,Joel Dahmen,65' 4",Genesis,4,2
30,0,27974,Sung Kang,64' 5",Sony Open,1,8
31,0,26331,Charl Schwartzel,64' 3",AT&T Byron Nelson,1,13
31,0,33448,Justin Thomas,64' 3",Valspar,1,14
33,0,35450,Patrick Cantlay,64' 2",the Memorial,3,15
34,0,56278,Matthew Wolff,64' 1",Honda,2,10
35,0,30911,Tommy Fleetwood,63' 11",Arnold Palmer,2,11
36,0,27064,Jhonattan Vegas,63' 1",the Memorial,2,15
37,0,47993,Denny McCarthy,62' 11",PGA Championship,3,8
38,0,24138,Ian Poulter,62' 9",Shriners,2,14
39,0,52374,Brandon Wu,62' 4",FedEx St. Jude,2,4
40,0,33486,Roger Sloan,62' 3",Valero,2,13
41,0,30933,Jeff Sorenson,62' 1",3M Open,2,14
42,0,32150,Michael Thompson,61' 10",Sony Open,4,10
43,0,27936,Martin Laird,61' 7",Wells Fargo,2,4
44,0,49947,Taylor Moore,61' 5",AT&T Byron Nelson,4,8
45,0,47483,Will Zalatoris,61' 1",Wyndham,2,15
46,0,39977,Max Homa,61' 0",Genesis,3,1
47,0,47128,Richy Werenski,60' 9",Valero,2,7
48,0,39537,Chris Naegel,60' 5",Rocket Mortgage,4,10
49,0,27958,Ryan Blaum,60' 3",Mexico Open,3,8
49,0,48699,Callum Tarren,60' 3",John Deere,1,2
51,0,29478,Kevin Kisner,60' 1",U.S. Open,2,4
52,0,34255,Joseph Bramlett,59' 10",THE PLAYERS,2,7
52,0,35310,Lanto Griffin,59' 10",AT&T Byron Nelson,2,13
52,0,24140,Sean O'Hair,59' 10",3M Open,1,15
55,0,40115,Adam Svensson,59' 9",The RSM Classic,2,3
56,0,60975,Michael Duncan,59' 7",Fortinet Championship,1,5
57,0,39546,Keith Mitchell,59' 6",THE CJ CUP,2,3
58,0,33122,Russell Knox,59' 5",Sony Open,1,1
58,0,34466,Peter Malnati,59' 5",AT&T Byron Nelson,1,9
60,0,31560,Brian Stuard,59' 2",Farmers,2,12
61,0,59652,Sam Bennett,58' 11",Arnold Palmer,1,7
61,0,55182,Tom Kim,58' 11",Wyndham,1,14
61,0,47983,Chad Ramey,58' 11",John Deere,2,4
64,0,35461,Beau Hossler,58' 9",the Memorial,3,12
65,0,49298,Kramer Hickok,58' 8",Barbasol,2,9
65,0,59141,Matt McCarty,58' 8",U.S. Open,1,15
67,0,20229,Stewart Cink,58' 7",Wells Fargo,4,11
68,0,37275,Sam Ryder,58' 6",Travelers,3,8
69,0,29289,S.Y. Noh,58' 5",Farmers,3,18
70,0,33399,Adam Hadwin,58' 4",the Memorial,3,13
71,0,33667,Carlos Ortiz,58' 3",Mexico Open,1,6
72,0,20766,Padraig Harrington,58' 0",Arnold Palmer,2,10
73,0,45522,Christiaan Bezuidenhout,57' 8",BMW Championship,3,15
74,0,48117,Kurt Kitayama,57' 6",Sony Open,2,16
74,0,50525,Collin Morikawa,57' 6",BMW Championship,1,7
76,0,37189,Harold Varner III,57' 4",Sanderson Farms,4,10
77,0,32662,Michael Gligic,57' 3",Travelers,2,5
77,0,23325,Vaughn Taylor,57' 3",Wyndham,2,11
79,0,01810,Phil Mickelson,57' 2",U.S. Open,2,6
79,0,45486,Joaquin Niemann,57' 2",BMW Championship,1,11
79,0,27349,Alex Noren,57' 2",WM Phoenix Open,4,14
82,0,29420,Billy Horschel,57' 0",Sentry,4,5
83,0,51890,Greyson Sigg,56' 8",Farmers,4,16
84,0,33597,Harry Higgs,56' 7",Fortinet Championship,2,7
84,0,51997,Andrew Novak,56' 7",The RSM Classic,3,2
86,0,33204,Shane Lowry,56' 6",BMW Championship,1,14
87,0,24846,Ricky Barnes,56' 5",Wyndham,1,1
88,0,30944,Jason Kokrak,56' 2",U.S. Open,2,6
89,0,29221,Webb Simpson,56' 1",John Deere,1,9
90,0,57975,Harry Hall,55' 9",Shriners,1,9
91,0,33419,Cameron Tringale,55' 8",Fortinet Championship,1,14
91,0,27095,Nick Watney,55' 8",Rocket Mortgage,2,17
93,0,55372,Adam D'Amario,55' 7",Travelers,1,16
94,0,29535,Brice Garnett,55' 6",AT&T Byron Nelson,4,12
95,0,34264,Hudson Swafford,55' 5",WM Phoenix Open,1,13
96,0,51634,Sahith Theegala,55' 2",Sony Open,1,6
97,0,39436,Joshua Creel,55' 1",The RSM Classic,3,14
97,0,47056,Rikuya Hoshino,55' 1",PGA Championship,1,2
97,0,35506,Mackenzie Hughes,55' 1",the Memorial,2,12
97,0,26851,Marc Leishman,55' 1",FedEx St. Jude,4,1
97,0,47856,Seth Reeves,55' 1",Mexico Open,2,13
102,0,39953,Chase Seiffert,55' 0",3M Open,2,5
103,0,30996,Mark Baldwin,54' 11",AT&T Pebble Beach,2,9
103,0,27129,Luke List,54' 11",Sanderson Farms,4,14
105,0,35449,Adam Long,54' 5",3M Open,4,2
106,0,21209,Sergio Garcia,54' 4",Arnold Palmer,2,10
