RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
40,0,24457,Jaco Van Zyl,1.10,52.64,-50.22,30.43
41,0,30978,Kiradech Aphibarnrat,1.08,56.19,-68.52,31.28
42,0,22371,Aaron Baddeley,1.08,56.08,-32.44,24.85
43,0,29330,Park Sang-eon,1.06,55.33,-29.90,21.82
44,0,35891,Cameron Smith,1.06,55.27,-37.14,26.88
45,0,34554,Jung-gon Hwang,1.05,54.81,-29.48,32.26
46,0,47238,Jazz Janewattananond,1.00,43.00,-14.64,37.73
47,0,39971,Sungjae Im,.97,38.74,-7.47,33.18
48,0,25562,Andres Romero,.97,38.71,-10.05,34.80
49,0,37454,Whee Kim,.95,49.32,-20.30,34.38
50,0,29833,Yoshinori Fujimoto,.95,48.37,-35.69,25.51
51,0,29378,Daisuke Kataoka,.95,49.27,-34.63,15.62
52,0,35912,Haydn Porteous,.93,48.32,-20.17,37.23
53,0,25883,Kyung-Nam Kang,.93,37.17,-8.18,28.54
54,0,20213,Katsumasa Miyamoto,.90,46.78,-20.62,29.49
55,0,28783,Sam Brazel,.88,38.92,-18.86,11.44
56,0,25493,Nick Taylor,.88,45.85,-15.90,38.84
57,0,24461,Thomas Aiken,.88,45.80,-31.57,29.72
58,0,30852,Ryo Ishikawa,.88,35.05,-40.87,5.06
59,0,20572,Rod Pampling,.88,45.50,-27.72,11.20
60,0,30008,Jbe' Kruger,.86,44.75,-17.10,32.75
61,0,35834,Hyungjoon Lee,.85,33.93,-8.11,23.28
62,0,26758,David Hearn,.84,43.71,-36.58,24.66
63,0,28697,Gaganjeet Bhullar,.82,35.26,-17.95,11.00
64,0,29289,S.Y. Noh,.82,42.43,-20.54,36.75
65,0,47239,Phachara Khongwatmai,.81,41.08,-23.01,30.93
66,0,28679,Fabián Gómez,.80,41.76,-54.66,8.62
67,0,24083,Marcus Fraser,.80,41.60,-39.74,13.27
68,0,31569,Jason Scrivener,.79,39.72,-22.20,23.45
69,0,25203,SSP Chawrasia,.79,41.25,-23.29,25.21
70,0,33115,Jinho Choi,.79,31.54,-15.45,19.12
71,0,22046,Geoff Ogilvy,.78,38.08,-21.59,20.92
72,0,31678,Oliver Bekker,.78,40.39,-9.99,33.70
73,0,23797,Brett Rumford,.77,36.11,-18.50,27.65
74,0,33227,Hyun-woo Ryu,.76,39.42,-18.70,20.04
75,0,27577,Peter Karmis,.74,29.72,-7.53,25.11
76,0,37338,Zecheng Dou,.74,38.50,-19.22,22.23
77,0,34541,Poom Saksansin,.73,34.17,-13.18,19.50
78,0,45526,Abraham Ancer,.72,37.69,-8.77,36.42
79,0,22080,Prayad Marksaeng,.72,37.43,-33.62,36.17
80,0,31273,Gavin Kyle Green,.72,34.32,-15.04,26.12
81,0,20218,Shingo Katayama,.71,33.28,-39.71,2.71
82,0,06567,Vijay Singh,.70,30.22,-25.80,11.12
83,0,32105,Nicholas Fung,.70,34.79,-15.00,21.21
84,0,20721,Darren Fichardt,.69,33.29,-21.41,23.73
85,0,39327,Ben Silverman,.69,27.74,-1.76,27.10
86,0,32791,K.H. Lee,.69,35.83,-35.59,8.03
87,0,32254,Xinjun Zhang,.69,33.68,-13.40,21.65
88,0,34542,Rattanon Wannasrichan,.68,31.92,-9.75,25.02
89,0,35261,Miguel Tabuena,.65,28.45,-28.49,9.03
90,0,20157,Retief Goosen,.65,25.85,-23.60,14.29
91,0,37008,Danthai Boonma,.64,33.39,-16.07,13.86
92,0,26444,Juvic Pagunsan,.64,33.05,-13.83,27.63
93,0,37447,Zander Lombard,.63,32.89,-16.57,20.79
94,0,27081,Seunghyuk Kim,.63,32.63,-6.51,24.00
95,0,26418,Adam Bland,.63,31.94,-15.88,30.23
96,0,40006,Erik van Rooyen,.62,25.32,-8.71,24.79
97,0,28132,Tyrone Van Aswegen,.61,31.87,-22.61,18.36
98,0,37380,Curtis Luck,.61,24.49,-7.34,18.36
99,0,24748,WC Liang,.61,24.47,-18.27,17.37
100,0,33232,Sang-hee Lee,.61,31.77,-11.68,23.40
101,0,26328,Shaun Norris,.61,31.77,-21.20,21.63
102,0,48822,Sebastián Muñoz,.61,30.54,-7.80,26.59
103,0,37446,Jacques Kruyswijk,.60,25.11,-11.91,11.63
104,0,27929,Shiv Kapur,.59,27.58,-8.28,25.62
105,0,33870,Ashun Wu,.59,30.46,-26.73,11.03
106,0,34707,Siddikur Rahman,.58,24.52,-12.34,21.27
107,0,26300,Matt Jones,.58,30.21,-45.82,13.78
108,0,34168,Soomin Lee,.57,29.89,-34.05,8.87
109,0,24463,Trevor Fisher Jr,.56,25.67,-16.62,22.30
110,0,24357,K.J. Choi,.56,27.29,-29.12,7.76
111,0,23621,Rory Sabbatini,.55,26.58,-15.61,25.02
112,0,35113,Dimi Papadatos,.55,24.31,-6.03,26.00
113,0,27770,Camilo Villegas,.54,28.33,-19.13,14.88
114,0,33610,Panuphol Pittayarat,.54,26.14,-10.75,19.41
115,0,34225,Lee Jung-hwan,.54,21.76,-.96,21.83
116,0,27118,Toshinori Muto,.54,28.27,-26.11,9.68
117,0,26341,Wade Ormsby,.54,22.79,-10.45,17.54
118,0,23725,Brendan Jones,.54,25.95,-13.70,10.42
119,0,47906,Austin Connelly,.54,21.54,-2.86,19.03
120,0,27119,Koumei Oda,.54,27.97,-26.02,7.70
121,0,29334,Jaco Ahlers,.54,27.42,-16.80,8.81
122,0,46154,Yi Keun Chang,.54,21.47,-5.09,19.27
123,0,22056,Cameron Percy,.53,25.39,-13.02,18.35
124,0,36724,Augusto Núñez,.53,24.74,-9.79,13.59
125,0,26924,Adam Blyth,.52,20.95,-10.82,5.82
126,0,20593,Greg Chalmers,.52,27.11,-16.06,11.18
127,0,20645,John Senden,.51,24.66,-37.67,.00
128,0,32070,Rafael Campos,.50,23.42,-7.38,22.77
129,0,33218,Jin-jae Byun,.50,19.91,-5.05,14.28
130,0,26808,Tadahiro Takayama,.50,23.79,-15.61,7.62
131,0,31577,Tano Goya,.49,19.60,-9.52,16.23
132,0,33023,Ockert Strydom,.49,20.44,-10.93,11.47
133,0,29078,Chan Shih-chang,.49,24.81,-18.66,.00
134,0,21284,Hiroyuki Fujita,.48,25.07,-16.65,10.07
135,0,25349,Tim Wilkinson,.48,24.54,-13.88,13.49
136,0,35986,Todd Sinnott,.48,19.15,-7.76,20.33
137,0,45166,Yujiro Ohori,.47,18.81,-5.79,10.27
138,0,33605,Gunn Charoenkul,.46,18.59,-10.28,6.77
139,0,36514,Yuki Inamori,.45,22.51,-16.63,8.79
140,0,47529,Mito Pereira,.45,19.16,-7.04,8.99
141,0,29976,P. Tangkamolpraser,.45,23.17,-16.89,3.92
142,0,29303,Hur In-hoi,.45,17.81,-5.29,12.40
143,0,32979,Jacques Blaauw,.44,23.13,-15.98,12.31
144,0,32058,José de Jesús Rodríguez,.44,17.69,-2.14,17.37
145,0,33780,Nick Cullen,.44,20.72,-11.90,9.59
146,0,37452,Ashley Hall,.44,17.59,-10.05,.00
147,0,23783,Felipe Aguilar,.44,22.78,-16.77,7.98
148,0,35134,Riekus Nortje,.44,17.48,-1.81,15.61
149,0,35908,Jared Harvey,.43,19.05,-2.57,20.45
150,0,20698,Adilson da Silva,.43,21.55,-16.31,12.00
151,0,20638,Jason Norris,.43,17.22,-2.60,15.00
152,0,23699,Danny Chia,.43,20.97,-20.82,6.65
153,0,45988,Brett Coletta,.42,16.96,-6.01,5.01
154,0,29229,Jun-won Park,.42,19.47,-14.76,5.84
155,0,39113,Shubhankar Sharma,.42,16.93,-9.67,13.53
156,0,26435,Angelo Que,.42,21.98,-14.88,15.18
157,0,28521,Ryutaro Nagano,.42,21.97,-20.06,5.85
158,0,32618,Rhein Gibson,.42,21.89,-20.32,5.33
159,0,28092,D.H. Lee,.42,21.88,-11.79,21.76
160,0,20935,Toru Taniguchi,.41,17.32,-7.26,16.00
161,0,24077,Matthew Millar,.41,16.49,-12.02,11.64
162,0,45522,Christiaan Bezuidenhout,.41,20.38,-13.69,11.29
163,0,45719,Suradit Yongcharoenchai,.41,17.83,-7.90,9.66
164,0,06522,Ernie Els,.41,21.06,-16.66,12.05
165,0,34659,Lee Chang-woo,.40,16.12,-9.13,4.62
166,0,39251,Ryan Ruffels,.40,16.11,-5.98,8.66
167,0,21339,Keith Horne,.40,20.91,-17.06,13.25
168,0,35629,Heung-Chol Joo,.40,16.01,-10.95,2.88
169,0,34031,Dong Seop Maeng,.40,15.95,-1.16,15.93
170,0,30191,Julián Etulain,.40,20.70,-12.05,11.49
171,0,37372,Jarryd Felton,.40,15.85,-6.85,9.11
172,0,27140,Justin Walters,.40,20.60,-15.89,10.49
173,0,24039,Prom Meesawat,.39,20.31,-21.82,6.11
174,0,31418,Rashid Khan,.38,15.30,-9.73,7.39
175,0,46248,Tirawat Kaewsiribandt,.38,17.21,-4.11,13.44
176,0,28670,Wonjoon Lee,.38,18.82,-14.07,6.35
177,0,35376,Roberto Díaz,.37,17.20,-6.11,15.89
178,0,30860,Shunsuke Sonoda,.37,18.61,-13.70,5.62
179,0,20098,Stuart Appleby,.36,18.59,-8.08,10.62
180,0,34126,Scott Vincent,.36,16.22,-11.86,3.51
181,0,37092,Hyung-Sung Kim,.36,18.66,-22.36,3.99
182,0,37249,Ryuko Tokimatsu,.36,14.31,-8.62,3.82
183,0,34128,Eun Shin Park,.36,14.26,-.73,14.02
184,0,34680,Masaru Takahashi,.35,14.18,-4.91,12.80
185,0,38903,Daniel Pearce,.35,14.17,-6.27,12.01
186,0,33486,Roger Sloan,.35,15.13,-5.92,10.61
187,0,31670,Matthew Griffin,.35,18.12,-14.15,9.69
188,0,33230,Jun-sub Park,.35,13.82,-3.68,8.46
189,0,33769,Thanyakorn Khrongpha,.34,17.87,-22.68,4.67
190,0,29942,Mark Tullo,.34,14.06,-2.85,10.94
191,0,32815,Masahiro Kawamura,.34,17.66,-18.96,4.26
192,0,27784,Wen-Tang Lin,.33,13.35,-14.45,2.60
193,0,45847,JC Ritchie,.33,15.26,-4.01,14.00
194,0,22032,Tomohiro Kondo,.33,15.54,-19.17,3.00
195,0,20940,Kenichi Kuboya,.33,15.09,-1.59,16.32
196,0,35099,Khalin Joshi,.33,13.04,-4.94,10.50
197,0,25067,Lu Wei-chih,.32,12.92,-10.40,.00
198,0,35181,Daniel van Tonder,.32,15.80,-10.28,8.71
199,0,29971,Lyle Rowe,.32,15.90,-6.57,11.78
200,0,29781,Byungmin Cho,.32,14.54,-8.85,5.29
201,0,39965,Hyung-seok Seo,.31,12.52,-1.18,11.70
202,0,35101,Chikkarangappa S.,.31,12.42,-11.42,1.62
203,0,29806,Hung Chien-yao,.31,13.34,-7.20,6.89
204,0,35107,Jordan Zunic,.31,12.97,-6.89,7.34
205,0,20802,Jean Hugo,.31,14.50,-12.41,10.71
206,0,27091,Kunihiro Kamii,.31,12.23,-1.02,11.32
207,0,29376,Atomu Shigenaga,.30,13.37,-11.29,4.40
208,0,29469,Ryuji Masaoka,.30,12.12,-4.49,4.97
209,0,33921,Ben Campbell,.30,11.94,-2.66,11.50
210,0,27747,Hiroshi Iwata,.30,15.37,-26.07,2.43
211,0,20631,David McKenzie,.29,11.63,-4.14,10.82
212,0,39185,Jake McLeod,.29,11.61,-4.05,9.60
213,0,29294,Ho Sung Choi,.29,14.17,-8.38,3.76
214,0,20569,Richard Green,.29,13.23,-17.35,5.68
215,0,33881,Damien Jordan,.29,11.43,-2.66,12.16
216,0,22951,Azuma Yano,.28,12.24,-11.99,3.42
217,0,35880,Jake Higginbottom,.28,11.20,-3.64,7.30
218,0,35911,Ruan de Smidt,.28,14.41,-9.06,4.98
219,0,30768,Yoon Jung-ho,.28,11.04,-4.21,4.09
220,0,28620,Aron Price,.28,11.02,-9.29,7.56
221,0,25290,Kurt Barnes,.27,12.03,-6.87,3.68
222,0,32798,Seong-Yong Kim,.27,10.88,-1.08,11.47
223,0,22117,Jyoti Randhawa,.27,10.87,-7.28,1.22
224,0,39997,Corey Conners,.27,13.81,-7.04,10.01
225,0,25132,Cho Min-jun,.27,14.06,-12.59,3.42
226,0,33131,Kyongjun Moon,.27,13.72,-6.41,10.08
227,0,24663,Y.E. Yang,.26,11.44,-14.42,6.78
228,0,27619,Ben Leong,.26,10.39,-2.89,10.64
229,0,29740,Brad Fritsch,.26,10.59,-13.55,3.48
230,0,31561,Ippei Koike,.25,12.74,-12.75,.00
231,0,25199,Mukesh Kumar,.25,10.18,-4.42,.00
232,0,20594,David Bransdon,.25,10.40,-7.25,8.77
233,0,22400,Hennie Otto,.25,9.97,-4.10,9.59
234,0,35930,Deyen Lawson,.25,9.95,-2.80,8.40
235,0,35094,Sutijet Kooratanapis,.25,10.91,-10.28,2.40
236,0,39058,Lucas Herbert,.25,9.90,-3.54,5.82
237,0,31115,Michio Matsumura,.25,11.53,-14.76,6.06
238,0,32235,Gi-Whan Kim,.24,10.52,-4.80,9.30
239,0,28698,Chiragh Kumar,.24,10.50,-11.61,5.64
240,0,28542,Shintaro Kobayashi,.24,11.47,-10.35,.00
241,0,36528,Yanwei Liu,.24,11.21,-2.54,10.55
242,0,35741,Jae-Min Hwang,.24,9.74,-1.35,7.11
243,0,35807,José Toledo,.24,9.69,-1.51,9.60
244,0,31681,Louis de Jager,.24,11.79,-5.99,6.20
245,0,34549,Chanachok Dejpiratan,.24,9.60,-.58,8.95
246,0,24580,Rahil Gangjee,.24,9.51,-8.69,3.40
247,0,25870,Alex Haindl,.24,9.95,-1.70,8.84
248,0,33689,Jinichiro Kozuma,.24,9.43,-2.95,5.78
249,0,28646,Panawat Muenlek,.23,9.33,-7.43,3.90
250,0,33667,Carlos Ortiz,.23,12.01,-10.25,7.93
251,0,24321,Kodai Ichihara,.23,11.31,-11.94,.00
252,0,21470,Daisuke Maruyama,.23,9.21,-3.06,5.52
253,0,33017,Keenan Davidse,.23,9.18,-1.03,9.01
254,0,24810,Takashi Iwamoto,.23,9.17,-5.78,1.20
255,0,20773,Taichi Teshima,.23,10.45,-14.49,3.50
256,0,45409,Huilin Zhang,.23,9.03,-7.15,.00
257,0,33073,Supakorn Utaipat,.23,9.47,-1.71,6.00
258,0,45403,Hong-taek Kim,.23,9.00,.00,9.00
259,0,28938,Justin Harding,.22,10.84,-7.38,2.40
260,0,28143,Chapchai Nirat,.22,11.47,-11.23,1.78
261,0,30763,Woo-Hyun Kim,.22,8.80,-.20,9.00
262,0,24034,Kazuhiro Yamashita,.22,10.10,-9.01,1.20
263,0,20808,Vaughn Groenewald,.22,11.13,-12.41,6.53
264,0,39853,Tae-woo KIM,.22,8.72,-3.90,2.43
265,0,35147,JJ Senekal,.22,9.33,-.58,8.69
266,0,28111,Jake Roos,.22,8.84,-4.16,6.87
267,0,27997,Chris Swanepoel,.22,10.76,-7.65,8.81
268,0,35110,Brett Drewitt,.22,10.10,-4.86,5.36
269,0,38996,NattawatSuvana Suvanajanak,.21,8.41,-.11,8.52
270,0,33606,Thitipan PACHUAYPRAKONG,.21,8.62,-9.57,.00
271,0,39852,Doyeob Mun,.21,8.37,-3.25,3.24
272,0,47078,Travis Smyth,.21,8.35,-1.80,6.00
273,0,33841,Jamie Arnold,.21,8.34,-.65,7.55
274,0,28093,Miguel Angel Carballo,.21,10.80,-11.24,.00
275,0,47132,James Marchesani,.21,8.26,-.43,8.69
276,0,33002,Max McCardle,.21,9.04,-6.34,2.56
277,0,29022,Netipong Sritonginn,.20,8.16,-9.49,3.41
278,0,34235,Shunya Takeyasu,.20,8.10,-8.41,.00
279,0,34661,Sangyeop Lee,.20,8.02,-4.48,2.82
280,0,48979,MK Kim,.20,8.00,.00,8.00
281,0,35230,Nelson Ledesma,.20,7.97,-1.08,8.40
282,0,28801,Matthew Giles,.20,7.93,-5.54,5.19
283,0,47706,Wang Wei Lun,.20,7.92,-2.74,6.00
284,0,22110,Thaworn Wiratchant,.20,7.92,-7.63,5.04
285,0,34656,Mikumu Horikawa,.20,8.69,-4.95,6.54
286,0,47056,Rikuya Hoshino,.20,7.84,-1.97,8.61
287,0,39243,Ben Eccles,.20,9.18,-5.90,5.17
288,0,45985,Jacobus Prinsloo,.19,8.75,-3.27,6.37
289,0,20443,Jin Park,.19,9.71,-4.31,6.95
290,0,34133,Yosuke Tsukada,.19,10.07,-11.56,.00
291,0,36529,Seung-taek Lee,.19,7.70,-1.19,6.20
292,0,45293,Taewoo Kim,.19,7.66,-4.49,.00
293,0,29318,Han Min-kyu,.19,7.63,-2.78,3.69
294,0,30005,Neil Schietekat,.19,9.71,-4.49,5.43
295,0,28823,Mark Williams,.19,9.32,-9.62,1.20
296,0,24080,Scott Strange,.19,7.59,-9.70,.00
297,0,35973,Nathan Holman,.19,9.24,-18.30,.00
298,0,29778,IlHwan Park,.19,7.53,-3.15,5.40
299,0,32949,Martin Dive,.19,7.43,-1.45,8.88
300,0,36711,Jakraphan Premsirigorn,.18,7.36,-2.54,6.37
301,0,26434,Antonio Lascuna,.18,7.29,-6.32,1.32
302,0,26507,I J Jang,.18,9.25,-15.44,4.10
303,0,35628,Byung-Jun Kim,.18,7.25,-1.91,5.22
304,0,20848,Ángel Cabrera,.18,7.60,-7.63,3.51
305,0,29136,Innchoon Hwang,.18,7.00,-3.21,3.67
306,0,22275,Terry Pilkadaris,.17,8.89,-12.23,3.68
307,0,29975,Christiaan Basson,.17,9.03,-6.54,5.82
308,0,32662,Michael Gligic,.17,6.90,-2.39,3.64
309,0,33937,Anthony Michael,.17,7.21,-6.20,3.86
310,0,22075,Ricardo Gonzalez,.17,6.86,-.72,6.86
311,0,30872,Hyowon Park,.17,6.83,-5.29,4.53
312,0,22404,Titch Moore,.17,8.87,-5.63,3.41
313,0,40115,Adam Svensson,.17,8.48,-6.35,5.66
314,0,35881,Rory Bourke,.17,6.68,-2.90,3.60
315,0,32887,Nicolás Geyger,.17,6.67,-3.80,3.36
316,0,37009,Itthipat Buranatanya,.17,6.63,-6.77,3.16
317,0,35087,Bio Kim,.16,6.53,-2.17,5.48
318,0,28125,Josh Geary,.16,6.49,-9.60,2.46
319,0,22048,Scott Barr,.16,6.97,-7.41,1.22
320,0,47497,Hendrik Du Plessis,.16,6.64,-4.51,1.25
321,0,20771,Steven Alker,.16,7.71,-8.48,1.98
322,0,35213,Andrés Echavarría,.16,6.37,-3.77,.00
323,0,47757,Marius Meyer,.16,6.65,-2.30,5.81
324,0,20812,Tjaart van der Walt,.16,6.27,-6.65,.00
325,0,34136,Armando Favela,.15,6.32,-1.64,5.48
326,0,29903,Brett Rankin,.15,6.15,-2.55,3.60
327,0,24466,Gareth Paddison,.15,6.13,-2.67,5.75
328,0,34300,Daijiro Izumida,.15,6.10,-.14,6.24
329,0,45702,Rodolfo Cazaubòn,.15,6.85,-10.89,1.20
330,0,46151,Rak Cho,.15,6.06,-4.46,1.24
331,0,33991,Wolmer Murillo,.15,5.99,-2.39,4.20
332,0,10885,Robert Allenby,.15,7.73,-2.68,3.93
333,0,49481,Tae Hee Lee,.15,5.94,-4.57,5.40
334,0,34171,Jeonghyeob Hyun,.15,5.86,-.83,5.40
335,0,25289,Steven Jeffress,.14,5.77,-2.31,5.80
336,0,22115,Mardan Mamat,.14,6.77,-7.44,4.80
337,0,25885,Kim Tae-hoon,.14,5.76,-4.97,2.71
338,0,31672,Daniel Nisbet,.14,6.17,-5.10,.00
339,0,36487,Go-woong Choi,.14,5.71,-.32,5.79
340,0,30045,Puma Dominguez,.14,6.55,-7.11,.00
341,0,20704,Wallie Coetsee,.14,6.83,-3.75,5.32
342,0,35469,Sebastián Vázquez,.14,6.96,-8.43,2.44
343,0,20723,Peter Wilson,.14,5.68,-2.01,4.14
344,0,45158,Cory Crawford,.14,5.67,-.33,6.00
345,0,33089,Ajeetesh Sandhu,.14,5.60,.00,5.60
346,0,20686,Jeev Milkha Singh,.14,7.12,-5.91,1.34
347,0,36735,Jorge Fernández Valdés,.14,6.28,-6.98,1.22
348,0,35739,Bong-Sub Kim,.13,5.38,-2.38,3.05
349,0,49460,Herman Loubser,.13,5.37,-.21,5.58
350,0,28150,Chinnarat Phadungsil,.13,6.18,-8.36,.00
351,0,31683,Tyrone Ferreira,.13,6.96,-2.40,3.18
352,0,35114,Koichi Kitamura,.13,5.34,-.12,5.46
353,0,28123,Darren Beck,.13,5.30,-.93,4.92
354,0,35964,Tim Hart,.13,5.28,-3.78,2.50
355,0,37355,Makgetha Mazibuko,.13,5.80,-2.36,7.00
356,0,35992,Jack Wilson,.13,5.25,-1.39,3.84
357,0,46699,Rourke Van der Spuy,.13,6.78,-5.58,3.73
358,0,29312,Son Joon-eob,.13,5.21,-2.52,1.23
359,0,39904,Ji-hoon Lee,.13,5.10,-6.14,.00
360,0,35323,Junsung Kim,.13,5.09,-3.77,.00
361,0,29204,Merrick Bremner,.13,6.59,-7.53,2.66
362,0,30798,Yoshitaka Takeya,.13,6.21,-7.31,1.28
363,0,46016,Mathiam Keyser,.12,5.06,-3.78,1.26
364,0,26301,James Nitties,.12,4.93,-5.97,2.66
365,0,39216,CJ Plessis,.12,4.90,-4.79,.00
366,0,27588,Piya Swangarunporn,.12,4.88,-7.47,.00
367,0,27024,Michael Wright,.12,4.81,-4.04,1.20
368,0,35404,Zihao Chen,.12,4.77,-5.16,.00
369,0,29897,Rohan Blizard,.12,4.72,-9.23,.00
370,0,25692,Akio Sadakata,.12,4.84,-5.44,2.32
371,0,32813,Shota Akiyoshi,.12,4.72,-.48,4.17
372,0,45523,Thriston Lawrence,.12,4.65,-3.27,.00
373,0,22897,Joong Kyung Mo,.12,4.63,-4.09,.00
374,0,25398,Ryuichi Oda,.11,5.73,-9.41,.00
375,0,36358,Honey Baisoya,.11,4.58,-.95,2.17
376,0,46798,Anthony Quayle,.11,4.58,-1.47,3.80
377,0,31627,Todd Baek,.11,4.56,-2.15,3.00
378,0,21187,Hidemasa Hoshino,.11,4.89,-2.09,3.29
379,0,35133,Bryce Easton,.11,5.86,-4.35,.00
380,0,27630,Jay Bayron,.11,4.50,-3.20,.00
381,0,49651,Andre De Decker,.11,4.50,-1.16,2.21
382,0,30874,Lee Se-Ho,.11,4.50,.00,4.50
383,0,35540,Albin Choi,.11,5.35,-4.88,2.60
384,0,39177,Jean-Paul Strydom,.11,4.57,-4.29,1.43
385,0,12406,Daniel Fox,.11,4.63,-6.92,1.85
386,0,45578,Matias Simaski,.11,4.38,-1.30,3.00
387,0,34632,Choi Min-Chel,.11,4.37,-.07,4.45
388,0,32262,Mark Brown,.11,4.32,-2.28,3.70
389,0,26882,Michael Sim,.11,4.32,-3.86,1.26
390,0,30991,Namchoak Tantipokakul,.11,4.81,-6.04,.00
391,0,35415,Adam Cornelson,.11,4.27,-3.42,.00
392,0,31109,Richard Lee,.11,4.24,-5.88,1.47
393,0,28621,Madalitso Muthiya,.11,4.97,-4.18,.00
394,0,23638,Brendon de Jonge,.11,5.47,-14.92,.00
