RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
154,0,31323,Gary Woodland,29.48,2358,80,23
156,0,27129,Luke List,29.49,2271,77,25
157,0,60767,Blaine Hale Jr.,29.50,1534,52,24
158,0,38991,Alejandro Tosti,29.51,2036,69,23
159,0,27139,David Skinns,29.55,2423,82,22
160,0,52375,Doug Ghim,29.58,2692,91,24
160,0,52453,Nicolai Højgaard,29.58,1686,57,25
162,0,34076,Joel Dahmen,29.60,2634,89,24
163,0,27064,Jhonattan Vegas,29.63,2133,72,24
164,0,37212,Paul Barjon,29.64,1571,53,24
165,0,46340,Alex Smalley,29.69,2197,74,25
166,0,40026,Daniel Berger,29.74,2260,76,21
166,0,45609,Tyler Duncan,29.74,2082,70,24
168,0,48319,Tom Whitney,29.75,2023,68,25
169,0,36884,Ben Kohles,29.78,2531,85,24
170,0,47988,Nick Hardy,29.79,2592,87,22
171,0,52372,Cameron Champ,29.82,1700,57,26
171,0,45242,Kevin Yu,29.82,2177,73,24
173,0,34255,Joseph Bramlett,29.83,2506,84,24
174,0,54576,Patrick Fishburn,29.86,2090,70,24
175,0,51890,Greyson Sigg,29.89,2272,76,23
176,0,27330,Josh Teater,29.90,1555,52,25
177,0,48699,Callum Tarren,30.01,2101,70,23
178,0,47663,Kevin Dougherty,30.06,1864,62,25
179,0,50095,Austin Smotherman,30.08,1594,53,23
180,0,27770,Camilo Villegas,30.09,1715,57,23
181,0,28420,Ryan Brehm,30.10,1806,60,24
182,0,36871,Matt NeSmith,30.17,2172,72,24
183,0,35310,Lanto Griffin,30.19,2174,72,25
184,0,51070,Vincent Norrman,30.84,1511,49,23
