RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,47504,Sam Burns,27.78,2028,73,21
2,0,55789,Taylor Montgomery,27.80,1501,54,23
2,0,50525,Collin Morikawa,27.80,2196,79,21
4,0,45522,Christiaan Bezuidenhout,27.86,2117,76,20
4,0,47993,Denny McCarthy,27.86,2424,87,21
6,0,35506,Mackenzie Hughes,27.89,2650,95,21
7,0,34098,Russell Henley,27.90,2037,73,21
8,0,28089,Jason Day,27.91,1926,69,22
9,0,57975,Harry Hall,28.00,2240,80,20
10,0,35450,Patrick Cantlay,28.03,1822,65,22
11,0,33653,Thomas Detry,28.07,1881,67,23
12,0,47591,Eric Cole,28.12,3009,107,21
13,0,57900,Chandler Phillips,28.14,2336,83,24
14,0,51766,Wyndham Clark,28.15,1886,67,23
15,0,50188,S.H. Kim,28.21,2962,105,21
16,0,39971,Sungjae Im,28.22,2455,87,22
17,0,22371,Aaron Baddeley,28.26,2063,73,24
18,0,30927,Brendon Todd,28.28,2800,99,20
19,0,46442,Maverick McNealy,28.29,2603,92,22
19,0,48081,Xander Schauffele,28.29,2235,79,23
21,0,46046,Scottie Scheffler,28.32,2011,71,24
22,0,40098,Matt Fitzpatrick,28.34,2012,71,23
23,0,37455,Si Woo Kim,28.36,2496,88,24
24,0,51977,Max Greyserman,28.38,2185,77,23
25,0,28237,Rory McIlroy,28.39,1959,69,23
26,0,40250,Taylor Pendrith,28.41,2159,76,23
27,0,29420,Billy Horschel,28.43,2161,76,23
28,0,24502,Adam Scott,28.45,2020,71,24
29,0,32839,Hideki Matsuyama,28.46,2106,74,22
30,0,33448,Justin Thomas,28.48,1908,67,23
31,0,60004,Jacob Bridgeman,28.51,2224,78,23
31,0,52215,Robert MacIntyre,28.51,2053,72,22
31,0,29221,Webb Simpson,28.51,1454,51,24
34,0,27644,Brian Harman,28.52,2481,87,22
35,0,56630,Akshay Bhatia,28.53,2454,86,21
35,0,34099,Harris English,28.53,2653,93,23
37,0,22405,Justin Rose,28.54,1741,61,21
38,0,59866,Nick Dunlap,28.57,1914,67,21
39,0,46717,Viktor Hovland,28.58,1629,57,21
39,0,49771,J.T. Poston,28.58,2429,85,21
39,0,46441,Robby Shelton,28.58,2172,76,23
39,0,51894,Vince Whaley,28.58,2058,72,20
43,0,52955,Ludvig Åberg,28.59,2144,75,23
43,0,39977,Max Homa,28.59,2259,79,23
45,0,34046,Jordan Spieth,28.61,2003,70,23
46,0,52514,Trace Crowe,28.62,1946,68,23
47,0,47806,Raul Pereda,28.64,1346,47,22
48,0,35532,Tom Hoge,28.66,2895,101,22
49,0,34466,Peter Malnati,28.67,2150,75,24
50,0,33948,Byeong Hun An,28.68,2151,75,24
50,0,35461,Beau Hossler,28.68,2438,85,19
52,0,33408,Tyson Alexander,28.69,2152,75,23
52,0,45157,Cam Davis,28.69,2209,77,23
54,0,33399,Adam Hadwin,28.70,2267,79,23
55,0,57366,Cameron Young,28.73,2327,81,24
56,0,30926,Chris Kirk,28.74,2213,77,22
56,0,47995,Davis Riley,28.74,2098,73,22
58,0,32102,Rickie Fowler,28.75,2214,77,24
58,0,27349,Alex Noren,28.75,1984,69,24
60,0,36799,Stephan Jaeger,28.76,2272,79,24
61,0,49947,Taylor Moore,28.77,2848,99,23
62,0,34374,Erik Barnes,28.78,1554,54,23
62,0,54591,Ben Griffin,28.78,3223,112,23
64,0,57362,Austin Eckroat,28.80,2592,90,23
64,0,55182,Tom Kim,28.80,2275,79,23
64,0,51634,Sahith Theegala,28.80,2678,93,24
67,0,28252,Seamus Power,28.82,2767,96,22
67,0,58168,Davis Thompson,28.82,2594,90,19
69,0,12716,Charley Hoffman,28.84,2019,70,25
70,0,24024,Zach Johnson,28.85,1385,48,24
71,0,52666,Sami Valimaki,28.87,1732,60,22
72,0,36801,Mark Hubbard,28.89,2860,99,23
72,0,39975,Michael Kim,28.89,2340,81,24
72,0,40162,Justin Lower,28.89,2802,97,21
72,0,34256,Andrew Putnam,28.89,2282,79,23
72,0,55454,Carl Yuan,28.89,1849,64,22
77,0,33486,Roger Sloan,28.91,1908,66,21
78,0,30911,Tommy Fleetwood,28.93,2054,71,21
78,0,31646,Emiliano Grillo,28.93,2459,85,23
78,0,51997,Andrew Novak,28.93,2401,83,23
81,0,25493,Nick Taylor,28.94,2402,83,22
82,0,23108,Matt Kuchar,28.95,2113,73,23
82,0,49960,Sepp Straka,28.95,2229,77,24
84,0,47347,Adam Schenk,28.96,2664,92,24
84,0,39327,Ben Silverman,28.96,2259,78,23
86,0,55893,Sam Stevens,28.97,2839,98,22
87,0,48084,Wesley Bryan,28.98,1449,50,24
87,0,33968,Thorbjørn Olesen,28.98,1391,48,23
89,0,33141,Keegan Bradley,28.99,2290,79,24
90,0,32367,Jorge Campillo,29.00,1508,52,24
91,0,29725,Tony Finau,29.01,2292,79,24
91,0,25900,Lucas Glover,29.01,2698,93,24
91,0,33204,Shane Lowry,29.01,2031,70,24
94,0,40058,Zac Blair,29.02,2380,82,24
95,0,51349,Nico Echavarria,29.03,2555,88,23
96,0,59836,Pierceson Coody,29.04,2265,78,20
96,0,50484,Hayden Springer,29.04,2091,72,21
98,0,29908,C.T. Pan,29.05,1714,59,22
99,0,47420,Jake Knapp,29.07,2180,75,23
99,0,36699,Patrick Rodgers,29.07,2907,100,23
101,0,35617,Martin Trainer,29.08,1454,50,23
101,0,54783,Dylan Wu,29.08,2326,80,21
103,0,32791,K.H. Lee,29.09,2269,78,22
103,0,40006,Erik van Rooyen,29.09,2298,79,23
105,0,27649,Brandt Snedeker,29.10,1688,58,24
106,0,59442,Parker Coody,29.11,1601,55,23
106,0,37378,Min Woo Lee,29.11,1921,66,24
108,0,50493,Justin Suh,29.12,2155,74,24
109,0,48153,Matthieu Pavon,29.13,1835,63,24
110,0,29936,Ryan Fox,29.14,2273,78,25
110,0,27936,Martin Laird,29.14,2098,72,23
112,0,32640,Troy Merritt,29.15,2157,74,23
112,0,37275,Sam Ryder,29.15,2186,75,24
114,0,48117,Kurt Kitayama,29.18,2305,79,24
114,0,48119,Ben Taylor,29.18,1809,62,24
116,0,60067,Joe Highsmith,29.19,2043,70,22
116,0,47983,Chad Ramey,29.19,2423,83,23
116,0,52374,Brandon Wu,29.19,2364,81,24
119,0,34587,Chan Kim,29.20,2336,80,23
119,0,32333,Kevin Tway,29.20,1752,60,24
121,0,30163,Henrik Norlander,29.21,1928,66,23
121,0,40115,Adam Svensson,29.21,3126,107,22
123,0,34021,Bud Cauley,29.22,1578,54,23
124,0,54421,Garrick Higgo,29.24,2310,79,23
124,0,52513,Carson Young,29.24,2515,86,24
126,0,59143,Mac Meissner,29.25,2106,72,24
127,0,23320,Ryan Palmer,29.26,1229,42,23
128,0,59095,Chris Gotterup,29.27,2078,71,23
129,0,47679,Victor Perez,29.28,2108,72,23
129,0,27214,Kevin Streelman,29.28,2020,69,24
131,0,32757,Patton Kizzire,29.29,1816,62,23
132,0,32366,Kevin Chappell,29.30,1641,56,23
132,0,51696,Rico Hoey,29.30,2461,84,25
134,0,48867,Matti Schmid,29.31,2286,78,24
134,0,48887,Matt Wallace,29.31,1876,64,23
136,0,55708,Hayden Buckley,29.32,2082,71,23
136,0,39997,Corey Conners,29.32,2551,87,23
138,0,39546,Keith Mitchell,29.33,2376,81,23
138,0,47483,Will Zalatoris,29.33,1936,66,24
140,0,50497,Adrien Dumont de Chassart,29.34,2171,74,20
141,0,28775,Nate Lashley,29.35,2172,74,23
142,0,54628,Lee Hodges,29.36,2672,91,23
142,0,46414,Aaron Rai,29.36,2525,86,25
144,0,29535,Brice Garnett,29.38,1410,48,24
144,0,34563,Chesson Hadley,29.38,1939,66,24
144,0,46113,Ryan McCormick,29.38,1792,61,22
147,0,51287,Ryo Hisatsune,29.39,2469,84,24
148,0,36326,David Lipsky,29.41,2029,69,22
148,0,26476,Chez Reavie,29.41,2000,68,23
148,0,39324,J.J. Spaun,29.41,2353,80,24
151,0,56149,Wilson Furr,29.42,1677,57,25
152,0,29478,Kevin Kisner,29.44,1590,54,21
153,0,26596,Ryan Moore,29.47,2122,72,24
154,0,32070,Rafael Campos,29.48,1769,60,21
