RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,48084,Wesley Bryan,28.13,2560,91,22
2,0,27895,Jonas Blixt,28.16,1971,70,24
3,0,20593,Greg Chalmers,28.17,2000,71,22
4,0,34409,David Lingmerth,28.20,2115,75,23
5,0,01810,Phil Mickelson,28.25,2260,80,22
5,0,33448,Justin Thomas,28.25,2232,79,23
7,0,28089,Jason Day,28.26,1865,66,21
8,0,37454,Whee Kim,28.28,2036,72,23
9,0,32102,Rickie Fowler,28.30,2151,76,23
10,0,27770,Camilo Villegas,28.31,2038,72,22
11,0,19846,Brian Gay,28.32,2209,78,22
11,0,25572,Graeme McDowell,28.32,1586,56,22
11,0,34360,Patrick Reed,28.32,2832,100,21
14,0,27644,Brian Harman,28.33,2833,100,21
15,0,25345,Carl Pettersson,28.34,1672,59,22
16,0,34466,Peter Malnati,28.40,2414,85,21
17,0,25191,Gonzalo Fernandez-Castaño,28.41,1591,56,23
18,0,36689,Brooks Koepka,28.44,2275,80,21
18,0,24138,Ian Poulter,28.44,1934,68,25
20,0,34046,Jordan Spieth,28.45,2219,78,23
21,0,28252,Seamus Power,28.46,2277,80,23
22,0,25720,Chad Collins,28.47,1765,62,23
22,0,26331,Charl Schwartzel,28.47,1708,60,23
24,0,22371,Aaron Baddeley,28.49,1624,57,23
25,0,25892,Steve Wheatcroft,28.51,1340,47,24
26,0,35891,Cameron Smith,28.52,2339,82,22
27,0,39954,Cody Gribble,28.53,2197,77,23
28,0,23983,Luke Donald,28.56,1371,48,23
28,0,33399,Adam Hadwin,28.56,2799,98,21
28,0,24024,Zach Johnson,28.56,2199,77,22
31,0,40009,Dominic Bozzelli,28.60,1859,65,24
31,0,06522,Ernie Els,28.60,1487,52,24
31,0,31420,Anirban Lahiri,28.60,2059,72,21
31,0,29221,Webb Simpson,28.60,2831,99,21
35,0,24846,Ricky Barnes,28.62,2633,92,25
35,0,27649,Brandt Snedeker,28.62,1431,50,21
37,0,46443,Brian Campbell,28.63,1460,51,24
37,0,29223,Sam Saunders,28.63,2004,70,23
39,0,31416,Derek Fathauer,28.64,2148,75,23
40,0,23800,Bryce Molder,28.66,2121,74,22
41,0,25349,Tim Wilkinson,28.67,1663,58,23
42,0,34213,Grayson Murray,28.68,2581,90,23
43,0,29479,Scott Brown,28.69,2611,91,22
43,0,24361,Pat Perez,28.69,2582,90,22
45,0,26300,Matt Jones,28.70,1607,56,23
46,0,26476,Chez Reavie,28.71,2727,95,21
47,0,35532,Tom Hoge,28.72,1321,46,22
47,0,23108,Matt Kuchar,28.72,2642,92,23
49,0,26851,Marc Leishman,28.73,2586,90,21
50,0,29289,S.Y. Noh,28.74,2500,87,23
51,0,28237,Rory McIlroy,28.75,1380,48,24
52,0,29222,Billy Hurley III,28.76,2301,80,23
53,0,34099,Harris English,28.78,2187,76,22
53,0,25396,Kevin Na,28.78,2360,82,22
55,0,40026,Daniel Berger,28.81,2478,86,23
55,0,33461,Morgan Hoffmann,28.81,2535,88,24
55,0,29926,Danny Lee,28.81,2564,89,22
58,0,27958,Ryan Blaum,28.82,2767,96,22
59,0,48822,Sebastián Muñoz,28.84,1413,49,23
59,0,49771,J.T. Poston,28.84,2509,87,23
61,0,26499,Rafa Cabrera Bello,28.85,1731,60,23
62,0,30852,Ryo Ishikawa,28.86,1616,56,23
62,0,32839,Hideki Matsuyama,28.86,2193,76,23
62,0,32333,Kevin Tway,28.86,2540,88,22
65,0,40058,Zac Blair,28.87,2858,99,23
66,0,27141,J.B. Holmes,28.88,2195,76,24
66,0,46970,Jon Rahm,28.88,2397,83,24
66,0,32150,Michael Thompson,28.88,1617,56,22
69,0,29478,Kevin Kisner,28.89,2831,98,22
70,0,33419,Cameron Tringale,28.90,2399,83,22
70,0,25632,Jimmy Walker,28.90,1763,61,23
72,0,29461,Jamie Lovemark,28.92,2776,96,23
72,0,34358,Jonathan Randolph,28.92,1822,63,24
74,0,28307,Matt Every,28.94,2026,70,24
74,0,26329,Louis Oosthuizen,28.94,1794,62,23
76,0,32640,Troy Merritt,28.95,2200,76,24
77,0,39975,Michael Kim,28.96,2606,90,24
78,0,24357,K.J. Choi,28.97,1912,66,23
79,0,12716,Charley Hoffman,29.00,3132,108,25
79,0,34174,John Huh,29.00,2552,88,23
79,0,22986,Søren Kjeldsen,29.00,1421,49,22
79,0,27936,Martin Laird,29.00,2407,83,24
79,0,25198,Francesco Molinari,29.00,2088,72,23
79,0,31560,Brian Stuard,29.00,2523,87,23
79,0,23325,Vaughn Taylor,29.00,2436,84,24
86,0,25364,Paul Casey,29.03,2613,90,24
86,0,27963,Chris Stroud,29.03,1713,59,24
88,0,26596,Ryan Moore,29.04,2294,79,23
89,0,29720,Andres Gonzales,29.06,2005,69,23
89,0,46550,Brandon Hagy,29.06,2238,77,22
91,0,26758,David Hearn,29.07,2471,85,24
91,0,34098,Russell Henley,29.07,2820,97,23
91,0,35506,Mackenzie Hughes,29.07,3023,104,24
91,0,48081,Xander Schauffele,29.07,2674,92,24
95,0,35545,Blayne Barber,29.08,2065,71,24
95,0,27974,Sung Kang,29.08,2966,102,18
97,0,20157,Retief Goosen,29.09,1338,46,24
97,0,32757,Patton Kizzire,29.09,2211,76,24
99,0,30925,Dustin Johnson,29.10,2037,70,22
99,0,46601,Trey Mullinax,29.10,2386,82,24
101,0,21961,Charles Howell III,29.11,2387,82,24
102,0,33120,Mark Anderson,29.13,1515,52,23
102,0,23541,Ben Crane,29.13,2301,79,23
102,0,30191,Julián Etulain,29.13,1835,63,22
102,0,34431,Robert Streb,29.13,2738,94,24
102,0,25834,Daniel Summerhays,29.13,2738,94,21
107,0,20771,Steven Alker,29.14,1836,63,23
107,0,33948,Byeong Hun An,29.14,2098,72,24
109,0,28679,Fabián Gómez,29.15,1720,59,24
109,0,24924,Bill Haas,29.15,2478,85,23
109,0,46501,Ollie Schniederjans,29.15,2536,87,23
112,0,47959,Bryson DeChambeau,29.16,2595,89,24
112,0,37455,Si Woo Kim,29.16,2187,75,22
112,0,22405,Justin Rose,29.16,1866,64,24
115,0,30926,Chris Kirk,29.18,2422,83,22
115,0,24140,Sean O'Hair,29.18,2451,84,24
117,0,35450,Patrick Cantlay,29.19,1401,48,24
117,0,23497,Tag Ridings,29.19,1722,59,23
119,0,25274,Steven Bowditch,29.20,1606,55,24
119,0,20229,Stewart Cink,29.20,2716,93,23
121,0,46440,Smylie Kaufman,29.24,2076,71,24
122,0,37278,Nicholas Lindheim,29.25,1638,56,24
122,0,33413,Ben Martin,29.25,2311,79,22
124,0,29725,Tony Finau,29.26,3043,104,20
125,0,33418,Shawn Stefani,29.28,1991,68,23
126,0,22046,Geoff Ogilvy,29.29,2109,72,23
126,0,25804,Bubba Watson,29.29,1845,63,24
128,0,34021,Bud Cauley,29.30,2578,88,22
128,0,25686,Jason Dufner,29.30,2403,82,23
128,0,29518,Brendan Steele,29.30,2461,84,21
131,0,47128,Richy Werenski,29.31,2169,74,25
132,0,35879,Kelly Kraft,29.32,2082,71,24
133,0,31646,Emiliano Grillo,29.33,2552,87,24
134,0,32366,Kevin Chappell,29.34,2641,90,24
134,0,23621,Rory Sabbatini,29.34,1907,65,24
136,0,10809,Jim Furyk,29.35,1497,51,25
136,0,39324,J.J. Spaun,29.35,2524,86,24
138,0,35110,Brett Drewitt,29.36,1556,53,23
138,0,32448,James Hahn,29.36,2819,96,23
138,0,24502,Adam Scott,29.36,1703,58,25
138,0,28132,Tyrone Van Aswegen,29.36,2848,97,23
142,0,21209,Sergio Garcia,29.37,1821,62,25
143,0,20104,Ken Duke,29.38,2086,71,24
143,0,27466,Spencer Levin,29.38,2497,85,24
143,0,25493,Nick Taylor,29.38,2791,95,22
146,0,24507,Jason Bohn,29.39,2087,71,24
147,0,33141,Keegan Bradley,29.40,2999,102,23
148,0,27436,Graham DeLaet,29.41,2235,76,25
148,0,33122,Russell Knox,29.41,2059,70,24
150,0,46732,Rick Lamb,29.44,1472,50,23
151,0,27095,Nick Watney,29.45,2032,69,21
152,0,24358,Robert Garrigus,29.46,2121,72,23
152,0,25818,Scott Piercy,29.46,1974,67,22
154,0,27214,Kevin Streelman,29.47,2593,88,24
155,0,29974,Branden Grace,29.49,1858,63,24
155,0,34264,Hudson Swafford,29.49,2654,90,23
157,0,36801,Mark Hubbard,29.50,2183,74,24
158,0,12510,Chad Campbell,29.51,2862,97,23
158,0,20472,Alex Cejka,29.51,2272,77,23
160,0,27129,Luke List,29.52,2893,98,24
161,0,32200,Roberto Castro,29.53,2008,68,20
162,0,29740,Brad Fritsch,29.54,1536,52,26
162,0,25900,Lucas Glover,29.54,2659,90,24
162,0,26951,Johnson Wagner,29.54,1861,63,24
165,0,25240,D.A. Points,29.56,2010,68,25
166,0,24781,Hunter Mahan,29.58,2100,71,24
167,0,28093,Miguel Angel Carballo,29.60,1687,57,26
168,0,33204,Shane Lowry,29.61,1451,49,24
169,0,35300,Andrew Loupe,29.63,1541,52,24
169,0,30110,Kyle Stanley,29.63,2963,100,21
171,0,28420,Ryan Brehm,29.64,2282,77,25
172,0,30692,Scott Stallings,29.65,2283,77,24
173,0,31202,William McGirt,29.67,2463,83,24
173,0,27064,Jhonattan Vegas,29.67,2670,90,23
175,0,37189,Harold Varner III,29.69,2939,99,21
