RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
176,0,29908,C.T. Pan,29.70,2554,86,22
177,0,29476,Kyle Reifers,29.73,2616,88,24
178,0,31557,Jim Herman,29.77,2233,75,24
179,0,22056,Cameron Percy,29.78,1936,65,23
180,0,36699,Patrick Rodgers,29.85,2209,74,24
181,0,28500,Martin Flores,29.86,2419,81,24
182,0,19803,Ryan Armour,29.88,1763,59,25
183,0,31323,Gary Woodland,29.89,2660,89,23
184,0,29420,Billy Horschel,29.92,2573,86,24
185,0,30944,Jason Kokrak,29.97,2847,95,25
185,0,20572,Rod Pampling,29.97,2128,71,24
185,0,29485,Brett Stegmaier,29.97,2278,76,23
188,0,23320,Ryan Palmer,30.21,1601,53,25
189,0,26289,Boo Weekley,30.29,2211,73,25
190,0,23353,J.J. Henry,30.42,2616,86,23
