RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,47959,Bryson DeChambeau,34.43,84,244,-92,-2.00
2,0,45157,Cam Davis,34.02,82,241,-92,+14.00
3,0,39975,Michael Kim,32.67,33,101,-33,+2.00
4,0,47347,Adam Schenk,30.95,52,168,-52,-10.00
5,0,52372,Cameron Champ,30.00,60,200,-61,+16.00
5,0,27129,Luke List,30.00,66,220,-75,+6.00
5,0,27330,Josh Teater,30.00,21,70,-21,-8.00
5,0,33448,Justin Thomas,30.00,54,180,-62,-7.00
9,0,32448,James Hahn,29.77,39,131,-41,-4.00
10,0,24502,Adam Scott,29.41,40,136,-43,+2.00
11,0,34255,Joseph Bramlett,29.14,44,151,-47,+9.00
12,0,56278,Matthew Wolff,28.87,41,142,-49,+10.00
13,0,27942,Rob Oppenheim,28.71,29,101,-31,-19.00
14,0,30944,Jason Kokrak,28.22,57,202,-59,-6.00
15,0,28775,Nate Lashley,27.59,32,116,-33,+1.00
16,0,37189,Harold Varner III,27.53,49,178,-51,-9.00
17,0,33490,Bo Hoag,27.52,41,149,-42,-24.00
18,0,35310,Lanto Griffin,27.27,51,187,-55,-17.00
18,0,46970,Jon Rahm,27.27,54,198,-59,-7.00
20,0,26329,Louis Oosthuizen,27.01,37,137,-44,-24.00
21,0,47483,Will Zalatoris,26.95,45,167,-49,-9.00
22,0,25364,Paul Casey,26.85,40,149,-41,-9.00
23,0,27064,Jhonattan Vegas,26.79,45,168,-49,+6.00
24,0,34264,Hudson Swafford,26.75,42,157,-41,-3.00
25,0,34213,Grayson Murray,26.67,24,90,-25,+13.00
26,0,30163,Henrik Norlander,26.59,46,173,-49,-5.00
27,0,40042,Tyler McCumber,26.43,37,140,-35,-1.00
28,0,40026,Daniel Berger,26.32,50,190,-54,-21.00
29,0,33486,Roger Sloan,26.28,36,137,-37,-9.00
30,0,28237,Rory McIlroy,26.20,49,187,-47,-5.00
31,0,34360,Patrick Reed,26.14,40,153,-44,-8.00
32,0,39971,Sungjae Im,25.67,77,300,-83,-5.00
33,0,49771,J.T. Poston,25.64,50,195,-55,+2.00
34,0,24024,Zach Johnson,25.56,34,133,-32,-8.00
35,0,34563,Chesson Hadley,25.42,30,118,-30,+5.00
35,0,35891,Cameron Smith,25.42,45,177,-48,-16.00
37,0,32333,Kevin Tway,25.41,31,122,-31,-12.00
38,0,33399,Adam Hadwin,25.34,37,146,-38,-1.00
39,0,27936,Martin Laird,25.32,39,154,-40,-3.00
40,0,47504,Sam Burns,25.26,48,190,-51,-12.00
41,0,33141,Keegan Bradley,25.25,51,202,-54,-8.00
42,0,32070,Rafael Campos,25.24,26,103,-19,+6.00
43,0,23623,Bo Van Pelt,25.23,28,111,-30,-22.00
