RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
44,0,40006,Erik van Rooyen,25.16,39,155,-39,-6.00
45,0,48081,Xander Schauffele,25.13,47,187,-54,-3.00
46,0,31557,Jim Herman,25.00,28,112,-28,-14.00
46,0,33667,Carlos Ortiz,25.00,56,224,-64,-3.00
46,0,27095,Nick Watney,25.00,19,76,-19,+5.00
49,0,33597,Harry Higgs,24.86,44,177,-48,+4.00
50,0,32640,Troy Merritt,24.81,32,129,-32,-17.00
51,0,31323,Gary Woodland,24.67,37,150,-38,+6.00
52,0,31646,Emiliano Grillo,24.66,36,146,-39,+3.00
53,0,29518,Brendan Steele,24.50,37,151,-33,+1.00
54,0,26331,Charl Schwartzel,24.49,48,196,-50,+3.00
55,0,56762,Will Gordon,24.47,46,188,-44,+13.00
56,0,27214,Kevin Streelman,24.44,44,180,-43,-23.00
57,0,39977,Max Homa,24.36,38,156,-44,-12.00
58,0,29479,Scott Brown,24.32,36,148,-38,+6.00
59,0,21209,Sergio Garcia,24.27,50,206,-54,-8.00
60,0,48045,Michael Gellerman,24.24,16,66,-16,-1.00
61,0,37275,Sam Ryder,24.18,37,153,-42,+1.00
62,0,19803,Ryan Armour,24.11,27,112,-25,-21.00
63,0,35449,Adam Long,24.09,33,137,-31,E
64,0,35461,Beau Hossler,24.06,45,187,-51,+4.00
65,0,33413,Ben Martin,24.05,19,79,-17,-4.00
66,0,25396,Kevin Na,23.98,41,171,-45,-13.00
67,0,23320,Ryan Palmer,23.96,46,192,-49,-1.00
68,0,12716,Charley Hoffman,23.86,47,197,-51,-20.00
69,0,40098,Matt Fitzpatrick,23.81,35,147,-37,-2.00
70,0,49298,Kramer Hickok,23.73,28,118,-28,+3.00
71,0,36689,Brooks Koepka,23.65,35,148,-36,-6.00
72,0,26851,Marc Leishman,23.57,37,157,-39,-15.00
73,0,39997,Corey Conners,23.40,44,188,-41,-15.00
73,0,34046,Jordan Spieth,23.40,44,188,-44,-15.00
75,0,29221,Webb Simpson,23.31,38,163,-44,-17.00
76,0,30925,Dustin Johnson,23.30,41,176,-44,-2.00
77,0,29535,Brice Garnett,23.26,30,129,-34,-21.00
78,0,46402,Talor Gooch,23.15,50,216,-49,-6.00
78,0,35617,Martin Trainer,23.15,25,108,-26,+8.00
80,0,37455,Si Woo Kim,23.11,52,225,-54,-2.00
81,0,46550,Brandon Hagy,23.08,33,143,-33,+8.00
81,0,39953,Chase Seiffert,23.08,27,117,-22,-10.00
81,0,35658,Kris Ventura,23.08,30,130,-32,+6.00
81,0,49964,Aaron Wise,23.08,42,182,-41,-5.00
85,0,35104,Tom Lewis,22.93,36,157,-37,-9.00
86,0,23621,Rory Sabbatini,22.73,30,132,-29,-10.00
87,0,32662,Michael Gligic,22.70,32,141,-31,-7.00
88,0,34099,Harris English,22.69,49,216,-53,-13.00
89,0,34076,Joel Dahmen,22.63,31,137,-29,-1.00
90,0,32839,Hideki Matsuyama,22.57,51,226,-57,-4.00
91,0,32816,Satoshi Kodaira,22.54,32,142,-26,-6.00
92,0,27556,Ted Potter Jr.,22.52,25,111,-27,-7.00
93,0,29478,Kevin Kisner,22.48,29,129,-34,-11.00
94,0,45609,Tyler Duncan,22.47,40,178,-35,E
95,0,34098,Russell Henley,22.44,35,156,-35,-17.00
96,0,23788,D.J. Trahan,22.41,26,116,-25,E
97,0,27644,Brian Harman,22.34,44,197,-47,-27.00
98,0,34174,John Huh,22.22,22,99,-17,-11.00
98,0,31420,Anirban Lahiri,22.22,26,117,-31,-12.00
100,0,25804,Bubba Watson,22.16,37,167,-41,E
101,0,47128,Richy Werenski,22.11,44,199,-45,-14.00
102,0,31560,Brian Stuard,22.03,26,118,-27,-44.00
103,0,34363,Tyrrell Hatton,22.02,24,109,-23,-2.00
104,0,52375,Doug Ghim,22.00,33,150,-26,-23.00
104,0,27974,Sung Kang,22.00,33,150,-31,+20.00
106,0,19846,Brian Gay,21.90,23,105,-27,-12.00
107,0,36801,Mark Hubbard,21.74,35,161,-37,-28.00
108,0,29974,Branden Grace,21.71,28,129,-29,-5.00
109,0,30110,Kyle Stanley,21.64,29,134,-32,+2.00
110,0,51766,Wyndham Clark,21.59,38,176,-40,+12.00
111,0,46717,Viktor Hovland,21.46,44,205,-41,-16.00
112,0,27770,Camilo Villegas,21.37,28,131,-34,E
113,0,36871,Matthew NeSmith,21.36,44,206,-47,-5.00
114,0,23325,Vaughn Taylor,21.35,19,89,-21,-33.00
115,0,35506,Mackenzie Hughes,21.34,35,164,-39,-2.00
116,0,46435,Austin Cook,21.24,24,113,-24,-16.00
116,0,26476,Chez Reavie,21.24,24,113,-20,-8.00
118,0,49766,Hank Lebioda,21.21,21,99,-18,-29.00
119,0,20229,Stewart Cink,21.16,40,189,-44,-5.00
120,0,30911,Tommy Fleetwood,21.14,26,123,-25,+4.00
121,0,22056,Cameron Percy,21.05,24,114,-24,-10.00
122,0,29970,Dylan Frittelli,21.02,33,157,-32,+14.00
122,0,24361,Pat Perez,21.02,33,157,-36,-25.00
124,0,26300,Matt Jones,21.00,42,200,-44,-4.00
125,0,46442,Maverick McNealy,20.99,34,162,-31,-17.00
126,0,35532,Tom Hoge,20.97,39,186,-40,-23.00
127,0,29725,Tony Finau,20.81,36,173,-40,-4.00
128,0,21961,Charles Howell III,20.80,26,125,-25,-10.00
129,0,25493,Nick Taylor,20.74,39,188,-42,-8.00
130,0,33419,Cameron Tringale,20.67,37,179,-39,-27.00
131,0,45486,Joaquin Niemann,20.65,51,247,-55,-8.00
132,0,49960,Sepp Straka,20.62,40,194,-39,-7.00
132,0,32254,Xinjun Zhang,20.62,20,97,-17,+4.00
134,0,36699,Patrick Rodgers,20.59,42,204,-46,-4.00
135,0,34314,Sebastian Cappelen,20.51,16,78,-19,-4.00
136,0,25900,Lucas Glover,20.45,36,176,-33,-11.00
137,0,24140,Sean O'Hair,20.43,19,93,-21,-10.00
138,0,27554,Scott Harrington,20.39,31,152,-36,+8.00
139,0,48822,Sebastián Muñoz,20.35,46,226,-48,-14.00
140,0,48119,Ben Taylor,20.31,13,64,-15,+2.00
141,0,24781,Hunter Mahan,20.22,18,89,-19,+2.00
142,0,32757,Patton Kizzire,20.19,42,208,-46,-37.00
143,0,32618,Rhein Gibson,20.00,12,60,-13,-1.00
143,0,34466,Peter Malnati,20.00,21,105,-23,-24.00
143,0,01810,Phil Mickelson,20.00,31,155,-29,+9.00
146,0,30692,Scott Stallings,19.87,31,156,-32,-6.00
147,0,28089,Jason Day,19.74,30,152,-31,+1.00
148,0,24924,Bill Haas,19.70,13,66,-13,-7.00
149,0,25686,Jason Dufner,19.66,23,117,-25,-22.00
150,0,39546,Keith Mitchell,19.47,37,190,-37,-1.00
151,0,28420,Ryan Brehm,19.44,21,108,-19,+10.00
151,0,53165,Doc Redman,19.44,28,144,-27,-8.00
153,0,32791,K.H. Lee,19.38,44,227,-47,+3.00
154,0,46046,Scottie Scheffler,19.33,46,238,-47,E
155,0,29908,C.T. Pan,19.29,27,140,-24,-1.00
156,0,26499,Rafa Cabrera Bello,19.27,21,109,-23,-4.00
157,0,22405,Justin Rose,19.05,16,84,-21,-4.00
158,0,35450,Patrick Cantlay,19.02,35,184,-37,-13.00
159,0,29420,Billy Horschel,18.82,32,170,-35,-11.00
160,0,32150,Michael Thompson,18.71,26,139,-28,-1.00
161,0,33948,Byeong Hun An,18.68,34,182,-32,+2.00
162,0,27649,Brandt Snedeker,18.40,23,125,-24,-35.00
163,0,27141,J.B. Holmes,18.35,20,109,-17,-4.00
164,0,33404,Chris Baker,18.18,14,77,-13,+3.00
164,0,29268,Bronson Burgoon,18.18,24,132,-24,+4.00
164,0,23108,Matt Kuchar,18.18,22,121,-21,-12.00
164,0,34256,Andrew Putnam,18.18,24,132,-23,-34.00
168,0,50525,Collin Morikawa,18.13,31,171,-31,-11.00
169,0,45526,Abraham Ancer,17.84,33,185,-36,-24.00
170,0,27349,Alex Noren,17.71,34,192,-35,-11.00
171,0,28252,Seamus Power,17.65,18,102,-15,-8.00
172,0,33122,Russell Knox,17.57,26,148,-28,-6.00
173,0,30926,Chris Kirk,17.45,26,149,-27,-3.00
174,0,47993,Denny McCarthy,17.42,27,155,-29,-18.00
175,0,33410,Andrew Landry,17.21,21,122,-19,-3.00
176,0,33120,Mark Anderson,17.14,12,70,-12,-15.00
177,0,48887,Matt Wallace,17.11,13,76,-13,-7.00
178,0,33204,Shane Lowry,17.05,22,129,-22,-14.00
179,0,25632,Jimmy Walker,16.94,21,124,-23,-1.00
180,0,22371,Aaron Baddeley,16.92,11,65,-12,-10.00
181,0,29926,Danny Lee,16.90,24,142,-21,+10.00
182,0,30927,Brendon Todd,16.52,19,115,-25,-28.00
183,0,32102,Rickie Fowler,16.43,23,140,-21,-9.00
184,0,32139,Danny Willett,16.36,9,55,-11,-5.00
185,0,20396,Lee Westwood,15.97,19,119,-16,+6.00
186,0,24357,K.J. Choi,15.56,7,45,-6,-21.00
187,0,25818,Scott Piercy,15.12,26,172,-26,+4.00
188,0,35230,Nelson Ledesma,15.07,11,73,-15,-2.00
189,0,34431,Robert Streb,14.71,20,136,-23,-2.00
190,0,24138,Ian Poulter,14.29,15,105,-16,-11.00
191,0,51894,Vince Whaley,14.09,21,149,-25,-3.00
192,0,23983,Luke Donald,13.89,10,72,-10,-18.00
193,0,39324,J.J. Spaun,13.86,14,101,-10,-17.00
194,0,46441,Robby Shelton,12.42,20,161,-18,+5.00
195,0,26758,David Hearn,10.00,5,50,-4,-16.00
196,0,28679,Fabián Gómez,5.77,3,52,-3,-2.00
