RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
108,0,25804,Bubba Watson,261.1,1569743.000,167
111,0,27644,Brian Harman,261.2,1852107.000,197
111,0,46717,Viktor Hovland,261.2,1927916.000,205
113,0,33404,Chris Baker,261.3,724419.000,77
113,0,27556,Ted Potter Jr.,261.3,1044045.000,111
115,0,22371,Aaron Baddeley,261.4,611783.000,65
115,0,34431,Robert Streb,261.4,1279874.000,136
117,0,29420,Billy Horschel,261.5,1600635.000,170
117,0,35461,Beau Hossler,261.5,1760099.000,187
117,0,27974,Sung Kang,261.5,1412180.000,150
117,0,23325,Vaughn Taylor,261.5,837823.000,89
121,0,33948,Byeong Hun An,261.6,1714033.000,182
121,0,34099,Harris English,261.6,2034464.000,216
121,0,33204,Shane Lowry,261.6,1214727.000,129
124,0,36689,Brooks Koepka,261.7,1394262.000,148
124,0,39324,J.J. Spaun,261.7,951594.000,101
124,0,31560,Brian Stuard,261.7,1111776.000,118
127,0,45526,Abraham Ancer,261.8,1743860.000,185
127,0,34314,Sebastian Cappelen,261.8,735242.000,78
127,0,34046,Jordan Spieth,261.8,1772129.000,188
127,0,25493,Nick Taylor,261.8,1771646.000,188
131,0,46442,Maverick McNealy,261.9,1527667.000,162
131,0,23623,Bo Van Pelt,261.9,1046595.000,111
131,0,20396,Lee Westwood,261.9,1122094.000,119
134,0,47993,Denny McCarthy,262.1,1462259.000,155
134,0,49771,J.T. Poston,262.1,1839994.000,195
136,0,45609,Tyler Duncan,262.2,1680302.000,178
136,0,26331,Charl Schwartzel,262.2,1850163.000,196
138,0,33141,Keegan Bradley,262.3,1907604.000,202
139,0,23108,Matt Kuchar,262.4,1142800.000,121
139,0,49960,Sepp Straka,262.4,1832815.000,194
141,0,35449,Adam Long,262.5,1294537.000,137
141,0,27349,Alex Noren,262.5,1814609.000,192
141,0,37275,Sam Ryder,262.5,1445741.000,153
144,0,24361,Pat Perez,262.6,1484103.000,157
144,0,33419,Cameron Tringale,262.6,1692124.000,179
146,0,30926,Chris Kirk,262.7,1409055.000,149
146,0,27330,Josh Teater,262.7,661884.000,70
148,0,19803,Ryan Armour,262.8,1059479.000,112
148,0,21209,Sergio Garcia,262.8,1949006.000,206
150,0,49298,Kramer Hickok,262.9,1116649.000,118
150,0,39971,Sungjae Im,262.9,2839131.000,300
150,0,32791,K.H. Lee,262.9,2148754.000,227
150,0,01810,Phil Mickelson,262.9,1466719.000,155
150,0,53165,Doc Redman,262.9,1362933.000,144
155,0,32618,Rhein Gibson,263.0,568088.000,60
155,0,35617,Martin Trainer,263.0,1022637.000,108
157,0,33413,Ben Martin,263.5,749520.000,79
158,0,24024,Zach Johnson,263.6,1261889.000,133
158,0,39953,Chase Seiffert,263.6,1110213.000,117
160,0,24140,Sean O'Hair,263.7,882719.000,93
161,0,32333,Kevin Tway,263.8,1158770.000,122
162,0,36699,Patrick Rodgers,264.0,1938976.000,204
163,0,47959,Bryson DeChambeau,264.1,2319956.000,244
163,0,27942,Rob Oppenheim,264.1,960338.000,101
165,0,37455,Si Woo Kim,264.2,2140161.000,225
165,0,26329,Louis Oosthuizen,264.2,1302986.000,137
165,0,46046,Scottie Scheffler,264.2,2263392.000,238
168,0,28679,Fabián Gómez,264.3,494863.000,52
168,0,25632,Jimmy Walker,264.3,1179886.000,124
170,0,36801,Mark Hubbard,264.4,1532334.000,161
170,0,23621,Rory Sabbatini,264.4,1256239.000,132
172,0,25818,Scott Piercy,264.5,1637519.000,172
173,0,27649,Brandt Snedeker,264.6,1190892.000,125
174,0,25900,Lucas Glover,264.9,1678299.000,176
174,0,51894,Vince Whaley,264.9,1421082.000,149
176,0,36871,Matthew NeSmith,265.0,1965193.000,206
177,0,30911,Tommy Fleetwood,265.1,1173925.000,123
177,0,35230,Nelson Ledesma,265.1,696686.000,73
179,0,30692,Scott Stallings,265.3,1489657.000,156
180,0,39546,Keith Mitchell,265.5,1815733.000,190
181,0,30163,Henrik Norlander,265.6,1654114.000,173
181,0,34360,Patrick Reed,265.6,1462666.000,153
183,0,24138,Ian Poulter,265.9,1005228.000,105
184,0,23983,Luke Donald,266.0,689369.000,72
185,0,26758,David Hearn,266.3,479330.000,50
186,0,27141,J.B. Holmes,266.6,1045974.000,109
187,0,32254,Xinjun Zhang,266.7,931240.000,97
188,0,34174,John Huh,267.1,951900.000,99
189,0,49964,Aaron Wise,267.2,1750998.000,182
190,0,32816,Satoshi Kodaira,267.4,1366774.000,142
190,0,34256,Andrew Putnam,267.4,1270537.000,132
192,0,46441,Robby Shelton,267.6,1550872.000,161
193,0,23788,D.J. Trahan,267.7,1117995.000,116
194,0,28420,Ryan Brehm,268.4,1043571.000,108
195,0,48887,Matt Wallace,268.7,735257.000,76
196,0,26499,Rafa Cabrera Bello,271.8,1066380.000,109
